Drug,N.Targets,N.Seedgenes,d.avg,zscore,pvalue
CDPU29,1,7,3.0,-0.20412414523193165,0.76
CDPZ58,1,7,3.0,0.3908940464153314,0.92
CDQ18N,2,4,3.0,-1.4577379737113256,0.32
CDQ47G,3,11,2.6666666666666665,0.5459564115674083,0.63
CDQ56W,3,19,3.3333333333333335,1.5897875017907845,1.0
CDQ57A,1,19,3.0,,0.0
CDQ5H6,1,7,1.0,,0.0
CDQ85E,3,7,2.0,-0.3450158076462933,0.52
CDQ8H7,1,4,2.0,-1.5068211499136352,0.26
CDQ90V,1,19,3.0,,0.0
CDQ91J,1,7,0.0,-5.447341615277187,0.0
CDQ97L,1,19,3.0,0.15294382258037464,0.9
CDQ9I1,2,7,3.0,0.6666666666666665,1.0
CDQF20,1,7,1.0,,0.0
CDQV28,1,11,2.0,,0.0
CDR0K6,1,7,1.0,,0.0
CDR34P,1,11,2.0,,0.0
CDRC75,3,19,3.3333333333333335,1.6526292166008123,1.0
CDRN63,1,1,1.0,,0.0
CDS03B,1,7,1.0,,0.0
CDS4T7,1,11,2.0,,0.0
CDS86M,1,1,1.0,,0.0
CDS92J,4,7,1.25,-2.956939334264223,0.0
CDS9Y3,1,1,1.0,,0.0
CDSH51,1,11,2.0,,0.0
CDSY04,3,4,3.0,-0.5497834329684301,0.39
CDT2U8,1,7,3.0,,0.0
CDT3Q6,1,1,1.0,,0.0
CDT4Y6,1,1,2.0,0.0,0.0
CDT58P,1,7,4.0,1.7581294388351678,1.0
CDT61L,1,7,2.0,,0.0
CDT83A,1,11,3.0,0.7946798828432627,0.99
CDT8K7,1,19,3.0,,0.0
CDTE34,1,7,3.0,0.5675318095554227,0.92
CDTX86,1,19,2.0,,0.0
CDU0B1,1,19,2.0,,0.0
CDU1L0,4,19,3.25,1.4916347408820958,1.0
CDU51C,1,19,4.0,2.9707231276484296,1.0
CDU52V,3,7,3.0,0.5836437135298302,1.0
CDU5O6,3,7,2.0,-0.3450158076462933,0.52
CDU5X4,1,1,2.0,,0.0
CDU89L,1,1,3.0,-1.083472677771923,0.46
CDU98V,1,11,3.0,0.4937419311010187,0.92
CDV05U,1,7,3.0,0.2743516305843674,0.93
CDV2Y4,1,4,3.0,,0.0
CDV38Z,1,4,3.0,-0.5310850045437948,0.78
CDV4Z6,3,1,2.0,-5.299020290217595,0.0
CDV84X,3,19,3.3333333333333335,1.6526292166008123,1.0
CDVO63,1,7,1.0,,0.0
CDW67R,1,7,3.0,,0.0
CDW7Q2,1,7,3.0,0.2743516305843674,0.93
CDWI58,1,7,3.0,,0.0
CDWP76,1,7,3.0,0.47771245719481964,0.78
CDWT62,1,11,3.0,0.7946798828432627,0.99
CDX2C6,3,7,3.0,0.5836437135298302,1.0
CDX4V6,1,4,4.0,,0.0
CDX9R1,3,19,3.3333333333333335,1.5897875017907845,1.0
CDXB43,1,4,4.0,,0.0
CDXB56,1,7,1.0,,0.0
CDXS16,1,7,1.0,,0.0
CDY08B,3,4,3.0,-0.5497834329684301,0.39
CDY13X,1,7,2.0,,0.0
CDY1P0,2,7,3.0,0.49709880859628175,0.83
CDY2J9,1,7,1.0,,0.0
CDY47R,3,11,2.6666666666666665,0.5459564115674083,0.63
CDY48T,1,7,1.0,,0.0
CDY78I,1,19,3.0,,0.0
CDY82R,1,1,2.0,0.0,0.0
CDZ2I7,1,7,1.0,-3.0899035625347433,0.0
CDZ53U,1,7,3.0,,0.0
CDZ79W,1,19,3.0,-0.06898830747274062,0.89
CDZ8F4,1,7,3.0,0.4418360821684621,1.0
CDZ92L,1,19,3.0,,0.0
CDZ94R,1,11,3.0,0.4937419311010187,0.92
CDZ9V5,1,19,3.0,0.6527533657682197,0.97
CDZH20,1,1,2.0,,0.0
CDZN40,2,1,2.0,-0.9229582069908973,0.54
CDZW91,1,4,3.0,-0.5310850045437948,0.78
CE01PH,1,7,3.0,,0.0
CE03RK,2,7,0.5,-4.4117253386085205,0.0
CE03ZS,1,7,3.0,,0.0
CE07FS,1,19,3.0,,0.0
CE0AS5,1,7,3.0,,0.0
CE0D3W,1,11,3.0,0.4937419311010187,0.92
CE0G6W,1,1,1.0,,0.0
CE0G9A,1,7,3.0,-0.20412414523193165,0.76
CE0I2P,2,7,2.0,,0.0
CE0L8C,1,19,3.0,,0.0
CE0MN4,1,1,3.0,-1.083472677771923,0.46
CE0OD3,3,19,3.3333333333333335,1.6526292166008123,1.0
CE0S3Y,1,4,4.0,,0.0
CE0SJ5,1,7,2.0,,0.0
CE0TN5,1,19,3.0,-0.07295405746286913,0.9
CE0WA5,1,4,3.0,0.13736056394868917,0.78
CE12BT,1,7,2.0,-0.3993541055216846,0.6
CE13FX,3,7,1.0,-3.365945337491575,0.0
CE14JM,1,1,3.0,-1.083472677771923,0.46
CE14NO,1,7,3.0,0.47771245719481964,0.78
CE15SN,1,11,3.0,0.7946798828432627,0.99
CE17ZX,1,7,3.0,,0.0
CE18AC,1,19,3.0,,0.0
CE18AL,1,7,4.0,1.6039133565428894,1.0
CE18JH,2,4,3.0,0.0,0.0
CE18TO,1,19,3.0,,0.0
CE19JM,1,19,3.0,,0.0
CE19RO,1,1,2.0,-0.9229582069908973,0.54
CE19XH,1,11,3.0,1.1698156398982578,1.0
CE1A2M,1,19,3.0,-0.07295405746286913,0.9
CE1G4P,3,19,3.3333333333333335,1.6526292166008123,1.0
CE1G7A,1,7,2.0,,0.0
CE1GI4,3,7,2.0,-0.3450158076462933,0.52
CE1GR4,1,11,2.0,,0.0
CE1J3W,1,7,3.0,,0.0
CE1L5T,4,7,3.0,0.5821905701874812,1.0
CE1MR4,1,11,2.0,,0.0
CE1O8I,1,19,4.0,2.8401877872187726,1.0
CE1PW4,1,1,2.0,0.0,0.0
CE1QO3,1,11,2.0,-0.5199045022208314,0.46
CE1U9A,1,7,1.0,-3.0899035625347433,0.0
CE1UG7,1,4,2.0,-1.5068211499136352,0.26
CE1V0L,1,19,4.0,2.8401877872187726,1.0
CE1W9Y,1,7,2.0,,0.0
CE23GV,1,7,3.0,0.5675318095554227,0.92
CE25CT,1,1,3.0,0.0,1.0
CE25JB,1,19,3.0,0.6989262981388239,0.97
CE26DW,1,4,2.0,-1.5068211499136352,0.26
CE26QR,1,19,3.0,0.6527533657682197,0.97
CE2BC3,1,11,3.0,0.4937419311010187,0.92
CE2BR6,1,1,2.0,,0.0
CE2C3P,1,7,4.0,1.6039133565428894,1.0
CE2HY4,1,1,3.0,-1.083472677771923,0.46
CE2JP5,1,7,2.0,,0.0
CE2LZ0,1,11,3.0,0.4937419311010187,0.92
CE2NP9,3,7,3.0,0.5836437135298302,1.0
CE2O7T,1,4,3.0,0.13736056394868917,0.78
CE2RN1,1,7,1.0,-3.0899035625347433,0.0
CE2S6P,3,1,2.0,-2.9623708453941133,0.0
CE2XU8,1,7,2.0,,0.0
CE2ZN7,1,7,2.0,,0.0
CE30NJ,1,7,2.0,,0.0
CE32JQ,1,19,4.0,2.8401877872187726,1.0
CE34NU,1,19,3.0,-0.06898830747274062,0.89
CE37AG,1,7,2.0,,0.0
CE37QK,1,11,2.0,,0.0
CE39BT,1,7,3.0,0.5675318095554227,0.92
CE39OS,1,11,2.0,-0.5199045022208314,0.46
CE3A2G,1,4,3.0,,0.0
CE3AH6,1,4,3.0,-0.5310850045437948,0.78
CE3AQ9,1,7,1.0,,0.0
CE3CN6,3,7,2.0,-0.3450158076462933,0.52
CE3H4I,1,7,2.0,-1.4919136877222166,0.31
CE3I9T,1,19,3.0,,0.0
CE3O2K,1,19,4.0,2.8401877872187726,1.0
CE3O7D,3,19,3.3333333333333335,1.6526292166008123,1.0
CE3S8I,1,7,2.0,-1.4919136877222166,0.31
CE3VB4,1,1,3.0,-1.083472677771923,0.46
CE3X8Y,2,7,3.0,0.4418360821684621,1.0
CE40LR,1,4,3.0,-1.4577379737113256,0.32
CE40MU,1,19,3.0,,0.0
CE41AD,1,19,4.0,3.446561747421316,1.0
CE41MQ,1,11,2.0,-0.5199045022208314,0.46
CE42DM,3,7,2.0,-0.3450158076462933,0.52
CE43NQ,1,7,3.0,0.4418360821684621,1.0
CE43QM,1,1,2.0,,0.0
CE46KA,3,19,3.3333333333333335,1.5897875017907845,1.0
CE46OL,1,1,2.0,,0.0
CE49GC,3,1,2.0,-2.9623708453941133,0.0
CE4C1X,1,7,1.0,-3.0899035625347433,0.0
CE4C3S,1,4,4.0,,0.0
CE4CK5,1,11,2.0,-0.5199045022208314,0.46
CE4G3V,1,7,3.0,0.4418360821684621,1.0
CE4GJ6,1,4,3.0,-0.5471529031050638,0.26
CE4HD9,1,19,3.0,,0.0
CE4HM8,1,19,3.0,0.15294382258037464,0.9
CE4IT5,5,7,3.0,0.5383832909272392,0.97
CE4K0R,1,7,2.0,,0.0
CE4MN8,1,7,2.0,-0.4630392641385858,0.55
CE4O3V,1,19,3.0,-0.19791075025865942,0.9
CE4R5H,1,4,3.0,-0.5310850045437948,0.78
CE4RY1,1,11,3.0,0.4937419311010187,0.92
CE4S1Y,1,1,3.0,-1.083472677771923,0.46
CE4TI9,1,7,2.0,,0.0
CE4Y7G,3,19,3.3333333333333335,1.6526292166008123,1.0
CE4YP9,3,7,1.0,-3.365945337491575,0.0
CE54ZK,1,11,3.0,0.8320502943378437,1.0
CE57QM,2,19,3.0,0.7145446229081069,1.0
CE59MD,1,1,2.0,,0.0
CE5A7B,3,7,2.0,-0.3450158076462933,0.52
CE5A9Z,1,1,2.0,0.0,0.0
CE5K9B,1,11,2.0,,0.0
CE5KY7,1,19,3.0,-0.07295405746286913,0.9
CE5TM6,1,11,2.0,,0.0
CE5TV4,2,7,0.5,-4.4117253386085205,0.0
CE5VQ2,1,4,4.0,,0.0
CE5W0V,1,11,2.0,,0.0
CE5X6H,1,4,3.0,,0.0
CE5Z1V,1,11,3.0,0.4937419311010187,0.92
CE61WT,2,4,3.0,-0.9801960588196073,0.51
CE63OB,3,7,3.0,0.5836437135298302,1.0
CE63TG,1,1,2.0,,0.0
CE63XU,1,19,3.0,,0.0
CE64CI,1,19,3.0,,0.0
CE64FC,1,1,2.0,0.0,0.0
CE6A3T,1,19,4.0,3.446561747421316,1.0
CE6BI0,1,19,3.0,,0.0
CE6C4X,1,7,1.0,-3.0899035625347433,0.0
CE6H1V,1,7,3.0,0.47771245719481964,0.78
CE6HB4,1,19,3.0,-0.06898830747274062,0.89
CE6HS7,1,11,3.0,0.8320502943378437,1.0
CE6IV2,1,19,4.0,3.446561747421316,1.0
CE6J5R,1,4,3.0,-0.5471529031050638,0.26
CE6J7S,3,1,2.0,-2.9623708453941133,0.0
CE6L3I,1,7,3.0,0.2743516305843674,0.93
CE6L4S,1,7,3.0,,0.0
CE6RV8,1,7,4.0,1.6039133565428894,1.0
CE6RY5,1,19,3.0,,0.0
CE6U1D,1,19,3.0,0.36288736930121185,0.97
CE6X4R,1,4,2.0,-1.5068211499136352,0.26
CE71LQ,1,19,4.0,3.446561747421316,1.0
CE71VQ,1,7,1.0,,0.0
CE72HG,1,7,0.0,-5.447341615277187,0.0
CE74PT,1,7,2.0,,0.0
CE74UZ,1,7,2.0,,0.0
CE74XR,1,1,3.0,-1.083472677771923,0.46
CE74YF,2,11,2.0,,0.0
CE75GW,1,7,3.0,0.47771245719481964,0.78
CE75UA,1,4,3.0,,0.0
CE76OB,1,7,3.0,-0.054513926680071795,0.71
CE76UG,1,4,3.0,,0.0
CE79PI,3,19,3.3333333333333335,1.5897875017907845,1.0
CE79SV,3,7,1.0,-3.365945337491575,0.0
CE7BA0,3,19,3.3333333333333335,1.6526292166008123,1.0
CE7H5V,1,11,3.0,1.1698156398982578,1.0
CE7JV9,1,4,3.0,-1.4577379737113256,0.32
CE7L6H,1,11,3.0,0.7946798828432627,0.99
CE7M6G,1,7,3.0,-0.054513926680071795,0.71
CE7MQ6,1,7,2.0,,0.0
CE7N2Q,1,4,3.0,-0.5471529031050638,0.26
CE7Q3U,1,19,3.0,-0.19791075025865942,0.9
CE7T4W,1,7,1.0,,0.0
CE7TF2,1,1,3.0,-1.083472677771923,0.46
CE7X9R,1,7,2.0,-0.3993541055216846,0.6
CE7Z9J,1,7,2.0,-1.4919136877222166,0.31
CE82XL,2,7,3.0,0.4418360821684621,1.0
CE85SV,1,11,2.0,,0.0
CE89TG,1,11,2.0,,0.0
CE8B1R,1,4,3.0,-0.5471529031050638,0.26
CE8LA7,1,1,2.0,,0.0
CE8OH5,1,19,3.0,,0.0
CE8QI7,1,11,3.0,0.4937419311010187,0.92
CE8R1D,1,19,3.0,0.7383206816313613,1.0
CE8SK5,2,1,2.0,0.0,0.0
CE8TP5,1,7,3.0,0.3908940464153314,0.92
CE8TV5,3,7,1.0,-3.365945337491575,0.0
CE8YO0,1,7,3.0,0.4418360821684621,1.0
CE92RY,1,19,4.0,3.025207182525229,1.0
CE93TF,3,19,3.3333333333333335,1.5897875017907845,1.0
CE94JQ,3,4,3.0,-0.5497834329684301,0.39
CE94ON,1,7,2.0,-0.4630392641385858,0.55
CE95WV,4,11,2.5,0.29888128883203097,0.52
CE97GB,3,1,2.0,-2.9623708453941133,0.0
CE98OM,1,19,4.0,3.025207182525229,1.0
CE9A5G,1,7,3.0,,0.0
CE9BL3,1,7,2.0,-0.3993541055216846,0.6
CE9CY1,1,7,3.0,-0.054513926680071795,0.71
CE9ID0,3,19,3.3333333333333335,1.5897875017907845,1.0
CE9K7U,3,19,3.3333333333333335,1.6526292166008123,1.0
CE9KU0,1,7,2.0,-1.4919136877222166,0.31
CE9KZ5,3,4,3.0,-0.5497834329684301,0.39
CE9NR7,2,7,2.0,-0.3993541055216846,0.6
CE9O8V,3,7,3.0,0.5836437135298302,1.0
CE9PV5,1,7,3.0,0.2743516305843674,0.93
CE9Q1N,1,1,2.0,0.0,0.0
CEA01V,3,19,3.3333333333333335,1.5897875017907845,1.0
CEA2N7,1,7,3.0,0.3908940464153314,0.92
CEA89F,1,19,4.0,3.0714173171425863,1.0
CEA96F,1,7,1.0,,0.0
CEAK31,3,1,2.0,-2.9623708453941133,0.0
CEAQ91,1,4,3.0,-1.4577379737113256,0.32
CEAY32,1,7,2.0,,0.0
CEAZ12,1,7,2.0,,0.0
CEB1I2,3,19,3.3333333333333335,1.6526292166008123,1.0
CEB1P0,1,11,3.0,0.4937419311010187,0.92
CEB27J,1,7,2.0,,0.0
CEB47A,1,7,1.0,,0.0
CEB4Z6,1,19,3.0,,0.0
CEB71V,3,4,3.0,-0.5497834329684301,0.39
CEC17N,3,7,3.0,0.5836437135298302,1.0
CEC6I8,1,19,3.0,,0.0
CEC78U,1,7,2.0,-0.3993541055216846,0.6
CEC9O8,1,7,1.0,,0.0
CECB91,2,19,3.5,1.9737263535118326,1.0
CECD12,3,7,1.0,-3.365945337491575,0.0
CECO79,1,11,3.0,0.7946798828432627,0.99
CECP45,1,1,1.0,,0.0
CED02X,1,1,3.0,-1.083472677771923,0.46
CED27U,1,7,2.0,,0.0
CED47A,1,19,3.0,,0.0
CED5X6,1,11,2.0,,0.0
CED62W,1,19,3.0,,0.0
CED72G,1,7,3.0,,0.0
CED9C4,1,7,2.0,,0.0
CEDU65,1,4,3.0,-0.5310850045437948,0.78
CEDW91,3,19,3.3333333333333335,1.6526292166008123,1.0
CEF1O0,1,7,1.0,-3.0899035625347433,0.0
CEF20J,1,7,3.0,0.6666666666666665,1.0
CEF30U,1,11,3.0,0.4937419311010187,0.92
CEF3A0,2,19,3.0,0.7145446229081069,1.0
CEF81H,1,1,2.0,,0.0
CEF9N6,3,7,2.0,-0.3450158076462933,0.52
CEFJ14,1,1,2.0,0.0,0.0
CEFN61,1,4,3.0,,0.0
CEFW12,1,7,3.0,-0.054513926680071795,0.71
CEG3S8,1,4,3.0,,0.0
CEG64W,1,19,3.0,-0.19791075025865942,0.9
CEGJ60,2,4,3.0,0.13736056394868917,0.78
CEGR47,1,7,3.0,0.2743516305843674,0.93
CEGV39,3,11,2.6666666666666665,0.5459564115674083,0.63
CEH1N0,1,19,3.0,,0.0
CEH6M2,1,19,4.0,3.025207182525229,1.0
CEH6S3,1,7,3.0,-0.054513926680071795,0.71
CEH78Z,2,1,2.0,0.0,0.0
CEH9Y2,1,7,3.0,0.3908940464153314,0.92
CEHQ08,1,4,4.0,,0.0
CEHU17,1,4,3.0,-0.5310850045437948,0.78
CEHY29,1,7,3.0,0.2743516305843674,0.93
CEI08Y,1,19,4.0,3.025207182525229,1.0
CEJ25S,1,19,3.0,-0.07295405746286913,0.9
CEJ26X,2,1,2.0,0.0,0.0
CEJ48B,1,7,2.0,,0.0
CEJ74C,3,7,2.0,-0.3450158076462933,0.52
CEJ89P,1,7,1.0,,0.0
CEK2I7,3,7,3.0,0.5836437135298302,1.0
CEK31I,3,7,1.0,-3.365945337491575,0.0
CEK3O5,3,4,3.0,-0.5497834329684301,0.39
CEK3P8,1,19,3.0,0.27682264895422487,0.97
CEK42C,1,19,4.0,3.025207182525229,1.0
CEK62L,1,1,3.0,-1.083472677771923,0.46
CEK6X8,1,11,3.0,0.4937419311010187,0.92
CEK89G,1,19,3.0,,0.0
CEK89Q,1,7,3.0,0.4418360821684621,1.0
CEK9A4,1,19,4.0,3.025207182525229,1.0
CEKH57,4,19,3.25,1.4916347408820958,1.0
CEKL34,1,1,3.0,-1.083472677771923,0.46
CEKW96,1,4,3.0,-0.5310850045437948,0.78
CEL56T,3,7,2.0,-0.3450158076462933,0.52
CEL6U1,3,7,1.0,-3.365945337491575,0.0
CELM69,1,11,3.0,0.7946798828432627,0.99
CELN62,1,1,3.0,-1.083472677771923,0.46
CELY15,1,19,3.0,,0.0
CELZ36,3,19,3.3333333333333335,1.6526292166008123,1.0
CEM03Y,1,7,3.0,,0.0
CEM1J3,1,7,3.0,0.4418360821684621,1.0
CEM28H,1,7,3.0,0.47771245719481964,0.78
CEM2C8,1,4,3.0,-0.5310850045437948,0.78
CEM2R9,1,1,3.0,0.0,1.0
CEM8Q3,1,19,3.0,,0.0
CEMG39,1,7,1.0,,0.0
CEMJ79,1,4,3.0,0.13736056394868917,0.78
CEMK45,1,19,3.0,-0.06898830747274062,0.89
CEMU16,1,7,1.0,,0.0
CEN18L,3,11,2.6666666666666665,0.5459564115674083,0.63
CEN1M3,1,19,3.0,,0.0
CEN76W,1,7,3.0,,0.0
CEN80B,1,7,1.0,,0.0
CEN81S,3,7,3.0,0.5836437135298302,1.0
CEN8M3,1,19,3.0,0.7145446229081069,1.0
CENR59,1,7,1.0,-3.0899035625347433,0.0
CENW12,3,7,2.0,-0.3450158076462933,0.52
CENX80,1,1,2.0,0.0,0.0
CENZ76,1,19,3.0,-0.07295405746286913,0.9
CEO08K,1,19,3.0,,0.0
CEO49Q,1,19,4.0,3.025207182525229,1.0
CEO4C7,1,4,4.0,,0.0
CEO67P,1,4,3.0,,0.0
CEOC15,3,4,3.0,-0.5497834329684301,0.39
CEP43C,3,7,1.0,-3.365945337491575,0.0
CEP6R2,1,19,3.0,0.27682264895422487,0.97
CEP74G,1,7,2.0,,0.0
CEP7V3,1,19,3.0,0.15294382258037464,0.9
CEP90Y,1,7,3.0,0.47771245719481964,0.78
CEP9D5,2,1,2.0,-0.9229582069908973,0.54
CEPG12,1,7,3.0,0.6666666666666665,1.0
CEPL58,1,11,3.0,0.7946798828432627,0.99
CEPW59,1,19,3.0,,0.0
CEQ10W,1,19,3.0,0.15294382258037464,0.9
CEQ4D2,1,19,3.0,-0.19791075025865942,0.9
CEQ4U9,1,1,3.0,0.0,1.0
CEQF65,1,7,3.0,,0.0
CER2T7,1,7,3.0,-0.054513926680071795,0.71
CER5N9,1,7,2.0,,0.0
CER83S,2,19,3.5,1.7431515872978387,1.0
CER87K,1,7,3.0,0.3908940464153314,0.92
CER97H,1,11,3.0,0.4937419311010187,0.92
CERC67,1,19,3.0,,0.0
CERL46,1,1,3.0,0.0,1.0
CERN34,2,7,1.0,-3.365945337491575,0.0
CERZ85,1,19,4.0,2.8401877872187726,1.0
CES25H,1,4,2.0,-1.5068211499136352,0.26
CES4Y3,1,7,4.0,1.6039133565428894,1.0
CES7L0,2,7,2.0,-0.07474350927519333,0.75
CES87G,3,19,3.3333333333333335,1.6526292166008123,1.0
CESP03,1,11,2.0,,0.0
CET32I,1,7,2.0,,0.0
CET65Y,1,1,2.0,0.0,0.0
CET7R4,1,11,3.0,0.7946798828432627,0.99
CET89N,3,7,2.0,-0.3450158076462933,0.52
CEU34W,1,19,3.0,-0.07295405746286913,0.9
CEU4D0,1,7,3.0,0.6666666666666665,1.0
CEU5D8,1,4,4.0,,0.0
CEU72O,1,4,3.0,-0.5310850045437948,0.78
CEU8V0,1,19,4.0,3.025207182525229,1.0
CEUW12,1,19,3.0,-0.07295405746286913,0.9
CEV27L,1,7,3.0,,0.0
CEV2A8,1,7,3.0,0.6666666666666665,1.0
CEV2D7,1,7,1.0,,0.0
CEV5B3,1,19,3.0,,0.0
CEV6S8,1,7,2.0,,0.0
CEVL69,1,19,3.0,0.15294382258037464,0.9
CEW1G6,1,7,1.0,,0.0
CEW31B,2,1,1.5,,0.0
CEW5U4,1,7,2.0,,0.0
CEW9L6,3,7,3.0,0.5836437135298302,1.0
CEWB26,1,4,2.0,-1.5068211499136352,0.26
CEWB31,1,11,3.0,0.7902097499986017,0.97
CEX12Q,1,19,4.0,2.8401877872187726,1.0
CEX1K9,1,7,2.0,-0.9482237441613041,0.45
CEX30T,1,7,1.0,,0.0
CEX39T,1,1,3.0,-1.083472677771923,0.46
CEX9B4,1,7,1.0,,0.0
CEXJ19,1,7,2.0,-1.4919136877222166,0.31
CEXU05,1,19,2.0,,0.0
CEY4H8,1,19,3.0,,0.0
CEYW48,1,1,1.0,,0.0
CEYZ65,1,19,3.0,-0.06898830747274062,0.89
CEYZ93,1,19,4.0,2.8401877872187726,1.0
CEZ3U5,1,1,3.0,-1.083472677771923,0.46
CEZ6U8,3,7,2.0,-0.3450158076462933,0.52
CEZ7B1,1,7,1.0,-3.0899035625347433,0.0
CEZK47,1,4,3.0,-0.5471529031050638,0.26
CEZK64,3,11,2.6666666666666665,0.5459564115674083,0.63
CEZP21,1,19,3.0,,0.0
CEZT29,3,1,2.0,-2.9623708453941133,0.0
CF02TZ,3,19,3.3333333333333335,1.5897875017907845,1.0
CF05BU,3,7,3.0,0.5836437135298302,1.0
CF05VK,1,7,1.0,,0.0
CF06EN,1,7,2.0,,0.0
CF06NM,1,7,1.0,,0.0
CF07EK,3,4,3.0,-0.5497834329684301,0.39
CF07NV,1,19,3.0,,0.0
CF0A5P,1,7,0.0,-5.447341615277187,0.0
CF0C8W,1,7,2.0,,0.0
CF0CX3,1,19,4.0,3.025207182525229,1.0
CF0D4Y,1,7,3.0,0.5675318095554227,0.92
CF0I5H,1,11,2.0,,0.0
CF0I6D,1,1,2.0,0.0,0.0
CF0KD5,2,11,2.5,0.1386750490563074,0.46
CF0NI9,1,19,3.0,,0.0
CF0OI3,1,19,3.0,0.27682264895422487,0.97
CF0UV9,1,19,3.0,,0.0
CF0VR9,1,19,3.0,,0.0
CF0X4M,1,7,1.0,-3.0899035625347433,0.0
CF0Z7Q,1,19,3.0,0.6989262981388239,0.97
CF10AO,1,7,2.0,,0.0
CF13IE,1,1,2.0,,0.0
CF13PE,1,7,3.0,,0.0
CF14PE,4,4,3.0,-0.787020063329894,0.33
CF15GO,1,19,4.0,2.8401877872187726,1.0
CF15KL,2,7,2.0,-0.3993541055216846,0.6
CF16XL,1,1,2.0,,0.0
CF17BR,1,7,4.0,1.4969103983674972,1.0
CF17OX,1,7,3.0,0.2743516305843674,0.93
CF19DM,2,11,2.5,0.1386750490563074,0.46
CF19PW,1,1,3.0,0.0,1.0
CF19XN,3,19,3.3333333333333335,1.5897875017907845,1.0
CF1D8V,1,19,4.0,3.025207182525229,1.0
CF1E3L,1,7,4.0,1.6039133565428894,1.0
CF1G3K,3,11,2.3333333333333335,0.04029261938946543,0.42
CF1HA9,3,7,1.0,-3.365945337491575,0.0
CF1I2C,1,7,3.0,0.5675318095554227,0.92
CF1I4V,1,1,1.0,,0.0
CF1MH2,3,7,3.0,0.5836437135298302,1.0
CF1O6J,1,1,1.0,,0.0
CF1PX9,1,19,4.0,3.025207182525229,1.0
CF1QA5,1,1,1.0,,0.0
CF1QU8,1,19,3.0,-0.07295405746286913,0.9
CF1UM5,1,1,2.0,0.0,0.0
CF1V8O,3,11,2.6666666666666665,0.5459564115674083,0.63
CF1Z6J,1,7,3.0,0.2743516305843674,0.93
CF1ZC7,1,7,2.0,-0.3993541055216846,0.6
CF20IS,1,19,3.0,0.7383206816313613,1.0
CF21EA,1,4,3.0,-0.5310850045437948,0.78
CF21JK,2,1,2.0,0.0,0.0
CF23IT,1,19,3.0,,0.0
CF23SE,1,7,1.0,,0.0
CF27BX,1,7,2.0,-1.4919136877222166,0.31
CF27EQ,1,7,3.0,0.47771245719481964,0.78
CF28CA,1,19,3.0,,0.0
CF28NJ,1,19,3.0,0.27682264895422487,0.97
CF29MI,1,19,3.0,,0.0
CF2B1H,1,7,3.0,,0.0
CF2BD8,1,19,3.0,0.5773502691896258,1.0
CF2CG0,1,7,3.0,,0.0
CF2CU8,4,1,2.0,-5.299020290217595,0.0
CF2H0Z,2,7,1.5,-1.4961089428620893,0.03
CF2JX0,1,4,2.0,-1.5068211499136352,0.26
CF2KN9,1,7,3.0,-0.054513926680071795,0.71
CF2L8T,1,7,3.0,0.3908940464153314,0.92
CF2N0H,1,11,3.0,0.4937419311010187,0.92
CF2N8O,3,19,3.3333333333333335,1.5897875017907845,1.0
CF2NQ0,1,7,1.0,,0.0
CF2OM8,3,7,1.0,-3.365945337491575,0.0
CF2P9H,1,7,2.0,-0.3993541055216846,0.6
CF2Q7C,1,19,3.0,0.7383206816313613,1.0
CF2ZS1,1,11,3.0,1.1698156398982578,1.0
CF30ID,1,7,3.0,-0.054513926680071795,0.71
CF30KA,3,4,3.0,-0.5497834329684301,0.39
CF34BZ,1,11,2.0,-0.5199045022208314,0.46
CF34OX,1,7,3.0,-0.054513926680071795,0.71
CF35YR,1,19,3.0,0.6989262981388239,0.97
CF36AC,1,19,3.0,-0.07295405746286913,0.9
CF37ZA,1,7,1.0,-2.8577380332470406,0.0
CF38GR,1,7,2.0,,0.0
CF38UC,2,7,2.0,-0.3993541055216846,0.6
CF38WI,1,7,3.0,,0.0
CF39AL,1,7,3.0,,0.0
CF39ON,3,7,3.0,0.5836437135298302,1.0
CF39PJ,1,4,3.0,-0.5310850045437948,0.78
CF39UA,1,1,3.0,-1.083472677771923,0.46
CF3AY1,1,11,2.0,,0.0
CF3B5T,1,11,2.0,-0.5199045022208314,0.46
CF3DC8,1,7,1.0,,0.0
CF3EX0,1,7,2.0,-0.3993541055216846,0.6
CF3J7G,1,19,3.0,,0.0
CF3ML0,1,7,1.0,-3.0899035625347433,0.0
CF3NM8,1,19,3.0,0.15294382258037464,0.9
CF3OE8,1,1,2.0,-0.9229582069908973,0.54
CF3PX0,1,4,3.0,,0.0
CF3Q9N,1,4,2.0,-1.5068211499136352,0.26
CF40AD,2,19,3.5,1.9079181101796572,1.0
CF42QY,1,11,2.0,,0.0
CF46OB,1,7,2.0,,0.0
CF46TV,1,1,2.0,0.0,0.0
CF46YL,2,19,3.5,1.7431515872978387,1.0
CF48KO,1,11,2.0,,0.0
CF4A8D,1,7,2.0,-0.3993541055216846,0.6
CF4C0H,1,11,3.0,0.4937419311010187,0.92
CF4CU8,1,7,1.0,,0.0
CF4G5U,1,4,3.0,-0.5310850045437948,0.78
CF4G6H,1,7,3.0,0.2743516305843674,0.93
CF4JK1,1,1,3.0,-1.083472677771923,0.46
CF4LM6,3,19,3.3333333333333335,1.6526292166008123,1.0
CF4NG0,1,11,2.0,-0.5199045022208314,0.46
