Drug,N.Targets,N.Seedgenes,d.avg,zscore,pvalue
C37TZQ,3,7,2.0,-0.3450158076462933,0.52
C37UQK,1,11,2.0,,0.0
C37WVJ,1,7,4.0,,0.0
C37YHJ,2,19,3.5,1.7431515872978387,1.0
C37YJI,2,11,2.5,0.4975078008762706,0.65
C37YTG,3,4,3.0,-0.5497834329684301,0.39
C38AKC,1,7,3.0,,0.0
C38CIQ,1,7,4.0,1.6039133565428894,1.0
C38CSH,1,7,3.0,0.2743516305843674,0.93
C38DTW,2,19,3.0,0.7383206816313613,1.0
C38FXL,1,1,2.0,0.0,0.0
C38FXZ,4,11,2.5,0.29888128883203097,0.52
C38GIB,1,7,3.0,0.47771245719481964,0.78
C38JQX,1,7,3.0,0.11584895577118084,0.85
C38VGB,3,19,3.3333333333333335,1.6526292166008123,1.0
C38VJU,1,7,1.0,,0.0
C38YDW,1,7,2.0,-1.4919136877222166,0.31
C38ZID,3,4,3.0,-0.5497834329684301,0.39
C39DJY,1,7,3.0,0.5675318095554227,0.92
C39EWI,1,7,3.0,,0.0
C39FVT,1,1,3.0,-1.083472677771923,0.46
C39HIB,1,19,3.0,0.7383206816313613,1.0
C39ISW,1,7,3.0,-0.054513926680071795,0.71
C39LZO,1,7,1.0,-3.0899035625347433,0.0
C39NTQ,1,1,2.0,0.0,0.0
C39PJT,1,19,3.0,,0.0
C39PWZ,1,7,3.0,0.47771245719481964,0.78
C39SHG,1,11,2.0,-0.5199045022208314,0.46
C39SNL,1,7,3.0,,0.0
C39UCD,1,19,3.0,,0.0
C39WEJ,1,7,3.0,0.4418360821684621,1.0
C39WXP,1,4,3.0,,0.0
C39YAD,1,19,3.0,,0.0
C39YQP,1,19,3.0,,0.0
C3A1GS,1,4,3.0,-0.5310850045437948,0.78
C3A1ZF,3,19,3.3333333333333335,1.6526292166008123,1.0
C3A2NC,1,7,1.0,,0.0
C3A2NK,1,7,0.0,-5.447341615277187,0.0
C3A4JD,1,1,3.0,-1.083472677771923,0.46
C3A6HD,3,19,3.3333333333333335,1.5897875017907845,1.0
C3A6LN,1,11,3.0,0.6726022302119343,0.91
C3A6PQ,3,7,3.0,0.5836437135298302,1.0
C3A9HI,1,7,2.0,,0.0
C3ACD5,1,1,2.0,,0.0
C3ACW8,1,1,3.0,-1.083472677771923,0.46
C3AD1U,1,7,3.0,0.3908940464153314,0.92
C3AE6V,1,19,3.0,,0.0
C3AH1R,1,11,3.0,0.7946798828432627,0.99
C3AIJ5,1,19,4.0,3.025207182525229,1.0
C3ALT5,1,7,3.0,0.2743516305843674,0.93
C3AM6Z,1,4,3.0,,0.0
C3AQB6,1,4,3.0,-0.5471529031050638,0.26
C3AQW5,1,19,4.0,2.8401877872187726,1.0
C3AT0H,3,7,1.0,-3.365945337491575,0.0
C3AU2O,1,11,3.0,0.8320502943378437,1.0
C3AYI5,1,4,2.0,-1.5068211499136352,0.26
C3AZ1P,1,1,1.0,,0.0
C3B0LO,1,7,2.0,-0.3993541055216846,0.6
C3B0LX,2,1,3.0,-1.0408329997330656,0.48
C3B0SN,1,19,3.0,0.6527533657682197,0.97
C3B0YE,5,7,3.0,0.5383832909272392,0.97
C3B1OF,1,19,3.0,,0.0
C3B2CS,1,7,2.0,,0.0
C3B2QN,1,19,3.0,,0.0
C3B4SN,1,4,4.0,,0.0
C3B7EG,1,11,2.0,,0.0
C3B7LM,1,4,4.0,,0.0
C3B9AV,1,7,2.0,,0.0
C3B9XP,1,19,3.0,,0.0
C3BF5T,1,7,0.0,-5.447341615277187,0.0
C3BFI7,1,11,3.0,0.7946798828432627,0.99
C3BI9R,3,19,3.3333333333333335,1.5897875017907845,1.0
C3BJP2,1,4,3.0,-0.5471529031050638,0.26
C3BK5F,1,19,2.0,,0.0
C3BO1Z,4,7,2.0,-0.3450158076462933,0.52
C3BU5H,1,19,4.0,3.025207182525229,1.0
C3BUS8,1,4,3.0,,0.0
C3C0VD,1,4,3.0,0.0,0.0
C3C4DJ,1,19,4.0,2.9707231276484296,1.0
C3C5FJ,1,7,1.0,-3.0899035625347433,0.0
C3C6HW,2,11,2.5,0.1386750490563074,0.46
C3C7HE,1,1,2.0,,0.0
C3C7OD,1,7,2.0,-0.07474350927519333,0.75
C3C9PD,1,1,3.0,-1.083472677771923,0.46
C3C9ZN,1,19,3.0,-0.07295405746286913,0.9
C3CA7S,1,4,3.0,-0.5471529031050638,0.26
C3CAB4,1,7,1.0,,0.0
C3CFB8,3,19,3.3333333333333335,1.6526292166008123,1.0
C3CG7H,1,7,3.0,0.2743516305843674,0.93
C3CH6E,1,1,2.0,,0.0
C3CLW7,1,1,1.0,,0.0
C3CP2G,2,19,3.0,0.7145446229081069,1.0
C3CT1R,3,7,3.0,0.5836437135298302,1.0
C3CT9F,1,7,2.0,,0.0
C3CU1H,3,1,2.0,-2.9623708453941133,0.0
C3D0CJ,2,7,2.0,-0.07474350927519333,0.75
C3D0PI,1,11,2.0,,0.0
C3D0SL,1,7,1.0,,0.0
C3D2JM,1,7,2.0,,0.0
C3D6FX,1,7,1.0,,0.0
C3D7FL,1,11,2.0,,0.0
C3D8VG,1,7,2.0,-1.4919136877222166,0.31
C3D9CO,1,4,2.0,-1.5068211499136352,0.26
C3DB0F,1,19,4.0,3.446561747421316,1.0
C3DCA9,1,11,3.0,0.4937419311010187,0.92
C3DE6F,1,7,3.0,0.5675318095554227,0.92
C3DJ5W,2,19,3.0,,0.0
C3DJ8A,1,19,4.0,2.8401877872187726,1.0
C3DL4M,1,7,1.0,-2.8577380332470406,0.0
C3DN7U,4,19,3.25,1.478097717716978,1.0
C3DQM8,1,1,3.0,-1.083472677771923,0.46
C3DR2V,1,7,2.0,,0.0
C3DT1N,1,4,3.0,,0.0
C3DTV5,3,7,2.0,-0.3450158076462933,0.52
C3DU9C,1,11,2.0,,0.0
C3DV6C,1,19,3.0,,0.0
C3DZ1E,2,4,3.0,-0.8732313447937736,0.3
C3DZM7,1,7,1.0,-3.0899035625347433,0.0
C3E0RZ,1,19,3.0,-0.07295405746286913,0.9
C3E0TV,2,1,2.0,0.0,0.0
C3E2PJ,1,7,3.0,0.3770702340441721,0.98
C3E4UM,1,11,3.0,1.1698156398982578,1.0
C3E5BK,3,1,2.0,-2.9623708453941133,0.0
C3E5KY,1,7,1.0,,0.0
C3EB6I,1,7,3.0,-0.20412414523193165,0.76
C3EDP1,1,7,2.0,-1.4919136877222166,0.31
C3EF0Q,1,11,2.0,,0.0
C3EFY5,1,19,4.0,3.025207182525229,1.0
C3EKM9,2,11,2.5,0.4975078008762706,0.65
C3EQL0,1,7,2.0,-0.3993541055216846,0.6
C3EQP0,1,19,3.0,,0.0
C3ESV6,1,4,2.0,-1.5068211499136352,0.26
C3EW0F,1,19,3.0,-0.19791075025865942,0.9
C3EX7W,1,7,1.0,-3.0899035625347433,0.0
C3F0GS,3,19,3.3333333333333335,1.6526292166008123,1.0
C3F1EG,1,11,3.0,0.6726022302119343,0.91
C3F1ID,1,7,3.0,0.5675318095554227,0.92
C3F7GH,1,7,4.0,1.6039133565428894,1.0
C3F8NR,1,1,2.0,-0.9229582069908973,0.54
C3F8XM,2,11,2.5,0.1386750490563074,0.46
C3F9SU,1,4,3.0,-0.5471529031050638,0.26
C3FB6Q,1,7,1.0,-3.0899035625347433,0.0
C3FG1L,1,19,3.0,-0.19791075025865942,0.9
C3FHA2,1,7,3.0,,0.0
C3FL9K,4,1,2.25,-3.346771819543524,0.0
C3FL9M,1,7,3.0,-0.20412414523193165,0.76
C3FN5E,3,19,2.6666666666666665,0.1523518866858361,0.38
C3FN6H,1,4,3.0,-0.5310850045437948,0.78
C3FQD8,1,7,2.0,-0.39735970711951285,0.68
C3FWQ1,1,11,3.0,,0.0
C3G1MS,1,11,2.0,,0.0
C3G1TO,1,11,3.0,0.4479800289594211,0.9
C3G1VI,1,19,3.0,-0.19791075025865942,0.9
C3G4VJ,1,7,1.0,-3.0899035625347433,0.0
C3G5JB,1,7,3.0,0.5675318095554227,0.92
C3G5UK,1,19,3.0,-0.06898830747274062,0.89
C3G6IP,1,4,4.0,,0.0
C3G7DT,2,7,3.5,0.7797740573947983,0.84
C3G8OL,1,4,3.0,-0.5471529031050638,0.26
C3G9QL,1,19,3.0,-0.07295405746286913,0.9
C3G9YK,2,7,0.5,-4.4117253386085205,0.0
C3GA2F,1,4,3.0,-0.5310850045437948,0.78
C3GA6N,1,11,3.0,0.8320502943378437,1.0
C3GA7K,1,7,2.0,,0.0
C3GAC2,1,19,3.0,0.15294382258037464,0.9
C3GB8J,1,7,3.0,0.3908940464153314,0.92
C3GC7P,3,1,2.0,-2.9623708453941133,0.0
C3GC9N,1,4,3.0,-0.5310850045437948,0.78
C3GD7O,1,19,3.0,-0.07295405746286913,0.9
C3GE8I,1,7,3.0,,0.0
C3GI7J,1,7,3.0,0.4418360821684621,1.0
C3GJK0,1,19,4.0,2.9707231276484296,1.0
C3GKN6,1,7,1.0,,0.0
C3GOD4,1,11,3.0,0.4937419311010187,0.92
C3GP4Y,1,7,1.0,,0.0
C3GSR4,2,4,3.0,0.13736056394868917,0.78
C3GUK4,2,19,3.5,1.9079181101796572,1.0
C3GUS5,1,7,2.0,,0.0
C3GYC0,3,7,1.0,-3.365945337491575,0.0
C3GYJ9,1,7,3.0,,0.0
C3H5DF,1,7,2.0,,0.0
C3H5XR,3,7,3.0,0.5836437135298302,1.0
C3H8LN,1,19,3.0,0.6989262981388239,0.97
C3H8RS,1,7,3.0,0.5675318095554227,0.92
C3HBZ7,1,11,3.0,0.7946798828432627,0.99
C3HM2S,1,1,2.0,0.0,0.0
C3HNQ2,2,4,3.0,-1.5194157161896904,0.12
C3HNZ7,1,11,2.0,-0.5199045022208314,0.46
C3HS5O,1,19,4.0,2.9707231276484296,1.0
C3HYJ6,1,19,3.0,-0.07295405746286913,0.9
C3HZT2,1,7,2.0,,0.0
C3I0PD,1,7,3.0,0.6666666666666665,1.0
C3I0PV,1,1,3.0,-1.083472677771923,0.46
C3I1XG,1,7,3.0,0.3908940464153314,0.92
C3I6YE,1,11,2.0,,0.0
C3I7XR,3,11,2.6666666666666665,0.5459564115674083,0.63
C3I9VS,1,7,1.0,,0.0
C3IA8O,1,19,4.0,2.9707231276484296,1.0
C3IAB0,1,19,3.0,,0.0
C3IEL0,1,7,1.0,-3.0899035625347433,0.0
C3IF4O,1,19,4.0,2.8401877872187726,1.0
C3IK2C,1,7,2.0,,0.0
C3IO9H,1,7,2.0,,0.0
C3IP2G,1,1,1.0,,0.0
C3IP5M,1,19,3.0,0.15294382258037464,0.9
C3IQV6,1,7,2.0,,0.0
C3IV0E,1,7,3.0,,0.0
C3IXM4,2,1,3.0,-1.083472677771923,0.46
C3IZU1,1,7,0.0,-5.447341615277187,0.0
C3J0ZB,5,11,2.4,0.12677744671029997,0.45
C3J2FA,1,19,3.0,,0.0
C3J2YD,2,7,2.0,-0.3993541055216846,0.6
C3J4SN,1,7,3.0,0.4418360821684621,1.0
C3J7OT,1,19,3.0,-0.19791075025865942,0.9
C3J7XM,1,4,3.0,,0.0
C3J8PO,1,7,3.0,0.47771245719481964,0.78
C3JBX4,3,1,2.0,-2.9623708453941133,0.0
C3JCB1,3,19,3.3333333333333335,1.5897875017907845,1.0
C3JD7Y,1,4,3.0,-1.4577379737113256,0.32
C3JD8M,1,19,3.0,,0.0
C3JE5U,1,7,3.0,-0.20412414523193165,0.76
C3JF5Z,1,19,3.0,,0.0
C3JKG2,1,7,0.0,-5.447341615277187,0.0
C3JO0P,1,19,4.0,3.980932816182223,1.0
C3JX1B,1,7,3.0,0.3908940464153314,0.92
C3K2RL,2,4,3.0,-1.4577379737113256,0.32
C3K2YT,1,1,2.0,0.0,0.0
C3K4RT,1,19,3.0,0.7383206816313613,1.0
C3K5SY,1,7,3.0,,0.0
C3K6HV,1,7,2.0,-0.3993541055216846,0.6
C3K6QX,1,4,4.0,,0.0
C3K6VD,1,7,4.0,1.6039133565428894,1.0
C3K7QC,1,19,3.0,,0.0
C3K9FA,1,4,4.0,,0.0
C3KAO6,3,7,1.0,-3.365945337491575,0.0
C3KEW1,1,19,4.0,2.8401877872187726,1.0
C3KF9Y,1,1,2.0,0.0,0.0
C3KGN0,1,11,2.0,,0.0
C3KNZ5,3,4,3.0,-0.5497834329684301,0.39
C3KSY1,1,11,3.0,0.4937419311010187,0.92
C3KU5W,1,19,3.0,,0.0
C3KUC1,1,7,3.0,0.5675318095554227,0.92
C3KVP8,1,19,3.0,-0.06898830747274062,0.89
C3KW0I,1,7,3.0,-0.20412414523193165,0.76
C3KWU8,1,19,3.0,,0.0
C3KY7T,1,19,3.0,-0.07295405746286913,0.9
C3L0UM,1,7,2.0,,0.0
C3L4JY,3,11,2.6666666666666665,0.5459564115674083,0.63
C3L4XD,2,7,0.5,-4.4117253386085205,0.0
C3L5ER,1,1,2.0,0.0,0.0
C3L6KU,3,19,3.3333333333333335,1.5897875017907845,1.0
C3L8ZX,1,7,2.0,,0.0
C3L9HK,1,7,2.0,-0.3993541055216846,0.6
C3L9ZA,3,4,3.0,-0.5497834329684301,0.39
C3LC2H,3,19,3.3333333333333335,1.6526292166008123,1.0
C3LCS1,1,7,3.0,0.3770702340441721,0.98
C3LF8O,1,7,1.0,,0.0
C3LIQ7,1,7,3.0,0.2743516305843674,0.93
C3LK1F,1,7,2.0,-0.3993541055216846,0.6
C3LM4S,3,11,2.6666666666666665,0.5459564115674083,0.63
C3LM8W,1,1,2.0,0.0,0.0
C3LMK2,1,19,3.0,,0.0
C3LOB1,1,19,3.0,,0.0
C3LQD9,1,19,3.0,,0.0
C3LSG7,1,7,1.0,,0.0
C3LSW0,3,7,2.0,-0.3450158076462933,0.52
C3LU7J,1,7,3.0,0.4418360821684621,1.0
C3LVE2,1,19,3.0,,0.0
C3LZM9,3,7,1.0,-3.365945337491575,0.0
C3M1ZO,1,19,3.0,-0.07295405746286913,0.9
C3M4XI,1,19,4.0,2.9707231276484296,1.0
C3M6OK,1,11,3.0,0.7946798828432627,0.99
C3M9DS,1,1,1.0,,0.0
C3M9PE,1,19,3.0,-0.19791075025865942,0.9
C3MB6V,2,4,3.0,0.13736056394868917,0.78
C3ME1U,1,19,3.0,,0.0
C3MH6O,1,1,1.0,,0.0
C3MK2C,1,19,3.0,,0.0
C3MOA5,1,1,2.0,0.0,0.0
C3MSG2,3,19,3.3333333333333335,1.6526292166008123,1.0
C3MSV0,2,7,2.0,-0.3993541055216846,0.6
C3MVH6,1,7,4.0,1.6039133565428894,1.0
C3MW0Q,1,11,3.0,0.7946798828432627,0.99
C3MZ1E,1,4,2.0,-1.5068211499136352,0.26
C3N2FJ,1,7,2.0,-1.4919136877222166,0.31
C3N2KB,1,19,4.0,3.446561747421316,1.0
C3N4GQ,1,7,2.0,,0.0
C3N4MF,3,7,2.0,-0.3450158076462933,0.52
C3N5RQ,1,1,2.0,,0.0
C3N7VE,1,1,1.0,,0.0
C3NED2,1,7,3.0,,0.0
C3NK6J,1,19,4.0,2.8401877872187726,1.0
C3NKY2,1,4,3.0,-1.4577379737113256,0.32
C3NO4W,3,11,2.6666666666666665,0.5459564115674083,0.63
C3NPO1,1,1,1.0,,0.0
C3NR4Z,1,7,4.0,1.6039133565428894,1.0
C3NV6O,1,7,2.0,,0.0
C3NVW5,3,19,3.3333333333333335,1.6526292166008123,1.0
C3NYB1,1,1,1.0,,0.0
C3O1SB,1,7,2.0,-1.4919136877222166,0.31
C3O1TA,1,19,3.0,,0.0
C3O2AW,1,19,3.0,-0.19791075025865942,0.9
C3O2FU,1,1,2.0,,0.0
C3O4AU,1,7,2.0,,0.0
C3O4FR,1,7,3.0,0.47771245719481964,0.78
C3O4MA,1,1,2.0,,0.0
C3O4NA,2,7,3.0,-0.20412414523193165,0.76
C3O5IR,2,1,2.0,-0.9229582069908973,0.54
C3O6MN,1,7,1.0,-2.8577380332470406,0.0
C3O7CA,2,4,3.0,-1.4577379737113256,0.32
C3O7GK,1,11,3.0,0.8320502943378437,1.0
C3O7HD,3,19,3.3333333333333335,1.5897875017907845,1.0
C3O8NL,1,7,3.0,0.5675318095554227,0.92
C3OA7C,1,1,3.0,0.0,1.0
C3OE5Z,2,7,1.5,-1.4961089428620893,0.03
C3OE8N,3,19,3.3333333333333335,1.6526292166008123,1.0
C3OJ0X,1,7,3.0,0.5675318095554227,0.92
C3OL1M,1,4,3.0,-1.4577379737113256,0.32
C3OL2H,3,1,2.0,-2.9623708453941133,0.0
C3OL7Y,1,7,3.0,-0.20412414523193165,0.76
C3OLB1,3,11,2.6666666666666665,0.5459564115674083,0.63
C3OMF2,2,7,2.0,-0.3993541055216846,0.6
C3OP2B,3,4,3.0,-0.5497834329684301,0.39
C3OR9Q,1,7,2.0,-1.4919136877222166,0.31
C3OY6A,2,19,3.0,0.7145446229081069,1.0
C3P4MO,1,19,4.0,3.025207182525229,1.0
C3P7IS,3,7,2.0,-0.3450158076462933,0.52
C3P8XQ,1,1,3.0,-1.083472677771923,0.46
C3P9IJ,1,19,4.0,3.446561747421316,1.0
C3PC9Q,1,7,1.0,-3.0899035625347433,0.0
C3PCB0,1,7,3.0,-0.054513926680071795,0.71
C3PD7L,1,19,3.0,,0.0
C3PIE7,1,19,3.0,-0.06898830747274062,0.89
C3PL8Z,1,11,3.0,0.7946798828432627,0.99
C3PM7U,1,1,3.0,0.0,1.0
C3PSN6,1,4,3.0,-1.4577379737113256,0.32
C3PTC5,2,19,3.5,1.9079181101796572,1.0
C3PTD5,1,7,3.0,,0.0
C3PX9L,1,7,3.0,0.5675318095554227,0.92
C3PYC4,1,11,2.0,,0.0
C3PZ1R,1,7,3.0,-0.054513926680071795,0.71
C3Q0TX,2,4,3.0,-1.4577379737113256,0.32
C3Q2XB,3,11,2.6666666666666665,0.5459564115674083,0.63
C3Q4YM,1,19,3.0,0.15294382258037464,0.9
C3Q6IL,3,1,2.0,-2.9623708453941133,0.0
C3Q7BW,3,7,1.0,-3.365945337491575,0.0
C3QA8R,1,7,2.0,,0.0
C3QD8O,1,7,2.0,,0.0
C3QHN6,1,19,3.0,,0.0
C3QHZ6,1,7,3.0,0.5675318095554227,0.92
C3QI6Y,2,19,3.0,0.7383206816313613,1.0
C3QIV9,1,7,4.0,1.6039133565428894,1.0
C3QL4H,1,19,3.0,,0.0
C3QLC4,1,4,3.0,,0.0
C3QNR2,3,19,3.3333333333333335,1.5897875017907845,1.0
C3QOZ8,1,4,3.0,-0.5471529031050638,0.26
C3QRS5,1,11,3.0,0.7946798828432627,0.99
C3QT0N,1,7,4.0,1.6039133565428894,1.0
C3QT0U,2,19,3.5,1.7431515872978387,1.0
C3QW5V,1,1,3.0,0.0,1.0
C3R0EA,1,7,2.0,,0.0
C3R7XB,1,4,3.0,,0.0
C3R8LP,1,7,3.0,0.3908940464153314,0.92
C3R9HM,1,4,3.0,-0.5310850045437948,0.78
C3R9TY,3,11,2.6666666666666665,0.5459564115674083,0.63
C3RB0E,3,7,3.0,0.5836437135298302,1.0
C3RCU4,3,1,2.0,-2.9623708453941133,0.0
C3RDA0,1,19,3.0,,0.0
C3RDT1,1,19,3.0,-0.06898830747274062,0.89
C3RFZ1,2,7,1.5,-1.4961089428620893,0.03
C3RJ8S,1,7,3.0,0.5675318095554227,0.92
C3RKI7,2,19,3.5,1.9079181101796572,1.0
C3RLS2,1,7,2.0,,0.0
C3RMF8,2,7,0.5,-4.4117253386085205,0.0
C3RMI1,1,7,3.0,0.4418360821684621,1.0
C3RN4G,1,4,3.0,,0.0
C3RO1M,3,19,3.3333333333333335,1.6526292166008123,1.0
C3RQP5,3,1,2.0,-2.9623708453941133,0.0
C3RVL0,1,4,4.0,,0.0
C3RW4K,1,4,3.0,-0.5310850045437948,0.78
C3RWC1,1,7,2.0,-1.4919136877222166,0.31
C3RX6B,3,7,2.0,-0.3450158076462933,0.52
C3RZY0,1,19,4.0,3.446561747421316,1.0
C3S0UI,3,11,2.6666666666666665,0.5459564115674083,0.63
C3S1RP,3,7,3.0,0.5836437135298302,1.0
C3S5OK,1,7,1.0,-3.0899035625347433,0.0
C3S7OL,1,4,3.0,-0.5471529031050638,0.26
C3S7VL,1,1,3.0,0.0,1.0
C3S9WE,3,4,3.0,-0.5497834329684301,0.39
C3SAQ6,1,19,3.0,,0.0
C3SCB2,1,7,1.0,,0.0
C3SD6C,1,19,3.0,,0.0
C3SF8E,2,19,3.0,,0.0
C3SGN0,1,7,1.0,,0.0
C3SGZ4,1,19,3.0,,0.0
C3SHI8,1,19,4.0,3.025207182525229,1.0
C3SI8Z,1,1,1.0,,0.0
C3SIV1,1,7,2.0,-0.45714439920786093,0.75
C3SNY9,1,19,3.0,-0.07295405746286913,0.9
C3SO6V,1,1,1.0,,0.0
C3SPQ8,1,7,3.0,0.4418360821684621,1.0
C3SQ2Z,3,7,2.0,-0.3450158076462933,0.52
C3SQ7B,1,1,3.0,0.0,1.0
C3SRN7,3,11,2.6666666666666665,0.5459564115674083,0.63
C3ST5C,1,19,3.0,,0.0
C3T0QX,1,19,2.0,,0.0
C3T1CV,1,4,3.0,-0.5310850045437948,0.78
C3T4EL,1,19,3.0,,0.0
C3T6WH,1,7,3.0,0.2743516305843674,0.93
C3T8ZF,1,7,3.0,-0.20412414523193165,0.76
C3TB2M,1,19,3.0,0.36288736930121185,0.97
C3TBD8,3,19,3.3333333333333335,1.5897875017907845,1.0
C3TG5P,1,7,2.0,-1.4919136877222166,0.31
C3TGX9,1,4,3.0,-0.5310850045437948,0.78
C3TH4Q,1,1,2.0,,0.0
C3TK2O,4,11,2.5,0.31063037209869804,0.63
C3TK7X,1,7,3.0,0.2743516305843674,0.93
C3TSB5,1,1,1.0,,0.0
C3TVL7,3,19,3.3333333333333335,1.5897875017907845,1.0
C3TWB7,1,7,2.0,,0.0
C3TX8O,2,1,2.0,0.0,0.0
C3TXO9,1,19,4.0,3.980932816182223,1.0
C3TYW0,3,7,2.0,-0.3450158076462933,0.52
C3TZ8X,1,4,3.0,,0.0
C3U1RB,3,7,3.0,0.5836437135298302,1.0
C3U1VO,1,19,3.0,,0.0
C3U1WZ,1,4,4.0,,0.0
C3U2AW,1,7,1.0,-2.8577380332470406,0.0
C3U2CB,1,19,3.0,,0.0
C3U5QZ,1,19,4.0,3.0714173171425863,1.0
C3U6GI,1,1,3.0,-1.083472677771923,0.46
C3U6VQ,1,4,3.0,,0.0
C3U7KT,3,4,3.0,-0.5497834329684301,0.39
C3U7ME,1,19,4.0,2.8401877872187726,1.0
C3U8IH,1,7,2.0,,0.0
C3U8NO,1,7,3.0,0.5675318095554227,0.92
C3UC5J,1,1,2.0,0.0,0.0
C3UD2O,1,7,2.0,-1.4919136877222166,0.31
C3UDA9,1,19,3.0,,0.0
C3UEM7,1,11,3.0,0.4937419311010187,0.92
C3UF1V,1,19,3.0,,0.0
C3UF4Z,1,19,3.0,,0.0
C3UH7B,1,19,3.0,-0.07295405746286913,0.9
C3UK9Q,1,19,3.0,0.15294382258037464,0.9
C3UKG8,3,7,1.0,-3.365945337491575,0.0
C3UM5T,1,7,2.0,-0.07474350927519333,0.75
C3UO2F,2,1,2.0,0.0,0.0
C3UQ8M,1,4,3.0,,0.0
C3URG5,1,7,3.0,0.3770702340441721,0.98
C3UW1D,1,11,2.0,,0.0
C3UW6I,1,19,4.0,3.446561747421316,1.0
C3UXC5,1,4,3.0,-0.5310850045437948,0.78
C3V5BJ,1,11,3.0,0.4937419311010187,0.92
C3V9MD,1,7,2.0,,0.0
C3VK2H,1,7,3.0,0.3908940464153314,0.92
C3VMI8,1,19,3.0,-0.06898830747274062,0.89
C3VML1,1,11,2.0,,0.0
C3VNE9,1,7,3.0,-0.054513926680071795,0.71
C3VO7Q,3,19,3.3333333333333335,1.5897875017907845,1.0
C3VP9T,3,11,2.6666666666666665,0.5459564115674083,0.63
C3VS8X,1,7,3.0,0.3908940464153314,0.92
C3VU2Z,1,4,3.0,-0.5310850045437948,0.78
C3VZL4,1,7,1.0,-3.0899035625347433,0.0
C3W2YJ,1,1,2.0,-0.9229582069908973,0.54
C3W4LQ,1,7,4.0,1.6039133565428894,1.0
C3W6BS,1,19,3.0,,0.0
C3W6KR,1,19,3.0,,0.0
C3W7KS,1,19,3.0,,0.0
C3W8ZL,3,4,3.0,-0.5497834329684301,0.39
C3WAR7,1,7,3.0,,0.0
C3WB9I,2,7,2.0,-0.07474350927519333,0.75
C3WBF4,1,19,3.0,-0.19791075025865942,0.9
C3WBU8,3,7,1.0,-3.365945337491575,0.0
C3WMA5,1,7,3.0,-0.20412414523193165,0.76
C3WOM2,1,19,4.0,3.025207182525229,1.0
C3WRM5,1,1,3.0,-1.083472677771923,0.46
C3WRS0,1,11,3.0,0.8320502943378437,1.0
C3WT2Q,3,19,3.3333333333333335,1.6526292166008123,1.0
C3WTC1,2,7,2.0,-0.3993541055216846,0.6
C3WTD0,1,4,3.0,-0.5471529031050638,0.26
C3WVZ6,1,19,2.0,,0.0
C3WXL0,1,11,3.0,0.4937419311010187,0.92
C3WYB9,1,19,4.0,2.8401877872187726,1.0
C3WZ8U,1,7,2.0,,0.0
C3X0AC,2,1,1.5,,0.0
C3X1OB,1,4,3.0,-0.5310850045437948,0.78
C3X6LO,1,7,2.0,-0.07474350927519333,0.75
C3X7IN,1,11,3.0,0.4937419311010187,0.92
C3XGL6,2,1,2.0,0.0,0.0
C3XJI9,1,7,4.0,1.6039133565428894,1.0
C3XK1M,1,19,4.0,3.446561747421316,1.0
C3XQZ4,1,19,3.0,,0.0
C3XR0J,1,19,4.0,3.025207182525229,1.0
C3XV8I,1,7,0.0,-5.447341615277187,0.0
C3XYS6,1,4,3.0,0.13736056394868917,0.78
C3Y1FP,1,11,3.0,0.4937419311010187,0.92
C3Y1RA,1,1,3.0,-1.083472677771923,0.46
C3Y4VO,1,19,3.0,,0.0
C3Y6HF,1,19,3.0,,0.0
C3Y6JR,1,19,3.0,,0.0
C3Y7FU,1,19,3.0,-0.06898830747274062,0.89
C3Y9KN,2,19,3.5,1.9079181101796572,1.0
C3Y9RU,1,11,2.0,,0.0
C3YD0N,1,7,3.0,0.5675318095554227,0.92
C3YGK8,1,11,3.0,0.4937419311010187,0.92
C3YH5W,1,4,3.0,,0.0
C3YI2S,1,4,4.0,,0.0
C3YJ4G,1,7,3.0,0.4418360821684621,1.0
C3YKD0,1,1,2.0,,0.0
C3YKU9,1,4,2.0,-1.5068211499136352,0.26
C3YM2E,2,1,3.0,-1.0408329997330656,0.48
C3YOX2,1,7,1.0,-2.8577380332470406,0.0
C3YPA8,2,7,2.0,-0.07474350927519333,0.75
C3YR2W,1,19,3.0,,0.0
C3YRK0,1,19,3.0,0.15294382258037464,0.9
C3YRU7,3,19,3.3333333333333335,1.5897875017907845,1.0
C3YXZ7,3,11,2.6666666666666665,0.5459564115674083,0.63
C3YZE7,1,7,4.0,1.6039133565428894,1.0
C3Z4AJ,1,7,2.0,,0.0
C3Z4QS,2,7,2.0,-0.3993541055216846,0.6
C3Z5CA,1,4,4.0,,0.0
C3Z6LM,3,7,3.0,0.5836437135298302,1.0
C3ZAV0,3,4,3.0,-0.5497834329684301,0.39
C3ZAW2,1,7,1.0,,0.0
C3ZFV8,1,7,3.0,0.2743516305843674,0.93
C3ZI2Y,1,1,2.0,0.0,0.0
C3ZIE0,1,7,2.0,,0.0
C3ZKJ5,1,19,3.0,0.15294382258037464,0.9
C3ZM1X,1,7,3.0,0.3908940464153314,0.92
C3ZNU8,1,7,1.0,,0.0
C3ZPY7,3,7,1.0,-3.365945337491575,0.0
C3ZQ9G,1,19,4.0,2.8401877872187726,1.0
C3ZRH1,1,11,2.0,-0.5199045022208314,0.46
C3ZT2Q,1,19,4.0,2.9707231276484296,1.0
