Drug,N.Targets,N.Seedgenes,d.avg,zscore,pvalue
C4V1IS,1,7,3.0,0.4913036844405176,0.93
C4V5QG,1,4,1.0,,0.0
C4V5SB,1,10,3.0,,0.0
C4V6EW,2,13,2.0,-0.5619514869490163,0.55
C4V6GB,1,10,3.0,0.42425965396222415,0.92
C4V7EW,3,4,1.6666666666666667,-0.917041126567603,0.18
C4V9LD,1,4,4.0,,0.0
C4VAE0,3,4,3.0,-0.6910467950160522,0.35
C4VBK3,1,7,3.0,0.4213504858001919,0.93
C4VCA8,1,10,3.0,0.39539439203710747,0.92
C4VG5W,2,7,2.5,0.0731272424127128,0.44
C4VJB9,1,7,2.0,0.050774578905949455,0.84
C4VNM0,1,13,2.0,-0.5619514869490163,0.55
C4VNX9,1,4,2.0,-0.2773500981126144,0.74
C4VNY5,1,10,3.0,,0.0
C4VO1R,1,7,3.0,0.8336157713463014,1.0
C4VT3O,3,10,3.0,1.1966256978540506,0.96
C4VU7J,3,7,2.0,-0.3604767715468762,0.47
C4VU9Z,1,13,2.0,,0.0
C4VWN3,1,1,3.0,0.0,1.0
C4VZ1D,1,4,2.0,-1.3341052867874588,0.28
C4VZD0,1,4,4.0,,0.0
C4W0KN,1,7,2.0,,0.0
C4W0SH,4,13,2.0,-0.8181781611845903,0.37
C4W1LV,1,4,3.0,,0.0
C4W2IN,1,4,3.0,,0.0
C4W6ZS,3,7,2.0,-0.2632519137892411,0.5
C4W8RH,3,7,2.6666666666666665,0.7595877014008783,0.78
C4W8ST,1,4,3.0,-0.9607689228305228,0.52
C4W9DQ,1,1,3.0,0.0,1.0
C4WAQ6,1,4,2.0,-0.876737866706727,0.52
C4WB1N,1,7,2.0,-0.6039571739702033,0.46
C4WC8T,1,10,3.0,0.42425965396222415,0.92
C4WC9D,1,7,3.0,,0.0
C4WCL7,1,1,3.0,,0.0
C4WF0Y,1,7,3.0,0.8336157713463014,1.0
C4WFM6,1,7,2.0,-0.4885138148673662,0.53
C4WG2F,1,4,3.0,,0.0
C4WK3R,1,1,3.0,0.0,1.0
C4WN9O,1,7,1.0,-1.4444444444444442,0.15
C4WQR9,1,4,2.0,-1.4027752513781488,0.28
C4WR0V,3,13,2.0,-0.8955334711889906,0.38
C4WT0Q,1,4,2.0,,0.0
C4WVK0,1,4,2.0,-0.9068205238163604,0.5
C4WX2T,1,10,3.0,0.42425965396222415,0.92
C4WXU5,2,7,2.0,0.050774578905949455,0.84
C4WYC5,1,4,1.0,,0.0
C4X1UF,1,7,3.0,,0.0
C4X2OS,1,4,3.0,-1.0,0.5
C4X2WF,1,4,2.0,,0.0
C4X3IS,3,7,2.0,-0.2632519137892411,0.5
C4X7MK,1,7,3.0,0.4213504858001919,0.93
C4X7RJ,1,10,3.0,,0.0
C4X8NT,1,13,3.0,0.6546536707079768,1.0
C4XB9O,1,4,2.0,-0.2773500981126144,0.74
C4XCO3,1,10,3.0,,0.0
C4XD6P,1,7,3.0,0.8014795324000771,1.0
C4XEK5,1,10,3.0,,0.0
C4XEQ2,1,1,2.0,-1.7795130420052179,0.24
C4XG8L,1,10,3.0,0.39539439203710747,0.92
C4XJ2F,1,4,3.0,-0.9607689228305228,0.52
C4XK1S,1,7,2.0,-0.6039571739702033,0.46
C4XNG5,3,13,2.0,-0.8955334711889906,0.38
C4XP2N,5,4,1.8,-0.7087835840655705,0.28
C4XV7J,3,7,2.6666666666666665,0.7595877014008783,0.78
C4XW9G,2,4,3.0,-0.9607689228305228,0.52
C4XY9I,3,1,3.0,2.872552741301585,1.0
C4XYN9,2,7,2.0,0.050774578905949455,0.84
C4XZ1W,3,10,3.0,1.1966256978540506,0.96
C4Y0OU,1,4,3.0,-0.9607689228305228,0.52
C4Y3VP,3,13,2.0,-0.8955334711889906,0.38
C4Y9MC,1,7,3.0,0.4213504858001919,0.93
C4YA8T,1,7,3.0,0.3563315890464476,0.89
C4YD3A,1,1,3.0,0.0,1.0
C4YE6S,1,7,3.0,0.4931969619160716,0.92
C4YE8N,1,4,4.0,,0.0
C4YIR7,1,4,4.0,,0.0
C4YJT6,1,13,2.0,,0.0
C4YK0X,1,4,3.0,,0.0
C4YO9E,1,7,3.0,,0.0
C4YP6M,3,13,2.0,-0.8955334711889906,0.38
C4YP8N,3,7,2.6666666666666665,0.7595877014008783,0.78
C4YQN5,1,7,2.0,,0.0
C4YZD2,1,1,3.0,,0.0
C4Z1OU,3,4,3.0,-0.6910467950160522,0.35
C4Z2CT,1,1,3.0,,0.0
C4Z2DS,1,1,3.0,0.0,1.0
C4Z3IS,1,7,2.0,,0.0
C4Z5MQ,3,10,3.0,1.1966256978540506,0.96
C4Z7MF,1,4,2.0,-0.2773500981126144,0.74
C4Z9YR,1,7,3.0,0.4913036844405176,0.93
C4ZBC9,1,7,2.0,-0.8971664988325516,0.36
C4ZCO8,1,4,3.0,-1.0,0.5
C4ZD2W,1,7,3.0,0.8336157713463014,1.0
C4ZEJ5,1,10,3.0,,0.0
C4ZH0B,1,4,2.0,-0.5927489783638191,0.74
C4ZIH1,1,10,3.0,,0.0
C4ZJT8,1,13,2.0,,0.0
C4ZK0P,1,1,3.0,0.0,1.0
C4ZO0A,1,10,3.0,,0.0
C4ZOX6,1,13,1.0,-3.181886533783944,0.0
C4ZS8Q,1,4,3.0,0.0,0.0
C4ZUJ9,2,10,3.0,0.714814506481447,0.96
C4ZVG0,1,7,2.0,,0.0
C4ZX7N,1,4,1.0,,0.0
C4ZXU0,1,7,1.0,-1.4444444444444442,0.15
C50CFU,1,4,2.0,,0.0
C50GBO,1,7,3.0,,0.0
C50IMJ,3,4,3.0,-0.6910467950160522,0.35
C50LDI,1,4,2.0,-0.2773500981126144,0.74
C50MBD,1,7,3.0,0.3563315890464476,0.89
C50MUR,1,13,2.0,,0.0
C50RPI,1,1,3.0,,0.0
C50RZL,1,10,3.0,0.42425965396222415,0.92
C50TGP,1,7,3.0,0.4931969619160716,0.92
C50WBE,1,1,3.0,0.0,1.0
C50WKO,1,13,2.0,-1.1751393027860062,0.42
C50WLT,1,7,3.0,0.4913036844405176,0.93
C50XAB,1,7,3.0,0.4213504858001919,0.93
C50XKJ,1,10,3.0,0.39539439203710747,0.92
C51BOT,1,4,2.0,-1.3341052867874588,0.28
C51EJF,1,7,3.0,0.4931969619160716,0.92
C51EXJ,1,13,2.0,,0.0
C51JWX,1,13,2.0,,0.0
C51KQC,1,4,3.0,0.0,0.0
C51KQN,1,1,3.0,0.0,1.0
C51LGI,1,13,2.0,,0.0
C51MDN,1,7,3.0,,0.0
C51MUC,1,13,2.0,,0.0
C51PRX,1,7,2.0,-0.7726911394933923,0.58
C51QVH,1,13,2.0,,0.0
C51SKX,2,7,2.0,-0.06337242505244785,0.78
C51UDK,3,4,3.0,-0.6910467950160522,0.35
C51UZM,1,13,2.0,,0.0
C51WSL,1,13,2.0,,0.0
C51XCV,3,10,3.0,1.1966256978540506,0.96
C52AKR,1,7,3.0,0.4931969619160716,0.92
C52EOR,1,4,2.0,-1.3341052867874588,0.28
C52FEI,1,7,3.0,0.4213504858001919,0.93
C52FVK,2,13,1.5,-2.3172434539513507,0.0
C52HTK,1,1,3.0,,0.0
C52LKE,1,1,3.0,0.0,1.0
C52MFS,1,7,2.0,-0.7726911394933923,0.58
C52MXI,1,7,3.0,0.4213504858001919,0.93
C52OGW,1,1,3.0,0.0,1.0
C52OSA,1,7,3.0,,0.0
C52PCB,1,4,3.0,0.0,0.0
C52QGJ,1,7,2.0,,0.0
C52QXF,1,7,3.0,0.3563315890464476,0.89
C52UFN,1,7,2.0,-0.8971664988325516,0.36
C52UJG,1,7,3.0,0.8043996665398434,1.0
C52XBW,3,4,1.6666666666666667,-0.917041126567603,0.18
C52XYJ,1,13,2.0,,0.0
C52ZIS,1,1,3.0,,0.0
C53AOG,3,1,3.0,2.872552741301585,1.0
C53AWR,1,13,3.0,0.5619514869490169,1.0
C53AYP,3,10,3.0,1.1966256978540506,0.96
C53BXM,1,4,3.0,0.0,0.0
C53DIE,3,7,2.0,-0.2632519137892411,0.5
C53ENH,1,7,2.0,-0.06337242505244785,0.78
C53ESG,1,7,2.0,,0.0
C53FHD,1,7,3.0,0.8336157713463014,1.0
C53FOY,1,1,3.0,,0.0
C53FYO,1,13,2.0,-1.3184178509834787,0.34
C53HFP,2,7,2.0,-0.06337242505244785,0.78
C53HRS,1,4,3.0,-0.9607689228305228,0.52
C53IBR,1,1,3.0,,0.0
C53JVI,1,1,2.0,-1.7795130420052179,0.24
C53KBN,2,4,1.5,-1.1626999190982608,0.0
C53KUF,1,7,3.0,,0.0
C53NLD,1,7,1.0,-1.4444444444444442,0.15
C53ODR,1,7,2.0,0.050774578905949455,0.84
C53PGC,1,7,3.0,0.8336157713463014,1.0
C53POD,1,4,3.0,-0.9607689228305228,0.52
C53PTZ,1,10,3.0,,0.0
C53RQN,3,4,1.6666666666666667,-0.917041126567603,0.18
C53RYT,1,13,1.0,-3.181886533783944,0.0
C53TQI,1,10,3.0,0.42425965396222415,0.92
C53UZY,1,7,2.0,,0.0
C53WTR,1,7,2.0,-0.4885138148673662,0.53
C53XTU,1,7,3.0,0.4213504858001919,0.93
C54BDO,1,1,3.0,,0.0
C54CWH,1,1,3.0,,0.0
C54DIT,1,7,3.0,0.8014795324000771,1.0
C54DUQ,1,4,3.0,-0.9607689228305228,0.52
C54DWE,2,1,3.0,0.0,1.0
C54DYN,1,10,3.0,0.714814506481447,0.96
C54EBF,1,7,3.0,0.4213504858001919,0.93
C54FUX,1,13,2.0,,0.0
C54FXC,1,4,2.0,,0.0
C54ITL,2,4,2.0,-1.3341052867874588,0.28
C54NWH,1,7,3.0,0.3563315890464476,0.89
C54QHK,2,13,2.0,-1.1751393027860062,0.42
C54QRX,2,4,3.0,-0.9607689228305228,0.52
C54SBR,1,7,3.0,0.4931969619160716,0.92
C54SJG,1,10,3.0,0.714814506481447,0.96
C54TBK,1,7,2.0,-0.5269073088381655,0.5
C54TCU,1,7,3.0,0.4213504858001919,0.93
C54TIZ,1,13,3.0,0.5619514869490169,1.0
C54TVH,1,1,3.0,,0.0
C54WCH,1,7,3.0,0.4931969619160716,0.92
C54ZXY,1,1,3.0,0.0,1.0
C56AHP,1,4,2.0,-1.4027752513781488,0.28
C56CFA,1,7,2.0,,0.0
C56CIL,1,10,3.0,0.42425965396222415,0.92
C56CLP,1,7,3.0,,0.0
C56ECJ,1,4,2.0,-1.3341052867874588,0.28
C56EHQ,1,7,3.0,,0.0
C56EKI,1,7,3.0,,0.0
C56HDS,1,7,2.0,-0.7726911394933923,0.58
C56HDY,1,1,3.0,,0.0
C56HYE,5,7,2.0,-0.36462244746659406,0.35
C56IMJ,1,7,2.0,-0.4077234197749873,0.56
C56INY,3,1,3.0,2.872552741301585,1.0
C56JOK,1,13,2.0,-1.1751393027860062,0.42
C56LJT,1,4,2.0,,0.0
C56LMY,1,10,3.0,,0.0
C56LUJ,1,4,1.0,,0.0
C56MYK,3,10,3.0,1.1966256978540506,0.96
C56NDZ,4,4,1.75,-0.8207132771382329,0.18
C56ORS,2,4,3.0,-0.6910467950160522,0.35
C56QTZ,1,7,2.0,-0.4885138148673662,0.53
C56RBS,1,7,2.0,,0.0
C56ULO,1,7,3.0,0.8043996665398434,1.0
C56VTZ,1,13,2.0,,0.0
C56WCS,1,13,2.0,,0.0
C56XBC,1,13,3.0,0.5619514869490169,1.0
C56XLU,1,7,3.0,,0.0
C56YMC,1,7,2.0,-0.4885138148673662,0.53
C56YTJ,1,1,3.0,,0.0
C56YZT,1,7,3.0,,0.0
C57CRP,1,7,2.0,,0.0
C57CWU,1,13,3.0,0.5619514869490169,1.0
C57DMG,1,1,3.0,,0.0
C57DSQ,1,7,3.0,,0.0
C57EKM,1,1,3.0,,0.0
C57ERS,1,4,2.0,-1.3341052867874588,0.28
C57FZH,1,4,2.0,-1.4027752513781488,0.28
C57ICR,1,1,4.0,0.0,1.0
C57KVO,1,7,2.0,-0.4077234197749873,0.56
C57LGA,3,7,2.0,-0.3604767715468762,0.47
C57NRL,1,10,3.0,,0.0
C57NSZ,1,7,2.0,,0.0
C57QJY,3,7,2.0,-0.2632519137892411,0.5
C57TKI,1,10,3.0,1.1921469919530692,0.92
C57TQW,1,4,2.0,-0.876737866706727,0.52
C57VIN,1,13,1.0,-3.181886533783944,0.0
C57VPS,1,7,3.0,,0.0
C57ZRE,3,7,2.6666666666666665,0.7595877014008783,0.78
C58AIG,1,1,3.0,0.0,1.0
C58BDY,1,4,3.0,0.0,0.0
C58BNM,1,10,3.0,0.42425965396222415,0.92
C58CDE,1,1,3.0,0.0,1.0
C58DMR,1,7,3.0,0.4913036844405176,0.93
C58DMZ,2,4,1.5,-1.1626999190982608,0.0
C58FQL,1,7,1.0,-1.4444444444444442,0.15
C58GBO,1,10,3.0,,0.0
C58ISN,4,10,3.0,1.2544975926595099,0.97
C58KQF,2,13,2.0,-1.1751393027860062,0.42
C58OBH,1,4,2.0,-1.4027752513781488,0.28
C58PKW,1,1,3.0,,0.0
C58RPD,1,1,3.0,,0.0
C58TKU,3,1,3.0,2.872552741301585,1.0
C58UBI,1,7,3.0,,0.0
C58UDX,1,4,2.0,-1.3341052867874588,0.28
C58VOY,1,7,3.0,,0.0
C59AVT,2,4,3.0,-0.9607689228305228,0.52
C59BZL,1,7,3.0,,0.0
C59DKW,1,7,2.0,-0.6039571739702033,0.46
C59EGV,1,7,2.0,-0.6263001005752987,0.69
C59FWO,1,7,3.0,0.8336157713463014,1.0
C59HAF,1,13,3.0,0.5619514869490169,1.0
C59HEB,1,4,2.0,-1.3341052867874588,0.28
C59HRL,1,10,3.0,1.1921469919530692,0.92
C59IQV,1,4,2.0,-1.4027752513781488,0.28
C59KDV,1,13,2.0,-1.1751393027860062,0.42
C59KXI,1,7,3.0,,0.0
C59MRG,2,1,3.0,,0.0
C59OQY,1,7,3.0,0.4931969619160716,0.92
C59ORZ,3,7,2.0,-0.2632519137892411,0.5
C59QLH,3,1,3.0,2.872552741301585,1.0
C59QLI,2,4,1.5,-1.469128317184245,0.0
C59RDY,1,7,1.0,-1.4444444444444442,0.15
C59UQE,1,13,2.0,,0.0
C59WCO,1,4,3.0,0.0,0.0
C59XIC,1,13,3.0,0.5619514869490169,1.0
C59XOB,2,7,2.5,0.0731272424127128,0.44
C59XZL,1,10,3.0,,0.0
C59ZFQ,1,4,1.0,,0.0
C5A1FW,1,4,1.0,,0.0
C5A1NO,1,10,3.0,1.1921469919530692,0.92
C5A2OP,1,13,1.0,-3.181886533783944,0.0
C5A9HZ,1,1,3.0,0.0,1.0
C5AB3F,1,4,1.0,,0.0
C5ACW8,1,4,3.0,-0.9607689228305228,0.52
C5AD1I,1,7,3.0,0.4213504858001919,0.93
C5AF8Y,1,7,3.0,,0.0
C5AIR7,1,4,2.0,-1.3341052867874588,0.28
C5AIV8,1,7,3.0,,0.0
C5AJ0V,1,7,2.0,,0.0
C5AK1N,1,7,3.0,1.6240875853910703,1.0
C5AKX1,2,7,2.0,-0.4885138148673662,0.53
C5ALQ2,1,4,3.0,,0.0
C5AP3Q,1,4,3.0,0.0,0.0
C5ARM6,1,4,1.0,,0.0
C5AT6X,1,7,3.0,,0.0
C5AT7D,3,7,2.0,-0.3604767715468762,0.47
C5AVD1,1,4,2.0,-1.3341052867874588,0.28
C5AXQ9,1,13,3.0,0.5619514869490169,1.0
C5AY6M,3,7,2.0,-0.2632519137892411,0.5
C5AZ2N,1,10,3.0,0.42425965396222415,0.92
C5B0RJ,1,7,2.0,,0.0
C5B1IH,1,1,3.0,0.0,1.0
C5B1ST,1,4,3.0,-0.9607689228305228,0.52
C5B2IR,1,7,3.0,0.8014795324000771,1.0
C5B4DK,1,1,3.0,0.0,1.0
C5B4HJ,3,4,1.6666666666666667,-0.917041126567603,0.18
C5BA2V,2,13,2.0,-1.1751393027860062,0.42
C5BA8Z,1,4,3.0,,0.0
C5BF7P,1,10,3.0,,0.0
C5BG9O,1,7,3.0,0.8336157713463014,1.0
C5BJY6,1,4,3.0,,0.0
C5BL8W,1,7,3.0,0.4213504858001919,0.93
C5BOQ1,4,4,3.0,-0.613678413796144,0.24
C5BSC7,1,10,3.0,0.42425965396222415,0.92
C5BW8L,1,7,2.0,-0.4885138148673662,0.53
C5BZ6H,1,1,3.0,,0.0
C5C0KF,1,1,3.0,0.0,1.0
C5C2BD,1,7,2.0,-0.6039571739702033,0.46
C5C3SP,1,4,2.0,-1.3341052867874588,0.28
C5C3YI,1,7,2.0,,0.0
C5C4IJ,1,10,3.0,0.42425965396222415,0.92
C5C6UX,1,13,3.0,0.6546536707079768,1.0
C5C7GH,3,7,2.6666666666666665,0.7595877014008783,0.78
C5C7PV,1,7,3.0,0.4913036844405176,0.93
C5C7XB,1,7,3.0,,0.0
C5C8JD,1,7,2.0,,0.0
C5C8SB,1,1,3.0,0.0,1.0
C5C9DS,1,4,2.0,-1.3341052867874588,0.28
C5C9ET,1,4,3.0,0.0,0.0
C5CDM4,2,7,2.0,-0.6039571739702033,0.46
C5CGI0,1,10,3.0,1.1921469919530692,0.92
C5CGK7,1,7,2.0,,0.0
C5CH1W,1,13,2.0,,0.0
C5CJF7,1,7,2.0,,0.0
C5CK3W,1,13,2.0,-1.1751393027860062,0.42
C5CKD3,3,7,2.0,-0.2632519137892411,0.5
C5CLE8,1,1,3.0,0.0,1.0
C5CQW0,1,4,3.0,-0.9607689228305228,0.52
C5CRB1,2,4,1.5,-1.1626999190982608,0.0
C5CSG4,1,7,2.0,-0.8971664988325516,0.36
C5CTA9,1,10,3.0,1.1921469919530692,0.92
C5CTH0,1,7,2.0,,0.0
C5CXM7,1,7,2.0,,0.0
C5CZB7,1,7,3.0,0.4931969619160716,0.92
C5D0RB,1,13,2.0,-1.1751393027860062,0.42
C5D3RZ,2,4,3.0,-0.6910467950160522,0.35
C5D7BR,1,4,2.0,,0.0
C5D9TV,1,1,4.0,,0.0
C5DEA7,3,7,2.0,-0.2632519137892411,0.5
C5DI0O,1,4,2.0,,0.0
C5DKZ8,3,4,1.6666666666666667,-0.917041126567603,0.18
C5DLR2,1,1,3.0,0.0,1.0
C5DM6Y,1,7,3.0,0.8336157713463014,1.0
C5DO9M,1,7,3.0,,0.0
C5DQ9K,1,7,2.0,-0.8971664988325516,0.36
C5DV8U,1,10,3.0,,0.0
C5E1UO,1,13,3.0,0.5619514869490169,1.0
C5E2FJ,3,1,3.0,2.872552741301585,1.0
C5E2XR,2,10,3.0,0.714814506481447,0.96
C5E3ZH,2,4,3.0,-1.0,0.5
C5E6UL,4,7,2.0,-0.25919075223893673,0.49
C5E7IF,2,4,1.5,-1.1626999190982608,0.0
C5E8JV,1,7,3.0,,0.0
C5E8LY,1,7,2.0,,0.0
C5EB1U,1,7,2.0,,0.0
C5ECV1,3,7,2.6666666666666665,0.7595877014008783,0.78
C5EI9O,1,10,3.0,,0.0
C5EIW1,2,13,2.0,-1.1751393027860062,0.42
C5EQB3,1,7,2.0,,0.0
C5ES4W,3,4,1.6666666666666667,-0.917041126567603,0.18
C5ES6P,2,10,3.0,1.5670935878004133,1.0
C5ETY8,1,4,3.0,-0.9607689228305228,0.52
C5EX1K,3,7,2.0,-0.2632519137892411,0.5
C5EX8K,1,1,3.0,0.0,1.0
C5F1IR,3,13,2.0,-0.8955334711889906,0.38
C5F2XD,1,10,3.0,,0.0
C5F4AU,1,10,3.0,1.1921469919530692,0.92
C5F7PO,1,4,4.0,,0.0
C5F8LY,1,1,3.0,0.0,1.0
C5F8TI,1,7,3.0,,0.0
C5FAQ4,1,4,3.0,0.0,0.0
C5FE4Z,1,4,2.0,-0.5927489783638191,0.74
C5FG8X,5,7,2.6,0.716713200345963,0.78
C5FH6G,1,7,2.0,,0.0
C5FN6C,1,4,4.0,,0.0
C5FNC2,1,10,3.0,0.42425965396222415,0.92
C5FOK7,2,7,2.0,-0.4885138148673662,0.53
C5FQH4,1,4,3.0,,0.0
C5FQR2,1,1,2.0,-1.7795130420052179,0.24
C5FVM1,1,7,2.0,-0.1809068067466581,0.69
C5FX2S,1,13,2.0,,0.0
C5FZ1J,2,4,3.0,-1.0,0.5
C5FZ7T,1,4,1.0,,0.0
C5G4FA,3,13,2.0,-0.8955334711889906,0.38
C5G4LN,3,4,1.6666666666666667,-0.917041126567603,0.18
C5G4UX,4,10,3.0,1.2544975926595099,0.97
C5GA9J,1,1,3.0,,0.0
C5GFP0,2,7,3.0,0.45401858887714763,0.82
C5GK3T,1,1,3.0,,0.0
C5GKD3,1,4,4.0,,0.0
C5GM4K,1,7,1.0,-1.4444444444444442,0.15
C5GOD3,1,4,3.0,-0.9607689228305228,0.52
C5GOW9,1,1,3.0,0.0,1.0
C5GQL0,3,13,2.0,-0.8955334711889906,0.38
C5GRB6,2,4,2.0,-1.3341052867874588,0.28
C5GRV8,1,10,3.0,,0.0
C5GS6J,1,4,4.0,,0.0
C5GS6Z,1,7,3.0,,0.0
C5GSU9,1,4,3.0,0.0,0.0
C5GU9E,1,7,3.0,0.8014795324000771,1.0
C5GUV9,1,10,3.0,1.1921469919530692,0.92
C5GWB7,1,7,3.0,0.4213504858001919,0.93
C5GXM4,1,1,3.0,,0.0
C5GY6N,3,7,2.0,-0.2632519137892411,0.5
C5GYS4,2,1,2.5,-0.6087807775281006,0.24
C5GZR7,1,7,1.0,-1.4444444444444442,0.15
C5H0EO,1,13,3.0,0.5619514869490169,1.0
C5H0MJ,3,4,3.0,-0.6910467950160522,0.35
C5H0SF,1,4,2.0,-1.3341052867874588,0.28
C5H2JA,1,7,3.0,0.4931969619160716,0.92
C5H2QB,3,1,3.0,2.872552741301585,1.0
C5H2ZY,1,13,3.0,0.6546536707079768,1.0
C5H4AY,1,4,2.0,-0.876737866706727,0.52
C5H4RC,1,10,3.0,,0.0
C5H6YT,1,7,3.0,0.4913036844405176,0.93
C5HDW9,1,4,3.0,-0.9607689228305228,0.52
C5HK2E,1,13,2.0,,0.0
C5HL4R,3,7,2.6666666666666665,0.7595877014008783,0.78
C5HMU1,1,7,2.0,-0.06337242505244785,0.78
C5HN3X,1,13,3.0,0.5619514869490169,1.0
C5HW9J,1,10,3.0,0.39539439203710747,0.92
C5HXO6,1,1,3.0,0.0,1.0
C5HY1I,1,4,2.0,,0.0
C5HYO4,1,4,2.0,-1.3341052867874588,0.28
C5I0KR,1,4,4.0,,0.0
C5I3XH,1,7,2.0,-0.8971664988325516,0.36
C5I4SX,1,13,2.0,-1.1528804174624132,0.4
C5I7MJ,1,4,3.0,,0.0
C5I8ML,1,4,3.0,-1.0,0.5
C5I8SH,1,7,3.0,0.3563315890464476,0.89
C5IAJ1,1,1,3.0,,0.0
C5IB1P,1,1,3.0,0.5927489783638188,1.0
C5ICJ1,1,10,3.0,0.39539439203710747,0.92
C5IE0J,1,7,3.0,0.910827292860765,1.0
C5IHS8,3,4,3.0,-0.6910467950160522,0.35
C5IJZ0,1,4,2.0,-1.3341052867874588,0.28
C5IL1C,1,7,1.0,-1.4444444444444442,0.15
C5IM8F,1,13,2.0,-1.1751393027860062,0.42
C5IME3,1,7,3.0,0.3563315890464476,0.89
C5IO0K,2,1,2.5,-0.6087807775281006,0.24
C5IOL8,2,4,2.0,-0.3766382777868187,0.43
C5IQN3,1,13,2.0,,0.0
C5IR2K,3,7,2.0,-0.2632519137892411,0.5
C5IS8G,1,7,3.0,0.8336157713463014,1.0
C5IUL8,1,10,3.0,0.714814506481447,0.96
C5IV9D,3,13,2.0,-0.8955334711889906,0.38
C5IXF3,1,1,4.0,0.0,1.0
C5IZ9B,1,7,2.0,-0.8971664988325516,0.36
C5J0PE,1,4,3.0,-0.9607689228305228,0.52
C5J3KY,1,4,1.0,,0.0
C5J4ES,1,1,3.0,0.0,1.0
C5J4MR,3,4,1.6666666666666667,-0.917041126567603,0.18
C5J8HN,2,10,3.0,0.714814506481447,0.96
C5JFM1,3,7,2.0,-0.3604767715468762,0.47
C5JGU1,2,13,2.0,,0.0
C5JHI0,1,7,3.0,0.4931969619160716,0.92
C5JOH3,1,4,3.0,,0.0
C5JOX3,1,13,2.0,,0.0
C5JR1D,1,7,2.0,-0.7726911394933923,0.58
C5JTD9,1,4,3.0,-0.9607689228305228,0.52
C5JV1P,4,10,3.0,1.2544975926595099,0.97
C5JXL2,1,13,2.0,,0.0
C5JY6A,1,1,3.0,,0.0
C5JYB8,3,1,3.0,2.872552741301585,1.0
C5JZ6R,3,13,2.0,-0.8955334711889906,0.38
C5K2CY,1,7,3.0,0.8014795324000771,1.0
C5K2HO,1,7,3.0,,0.0
C5K4PC,3,4,1.6666666666666667,-0.917041126567603,0.18
C5K7QG,3,7,2.0,-0.2632519137892411,0.5
C5K7WG,1,4,3.0,,0.0
C5K8NC,1,7,3.0,,0.0
C5K8ZM,1,4,3.0,,0.0
C5K9JV,1,7,2.0,,0.0
C5KEW7,1,7,3.0,1.6240875853910703,1.0
C5KF2O,1,1,3.0,0.0,1.0
C5KMT9,1,7,3.0,0.4213504858001919,0.93
C5KO9F,1,4,3.0,-0.5310850045437947,0.78
C5KOB7,1,7,3.0,,0.0
C5KPT0,1,7,2.0,,0.0
C5KT0L,1,7,3.0,0.8336157713463014,1.0
C5KTB8,1,13,2.0,-0.5619514869490163,0.55
C5KW3L,3,7,2.0,-0.3604767715468762,0.47
C5KYQ3,1,4,3.0,,0.0
C5KZ9F,2,4,3.0,-1.0,0.5
C5L1QM,3,4,1.6666666666666667,-0.917041126567603,0.18
C5L3NI,1,1,3.0,0.0,1.0
C5L4CW,1,10,3.0,0.42425965396222415,0.92
C5L4XD,1,7,3.0,0.4913036844405176,0.93
C5L6WO,4,13,2.0,-0.8181781611845903,0.37
C5L7FR,1,7,3.0,1.6240875853910703,1.0
C5L7MR,1,1,3.0,,0.0
C5L7VK,1,4,4.0,,0.0
C5L7XU,1,10,3.0,0.42425965396222415,0.92
C5L8SH,1,7,2.0,,0.0
C5L8SW,2,4,3.0,-1.0,0.5
C5LB7M,5,1,3.0,3.8491981672307096,1.0
C5LH9S,1,7,3.0,0.4913036844405176,0.93
C5LJE8,2,7,2.0,-0.6039571739702033,0.46
C5LK3Q,1,7,3.0,0.8336157713463014,1.0
C5LKO8,1,4,4.0,,0.0
C5LM6C,1,4,3.0,-0.9607689228305228,0.52
C5LM9R,2,10,3.0,1.435431224995459,1.0
C5LN8W,1,7,3.0,,0.0
C5LQ3D,1,4,2.0,-1.3341052867874588,0.28
C5LSD6,1,7,2.0,-0.8971664988325516,0.36
C5LU1Z,3,7,2.6666666666666665,0.7595877014008783,0.78
C5LU8P,2,7,2.0,-0.4885138148673662,0.53
C5LUH2,1,4,4.0,,0.0
C5LUS1,1,4,3.0,-0.9607689228305228,0.52
C5LVE9,1,13,2.0,,0.0
C5LW8D,1,7,3.0,,0.0
C5LY6T,2,10,3.0,0.714814506481447,0.96
C5LYB8,1,4,2.0,-1.3341052867874588,0.28
C5M0AJ,1,7,2.0,-0.8971664988325516,0.36
C5M3BX,1,13,2.0,,0.0
C5M3UI,1,13,3.0,0.5619514869490169,1.0
C5M6EP,1,7,3.0,0.3563315890464476,0.89
C5M6GO,1,4,4.0,,0.0
C5M6NS,2,7,2.5,0.0731272424127128,0.44
C5M6UO,1,10,3.0,,0.0
C5M7VH,1,7,3.0,,0.0
C5MCZ4,1,4,3.0,0.0,0.0
C5MDK8,1,10,3.0,0.42425965396222415,0.92
C5MG6Q,2,7,2.0,-0.6039571739702033,0.46
C5MJG3,1,4,2.0,,0.0
C5MK9H,1,4,2.0,-0.5927489783638191,0.74
C5MOH0,1,7,3.0,0.8014795324000771,1.0
C5MR9K,4,1,3.0,5.499999999999998,1.0
C5MT0J,1,10,3.0,,0.0
C5MUO6,1,4,3.0,0.0,0.0
