Drug,N.Targets,N.Seedgenes,d.avg,zscore,pvalue
C04QGB,3,7,2.0,-0.2632519137892411,0.5
C04QRE,1,7,2.0,,0.0
C04TKO,1,4,3.0,-0.9607689228305228,0.52
C04TRI,1,7,3.0,,0.0
C04UAT,1,7,3.0,0.8014795324000771,1.0
C04VLB,1,10,3.0,,0.0
C04XRN,1,7,3.0,,0.0
C04YCI,1,4,1.0,,0.0
C04ZJC,1,4,2.0,-1.3341052867874588,0.28
C05EDY,3,10,3.0,1.1966256978540506,0.96
C05FVK,1,7,1.0,-1.4444444444444442,0.15
C05HEP,1,13,2.0,,0.0
C05JLG,3,13,2.0,-0.8955334711889906,0.38
C05KHJ,1,1,3.0,,0.0
C05LAK,2,7,2.5,,0.0
C05LZR,1,1,2.0,-1.7795130420052179,0.24
C05MCY,1,7,3.0,0.8043996665398434,1.0
C05QTC,3,7,2.0,-0.2632519137892411,0.5
C05SEW,3,4,1.6666666666666667,-0.917041126567603,0.18
C05TFO,1,4,3.0,0.0,0.0
C05TOB,1,10,3.0,1.1921469919530692,0.92
C05USX,1,7,3.0,,0.0
C05WIJ,1,1,2.0,-1.7795130420052179,0.24
C05XBJ,1,7,3.0,,0.0
C06AVS,1,7,3.0,0.4931969619160716,0.92
C06COB,2,13,2.0,-0.5619514869490163,0.55
C06CSU,1,7,2.0,,0.0
C06DJE,1,7,2.0,,0.0
C06ENG,1,4,4.0,0.0,1.0
C06GAY,1,7,2.0,,0.0
C06GJS,1,7,3.0,0.4213504858001919,0.93
C06GWQ,1,7,2.0,-0.4885138148673662,0.53
C06HNO,1,7,3.0,,0.0
C06INV,1,13,2.0,,0.0
C06MKW,3,7,2.6666666666666665,0.7595877014008783,0.78
C06OQG,1,10,3.0,1.5670935878004133,1.0
C06WCN,4,13,2.0,-0.8181781611845903,0.37
C06WFN,3,4,1.6666666666666667,-0.917041126567603,0.18
C06YAD,3,7,2.0,-0.3604767715468762,0.47
C06YVC,1,4,3.0,0.0,0.0
C06ZBJ,2,7,2.0,-0.4885138148673662,0.53
C06ZYL,1,1,3.0,0.0,1.0
C07CUH,2,10,3.0,0.714814506481447,0.96
C07CXP,1,4,3.0,-1.0,0.5
C07CYO,2,7,2.5,0.6798506171404479,0.78
C07DOP,1,10,3.0,,0.0
C07FOH,1,7,2.0,-0.4885138148673662,0.53
C07GFA,1,4,3.0,,0.0
C07GQT,1,1,3.0,,0.0
C07GYC,1,4,2.0,,0.0
C07IKF,1,7,3.0,0.4931969619160716,0.92
C07ILY,1,10,3.0,1.1921469919530692,0.92
C07LYE,1,13,2.0,,0.0
C07NGT,1,4,3.0,-1.0,0.5
C07OTB,1,4,2.0,-0.2773500981126144,0.74
C07PJE,1,13,3.0,0.6546536707079768,1.0
C07SCG,1,1,2.0,-1.7795130420052179,0.24
C07SOB,1,7,3.0,,0.0
C07TLH,1,7,2.0,-0.4885138148673662,0.53
C07XHY,2,4,3.0,-1.0,0.5
C07YED,1,7,3.0,0.8014795324000771,1.0
C08BKG,1,7,2.0,-0.8971664988325516,0.36
C08CRZ,2,13,3.0,0.6886489218861431,1.0
C08CSK,3,4,3.0,-0.6910467950160522,0.35
C08ESX,1,1,3.0,0.0,1.0
C08FGN,2,7,2.0,-0.4885138148673662,0.53
C08GOU,1,4,2.0,-1.3341052867874588,0.28
C08GUA,1,7,3.0,0.8014795324000771,1.0
C08IZM,1,10,3.0,0.42425965396222415,0.92
C08KAB,1,7,2.0,-0.8971664988325516,0.36
C08MJC,1,1,3.0,,0.0
C08NEU,3,1,3.0,2.872552741301585,1.0
C08OCF,1,7,3.0,,0.0
C08PXR,1,10,3.0,,0.0
C08TVM,1,4,3.0,0.0,0.0
C08UFV,1,13,2.0,,0.0
C08YOZ,2,7,2.0,-0.4885138148673662,0.53
C08ZCY,1,4,1.0,,0.0
C08ZST,3,10,3.0,1.1966256978540506,0.96
C09BLU,1,7,3.0,0.4931969619160716,0.92
C09BQE,3,4,1.6666666666666667,-0.917041126567603,0.18
C09CHL,3,13,2.0,-0.8955334711889906,0.38
C09DEG,1,7,3.0,,0.0
C09FGY,3,7,2.0,-0.3604767715468762,0.47
C09GIO,1,7,3.0,0.8014795324000771,1.0
C09HCY,1,7,3.0,0.4913036844405176,0.93
C09HXJ,2,1,3.0,0.0,1.0
C09JDB,1,10,3.0,0.39539439203710747,0.92
C09MIU,1,4,4.0,,0.0
C09MVC,1,4,4.0,,0.0
C09NTJ,1,4,4.0,,0.0
C09OKY,1,4,4.0,,0.0
C09QGL,3,7,2.6666666666666665,0.7595877014008783,0.78
C09QUS,1,7,3.0,,0.0
C09ROJ,1,7,3.0,0.4913036844405176,0.93
C09TNA,1,4,2.0,-1.4027752513781488,0.28
C09UKQ,1,4,2.0,-1.3341052867874588,0.28
C09UQY,1,13,2.0,,0.0
C09WNF,2,7,2.0,-0.6039571739702033,0.46
C09XWJ,1,13,3.0,0.5619514869490169,1.0
C09ZYR,1,10,3.0,0.42425965396222415,0.92
C0A2FS,1,1,2.0,-1.7795130420052179,0.24
C0A2SK,1,13,3.0,0.5619514869490169,1.0
C0A4JW,1,7,3.0,0.4913036844405176,0.93
C0A5RC,1,4,1.0,,0.0
C0A6GB,1,7,2.0,-0.6039571739702033,0.46
C0A7BD,1,4,2.0,-1.3341052867874588,0.28
C0A7QB,1,13,3.0,0.6546536707079768,1.0
C0AFD5,1,4,3.0,0.0,0.0
C0AFT8,1,7,3.0,0.8336157713463014,1.0
C0AI1V,1,1,3.0,,0.0
C0AJM1,1,10,3.0,1.1921469919530692,0.92
C0AJM8,1,7,2.0,,0.0
C0AKG9,1,7,2.0,,0.0
C0AOG7,1,7,2.0,,0.0
C0AR8P,1,1,3.0,0.5927489783638188,1.0
C0ASJ7,1,7,2.0,,0.0
C0ASK4,2,7,2.0,-0.4885138148673662,0.53
C0ATV1,1,7,3.0,,0.0
C0AXJ5,1,4,2.0,-0.876737866706727,0.52
C0AYJ4,1,7,3.0,,0.0
C0B1FM,1,7,2.0,-0.8971664988325516,0.36
C0B2FT,1,13,2.0,,0.0
C0B2NV,2,7,2.5,0.0731272424127128,0.44
C0B5GC,1,4,3.0,-0.9607689228305228,0.52
C0B7CK,1,13,3.0,0.6546536707079768,1.0
C0B7RT,3,10,3.0,1.1966256978540506,0.96
C0BC6Y,1,7,2.0,,0.0
C0BF5R,3,4,3.0,-0.6910467950160522,0.35
C0BM5Q,1,4,2.0,-1.3341052867874588,0.28
C0BP8I,1,1,2.0,-1.7795130420052179,0.24
C0BPL9,1,13,2.0,-0.5619514869490163,0.55
C0BQ1U,1,7,3.0,0.4913036844405176,0.93
C0BY6F,1,7,2.0,-0.8971664988325516,0.36
C0BZF7,1,7,3.0,0.8336157713463014,1.0
C0C2DX,1,4,2.0,-0.5927489783638191,0.74
C0C2QW,1,13,2.0,,0.0
C0C3ZJ,2,13,2.0,-1.1751393027860062,0.42
C0C5AY,1,1,3.0,0.0,1.0
C0C5LA,1,4,4.0,,0.0
C0C6KD,1,7,3.0,,0.0
C0C7NV,1,7,2.0,-0.6039571739702033,0.46
C0C9PN,1,7,2.0,-1.980396118839614,0.13
C0CDF4,1,4,3.0,0.0,0.0
C0CET5,1,10,3.0,1.1921469919530692,0.92
C0CF9G,3,4,1.6666666666666667,-0.917041126567603,0.18
C0CG7T,1,13,2.0,,0.0
C0CHF4,3,13,2.0,-0.8955334711889906,0.38
C0CHG3,1,7,2.0,,0.0
C0CHV4,1,7,3.0,0.8014795324000771,1.0
C0CN2Z,1,7,1.0,-1.4444444444444442,0.15
C0CNQ3,1,7,2.0,,0.0
C0CPA8,1,10,3.0,0.714814506481447,0.96
C0CT3B,1,1,3.0,0.0,1.0
C0CV6Z,1,7,2.0,-0.7726911394933923,0.58
C0CZ5P,1,4,3.0,-0.9607689228305228,0.52
C0D2KL,1,4,2.0,-1.3341052867874588,0.28
C0D3IO,1,13,2.0,,0.0
C0D3PO,2,10,3.0,0.6016050333526897,0.86
C0D5OC,2,7,3.0,0.7630717404102044,0.91
C0D7BW,1,13,2.0,,0.0
C0D7HE,1,1,3.0,0.0,1.0
C0D8JY,1,13,3.0,0.5619514869490169,1.0
C0D9KR,3,4,1.6666666666666667,-0.917041126567603,0.18
C0D9OG,1,7,3.0,,0.0
C0D9WJ,1,7,3.0,,0.0
C0DAZ6,1,7,1.0,-1.4444444444444442,0.15
C0DG7E,1,4,3.0,-0.9607689228305228,0.52
C0DHM9,1,1,3.0,,0.0
C0DI9A,1,7,2.0,-0.7726911394933923,0.58
C0DIH7,1,1,3.0,,0.0
C0DM8R,1,10,3.0,1.5670935878004133,1.0
C0DN6S,1,1,3.0,0.0,1.0
C0DQI6,1,4,2.0,-0.2773500981126144,0.74
C0DR1J,1,13,1.0,-3.181886533783944,0.0
C0DRH8,3,7,2.0,-0.3604767715468762,0.47
C0DWJ8,1,7,2.0,0.050774578905949455,0.84
C0DYV7,1,10,3.0,,0.0
C0E4AV,1,10,3.0,0.42425965396222415,0.92
C0E4ZO,1,7,3.0,0.4931969619160716,0.92
C0E5HA,1,4,2.0,-1.4027752513781488,0.28
C0E5KX,1,4,1.0,,0.0
C0E6OM,1,4,2.0,-0.2773500981126144,0.74
C0EAM8,1,1,3.0,0.0,1.0
C0EC8V,1,7,2.0,-0.06337242505244785,0.78
C0EG8P,4,7,2.25,0.14807920150644777,0.5
C0EH3Z,1,10,2.0,-0.13360104902630554,0.7
C0EJ2D,1,13,2.0,,0.0
C0EJK3,1,7,3.0,1.6240875853910703,1.0
C0EM7K,1,13,1.0,-3.181886533783944,0.0
C0EMA5,2,1,3.0,0.0,1.0
C0EMZ1,1,7,2.0,,0.0
C0ENK8,1,4,4.0,,0.0
C0EPD3,1,7,2.0,,0.0
C0EPN7,1,4,3.0,-0.9607689228305228,0.52
C0EQX7,1,10,3.0,,0.0
C0ET3O,1,7,3.0,,0.0
C0ET7O,2,4,1.5,-1.469128317184245,0.0
C0EUD7,1,10,3.0,1.1921469919530692,0.92
C0EX9G,1,7,2.0,-0.3442141954107571,0.7
C0F2NZ,1,7,3.0,0.4931969619160716,0.92
C0F3BO,3,7,2.0,-0.3604767715468762,0.47
C0F3DZ,1,7,2.0,-0.4885138148673662,0.53
C0F3LG,1,4,3.0,,0.0
C0F4YM,1,7,2.0,,0.0
C0F7CK,1,1,3.0,0.0,1.0
C0F7RJ,1,4,3.0,-0.9607689228305228,0.52
C0FA2X,4,13,2.0,-0.8181781611845903,0.37
C0FD9B,1,4,2.0,,0.0
C0FE3Q,1,10,3.0,0.714814506481447,0.96
C0FE8U,1,7,3.0,0.8043996665398434,1.0
C0FH8A,1,4,2.0,-1.3341052867874588,0.28
C0FIK4,1,7,3.0,,0.0
C0FIS1,1,1,3.0,0.0,1.0
C0FK8W,1,7,2.0,-0.5269073088381655,0.5
C0FM2D,2,4,3.0,-1.0,0.5
C0FO4G,1,7,3.0,,0.0
C0FS3W,1,7,3.0,,0.0
C0FWV8,1,7,1.0,-1.4444444444444442,0.15
C0FX4E,1,7,3.0,0.4931969619160716,0.92
C0FY4P,3,1,3.0,2.872552741301585,1.0
C0G1LM,1,4,2.0,-1.3341052867874588,0.28
C0G3FS,1,7,3.0,,0.0
C0G3LA,1,10,3.0,,0.0
C0G3PT,1,13,2.0,,0.0
C0G4AF,1,4,3.0,,0.0
C0G8KF,1,10,3.0,,0.0
C0G9KB,1,7,3.0,,0.0
C0GAC7,1,13,3.0,0.5619514869490169,1.0
C0GBL7,3,7,2.6666666666666665,0.7595877014008783,0.78
C0GC2F,1,4,3.0,0.0,0.0
C0GC9K,1,10,3.0,,0.0
C0GE2X,3,7,2.0,-0.3604767715468762,0.47
C0GEZ6,1,7,3.0,,0.0
C0GF4O,1,10,3.0,0.7337993857053431,1.0
C0GH2Z,1,7,3.0,0.3563315890464476,0.89
C0GIP4,1,13,2.0,-1.1751393027860062,0.42
C0GJ4U,1,4,3.0,-0.9607689228305228,0.52
C0GLC7,1,4,2.0,-1.3341052867874588,0.28
C0GN3C,1,10,3.0,,0.0
C0GPV1,1,1,3.0,0.0,1.0
C0GRV7,1,10,3.0,0.39539439203710747,0.92
C0GS4F,3,7,2.0,-0.2632519137892411,0.5
C0GS5T,1,7,2.0,-0.3442141954107571,0.7
C0GSH9,1,13,3.0,0.5619514869490169,1.0
C0GT3E,1,4,3.0,-0.9607689228305228,0.52
C0GVI7,1,7,3.0,0.8336157713463014,1.0
C0H3LV,1,4,2.0,-1.3341052867874588,0.28
C0H5RW,1,10,2.0,-0.13360104902630554,0.7
C0H6TR,3,1,3.0,2.872552741301585,1.0
C0H7OQ,1,10,3.0,,0.0
C0H8AW,1,13,2.0,,0.0
C0H8CM,1,7,2.0,-0.6039571739702033,0.46
C0H8GR,2,10,3.0,1.1921469919530692,0.92
C0H8UN,3,7,2.6666666666666665,0.7595877014008783,0.78
C0H9DF,1,13,1.0,-3.181886533783944,0.0
C0H9TR,1,7,2.0,-0.7726911394933923,0.58
C0HA4Y,3,4,1.6666666666666667,-0.917041126567603,0.18
C0HA6F,3,4,3.0,-0.6910467950160522,0.35
C0HE8J,1,7,3.0,0.4213504858001919,0.93
C0HEC8,1,1,3.0,0.0,1.0
C0HN4S,2,13,2.0,-1.1751393027860062,0.42
C0HN4T,1,7,2.0,,0.0
C0HN5J,3,10,3.0,1.1966256978540506,0.96
C0HO6F,1,7,3.0,,0.0
C0HOI9,1,7,3.0,0.8336157713463014,1.0
C0HTK6,1,7,3.0,0.4213504858001919,0.93
C0HYK2,1,1,3.0,0.0,1.0
C0HYN3,2,13,2.0,-1.1751393027860062,0.42
C0HYX7,1,4,2.0,-1.4027752513781488,0.28
C0I3YT,1,7,2.0,-0.4885138148673662,0.53
C0I4MK,3,4,1.6666666666666667,-0.917041126567603,0.18
C0I4UK,1,7,3.0,0.4213504858001919,0.93
C0I5CA,1,10,3.0,,0.0
C0I5NG,3,10,3.0,1.1966256978540506,0.96
C0I6QS,1,7,2.0,-0.3076613486827318,0.64
C0I6WB,1,7,3.0,,0.0
C0I7PG,2,4,3.0,-1.0,0.5
C0I9FY,1,7,3.0,,0.0
C0I9VF,1,7,2.0,-0.7726911394933923,0.58
C0IE3Y,1,7,2.0,-0.6039571739702033,0.46
C0IFL7,2,13,2.0,-0.5619514869490163,0.55
C0IG4E,1,7,3.0,0.8043996665398434,1.0
C0IK7U,3,4,1.6666666666666667,-0.917041126567603,0.18
C0IP7C,3,1,3.0,2.872552741301585,1.0
C0IQV7,1,7,2.0,,0.0
C0IS6K,1,10,2.0,-0.13360104902630554,0.7
C0IS9Y,1,7,3.0,0.3563315890464476,0.89
C0IV7W,1,7,3.0,-0.05783149319662363,0.85
C0IW5K,1,13,2.0,,0.0
C0IZU4,3,4,3.0,-0.6910467950160522,0.35
C0J3IM,1,13,3.0,0.6546536707079768,1.0
C0J4LS,1,7,3.0,0.8043996665398434,1.0
C0J6CH,3,7,2.0,-0.2632519137892411,0.5
C0J6DC,1,10,3.0,0.39539439203710747,0.92
C0J6DV,1,7,2.0,-0.6039571739702033,0.46
C0J6SK,1,4,2.0,,0.0
C0J7HO,1,4,2.0,,0.0
C0J7LM,1,4,2.0,,0.0
C0J8HC,3,10,3.0,1.1966256978540506,0.96
C0J8WS,3,13,2.0,-0.8955334711889906,0.38
C0JCN7,2,7,2.5,0.0731272424127128,0.44
C0JE3M,1,7,2.0,-0.8971664988325516,0.36
C0JH2G,1,4,2.0,,0.0
C0JHC6,1,1,3.0,,0.0
C0JI1M,1,1,2.0,-1.7795130420052179,0.24
C0JIZ8,1,4,2.0,-0.2773500981126144,0.74
C0JL3I,3,7,2.0,-0.2632519137892411,0.5
C0JMA7,1,4,3.0,-0.9607689228305228,0.52
C0JP5I,1,7,3.0,0.4213504858001919,0.93
C0JV5A,1,10,3.0,,0.0
C0JWP5,3,7,2.6666666666666665,0.7595877014008783,0.78
C0JXQ9,1,10,3.0,,0.0
C0K1GF,1,4,3.0,0.0,0.0
C0K1HQ,1,13,1.0,-3.181886533783944,0.0
C0K5ZJ,3,10,3.0,1.1966256978540506,0.96
C0K7OY,3,7,2.0,-0.3604767715468762,0.47
C0K7PC,1,1,3.0,,0.0
C0K9HA,3,7,2.0,-0.2632519137892411,0.5
C0KAP2,1,4,3.0,,0.0
C0KD4U,4,4,3.0,-0.9863939238321423,0.3
C0KHW3,2,1,2.5,-0.6087807775281006,0.24
C0KI2X,1,4,1.0,,0.0
C0KLD8,3,7,2.6666666666666665,0.7595877014008783,0.78
C0KMS2,1,4,2.0,-1.3341052867874588,0.28
C0KNI4,1,13,2.0,,0.0
C0KOC5,2,13,2.0,-1.1751393027860062,0.42
C0KP7T,1,7,2.0,,0.0
C0KT5Q,1,7,2.0,-0.3442141954107571,0.7
C0KTX5,1,10,3.0,0.42425965396222415,0.92
C0KV5M,1,1,3.0,0.0,1.0
C0L1UN,1,13,2.0,,0.0
C0L1YR,1,13,3.0,0.5619514869490169,1.0
C0L4SH,1,4,1.0,,0.0
C0L5YD,1,7,3.0,,0.0
C0L8QG,1,7,3.0,,0.0
C0L8QY,1,7,2.0,-0.06337242505244785,0.78
C0L9PQ,3,7,2.0,-0.2632519137892411,0.5
C0LB6O,1,7,3.0,0.8014795324000771,1.0
C0LCW3,1,4,1.0,,0.0
C0LF5R,1,4,3.0,0.0,0.0
C0LF9I,1,4,1.0,,0.0
C0LFI4,1,4,2.0,-0.2773500981126144,0.74
C0LGI2,3,13,2.0,-0.8955334711889906,0.38
C0LHQ3,1,1,3.0,,0.0
C0LIA9,1,1,3.0,,0.0
C0LO5Q,1,7,2.0,-0.8971664988325516,0.36
C0LO6A,1,1,3.0,0.0,1.0
C0LO9C,3,10,3.0,1.1966256978540506,0.96
C0LP8T,1,4,3.0,-0.5310850045437947,0.78
C0LR8A,1,7,3.0,0.8014795324000771,1.0
C0LRS2,1,7,2.0,,0.0
C0LT3C,1,4,2.0,-0.5927489783638191,0.74
C0LTB9,3,7,2.0,-0.2632519137892411,0.5
C0LU3T,1,7,3.0,0.4213504858001919,0.93
C0LV4T,1,1,3.0,0.0,1.0
C0LYA4,1,4,3.0,0.0,0.0
C0LZ4U,1,13,2.0,,0.0
C0LZU6,1,7,3.0,0.4931969619160716,0.92
C0M2BY,1,13,2.0,,0.0
C0MBP3,1,13,2.0,-0.5619514869490163,0.55
C0MC4D,1,7,2.0,-0.3442141954107571,0.7
C0MCW3,3,4,3.0,-0.6910467950160522,0.35
C0MF7P,1,7,2.0,,0.0
C0MK9H,1,1,3.0,0.0,1.0
C0MKN9,2,10,3.0,0.714814506481447,0.96
C0MNT2,1,7,3.0,0.4931969619160716,0.92
C0MVY6,1,13,2.0,,0.0
C0MYB6,1,13,2.0,-1.1751393027860062,0.42
C0N3LP,1,4,2.0,-0.5927489783638191,0.74
C0N3RW,1,1,3.0,,0.0
C0N4YM,1,7,3.0,0.3563315890464476,0.89
C0N5DY,1,7,2.0,,0.0
C0N5JW,1,1,2.0,-1.7795130420052179,0.24
C0N6DO,4,7,2.75,0.9276380778170021,0.78
C0N6KU,1,7,2.0,,0.0
C0N7RV,2,7,2.0,-0.6039571739702033,0.46
C0N8OF,1,4,3.0,,0.0
C0NC7H,2,13,3.0,0.6886489218861431,1.0
C0NEW2,1,4,3.0,,0.0
C0NFL2,1,4,3.0,-0.9607689228305228,0.52
C0NGP8,1,4,2.0,-1.3341052867874588,0.28
C0NIA6,1,7,2.0,-0.4885138148673662,0.53
C0NJ6Y,1,10,3.0,,0.0
C0NKU8,1,1,4.0,,0.0
C0NM1C,3,7,2.0,-0.3604767715468762,0.47
C0NQO8,1,10,3.0,0.730530047165118,0.97
C0NRO9,1,4,3.0,0.0,0.0
C0NT5I,1,1,2.0,-1.7795130420052179,0.24
C0NTV6,1,7,3.0,0.4931969619160716,0.92
C0NUI2,1,4,2.0,,0.0
C0NXS3,1,7,2.0,,0.0
C0NY3F,1,4,2.0,,0.0
C0NZW8,1,7,2.0,-0.4885138148673662,0.53
C0O2NM,1,4,2.0,-0.5927489783638191,0.74
C0O4ID,1,10,3.0,0.714814506481447,0.96
C0O4NS,1,13,3.0,0.5619514869490169,1.0
C0O5BA,2,4,3.0,-1.0,0.5
C0O7AB,1,1,3.0,,0.0
C0OAD3,1,1,3.0,,0.0
C0OBW7,1,1,3.0,,0.0
C0OE3C,1,7,2.0,-0.37363235887853635,0.64
C0OG4J,1,7,2.0,-0.6039571739702033,0.46
C0OGZ2,1,1,3.0,,0.0
C0OH4L,1,7,2.0,-0.3076613486827318,0.64
C0OHJ7,1,1,3.0,,0.0
C0ONJ3,1,4,4.0,,0.0
C0OP5K,1,1,4.0,0.0,1.0
C0OQ9H,1,13,2.0,,0.0
C0OQF8,1,4,3.0,0.0,0.0
C0OSX2,1,7,2.0,-0.7726911394933923,0.58
C0OUW1,1,13,1.0,-3.181886533783944,0.0
C0OWJ3,1,4,2.0,,0.0
C0OY3S,1,10,3.0,1.10416113598974,0.92
C0OZM1,1,4,2.0,-0.876737866706727,0.52
C0OZQ2,1,4,3.0,-0.5310850045437947,0.78
C0P2EA,1,7,3.0,0.8014795324000771,1.0
C0P4CT,1,7,2.0,,0.0
C0P5AK,2,13,3.0,0.6886489218861431,1.0
C0P6IG,1,1,3.0,0.0,1.0
C0P7CV,1,7,3.0,0.4213504858001919,0.93
C0P7FQ,1,10,3.0,,0.0
C0P8KM,1,10,3.0,,0.0
C0P8LZ,1,4,3.0,,0.0
C0P8RJ,1,10,3.0,,0.0
C0P8VW,3,7,2.0,-0.2632519137892411,0.5
C0PAE1,1,4,3.0,-0.9607689228305228,0.52
C0PL4B,4,10,3.0,1.2544975926595099,0.97
C0PM5I,1,7,3.0,,0.0
C0PNH9,1,7,3.0,0.4213504858001919,0.93
C0PO6W,1,4,2.0,-0.876737866706727,0.52
C0PT9W,1,1,3.0,,0.0
C0PWX2,1,7,2.0,,0.0
C0PZ2W,1,1,3.0,,0.0
C0Q1MD,1,7,2.0,,0.0
C0Q2NJ,1,1,3.0,,0.0
C0Q2OB,1,7,3.0,0.8043996665398434,1.0
C0Q4IM,2,4,3.0,-0.9607689228305228,0.52
C0Q5BI,1,1,3.0,,0.0
C0Q5SL,1,1,3.0,0.0,1.0
C0Q6HK,1,7,3.0,,0.0
C0Q8BN,2,7,2.0,-0.6039571739702033,0.46
C0Q9NP,1,13,2.0,,0.0
C0QB1V,1,13,2.0,-1.1751393027860062,0.42
C0QCK1,3,4,3.0,-0.6910467950160522,0.35
C0QD8O,1,7,3.0,0.4913036844405176,0.93
C0QET9,1,7,1.0,-1.4444444444444442,0.15
C0QF5M,1,4,2.0,-1.3341052867874588,0.28
C0QFL3,2,7,2.5,0.0731272424127128,0.44
C0QGP5,2,13,3.0,0.6886489218861431,1.0
C0QGU2,1,1,3.0,0.0,1.0
C0QH3O,1,10,3.0,,0.0
C0QH6L,1,10,3.0,,0.0
C0QI2D,1,10,3.0,,0.0
C0QJ9O,1,7,2.0,-0.3442141954107571,0.7
C0QK6P,1,10,3.0,,0.0
C0QND4,1,10,3.0,1.1921469919530692,0.92
C0QOF3,1,7,2.0,,0.0
C0QTL8,1,4,2.0,-1.3341052867874588,0.28
C0QZ4U,1,13,2.0,-1.1751393027860062,0.42
C0R1KU,1,7,2.0,-0.5269073088381655,0.5
C0R1SW,1,7,2.0,-0.06337242505244785,0.78
C0R2YM,1,7,3.0,,0.0
C0R3TX,1,1,3.0,,0.0
C0R8AQ,1,7,3.0,,0.0
C0R8MQ,1,1,3.0,0.0,1.0
