Drug,N.Targets,N.Seedgenes,d.avg,zscore,pvalue
C59IQV,1,3,3.0,0.0,0.0
C59KDV,1,12,3.0,0.6304883249912803,1.0
C59KXI,1,9,2.0,,0.0
C59MRG,2,3,3.0,,0.0
C59OQY,1,9,2.0,-0.6451416204711966,0.41
C59ORZ,3,9,2.0,-0.044906984505456764,0.53
C59QLH,3,3,2.3333333333333335,-2.451608389820929,0.0
C59QLI,2,0,3.0,,0.0
C59RDY,1,10,3.0,0.8666399694942736,0.86
C59UQE,1,7,2.0,,0.0
C59WCO,1,12,3.0,0.17309692896316634,0.93
C59XIC,1,9,2.0,-0.6451416204711966,0.41
C59XOB,2,7,2.0,-0.686204519424725,0.38
C59XZL,1,3,4.0,,0.0
C59ZFQ,1,3,3.0,,0.0
C5A1FW,1,0,3.0,,0.0
C5A1NO,1,3,3.0,0.0,0.0
C5A2OP,1,0,3.0,,0.0
C5A9HZ,1,12,2.0,-1.5481405396264196,0.24
C5AB3F,1,9,2.0,,0.0
C5ACW8,1,10,3.0,0.4730499167912658,0.93
C5AD1I,1,9,2.0,-1.105541596785133,0.45
C5AF8Y,1,3,3.0,,0.0
C5AIR7,1,9,2.0,-0.6451416204711966,0.41
C5AIV8,1,7,1.0,,0.0
C5AJ0V,1,3,3.0,,0.0
C5AK1N,1,7,2.0,-0.5619514869490169,0.76
C5AKX1,2,3,2.5,-2.020404121240414,0.0
C5ALQ2,1,9,2.0,,0.0
C5AP3Q,1,9,2.0,-0.6451416204711966,0.41
C5ARM6,1,10,3.0,,0.0
C5AT6X,1,3,4.0,,0.0
C5AT7D,3,9,2.0,-0.044906984505456764,0.53
C5AVD1,1,0,3.0,,0.0
C5AXQ9,1,7,2.0,-1.218543591689885,0.36
C5AY6M,3,10,3.0,0.9896916820739783,0.94
C5AZ2N,1,3,3.0,-0.6546536707079766,0.7
C5B0RJ,1,12,3.0,,0.0
C5B1IH,1,12,3.0,0.515580046947248,1.0
C5B1ST,1,3,2.0,-3.0206041812604205,0.0
C5B2IR,1,9,2.0,-0.4302763440196705,0.46
C5B4DK,1,0,3.0,,0.0
C5B4HJ,3,7,2.0,-0.8626621856275071,0.35
C5BA2V,2,3,3.5,0.020004001200399715,0.51
C5BA8Z,1,12,3.0,,0.0
C5BF7P,1,12,3.0,,0.0
C5BG9O,1,3,2.0,-1.2340034812471594,0.33
C5BJY6,1,12,3.0,,0.0
C5BL8W,1,9,2.0,-1.105541596785133,0.45
C5BOQ1,4,9,2.0,-0.20863316418601893,0.47
C5BSC7,1,10,3.0,-0.01373735243264994,0.76
C5BW8L,1,12,3.0,0.6304883249912803,1.0
C5BZ6H,1,0,3.0,,0.0
C5C0KF,1,0,3.0,,0.0
C5C2BD,1,3,4.0,1.0202040612204066,1.0
C5C3SP,1,9,2.0,-0.218824895275681,0.51
C5C3YI,1,10,3.0,,0.0
C5C4IJ,1,7,2.0,-1.218543591689885,0.36
C5C6UX,1,12,3.0,0.515580046947248,1.0
C5C7GH,3,10,3.0,0.9896916820739783,0.94
C5C7PV,1,3,2.0,-3.0,0.0
C5C7XB,1,3,4.0,,0.0
C5C8JD,1,3,3.0,,0.0
C5C8SB,1,0,3.0,,0.0
C5C9DS,1,3,3.0,-0.6546536707079766,0.7
C5C9ET,1,7,2.0,-1.218543591689885,0.36
C5CDM4,2,9,2.0,-0.218824895275681,0.51
C5CGI0,1,12,2.0,-1.5481405396264196,0.24
C5CGK7,1,3,3.0,,0.0
C5CH1W,1,3,3.0,,0.0
C5CJF7,1,9,2.0,,0.0
C5CK3W,1,3,4.0,1.0202040612204066,1.0
C5CKD3,3,3,2.3333333333333335,-2.451608389820929,0.0
C5CLE8,1,9,2.0,-0.4302763440196705,0.46
C5CQW0,1,7,2.0,-0.786599826948057,0.29
C5CRB1,2,10,3.0,1.4325377000034545,1.0
C5CSG4,1,9,2.0,-0.218824895275681,0.51
C5CTA9,1,0,3.0,,0.0
C5CTH0,1,12,3.0,,0.0
C5CXM7,1,12,3.0,,0.0
C5CZB7,1,10,3.0,-0.01373735243264994,0.76
C5D0RB,1,3,4.0,1.0202040612204066,1.0
C5D3RZ,2,9,2.0,-0.21853668936906215,0.53
C5D7BR,1,7,1.0,,0.0
C5D9TV,1,12,3.0,,0.0
C5DEA7,3,9,2.0,-0.044906984505456764,0.53
C5DI0O,1,7,1.0,,0.0
C5DKZ8,3,12,3.0,0.7516283835227735,1.0
C5DLR2,1,7,2.0,-1.218543591689885,0.36
C5DM6Y,1,3,2.0,-1.2340034812471594,0.33
C5DO9M,1,10,3.0,,0.0
C5DQ9K,1,0,3.0,,0.0
C5DV8U,1,3,4.0,,0.0
C5E1UO,1,10,3.0,-0.01373735243264994,0.76
C5E2FJ,3,7,2.0,-0.8626621856275071,0.35
C5E2XR,2,3,3.5,0.020004001200399715,0.51
C5E3ZH,2,9,2.0,0.03016484887033811,0.79
C5E6UL,4,10,3.0,1.0028522680128986,0.95
C5E7IF,2,0,3.0,,0.0
C5E8JV,1,9,2.0,,0.0
C5E8LY,1,3,3.0,,0.0
C5EB1U,1,12,3.0,,0.0
C5ECV1,3,9,2.0,-0.044906984505456764,0.53
C5EI9O,1,3,3.0,,0.0
C5EIW1,2,3,3.5,0.020004001200399715,0.51
C5EQB3,1,12,3.0,,0.0
C5ES4W,3,3,2.3333333333333335,-2.451608389820929,0.0
C5ES6P,2,12,3.0,0.8124999999999999,1.0
C5ETY8,1,9,2.0,-0.4302763440196705,0.46
C5EX1K,3,0,3.0,,0.0
C5EX8K,1,7,2.0,-1.218543591689885,0.36
C5F1IR,3,3,3.3333333333333335,-0.1706233331976894,0.51
C5F2XD,1,12,3.0,,0.0
C5F4AU,1,12,2.0,-1.5481405396264196,0.24
C5F7PO,1,9,2.0,,0.0
C5F8LY,1,9,2.0,-0.4486164278269441,0.51
C5F8TI,1,7,1.0,,0.0
C5FAQ4,1,9,2.0,-1.105541596785133,0.45
C5FE4Z,1,7,2.0,-0.3782843752865612,0.6
C5FG8X,5,3,2.6,-1.874047278040899,0.0
C5FH6G,1,10,3.0,,0.0
C5FN6C,1,0,3.0,,0.0
C5FNC2,1,10,3.0,-0.01373735243264994,0.76
C5FOK7,2,0,3.0,,0.0
C5FQH4,1,9,2.0,,0.0
C5FQR2,1,9,2.0,-0.218824895275681,0.51
C5FVM1,1,12,3.0,1.0,1.0
C5FX2S,1,3,4.0,,0.0
C5FZ1J,2,7,2.0,-0.5619514869490169,0.76
C5FZ7T,1,9,2.0,,0.0
C5G4FA,3,3,3.3333333333333335,-0.1706233331976894,0.51
C5G4LN,3,9,2.0,-0.21853668936906215,0.53
C5G4UX,4,10,3.0,1.0028522680128986,0.95
C5GA9J,1,0,3.0,,0.0
C5GFP0,2,0,3.0,,0.0
C5GK3T,1,7,1.0,,0.0
C5GKD3,1,12,3.0,,0.0
C5GM4K,1,9,3.0,0.9615239476408236,1.0
C5GOD3,1,7,2.0,-0.686204519424725,0.38
C5GOW9,1,12,3.0,0.17309692896316634,0.93
C5GQL0,3,3,3.3333333333333335,-0.1706233331976894,0.51
C5GRB6,2,12,3.0,0.4283930429534728,0.91
C5GRV8,1,9,2.0,,0.0
C5GS6J,1,7,1.0,,0.0
C5GS6Z,1,9,2.0,,0.0
C5GSU9,1,7,2.0,-1.218543591689885,0.36
C5GU9E,1,9,2.0,-0.218824895275681,0.51
C5GUV9,1,9,2.0,-0.4486164278269441,0.51
C5GWB7,1,0,3.0,,0.0
C5GXM4,1,3,3.0,,0.0
C5GY6N,3,3,2.3333333333333335,-2.451608389820929,0.0
C5GYS4,2,10,3.0,0.4730499167912658,0.93
C5GZR7,1,7,2.0,-1.199593427059311,0.41
C5H0EO,1,9,2.0,-1.105541596785133,0.45
C5H0MJ,3,0,3.0,,0.0
C5H0SF,1,3,3.0,-1.4577379737113256,0.32
C5H2JA,1,12,3.0,0.17309692896316634,0.93
C5H2QB,3,9,2.0,-0.21853668936906215,0.53
C5H2ZY,1,10,3.0,0.26504175103516847,0.86
C5H4AY,1,9,2.0,-0.218824895275681,0.51
C5H4RC,1,3,3.0,,0.0
C5H6YT,1,12,3.0,0.515580046947248,1.0
C5HDW9,1,3,4.0,0.8336157713463014,1.0
C5HK2E,1,7,2.0,,0.0
C5HL4R,3,3,2.3333333333333335,-2.451608389820929,0.0
C5HMU1,1,7,2.0,-0.5619514869490169,0.76
C5HN3X,1,10,3.0,-0.01373735243264994,0.76
C5HW9J,1,0,3.0,,0.0
C5HXO6,1,9,2.0,-1.105541596785133,0.45
C5HY1I,1,9,2.0,,0.0
C5HYO4,1,12,3.0,0.515580046947248,1.0
C5I0KR,1,9,2.0,,0.0
C5I3XH,1,7,2.0,-0.786599826948057,0.29
C5I4SX,1,3,3.0,-1.42488702369803,0.33
C5I7MJ,1,9,2.0,,0.0
C5I8ML,1,10,3.0,1.4325377000034545,1.0
C5I8SH,1,9,2.0,-0.6451416204711966,0.41
C5IAJ1,1,0,3.0,,0.0
C5IB1P,1,9,3.0,0.8834372483257482,1.0
C5ICJ1,1,0,3.0,,0.0
C5IE0J,1,3,3.0,-1.0202040612204066,0.49
C5IHS8,3,12,3.0,0.7516283835227735,1.0
C5IJZ0,1,7,2.0,-1.218543591689885,0.36
C5IL1C,1,3,3.0,0.0,0.0
C5IM8F,1,10,3.0,0.4730499167912658,0.93
C5IME3,1,9,2.0,-0.6451416204711966,0.41
C5IO0K,2,9,2.0,-0.218824895275681,0.51
C5IOL8,2,0,3.0,,0.0
C5IQN3,1,3,3.0,,0.0
C5IR2K,3,7,2.0,-0.8626621856275071,0.35
C5IS8G,1,3,2.0,-1.2340034812471594,0.33
C5IUL8,1,9,2.0,-0.42008402520840266,0.55
C5IV9D,3,10,3.0,0.9896916820739783,0.94
C5IXF3,1,3,3.0,-0.7018100265975374,0.67
C5IZ9B,1,0,3.0,,0.0
C5J0PE,1,9,2.0,-0.218824895275681,0.51
C5J3KY,1,12,3.0,,0.0
C5J4ES,1,12,2.0,-1.5481405396264196,0.24
C5J4MR,3,9,2.0,-0.21853668936906215,0.53
C5J8HN,2,3,3.5,0.020004001200399715,0.51
C5JFM1,3,3,2.3333333333333335,-2.451608389820929,0.0
C5JGU1,2,0,3.0,,0.0
C5JHI0,1,7,2.0,-1.218543591689885,0.36
C5JOH3,1,9,2.0,,0.0
C5JOX3,1,0,3.0,,0.0
C5JR1D,1,9,3.0,0.9615239476408236,1.0
C5JTD9,1,0,3.0,,0.0
C5JV1P,4,10,3.0,1.0028522680128986,0.95
C5JXL2,1,12,3.0,,0.0
C5JY6A,1,3,4.0,,0.0
C5JYB8,3,7,2.0,-0.8626621856275071,0.35
C5JZ6R,3,12,3.0,0.7516283835227735,1.0
C5K2CY,1,3,3.0,-1.4577379737113256,0.32
C5K2HO,1,9,2.0,,0.0
C5K4PC,3,0,3.0,,0.0
C5K7QG,3,9,2.0,-0.21853668936906215,0.53
C5K7WG,1,3,3.0,,0.0
C5K8NC,1,9,2.0,,0.0
C5K8ZM,1,3,3.0,,0.0
C5K9JV,1,9,2.0,,0.0
C5KEW7,1,3,3.0,-0.7018100265975374,0.67
C5KF2O,1,3,2.0,-3.0,0.0
C5KMT9,1,9,2.0,-1.105541596785133,0.45
C5KO9F,1,12,3.0,0.6236095644623232,1.0
C5KOB7,1,7,1.0,,0.0
C5KPT0,1,3,3.0,,0.0
C5KT0L,1,7,2.0,-1.199593427059311,0.41
C5KTB8,1,10,3.0,1.4325377000034545,1.0
C5KW3L,3,9,2.0,-0.044906984505456764,0.53
C5KYQ3,1,3,3.0,,0.0
C5KZ9F,2,3,2.5,-1.7732413898671457,0.0
C5L1QM,3,0,3.0,,0.0
C5L3NI,1,9,2.0,-0.6451416204711966,0.41
C5L4CW,1,3,3.0,-0.6546536707079766,0.7
C5L4XD,1,12,3.0,0.515580046947248,1.0
C5L6WO,4,10,3.0,1.0028522680128986,0.95
C5L7FR,1,3,2.0,-2.8287422171690184,0.0
C5L7MR,1,3,3.0,,0.0
C5L7VK,1,9,2.0,,0.0
C5L7XU,1,3,3.0,-0.6546536707079766,0.7
C5L8SH,1,9,2.0,,0.0
C5L8SW,2,7,2.0,-0.5619514869490169,0.76
C5LB7M,5,9,1.8,-0.5621875141090431,0.23
C5LH9S,1,9,2.0,-0.218824895275681,0.51
C5LJE8,2,12,3.0,0.6304883249912803,1.0
C5LK3Q,1,3,2.0,-1.2340034812471594,0.33
C5LKO8,1,0,3.0,,0.0
C5LM6C,1,0,3.0,,0.0
C5LM9R,2,3,3.5,0.36153849855024633,0.67
C5LN8W,1,7,1.0,,0.0
C5LQ3D,1,7,2.0,-1.218543591689885,0.36
C5LSD6,1,12,3.0,0.515580046947248,1.0
C5LU1Z,3,9,2.0,-0.044906984505456764,0.53
C5LU8P,2,0,3.0,,0.0
C5LUH2,1,3,4.0,,0.0
C5LUS1,1,3,3.0,-1.4577379737113256,0.32
C5LVE9,1,3,3.0,,0.0
C5LW8D,1,7,1.0,,0.0
C5LY6T,2,10,3.0,0.4730499167912658,0.93
C5LYB8,1,3,2.0,-3.0,0.0
C5M0AJ,1,7,2.0,-0.786599826948057,0.29
C5M3BX,1,12,3.0,,0.0
C5M3UI,1,12,3.0,0.17309692896316634,0.93
C5M6EP,1,0,3.0,,0.0
C5M6GO,1,3,4.0,,0.0
C5M6NS,2,10,3.0,0.4730499167912658,0.93
C5M6UO,1,9,2.0,,0.0
C5M7VH,1,3,4.0,,0.0
C5MCZ4,1,7,2.0,-1.218543591689885,0.36
C5MDK8,1,3,3.0,-1.5646967316604725,0.29
C5MG6Q,2,9,2.0,-0.218824895275681,0.51
C5MJG3,1,3,4.0,,0.0
C5MK9H,1,12,3.0,0.6236095644623232,1.0
C5MOH0,1,9,2.0,-0.4302763440196705,0.46
C5MR9K,4,3,3.5,0.2732805011048329,0.67
C5MT0J,1,0,3.0,,0.0
C5MUO6,1,0,3.0,,0.0
C5MX2K,1,3,3.0,-1.5646967316604725,0.29
C5MYL0,1,7,1.0,,0.0
C5N0GE,1,10,3.0,,0.0
C5N0SU,1,7,2.0,,0.0
C5N1ZT,2,9,2.0,-0.6223592300880207,0.36
C5N2OH,1,10,3.0,,0.0
C5N2US,1,7,2.0,,0.0
C5N2WP,2,9,2.0,-0.21853668936906215,0.53
C5N4CJ,1,12,3.0,,0.0
C5N8KG,1,10,3.0,0.4730499167912658,0.93
C5NCH0,1,7,2.0,-0.686204519424725,0.38
C5NDC2,1,12,3.0,,0.0
C5NF9P,2,0,3.0,,0.0
C5NG2Y,1,12,3.0,0.17309692896316634,0.93
C5NH4J,1,3,3.0,,0.0
C5NH6Q,1,3,2.0,-3.0206041812604205,0.0
C5NJ3A,1,10,2.0,-0.3608405662175592,0.67
C5NKU9,1,7,2.0,,0.0
C5NP3O,1,12,3.0,,0.0
C5NQG3,1,7,1.0,-1.9847442471118963,0.14
C5NTY2,1,0,3.0,,0.0
C5NWH2,1,12,3.0,,0.0
C5NZ4I,1,3,3.0,-0.6546536707079766,0.7
C5O0RC,1,9,2.0,0.10178104437964942,0.72
C5O1MR,2,0,3.0,,0.0
C5O2EA,1,12,3.0,,0.0
C5O4JY,1,3,3.0,-0.26322992125835576,0.66
C5O6BP,1,9,2.0,-0.4486164278269441,0.51
C5O6UF,1,12,3.0,,0.0
C5O8HN,3,12,3.0,0.7516283835227735,1.0
C5O9YE,1,10,3.0,,0.0
C5OA4S,1,10,3.0,-0.01373735243264994,0.76
C5OE2H,4,7,2.0,-0.936507936507936,0.29
C5OIE6,1,3,3.0,-0.6546536707079766,0.7
C5OJP0,3,9,2.0,-0.044906984505456764,0.53
C5OQ2K,3,0,3.0,,0.0
C5OR0Q,2,3,2.5,-2.020404121240414,0.0
C5OR9X,1,9,2.0,-0.4486164278269441,0.51
C5OSG9,1,10,3.0,0.26504175103516847,0.86
C5OT6W,1,3,3.0,,0.0
C5OU6Q,2,3,3.0,-1.2596437724278893,0.31
C5OU9X,1,12,3.0,0.515580046947248,1.0
C5OVQ6,1,3,3.0,,0.0
C5OY7B,2,3,2.5,-2.020404121240414,0.0
C5OYU7,1,9,2.0,-0.218824895275681,0.51
C5P0CI,3,10,3.0,0.9896916820739783,0.94
C5P3GA,1,0,3.0,,0.0
C5P3KE,1,9,2.0,,0.0
C5P4XN,3,12,3.0,0.7516283835227735,1.0
C5P6QX,1,9,2.0,-0.42008402520840266,0.55
C5P8SJ,1,7,2.0,-1.199593427059311,0.41
C5PCH8,1,3,3.0,,0.0
C5PCN0,1,3,3.0,,0.0
C5PDB3,3,9,2.0,-0.044906984505456764,0.53
C5PE3W,1,3,3.0,-1.0202040612204066,0.49
C5PIW6,1,3,3.0,0.0,0.0
C5PJ2E,1,0,3.0,,0.0
C5PKJ0,1,9,2.0,-0.4302763440196705,0.46
C5PKZ2,1,10,3.0,0.8666399694942736,0.86
C5POA0,1,7,1.0,,0.0
C5PT1G,2,3,2.5,-2.7967111315597797,0.0
C5PTM8,1,0,3.0,,0.0
C5PU7K,1,12,3.0,,0.0
C5PV0G,1,7,2.0,-1.199593427059311,0.41
C5PW1E,1,0,3.0,,0.0
C5PYF7,1,12,3.0,0.515580046947248,1.0
C5Q2NY,1,3,3.0,-0.7018100265975374,0.67
C5Q3ZJ,1,9,2.0,0.03016484887033811,0.79
C5Q6US,2,0,3.5,,0.0
C5Q8IX,2,9,2.0,-0.218824895275681,0.51
C5Q9XG,1,10,3.0,,0.0
C5QA2B,3,10,3.0,0.9896916820739783,0.94
C5QB3M,1,12,3.0,0.6304883249912803,1.0
C5QBK1,1,9,2.0,-0.4302763440196705,0.46
C5QC7L,1,3,4.0,,0.0
C5QCN8,1,0,3.0,,0.0
C5QD7L,1,3,4.0,,0.0
C5QJT8,1,7,2.0,-1.218543591689885,0.36
C5QK2N,1,9,2.0,,0.0
C5QRF2,1,3,3.0,,0.0
C5QS4J,2,3,2.5,-1.7732413898671457,0.0
C5QT4N,3,9,2.0,-0.044906984505456764,0.53
C5QZJ4,1,3,3.0,-1.4577379737113256,0.32
C5QZK1,1,9,2.0,-0.6451416204711966,0.41
C5R0YZ,3,12,3.0,0.7516283835227735,1.0
C5R2JV,1,0,3.0,,0.0
C5R6BS,3,7,2.0,-0.8626621856275071,0.35
C5R6QT,1,3,3.0,,0.0
C5R6VX,1,3,3.0,0.0,0.0
C5R7JT,1,3,2.0,-3.0206041812604205,0.0
C5R7ZH,1,10,3.0,,0.0
C5R9GE,1,10,3.0,,0.0
C5RB1P,1,9,2.0,,0.0
C5RBW3,1,10,3.0,0.26504175103516847,0.86
C5RE4T,3,9,2.0,-0.21853668936906215,0.53
C5RF8T,3,0,3.0,,0.0
C5RL9M,3,9,2.0,-0.044906984505456764,0.53
C5RP6B,1,3,3.0,-1.5646967316604725,0.29
C5RP9K,1,12,3.0,0.6304883249912803,1.0
C5RUT2,1,3,3.0,0.0,0.0
C5RYH6,1,7,2.0,-1.218543591689885,0.36
C5RZ8C,1,10,3.0,0.26504175103516847,0.86
C5S0XY,1,3,2.0,-3.0206041812604205,0.0
C5S1HZ,3,12,3.0,0.7516283835227735,1.0
C5S2MP,1,7,2.0,-0.786599826948057,0.29
C5S4PX,3,9,2.0,-0.21853668936906215,0.53
C5SB8X,1,0,3.0,,0.0
C5SEU9,1,10,3.0,0.8666399694942736,0.86
C5SFZ9,1,9,3.0,0.9615239476408236,1.0
C5SHO2,1,3,4.0,,0.0
C5SI9Q,2,3,3.5,0.020004001200399715,0.51
C5SJC7,1,3,2.0,-3.0206041812604205,0.0
C5SML3,3,7,2.0,-0.8626621856275071,0.35
C5SP8F,1,0,3.0,,0.0
C5ST1O,1,0,3.0,,0.0
C5ST2Z,1,0,3.0,,0.0
C5SVN1,1,10,3.0,0.8666399694942736,0.86
C5SYR1,1,0,3.0,,0.0
C5T0FH,3,9,2.0,-0.044906984505456764,0.53
C5T0NL,1,3,3.0,0.0,0.0
C5T2GC,1,9,2.0,-0.42008402520840266,0.55
C5T2VX,1,0,3.0,,0.0
C5T3FW,1,12,3.0,0.6304883249912803,1.0
C5T3HX,3,3,2.3333333333333335,-2.451608389820929,0.0
C5T4EQ,1,0,3.0,,0.0
C5T7UK,1,7,2.0,-0.686204519424725,0.38
C5T9IR,1,9,2.0,0.03016484887033811,0.79
C5T9KE,3,12,3.0,0.7516283835227735,1.0
C5TBH9,1,0,3.0,,0.0
C5TC2S,3,10,3.0,0.9896916820739783,0.94
C5TJD2,3,3,3.3333333333333335,-0.1706233331976894,0.51
C5TKQ4,1,9,3.0,0.9615239476408236,1.0
C5TRX2,3,3,2.3333333333333335,-2.451608389820929,0.0
C5TS9Y,1,9,2.0,,0.0
C5TX9Q,1,0,3.0,,0.0
C5TXH9,1,7,2.0,,0.0
C5U1ZL,1,9,2.0,-0.42008402520840266,0.55
C5U6ZL,1,7,2.0,-1.218543591689885,0.36
C5U7JM,1,12,3.0,,0.0
C5U8HX,1,9,2.0,-0.218824895275681,0.51
C5UBH0,1,10,3.0,,0.0
C5UC8Z,1,12,3.0,0.17309692896316634,0.93
C5UDN3,1,3,3.0,-1.4577379737113256,0.32
C5UGR1,1,7,2.0,-0.786599826948057,0.29
C5UH7K,1,9,2.0,,0.0
C5UJ4T,2,10,3.0,0.4730499167912658,0.93
C5UL0A,1,9,2.0,-0.5622217365038996,0.53
C5UL6D,1,0,3.0,,0.0
C5UM2D,1,3,3.0,-0.26322992125835576,0.66
C5UMK8,3,12,3.0,0.7516283835227735,1.0
C5USX7,1,9,2.0,,0.0
C5UTX2,1,3,3.0,-1.4577379737113256,0.32
C5UW8N,1,7,2.0,-1.199593427059311,0.41
C5UWC6,1,9,2.0,,0.0
C5UY8O,1,10,3.0,,0.0
C5V4BG,1,9,2.0,-0.4302763440196705,0.46
C5V4DY,1,0,3.0,,0.0
C5V6KM,1,9,2.0,-0.218824895275681,0.51
C5V6OE,1,10,2.0,-0.3608405662175592,0.67
C5V7BA,1,0,3.0,,0.0
C5V7WE,3,3,2.3333333333333335,-2.451608389820929,0.0
C5V8HQ,1,0,3.0,,0.0
C5V9JT,1,0,3.0,,0.0
C5VAB7,1,3,4.0,1.0202040612204066,1.0
C5VB1P,1,9,1.0,-1.8273931255582678,0.15
C5VC8J,1,9,2.0,,0.0
C5VDS8,1,10,3.0,,0.0
C5VF2R,1,7,2.0,-0.786599826948057,0.29
C5VF7R,2,9,2.0,-0.218824895275681,0.51
C5VFQ7,3,10,3.0,0.9896916820739783,0.94
C5VG6X,1,12,3.0,,0.0
C5VG9H,1,12,3.0,,0.0
C5VJ0U,1,12,3.0,0.515580046947248,1.0
C5VJG4,3,3,3.3333333333333335,-0.1706233331976894,0.51
C5VNH3,1,0,3.0,,0.0
C5VOC0,1,9,2.0,,0.0
C5VOF1,1,3,3.0,,0.0
C5VRD8,1,9,2.0,-0.6451416204711966,0.41
C5VRT4,1,7,2.0,-1.199593427059311,0.41
C5W1CT,1,3,3.0,-0.26322992125835576,0.66
C5W1YE,1,9,2.0,-0.218824895275681,0.51
C5W2HM,1,12,3.0,0.17309692896316634,0.93
C5W7MS,1,0,3.0,,0.0
C5W8MO,1,0,3.0,,0.0
C5W8YD,1,10,3.0,0.26504175103516847,0.86
C5WB6K,1,9,2.0,-0.6451416204711966,0.41
C5WCZ7,1,9,2.0,,0.0
C5WDB0,3,3,2.3333333333333335,-2.451608389820929,0.0
C5WFL2,1,9,2.0,-0.3956515551838519,0.49
C5WHF9,1,3,3.0,-0.6546536707079766,0.7
C5WI3K,1,12,3.0,0.6458185332889473,1.0
C5WPQ6,1,7,2.0,-1.218543591689885,0.36
C5WTG1,1,0,3.0,,0.0
C5WZL0,1,9,2.0,-0.331861655799986,0.56
C5X0IY,1,10,3.0,-0.01373735243264994,0.76
C5X1YU,1,9,2.0,-0.03843943140471891,0.68
C5X2HM,1,3,4.0,,0.0
C5X3KT,1,7,2.0,-1.199593427059311,0.41
C5XA3B,1,3,4.0,,0.0
C5XCD4,2,12,3.0,0.6304883249912803,1.0
C5XD4S,2,3,3.0,-0.7018100265975374,0.67
C5XF1Z,1,10,3.0,0.4730499167912658,0.93
C5XF4M,1,0,3.0,,0.0
C5XFD3,1,3,3.0,,0.0
C5XJY3,1,9,2.0,,0.0
C5XLH3,1,0,3.0,,0.0
C5XM3U,1,3,3.0,-1.5646967316604725,0.29
C5XM8F,1,9,2.0,-0.6451416204711966,0.41
C5XO2M,1,9,2.0,-0.218824895275681,0.51
C5XQ9U,1,3,3.0,-0.6546536707079766,0.7
C5XR2B,1,12,3.0,0.17309692896316634,0.93
C5XRF0,1,7,1.0,,0.0
C5XS3G,1,7,2.0,-0.3782843752865612,0.6
C5XT8N,1,10,3.0,0.8666399694942736,0.86
C5XV2W,1,0,3.0,,0.0
C5XZ4I,1,9,2.0,-0.4486164278269441,0.51
C5XZJ7,1,3,3.0,,0.0
C5Y2AC,1,0,3.0,,0.0
C5Y4UB,1,3,3.0,,0.0
C5Y6IB,2,9,2.0,0.10178104437964942,0.72
C5YCB6,3,3,3.3333333333333335,-0.1706233331976894,0.51
C5YG7N,1,3,2.0,-1.2340034812471594,0.33
C5YH9J,1,12,3.0,,0.0
C5YJS7,1,12,3.0,0.515580046947248,1.0
C5YMR4,1,7,2.0,-0.786599826948057,0.29
C5YRB8,1,0,3.0,,0.0
C5YRP0,1,9,2.0,,0.0
C5YS3J,1,10,3.0,-0.01373735243264994,0.76
C5YS3K,1,9,2.0,,0.0
C5YV3A,1,9,2.0,,0.0
C5YVD4,1,9,2.0,-1.105541596785133,0.45
C5Z0HQ,3,9,2.0,-0.21853668936906215,0.53
C5Z1QA,1,12,3.0,0.515580046947248,1.0
C5Z1RT,1,3,3.0,,0.0
C5Z1YK,1,7,2.0,-0.786599826948057,0.29
C5Z2IG,1,0,3.0,,0.0
C5Z4BD,1,3,2.0,-3.0,0.0
C5Z4RW,1,3,3.0,-0.6546536707079766,0.7
C5Z8ID,1,0,3.0,,0.0
C5Z9ED,1,10,3.0,-0.01373735243264994,0.76
C5Z9KH,1,9,2.0,-0.218824895275681,0.51
C5Z9US,2,12,3.0,0.6304883249912803,1.0
C5ZCH7,1,7,2.0,-1.199593427059311,0.41
C5ZD1H,3,3,3.3333333333333335,-0.1706233331976894,0.51
C5ZGJ6,1,3,3.0,,0.0
C5ZJX4,1,0,3.0,,0.0
C5ZOJ3,3,10,3.0,0.9896916820739783,0.94
C5ZT1B,1,3,2.0,-2.8287422171690184,0.0
C5ZT7N,3,0,3.0,,0.0
C5ZU7W,1,9,2.0,,0.0
C5ZY7L,4,9,2.0,0.01842086128013586,0.47
C5ZYN3,1,9,2.0,-0.4486164278269441,0.51
C60BAD,1,12,3.0,0.6458185332889473,1.0
C60BFG,1,3,3.0,,0.0
C60BIX,3,7,2.0,-0.8626621856275071,0.35
C60CAD,3,3,2.3333333333333335,-2.451608389820929,0.0
C60EAN,1,3,3.0,0.0,0.0
C60EJI,1,12,2.0,-1.5481405396264196,0.24
C60GOL,1,10,3.0,-0.01373735243264994,0.76
C60HAJ,2,9,2.0,-0.42008402520840266,0.55
C60HOC,3,0,3.0,,0.0
C60ICV,1,10,2.0,-0.3608405662175592,0.67
C60LIJ,1,3,3.0,,0.0
C60MUF,1,7,2.0,-0.786599826948057,0.29
C60OPF,1,3,2.0,-3.0,0.0
C60PCR,1,9,2.0,,0.0
C60PHU,1,9,2.0,,0.0
C60RMP,3,3,3.3333333333333335,-0.1706233331976894,0.51
C60SBP,3,9,2.0,-0.21853668936906215,0.53
C60SMC,3,9,2.0,-0.044906984505456764,0.53
C60XJR,1,12,2.0,-1.5481405396264196,0.24
C60XRQ,1,0,3.0,,0.0
C60XUQ,1,10,3.0,,0.0
C60ZGU,1,7,2.0,-1.218543591689885,0.36
C60ZQJ,1,10,3.0,0.8666399694942736,0.86
