Drug,N.Targets,N.Seedgenes,d.avg,zscore,pvalue
C02TNX,1,3,3.0,-0.6546536707079766,0.7
C02UFD,2,9,2.0,0.03016484887033811,0.79
C02VES,1,9,2.0,-1.105541596785133,0.45
C02XPN,1,12,3.0,0.6304883249912803,1.0
C02YOC,1,3,3.0,,0.0
C02ZKT,1,3,3.0,-0.6546536707079766,0.7
C03BAV,1,3,3.0,,0.0
C03DWN,1,9,2.0,-0.331861655799986,0.56
C03EIS,1,7,2.0,-1.199593427059311,0.41
C03ETI,3,9,2.0,-0.044906984505456764,0.53
C03ETJ,1,3,2.0,-3.0,0.0
C03EXZ,1,10,3.0,0.26504175103516847,0.86
C03FBZ,1,0,3.0,,0.0
C03FHL,1,12,2.0,-1.5481405396264196,0.24
C03FQV,1,3,3.0,0.0,0.0
C03GIF,1,3,2.0,-3.0206041812604205,0.0
C03JWM,1,9,2.0,-0.4302763440196705,0.46
C03KIL,1,10,3.0,0.8666399694942736,0.86
C03KNO,3,0,3.0,,0.0
C03KOR,1,7,2.0,,0.0
C03NOZ,1,7,2.0,-1.218543591689885,0.36
C03QVL,1,9,2.0,-0.218824895275681,0.51
C03QYS,1,12,3.0,0.17309692896316634,0.93
C03SFG,1,9,2.0,,0.0
C03SJY,1,3,2.0,-1.2340034812471594,0.33
C03SUJ,1,3,3.0,,0.0
C03UJK,1,9,2.0,-0.6451416204711966,0.41
C03UTQ,1,3,4.0,,0.0
C03WNH,1,10,3.0,,0.0
C03XEJ,1,7,2.0,-0.48938002129522234,0.41
C03YNU,1,3,3.0,0.0,0.0
C04AFJ,1,10,3.0,0.26504175103516847,0.86
C04CGM,1,12,3.0,0.515580046947248,1.0
C04ELB,1,9,2.0,,0.0
C04FCZ,1,0,3.0,,0.0
C04FMC,1,9,2.0,,0.0
C04FUX,1,9,2.0,-0.218824895275681,0.51
C04IST,4,9,2.0,-0.21853668936906215,0.53
C04IZR,1,3,3.0,,0.0
C04JMO,2,7,2.0,-0.686204519424725,0.38
C04JSE,3,3,2.3333333333333335,-2.451608389820929,0.0
C04MXE,1,10,3.0,0.8666399694942736,0.86
C04NSW,1,0,3.0,,0.0
C04NYX,1,12,3.0,0.6236095644623232,1.0
C04QGB,3,0,3.0,,0.0
C04QRE,1,3,3.0,,0.0
C04TKO,1,9,2.0,-0.218824895275681,0.51
C04TRI,1,3,4.0,,0.0
C04UAT,1,3,3.0,-1.4577379737113256,0.32
C04VLB,1,7,2.0,,0.0
C04XRN,1,12,3.0,,0.0
C04YCI,1,7,2.0,,0.0
C04ZJC,1,9,2.0,-0.6451416204711966,0.41
C05EDY,3,12,3.0,0.7516283835227735,1.0
C05FVK,1,7,2.0,-1.199593427059311,0.41
C05HEP,1,9,2.0,,0.0
C05JLG,3,10,3.0,0.9896916820739783,0.94
C05KHJ,1,9,2.0,,0.0
C05LAK,2,3,3.5,,0.0
C05LZR,1,3,2.0,-3.0206041812604205,0.0
C05MCY,1,9,2.0,-0.218824895275681,0.51
C05QTC,3,0,3.0,,0.0
C05SEW,3,3,3.3333333333333335,-0.1706233331976894,0.51
C05TFO,1,9,2.0,-0.6451416204711966,0.41
C05TOB,1,3,2.0,-1.2340034812471594,0.33
C05USX,1,7,1.0,,0.0
C05WIJ,1,9,2.0,-0.218824895275681,0.51
C05XBJ,1,9,2.0,,0.0
C06AVS,1,7,2.0,-1.218543591689885,0.36
C06COB,2,12,3.0,0.8124999999999999,1.0
C06CSU,1,10,3.0,,0.0
C06DJE,1,9,2.0,,0.0
C06ENG,1,10,4.0,1.3767459927653172,1.0
C06GAY,1,9,2.0,,0.0
C06GJS,1,0,3.0,,0.0
C06GWQ,1,3,4.0,1.0202040612204066,1.0
C06HNO,1,9,2.0,,0.0
C06INV,1,9,2.0,,0.0
C06MKW,3,7,2.0,-0.8626621856275071,0.35
C06OQG,1,9,2.0,0.10178104437964942,0.72
C06WCN,4,9,2.0,-0.20863316418601893,0.47
C06WFN,3,12,3.0,0.7516283835227735,1.0
C06YAD,3,10,3.0,0.9896916820739783,0.94
C06YVC,1,3,3.0,-1.5646967316604725,0.29
C06ZBJ,2,0,3.0,,0.0
C06ZYL,1,3,3.0,0.0,0.0
C07CUH,2,9,2.0,-0.218824895275681,0.51
C07CXP,1,3,2.0,-2.8287422171690184,0.0
C07CYO,2,0,3.0,,0.0
C07DOP,1,7,2.0,,0.0
C07FOH,1,12,3.0,0.6304883249912803,1.0
C07GFA,1,9,2.0,,0.0
C07GQT,1,7,2.0,,0.0
C07GYC,1,10,3.0,,0.0
C07IKF,1,3,3.0,-1.5646967316604725,0.29
C07ILY,1,9,3.0,0.9615239476408236,1.0
C07LYE,1,7,1.0,,0.0
C07NGT,1,3,3.0,-0.7018100265975374,0.67
C07OTB,1,10,3.0,0.8666399694942736,0.86
C07PJE,1,7,2.0,-0.786599826948057,0.29
C07SCG,1,0,3.0,,0.0
C07SOB,1,9,2.0,,0.0
C07TLH,1,9,2.0,-0.42008402520840266,0.55
C07XHY,2,3,2.5,-1.7732413898671457,0.0
C07YED,1,12,3.0,0.515580046947248,1.0
C08BKG,1,3,3.0,-1.4577379737113256,0.32
C08CRZ,2,7,2.0,-1.0670426340551533,0.23
C08CSK,3,0,3.0,,0.0
C08ESX,1,9,2.0,-1.105541596785133,0.45
C08FGN,2,10,3.0,0.4730499167912658,0.93
C08GOU,1,3,3.0,-1.5646967316604725,0.29
C08GUA,1,9,2.0,-0.4302763440196705,0.46
C08IZM,1,12,3.0,0.17309692896316634,0.93
C08KAB,1,3,3.0,-1.4577379737113256,0.32
C08MJC,1,9,2.0,,0.0
C08NEU,3,9,2.0,-0.044906984505456764,0.53
C08OCF,1,3,3.0,,0.0
C08PXR,1,10,3.0,,0.0
C08TVM,1,12,3.0,0.17309692896316634,0.93
C08UFV,1,9,2.0,,0.0
C08YOZ,2,3,2.5,-2.020404121240414,0.0
C08ZCY,1,10,3.0,,0.0
C08ZST,3,7,2.0,-0.8626621856275071,0.35
C09BLU,1,9,2.0,-0.6451416204711966,0.41
C09BQE,3,10,3.0,0.9896916820739783,0.94
C09CHL,3,3,3.3333333333333335,-0.1706233331976894,0.51
C09DEG,1,0,3.0,,0.0
C09FGY,3,0,3.0,,0.0
C09GIO,1,12,3.0,0.515580046947248,1.0
C09HCY,1,9,2.0,-0.4302763440196705,0.46
C09HXJ,2,3,2.5,-2.7967111315597797,0.0
C09JDB,1,9,2.0,-0.218824895275681,0.51
C09MIU,1,7,1.0,,0.0
C09MVC,1,12,3.0,,0.0
C09NTJ,1,10,3.0,,0.0
C09OKY,1,3,4.0,,0.0
C09QGL,3,9,2.0,-0.21853668936906215,0.53
C09QUS,1,7,1.0,,0.0
C09ROJ,1,12,3.0,0.515580046947248,1.0
C09TNA,1,10,3.0,0.8666399694942736,0.86
C09UKQ,1,3,3.0,-0.6546536707079766,0.7
C09UQY,1,0,3.0,,0.0
C09WNF,2,7,2.0,-0.686204519424725,0.38
C09XWJ,1,0,3.0,,0.0
C09ZYR,1,9,2.0,-1.105541596785133,0.45
C0A2FS,1,3,2.0,-3.0206041812604205,0.0
C0A2SK,1,3,3.0,-0.6546536707079766,0.7
C0A4JW,1,12,3.0,0.515580046947248,1.0
C0A5RC,1,9,2.0,,0.0
C0A6GB,1,0,3.0,,0.0
C0A7BD,1,7,2.0,-0.786599826948057,0.29
C0A7QB,1,9,2.0,-0.218824895275681,0.51
C0AFD5,1,10,3.0,-0.01373735243264994,0.76
C0AFT8,1,9,2.0,-0.4486164278269441,0.51
C0AI1V,1,3,3.0,,0.0
C0AJM1,1,3,3.0,0.0,0.0
C0AJM8,1,3,3.0,,0.0
C0AKG9,1,12,3.0,,0.0
C0AOG7,1,3,3.0,,0.0
C0AR8P,1,7,2.0,-0.48938002129522234,0.41
C0ASJ7,1,0,3.0,,0.0
C0ASK4,2,12,3.0,0.6304883249912803,1.0
C0ATV1,1,10,3.0,,0.0
C0AXJ5,1,9,2.0,-0.218824895275681,0.51
C0AYJ4,1,3,3.0,,0.0
C0B1FM,1,0,3.0,,0.0
C0B2FT,1,10,3.0,,0.0
C0B2NV,2,3,2.5,-2.020404121240414,0.0
C0B5GC,1,10,3.0,0.4730499167912658,0.93
C0B7CK,1,9,2.0,-0.4302763440196705,0.46
C0B7RT,3,3,3.3333333333333335,-0.1706233331976894,0.51
C0BC6Y,1,7,2.0,,0.0
C0BF5R,3,12,3.0,0.7516283835227735,1.0
C0BM5Q,1,9,2.0,-1.105541596785133,0.45
C0BP8I,1,0,3.0,,0.0
C0BPL9,1,7,2.0,-0.5619514869490169,0.76
C0BQ1U,1,3,2.0,-3.0,0.0
C0BY6F,1,10,3.0,0.26504175103516847,0.86
C0BZF7,1,9,2.0,-0.4486164278269441,0.51
C0C2DX,1,9,2.0,-0.03843943140471891,0.68
C0C2QW,1,7,2.0,,0.0
C0C3ZJ,2,0,3.0,,0.0
C0C5AY,1,7,2.0,-0.786599826948057,0.29
C0C5LA,1,3,3.0,,0.0
C0C6KD,1,10,3.0,,0.0
C0C7NV,1,3,2.0,-3.0206041812604205,0.0
C0C9PN,1,10,4.0,1.3767459927653172,1.0
C0CDF4,1,3,3.0,-0.6546536707079766,0.7
C0CET5,1,12,2.0,-1.5481405396264196,0.24
C0CF9G,3,9,2.0,-0.044906984505456764,0.53
C0CG7T,1,9,2.0,,0.0
C0CHF4,3,0,3.0,,0.0
C0CHG3,1,7,2.0,,0.0
C0CHV4,1,9,2.0,-0.4302763440196705,0.46
C0CN2Z,1,7,2.0,-1.199593427059311,0.41
C0CNQ3,1,10,3.0,,0.0
C0CPA8,1,3,4.0,1.0202040612204066,1.0
C0CT3B,1,3,3.0,-1.5646967316604725,0.29
C0CV6Z,1,10,3.0,0.8666399694942736,0.86
C0CZ5P,1,12,3.0,0.515580046947248,1.0
C0D2KL,1,9,2.0,-0.4302763440196705,0.46
C0D3IO,1,3,3.0,,0.0
C0D3PO,2,3,3.0,-1.2596437724278893,0.31
C0D5OC,2,3,2.5,-2.7967111315597797,0.0
C0D7BW,1,9,2.0,,0.0
C0D7HE,1,7,2.0,-1.199593427059311,0.41
C0D8JY,1,0,3.0,,0.0
C0D9KR,3,9,2.0,-0.044906984505456764,0.53
C0D9OG,1,10,3.0,,0.0
C0D9WJ,1,12,3.0,,0.0
C0DAZ6,1,9,2.0,-0.4486164278269441,0.51
C0DG7E,1,10,3.0,0.5496733646163916,0.95
C0DHM9,1,12,3.0,,0.0
C0DI9A,1,12,2.0,-1.5481405396264196,0.24
C0DIH7,1,0,3.0,,0.0
C0DM8R,1,0,3.0,,0.0
C0DN6S,1,7,2.0,-0.786599826948057,0.29
C0DQI6,1,3,3.0,0.0,0.0
C0DR1J,1,10,3.0,0.8666399694942736,0.86
C0DRH8,3,3,2.3333333333333335,-2.451608389820929,0.0
C0DWJ8,1,9,2.0,0.10178104437964942,0.72
C0DYV7,1,9,2.0,,0.0
C0E4AV,1,0,3.0,,0.0
C0E4ZO,1,9,2.0,-0.6451416204711966,0.41
C0E5HA,1,12,2.0,-1.5481405396264196,0.24
C0E5KX,1,7,2.0,,0.0
C0E6OM,1,7,2.0,-1.199593427059311,0.41
C0EAM8,1,9,2.0,-1.105541596785133,0.45
C0EC8V,1,0,3.0,,0.0
C0EG8P,4,9,2.0,-0.21853668936906215,0.53
C0EH3Z,1,3,3.0,-0.7018100265975374,0.67
C0EJ2D,1,10,3.0,,0.0
C0EJK3,1,10,3.0,1.4325377000034545,1.0
C0EM7K,1,3,2.0,-1.2340034812471594,0.33
C0EMA5,2,9,2.0,-0.6223592300880207,0.36
C0EMZ1,1,12,3.0,,0.0
C0ENK8,1,0,3.0,,0.0
C0EPD3,1,12,3.0,,0.0
C0EPN7,1,0,3.0,,0.0
C0EQX7,1,7,2.0,,0.0
C0ET3O,1,12,3.0,,0.0
C0ET7O,2,10,3.0,0.4730499167912658,0.93
C0EUD7,1,3,3.0,0.0,0.0
C0EX9G,1,7,2.0,-0.3782843752865612,0.6
C0F2NZ,1,12,3.0,0.17309692896316634,0.93
C0F3BO,3,9,2.0,-0.21853668936906215,0.53
C0F3DZ,1,3,2.0,-3.0206041812604205,0.0
C0F3LG,1,0,3.0,,0.0
C0F4YM,1,0,3.0,,0.0
C0F7CK,1,10,3.0,0.7592247407659275,0.86
C0F7RJ,1,12,3.0,0.515580046947248,1.0
C0FA2X,4,7,2.0,-0.936507936507936,0.29
C0FD9B,1,9,2.0,,0.0
C0FE3Q,1,0,3.0,,0.0
C0FE8U,1,9,2.0,-0.218824895275681,0.51
C0FH8A,1,3,3.0,-0.6546536707079766,0.7
C0FIK4,1,3,3.0,,0.0
C0FIS1,1,3,2.0,-1.7503154687891795,0.16
C0FK8W,1,10,3.0,0.5496733646163916,0.95
C0FM2D,2,12,3.0,0.8124999999999999,1.0
C0FO4G,1,9,2.0,,0.0
C0FS3W,1,0,3.0,,0.0
C0FWV8,1,3,3.0,0.0,0.0
C0FX4E,1,9,2.0,-1.105541596785133,0.45
C0FY4P,3,9,2.0,-0.21853668936906215,0.53
C0G1LM,1,0,3.0,,0.0
C0G3FS,1,12,3.0,,0.0
C0G3LA,1,3,3.0,,0.0
C0G3PT,1,10,3.0,,0.0
C0G4AF,1,3,3.0,,0.0
C0G8KF,1,12,3.0,,0.0
C0G9KB,1,9,2.0,,0.0
C0GAC7,1,10,3.0,-0.01373735243264994,0.76
C0GBL7,3,3,2.3333333333333335,-2.451608389820929,0.0
C0GC2F,1,12,3.0,0.17309692896316634,0.93
C0GC9K,1,0,3.0,,0.0
C0GE2X,3,9,2.0,-0.044906984505456764,0.53
C0GEZ6,1,7,1.0,,0.0
C0GF4O,1,0,3.0,,0.0
C0GH2Z,1,3,3.0,-0.6546536707079766,0.7
C0GIP4,1,7,2.0,-0.686204519424725,0.38
C0GJ4U,1,9,2.0,-0.4302763440196705,0.46
C0GLC7,1,10,3.0,0.26504175103516847,0.86
C0GN3C,1,12,3.0,,0.0
C0GPV1,1,0,3.0,,0.0
C0GRV7,1,12,3.0,0.515580046947248,1.0
C0GS4F,3,3,3.3333333333333335,-0.1706233331976894,0.51
C0GS5T,1,7,2.0,-0.3782843752865612,0.6
C0GSH9,1,3,3.0,-1.5646967316604725,0.29
C0GT3E,1,9,2.0,-0.4302763440196705,0.46
C0GVI7,1,9,3.0,0.9615239476408236,1.0
C0H3LV,1,10,3.0,0.26504175103516847,0.86
C0H5RW,1,0,3.0,,0.0
C0H6TR,3,12,3.0,0.7516283835227735,1.0
C0H7OQ,1,3,3.0,,0.0
C0H8AW,1,7,2.0,,0.0
C0H8CM,1,3,2.0,-3.0206041812604205,0.0
C0H8GR,2,9,2.0,-0.4486164278269441,0.51
C0H8UN,3,7,2.0,-0.8626621856275071,0.35
C0H9DF,1,10,3.0,0.8666399694942736,0.86
C0H9TR,1,3,3.0,0.0,0.0
C0HA4Y,3,9,2.0,-0.044906984505456764,0.53
C0HA6F,3,0,3.0,,0.0
C0HE8J,1,3,3.0,-1.5646967316604725,0.29
C0HEC8,1,12,3.0,0.17309692896316634,0.93
C0HN4S,2,9,2.0,-0.42008402520840266,0.55
C0HN4T,1,10,3.0,,0.0
C0HN5J,3,7,2.0,-0.8626621856275071,0.35
C0HO6F,1,10,3.0,,0.0
C0HOI9,1,3,3.0,0.0,0.0
C0HTK6,1,10,3.0,-0.01373735243264994,0.76
C0HYK2,1,3,2.0,-3.0,0.0
C0HYN3,2,12,3.0,0.6304883249912803,1.0
C0HYX7,1,0,3.0,,0.0
C0I3YT,1,9,2.0,-0.218824895275681,0.51
C0I4MK,3,9,2.0,-0.21853668936906215,0.53
C0I4UK,1,10,3.0,-0.01373735243264994,0.76
C0I5CA,1,3,3.0,,0.0
C0I5NG,3,3,3.3333333333333335,-0.1706233331976894,0.51
C0I6QS,1,3,2.0,-1.7503154687891795,0.16
C0I6WB,1,9,2.0,,0.0
C0I7PG,2,12,3.0,0.8124999999999999,1.0
C0I9FY,1,7,1.0,,0.0
C0I9VF,1,9,3.0,0.9615239476408236,1.0
C0IE3Y,1,7,2.0,-0.686204519424725,0.38
C0IFL7,2,0,3.0,,0.0
C0IG4E,1,10,3.0,0.4730499167912658,0.93
C0IK7U,3,12,3.0,0.7516283835227735,1.0
C0IP7C,3,9,2.0,-0.21853668936906215,0.53
C0IQV7,1,3,3.0,,0.0
C0IS6K,1,3,3.0,-0.26322992125835576,0.66
C0IS9Y,1,0,3.0,,0.0
C0IV7W,1,7,2.0,-1.9234182463482061,0.14
C0IW5K,1,10,3.0,,0.0
C0IZU4,3,9,2.0,-0.044906984505456764,0.53
C0J3IM,1,3,3.0,-1.4577379737113256,0.32
C0J4LS,1,10,3.0,0.4730499167912658,0.93
C0J6CH,3,0,3.0,,0.0
C0J6DC,1,7,2.0,-0.786599826948057,0.29
C0J6DV,1,3,2.0,-3.0206041812604205,0.0
C0J6SK,1,9,2.0,,0.0
C0J7HO,1,12,3.0,,0.0
C0J7LM,1,3,4.0,,0.0
C0J8HC,3,10,3.0,0.9896916820739783,0.94
C0J8WS,3,9,2.0,-0.21853668936906215,0.53
C0JCN7,2,12,3.0,0.6304883249912803,1.0
C0JE3M,1,3,3.0,-1.4577379737113256,0.32
C0JH2G,1,7,1.0,,0.0
C0JHC6,1,3,3.0,,0.0
C0JI1M,1,9,2.0,-0.218824895275681,0.51
C0JIZ8,1,7,2.0,-1.199593427059311,0.41
C0JL3I,3,3,2.3333333333333335,-2.451608389820929,0.0
C0JMA7,1,0,3.0,,0.0
C0JP5I,1,3,3.0,-0.6546536707079766,0.7
C0JV5A,1,12,3.0,,0.0
C0JWP5,3,12,3.0,0.7516283835227735,1.0
C0JXQ9,1,9,2.0,,0.0
C0K1GF,1,10,3.0,-0.01373735243264994,0.76
C0K1HQ,1,9,2.0,-0.4486164278269441,0.51
C0K5ZJ,3,9,2.0,-0.044906984505456764,0.53
C0K7OY,3,3,3.3333333333333335,-0.1706233331976894,0.51
C0K7PC,1,7,2.0,,0.0
C0K9HA,3,0,3.0,,0.0
C0KAP2,1,7,2.0,,0.0
C0KD4U,4,3,2.5,-2.4913643956121994,0.0
C0KHW3,2,7,2.0,-0.686204519424725,0.38
C0KI2X,1,10,3.0,,0.0
C0KLD8,3,10,3.0,0.9896916820739783,0.94
C0KMS2,1,12,3.0,0.17309692896316634,0.93
C0KNI4,1,9,2.0,,0.0
C0KOC5,2,9,2.0,-0.42008402520840266,0.55
C0KP7T,1,7,2.0,,0.0
C0KT5Q,1,9,2.0,-0.03843943140471891,0.68
C0KTX5,1,7,2.0,-1.218543591689885,0.36
C0KV5M,1,3,3.0,-0.7018100265975374,0.67
C0L1UN,1,0,3.0,,0.0
C0L1YR,1,0,3.0,,0.0
C0L4SH,1,12,3.0,,0.0
C0L5YD,1,12,3.0,,0.0
C0L8QG,1,9,2.0,,0.0
C0L8QY,1,12,3.0,0.8124999999999999,1.0
C0L9PQ,3,10,3.0,0.9896916820739783,0.94
C0LB6O,1,9,2.0,-0.4302763440196705,0.46
C0LCW3,1,7,2.0,,0.0
C0LF5R,1,9,2.0,-1.105541596785133,0.45
C0LF9I,1,7,2.0,,0.0
C0LFI4,1,3,3.0,0.0,0.0
C0LGI2,3,3,2.3333333333333335,-2.451608389820929,0.0
C0LHQ3,1,0,4.0,,0.0
C0LIA9,1,7,1.0,,0.0
C0LO5Q,1,0,3.0,,0.0
C0LO6A,1,7,2.0,-1.218543591689885,0.36
C0LO9C,3,12,3.0,0.7516283835227735,1.0
C0LP8T,1,9,2.0,-0.03843943140471891,0.68
C0LR8A,1,9,2.0,-0.4302763440196705,0.46
C0LRS2,1,7,2.0,,0.0
C0LT3C,1,0,3.0,,0.0
C0LTB9,3,10,3.0,0.9896916820739783,0.94
C0LU3T,1,7,2.0,-1.218543591689885,0.36
C0LV4T,1,3,3.0,-1.4577379737113256,0.32
C0LYA4,1,3,3.0,-1.5646967316604725,0.29
C0LZ4U,1,9,2.0,,0.0
C0LZU6,1,9,2.0,-1.105541596785133,0.45
C0M2BY,1,9,2.0,,0.0
C0MBP3,1,9,2.0,0.03016484887033811,0.79
C0MC4D,1,7,2.0,-0.3782843752865612,0.6
C0MCW3,3,0,3.0,,0.0
C0MF7P,1,12,3.0,,0.0
C0MK9H,1,3,3.0,-0.6546536707079766,0.7
C0MKN9,2,3,2.5,-2.020404121240414,0.0
C0MNT2,1,12,3.0,0.17309692896316634,0.93
C0MVY6,1,9,2.0,,0.0
C0MYB6,1,9,2.0,-0.218824895275681,0.51
C0N3LP,1,9,2.0,-0.331861655799986,0.56
C0N3RW,1,10,3.0,,0.0
C0N4YM,1,10,3.0,-0.01373735243264994,0.76
C0N5DY,1,7,2.0,,0.0
C0N5JW,1,3,4.0,1.0202040612204066,1.0
C0N6DO,4,7,1.75,-1.401826051644699,0.1
C0N6KU,1,12,3.0,,0.0
C0N7RV,2,3,2.5,-2.020404121240414,0.0
C0N8OF,1,12,3.0,,0.0
C0NC7H,2,9,2.0,-0.6223592300880207,0.36
C0NEW2,1,12,3.0,,0.0
C0NFL2,1,0,3.0,,0.0
C0NGP8,1,9,2.0,-0.4302763440196705,0.46
C0NIA6,1,12,3.0,0.6304883249912803,1.0
C0NJ6Y,1,10,3.0,,0.0
C0NKU8,1,10,3.0,,0.0
C0NM1C,3,3,3.3333333333333335,-0.1706233331976894,0.51
C0NQO8,1,10,3.0,0.5496733646163916,0.95
C0NRO9,1,3,3.0,-1.5646967316604725,0.29
C0NT5I,1,0,3.0,,0.0
C0NTV6,1,9,2.0,-0.6451416204711966,0.41
C0NUI2,1,7,1.0,,0.0
C0NXS3,1,12,3.0,,0.0
C0NY3F,1,7,1.0,,0.0
C0NZW8,1,12,3.0,0.6304883249912803,1.0
C0O2NM,1,3,2.0,-2.8287422171690184,0.0
C0O4ID,1,7,2.0,-0.686204519424725,0.38
C0O4NS,1,10,3.0,-0.01373735243264994,0.76
C0O5BA,2,9,2.0,0.10178104437964942,0.72
C0O7AB,1,9,2.0,,0.0
C0OAD3,1,0,3.0,,0.0
C0OBW7,1,9,2.0,,0.0
C0OE3C,1,3,4.0,1.42488702369803,1.0
C0OG4J,1,0,3.0,,0.0
C0OGZ2,1,3,3.0,,0.0
C0OH4L,1,9,1.0,-1.6329931618554523,0.19
C0OHJ7,1,10,3.0,,0.0
C0ONJ3,1,9,2.0,,0.0
C0OP5K,1,12,3.0,0.8124999999999999,1.0
C0OQ9H,1,3,3.0,,0.0
C0OQF8,1,7,2.0,-1.218543591689885,0.36
C0OSX2,1,10,3.0,0.8666399694942736,0.86
C0OUW1,1,9,3.0,0.9615239476408236,1.0
C0OWJ3,1,3,3.0,,0.0
C0OY3S,1,3,2.0,-1.7503154687891795,0.16
C0OZM1,1,3,4.0,1.0202040612204066,1.0
C0OZQ2,1,0,3.0,,0.0
C0P2EA,1,9,2.0,-0.4302763440196705,0.46
C0P4CT,1,12,3.0,,0.0
C0P5AK,2,7,2.0,-1.0670426340551533,0.23
C0P6IG,1,12,2.0,-1.5481405396264196,0.24
C0P7CV,1,3,3.0,-1.5646967316604725,0.29
C0P7FQ,1,9,2.0,,0.0
C0P8KM,1,10,3.0,,0.0
C0P8LZ,1,9,2.0,,0.0
C0P8RJ,1,10,3.0,,0.0
C0P8VW,3,0,3.0,,0.0
C0PAE1,1,9,2.0,-0.4302763440196705,0.46
C0PL4B,4,9,2.0,0.01842086128013586,0.47
C0PM5I,1,3,4.0,,0.0
C0PNH9,1,10,3.0,-0.01373735243264994,0.76
C0PO6W,1,3,4.0,1.0202040612204066,1.0
C0PT9W,1,3,3.0,,0.0
C0PWX2,1,3,3.0,,0.0
C0PZ2W,1,12,3.0,,0.0
C0Q1MD,1,3,3.0,,0.0
C0Q2NJ,1,7,2.0,,0.0
C0Q2OB,1,12,3.0,0.6304883249912803,1.0
C0Q4IM,2,3,2.5,-2.020404121240414,0.0
C0Q5BI,1,10,3.0,,0.0
C0Q5SL,1,7,2.0,-1.199593427059311,0.41
C0Q6HK,1,9,2.0,,0.0
C0Q8BN,2,10,3.0,0.4730499167912658,0.93
C0Q9NP,1,9,2.0,,0.0
C0QB1V,1,3,4.0,1.0202040612204066,1.0
C0QCK1,3,9,2.0,-0.21853668936906215,0.53
C0QD8O,1,0,3.0,,0.0
C0QET9,1,12,2.0,-1.5481405396264196,0.24
C0QF5M,1,3,3.0,-1.5646967316604725,0.29
C0QFL3,2,10,3.0,0.4730499167912658,0.93
C0QGP5,2,7,2.0,-1.0670426340551533,0.23
C0QGU2,1,3,3.0,0.0,0.0
C0QH3O,1,9,2.0,,0.0
C0QH6L,1,0,3.0,,0.0
C0QI2D,1,9,2.0,,0.0
C0QJ9O,1,3,3.0,-0.26322992125835576,0.66
C0QK6P,1,0,3.0,,0.0
C0QND4,1,9,3.0,0.9615239476408236,1.0
C0QOF3,1,0,3.0,,0.0
C0QTL8,1,9,2.0,-0.4302763440196705,0.46
C0QZ4U,1,10,3.0,0.4730499167912658,0.93
C0R1KU,1,0,3.0,,0.0
C0R1SW,1,12,3.0,0.8124999999999999,1.0
C0R2YM,1,3,4.0,,0.0
C0R3TX,1,3,3.0,,0.0
C0R8AQ,1,3,4.0,,0.0
C0R8MQ,1,7,2.0,-0.786599826948057,0.29
C0RA9E,3,9,2.0,-0.21853668936906215,0.53
C0RAD8,1,3,3.0,,0.0
C0RC3X,1,3,3.0,-1.4577379737113256,0.32
C0RE2C,1,12,3.0,,0.0
C0RE7P,1,0,3.0,,0.0
C0REQ9,1,10,3.0,,0.0
C0RFA2,1,3,3.0,-0.26322992125835576,0.66
C0RGQ7,3,9,2.0,-0.044906984505456764,0.53
C0RGU4,1,10,3.0,0.8666399694942736,0.86
C0RJG8,2,12,3.0,0.7516283835227735,1.0
C0RM6I,1,0,3.0,,0.0
