"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","module","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","NumChildren","NumDescendents","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"953","3.07374631","2.1595E-4","0.32533589","0.21052632","20","5","false","6","XPO4","27.35","20","0",,,"0","0.70375053","false","0","XPO4","10640","0.1045977"
"954","3.42477876","4.55E-6","0.29198966","0.33333333","3","5","false","6","ARFGEF2","45.0","3","0",,,"0","0.65360303","false","0","ARFGEF2","220","0.38505747"
"955","2.5380531","0.00596855","0.39400279","0.09558379","58","4","false","4","HUWE1","44.60344828","58","0",,,"0","0.78027813","false","0","HUWE1","250050","0.05530537"
"956","2.97522124","4.39E-5","0.33610946","0.4","6","5","false","4","ARFGEF1","94.5","6","0",,,"0","0.71782554","false","0","ARFGEF1","3104","0.24168798"
"957","3.31858407","1.396E-5","0.30133333","0.0","2","5","false","14","ARFGAP3","85.0","2","0",,,"0","0.6687737","false","0","ARFGAP3","960","0.50909091"
"958","3.34926254","2.011E-5","0.29857319","0.33333333","3","5","false",,"ARFGAP1","51.66666667","3","0",,,"0","0.66439107","false","0","ARFGAP1","868","0.36666667"
"959","3.23480826","0.00376435","0.30913733","0.06190476","21","5","false","20","RAB22A","9.61904762","21","0",,,"0","0.68074168","false","0","RAB22A","101176","0.06838525"
"960","4.23421829","0.0","0.2361711","0.0","1","6","false","20","APPL2","21.0","1","0",,,"0","0.53796882","false","0","APPL2","0","0.0"
"961","3.06076696","1.1989E-4","0.3267155","0.42857143","7","5","false","7","VPS26A","58.42857143","7","0",,,"0","0.70560472","false","0","VPS26A","7552","0.20573441"
"962","2.96342183","6.464E-5","0.33744774","0.39285714","8","5","false","7","UCHL1","60.375","8","0",,,"0","0.71951117","false","0","UCHL1","4320","0.1796875"
"963","2.3699115","0.01107045","0.42195668","0.13304376","112","4","false","4","UBE2I","53.16071429","112","0",,,"0","0.80429836","false","0","UBE2I","593472","0.05320499"
"964","2.86371681","9.823E-5","0.34919654","0.35555556","10","5","false","4","UBA3","74.6","10","0",,,"0","0.73375474","false","0","UBA3","6788","0.16409692"
"965","3.17522124","1.409E-5","0.31493868","0.66666667","4","5","false",,"SYNJ1","58.0","4","0",,,"0","0.68925411","false","0","SYNJ1","850","0.32222222"
"966","3.01474926","7.083E-5","0.33170254","0.64835165","14","5","false","7","SPARC","49.64285714","14","0",,,"0","0.71217868","false","0","SPARC","4092","0.17729592"
"967","3.21238938","1.0695E-4","0.31129477","0.5","4","5","false","11","SNX27","52.75","4","0",,,"0","0.68394437","false","0","SNX27","2128","0.30346821"
"968","3.15103245","1.576E-5","0.3173563","0.83333333","4","5","false",,"SLC40A1","61.5","4","0",,,"0","0.69270965","false","0","SLC40A1","830","0.32368421"
"969","2.72979351","4.9029E-4","0.36632807","0.43859649","19","5","false",,"SHC1","71.42105263","19","0",,,"0","0.75288664","false","0","SHC1","31370","0.12596306"
"970","2.98761062","4.333E-4","0.33471564","0.19047619","7","5","false","14","RAB4A","62.28571429","7","0",,,"0","0.71605563","false","0","RAB4A","20614","0.18618619"
"971","3.07610619","1.352E-5","0.32508631","0.5","4","5","false",,"PITRM1","68.75","4","0",,,"0","0.7034134","false","0","PITRM1","1030","0.30855856"
"972","3.04011799","6.061E-5","0.3289346","0.58333333","9","5","false","12","PCOLCE","51.33333333","9","0",,,"0","0.70855457","false","0","PCOLCE","3254","0.19592875"
"973","3.2159292","7.04E-6","0.31095212","0.66666667","3","5","false",,"OPA1","61.33333333","3","0",,,"0","0.68343869","false","0","OPA1","548","0.3982684"
"974","3.04365782","2.004E-5","0.32855204","0.67272727","11","5","false","12","NID1","52.27272727","11","0",,,"0","0.70804888","false","0","NID1","1954","0.20419034"
"975","2.8159292","1.6254E-4","0.35512256","0.48333333","16","5","false","7","NES","68.6875","16","0",,,"0","0.74058154","false","0","NES","13786","0.14399895"
"976","2.97227139","4.909E-5","0.33644303","0.46428571","8","5","false","4","NAE1","71.375","8","0",,,"0","0.71824694","false","0","NAE1","3170","0.20451289"
"977","2.79528024","8.494E-5","0.35774588","0.6969697","12","5","false",,"MFN1","71.75","12","0",,,"0","0.74353139","false","0","MFN1","7042","0.1491684"
"978","2.72212389","1.2516E-4","0.36736021","0.48529412","17","5","false",,"MAPK9","70.64705882","17","0",,,"0","0.7539823","false","0","MAPK9","11640","0.12868317"
"979","2.95870206","5.107E-5","0.33798604","0.33333333","6","5","false","7","LTF","77.16666667","6","0",,,"0","0.72018542","false","0","LTF","4264","0.22302505"
"980","3.19233038","0.0","0.31325079","1.0","2","5","false",,"KLC4","88.0","2","0",,,"0","0.68680995","false","0","KLC4","0","0.58278146"
"981","2.95044248","1.0451E-4","0.33893221","0.32142857","8","5","false",,"KLC1","62.625","8","0",,,"0","0.72136536","false","0","KLC1","6140","0.19251543"
"982","2.94631268","3.1616E-4","0.33940729","0.22222222","9","5","false",,"KIF5B","53.0","9","0",,,"0","0.72195533","false","0","KIF5B","12506","0.15959596"
"983","3.01946903","1.483E-4","0.33118406","0.0","4","5","false","8","KIF1B","90.5","4","0",,,"0","0.71150442","false","0","KIF1B","6368","0.28412698"
"984","3.29734513","0.0","0.30327429","1.0","2","5","false",,"ITM2B","65.0","2","0",,,"0","0.67180784","false","0","ITM2B","0","0.54621849"
"985","3.36283186","0.0","0.29736842","0.0","1","5","false",,"HM13","98.0","1","0",,,"0","0.66245259","false","0","HM13","0","0.0"
"986","2.81474926","7.403E-5","0.35527143","0.56363636","11","5","false","4","GTF2I","97.90909091","11","0",,,"0","0.74075011","false","0","GTF2I","7506","0.19542733"
"987","2.87964602","1.4681E-4","0.3472649","0.35555556","10","5","false",,"GSK3A","64.2","10","0",,,"0","0.73147914","false","0","GSK3A","8764","0.15773956"
"988","2.90619469","5.0432E-4","0.34409257","0.3","5","5","false",,"GET4","91.0","5","0",,,"0","0.72768647","false","0","GET4","20136","0.24420485"
"989","3.07551622","3.167E-5","0.32514867","0.75","9","5","false","12","FBLN1","51.66666667","9","0",,,"0","0.70349768","false","0","FBLN1","2054","0.21892655"
"990","3.12448378","1.2393E-4","0.32005287","0.14285714","7","5","false","7","DBN1","40.14285714","7","0",,,"0","0.69650232","false","0","DBN1","3676","0.18386243"
"991","3.02772861","1.1698E-4","0.33028059","0.23809524","7","5","false","7","DAB2","60.14285714","7","0",,,"0","0.71032448","false","0","DAB2","6108","0.2"
"992","2.92625369","1.8329E-4","0.34173387","0.13333333","6","5","false","7","CCAR1","91.16666667","6","0",,,"0","0.7248209","false","0","CCAR1","11056","0.21940419"
"993","2.86784661","0.00125687","0.34869368","0.21568627","18","5","false",,"CAPN2","46.5","18","0",,,"0","0.73316477","false","0","CAPN2","57162","0.116555"
"994","2.92389381","1.5893E-4","0.34200969","0.4","6","5","false",,"BAG6","87.66666667","6","0",,,"0","0.72515803","false","0","BAG6","5556","0.23458445"
"995","2.63303835","0.00283792","0.37978938","0.2459893","34","5","false",,"ATG5","44.61764706","34","0",,,"0","0.76670881","false","0","ATG5","122958","0.0678802"
