"ID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"O60502","MGEA5",-1.4313194584765,23.6386934673367,-10.9389949777377,3.676322957177e-22,5.67939377984458e-21,39.6258343421446
"O60504","SORBS3",-1.18413820973946,24.1683417085427,-10.9354611905408,3.76729990009691e-22,5.80335913385298e-21,39.6016397428846
"O60506","SYNCRIP",-1.74791877146903,23.9738693467337,-10.9273807716863,3.98385084676661e-22,6.11951179785995e-21,39.5463232911788
"O60508","CDC40",-1.59834309961614,21.2336683417085,-10.9256970234427,4.03051333850905e-22,6.17365031765395e-21,39.5347980750726
"O60518","RANBP6",-1.76517478278447,22.5683417085427,-10.9222561265497,4.12757364843943e-22,6.30446065455141e-21,39.5112466024742
"O60524","NEMF",2.88107698524947,27.2673366834171,10.8786047738825,5.58123199113445e-22,8.50076658480676e-21,39.2126340850508
"O60547","GMDS",-1.02499494847466,26.6120603015075,-10.8727598745776,5.81120199522393e-22,8.8261711202741e-21,39.1726730038699
"O60551","NMT2",-1.51476055768846,22.2718592964824,-10.8695032648874,5.94340698755904e-22,9.00168111533102e-21,39.1504102149387
"O60568","PLOD3",-1.94918165285921,20.6668341708543,-10.8654754224967,6.11107480015294e-22,9.22977135319188e-21,39.1228774916945
"O60573","EIF4E2",-1.26570014144277,23.3638190954774,-10.8376969260115,7.40309800478421e-22,1.11500141815789e-20,38.9330660515202
"O60610","DIAPH1",-1.4220347544959,20.5798994974874,-10.8300489727734,7.80435876451392e-22,1.1721713288813e-20,38.8808292934223
"O60613","43358",-1.32523742170143,23.0562814070352,-10.8260937820102,8.02030370041293e-22,1.19971637516823e-20,38.8538184424734
"O60645","EXOC3",-1.35263689634278,26.6477386934673,-10.8258802315313,8.0321310858313e-22,1.19971637516823e-20,38.8523601328877
"O60656","UGT1A9",-2.14338250151553,21.3939698492462,-10.8024609689839,9.44050449864789e-22,1.40619305300796e-20,38.6924782773822
"O60664","PLIN3",1.34815114164484,25.3035175879397,10.800562515017,9.56491985188231e-22,1.42081103404197e-20,38.6795216030664
"O60683","PEX10",-1.37147908668424,21.3562814070352,-10.7932725168998,1.00580446909971e-21,1.4899684286088e-20,38.6297739517166
"O60684","KPNA6",-1.52053950292995,24.113567839196,-10.7902259620789,1.02715585660641e-21,1.51744035974613e-20,38.6089865730877
"O60701","UGDH",2.29550414225091,23.7502512562814,10.774730629537,1.14294800082538e-21,1.68390186388633e-20,38.5032820365703
"O60711","LPXN",-1.93855324307945,21.7859296482412,-10.771955265777,1.16502063541106e-21,1.7117572216488e-20,38.4843535552089
"O60716","CTNND1",-1.4627500505153,24.2964824120603,-10.7395099792211,1.4568261916931e-21,2.13470439525328e-20,38.2631666468889
"O60749","SNX2",3.63041018387538,25.6145728643216,10.7322265061305,1.5317544621638e-21,2.23843145322153e-20,38.2135379462801
"O60762","DPM1",-1.59139220044459,23.7974874371859,-10.725019962218,1.60966976577929e-21,2.34595267481634e-20,38.1644422895755
"O60763","USO1",-2.08641139624172,20.3497487437186,-10.7210447803712,1.65432574739756e-21,2.4045535796179e-20,38.1373645491974
"O60783","MRPS14",-1.48356233582548,23.5396984924623,-10.7178623263415,1.69096457351098e-21,2.45121861902784e-20,38.1156885723346
"O60784","TOM1",-1.67123661345737,24.3165829145729,-10.702113902516,1.88452286072523e-21,2.72449601816613e-20,38.008450135008
"O60825","PFKFB2",-1.12008486562949,24.4256281407035,-10.6962316212299,1.96235260685135e-21,2.8294508120654e-20,37.9684058181814
"O60826","CCDC22",-1.79610022226718,20.0095477386935,-10.6957485284669,1.96888507007225e-21,2.83131956752146e-20,37.9651173721578
"O60828","PQBP1",-1.3503536067893,22.156783919598,-10.6886982022016,2.06672386363256e-21,2.96413154659449e-20,37.9171298855055
"O60830","TIMM17B",-1.34696908466361,22.7356783919598,-10.6839014311322,2.13604417429975e-21,3.05544731493088e-20,37.8844859457917
"O60832","DKC1",-2.07287330773898,20.4653266331658,-10.6791848477185,2.20646406128717e-21,3.14784991540363e-20,37.8523915941152
"O60841","EIF5B",-1.39467569205904,23.6537688442211,-10.6722254729614,2.3146156597189e-21,3.29345444002633e-20,37.8050430374048
"O60869","EDF1",-1.267629824207,22.6331658291457,-10.6684992608956,2.37467740084137e-21,3.370047429488e-20,37.7796949688264
"O60879","DIAPH2",-1.6458274398869,22.9924623115578,-10.666888938674,2.40111194824996e-21,3.39701686284645e-20,37.7687412782652
"O60884","DNAJA2",1.83814912103448,30.2180904522613,10.6665782078882,2.40624645546549e-21,3.39701686284645e-20,37.7666276855998
"O60885","BRD4",-1.22327742978401,25.5371859296482,-10.6643533232479,2.4433313991605e-21,3.44038876959917e-20,37.7514944980886
"O60888","CUTA",-1.57166094160441,20.2517587939698,-10.6635388232693,2.4570496350937e-21,3.45071879920822e-20,37.7459546597659
"O60925","PFDN1",1.40266720549585,28.8778894472362,10.6448886867573,2.79304205589237e-21,3.91242963632384e-20,37.6191370795485
"O60927","PPP1R11",-1.80436451808451,20.9688442211055,-10.6356805381225,2.97543753951929e-21,4.15715523932321e-20,37.5565458097501
"O60934","NBN",-1.25533441099217,23.1075376884422,-10.6275532057638,3.14625755623373e-21,4.3844883006587e-20,37.5013136655178
"O60936","NOL3",-2.17074156395237,20.7201005025126,-10.61056650223,3.53548433643387e-21,4.91423234115628e-20,37.3859122874725
"O60941","DTNB",2.30771873105668,22.7052763819095,10.6031668105164,3.71970237137247e-21,5.15703351846435e-20,37.3356575495726
"O75023","LILRB5",-1.87417660133369,20.6206030150754,-10.602619882169,3.73369192805949e-21,5.16318983504287e-20,37.3319434928425
"O75027","ABCB7",2.23858355223271,22.0628140703518,10.6007087976929,3.78298730375228e-21,5.21801335494607e-20,37.3189662043918
"O75044","SRGAP2",-1.32648009698934,25.7150753768844,-10.5981217402551,3.85075363850399e-21,5.29797071842012e-20,37.3013997360026
"O75052","NOS1AP",2.13324914124065,24.7366834170854,10.5906157220303,4.05429121955735e-21,5.56384584369203e-20,37.2504396357431
"O75063","FAM20B",-2.57603556274001,18.8809045226131,-10.589981312229,4.07197774034372e-21,5.57397054228823e-20,37.2461329427477
"O75083","WDR1",-1.17701555869879,20.4045226130653,-10.5846296680201,4.22426695046385e-21,5.7678311619086e-20,37.2098061620701
"O75113","N4BP1",2.3062335825419,23.3060301507538,10.5830075759314,4.2715370258255e-21,5.81768279562682e-20,37.1987964712124
"O75116","ROCK2",-1.08227924833304,25.3125628140704,-10.5797415987421,4.3683169447824e-21,5.93454515588906e-20,37.1766306080868
"O75122","CLASP2",1.55645584966659,27.9773869346734,10.5711373581586,4.63387103191968e-21,6.27953400240344e-20,37.118243678469
"O75128","COBL",-1.15963831076995,22.7140703517588,-10.5624738976554,4.91750113671397e-21,6.64723216155311e-20,37.0594683993003
"O75131","CPNE3",-1.69129116993338,21.6849246231156,-10.5585972578883,5.04995588825189e-21,6.80925473510672e-20,37.033172618655
"O75146","HIP1R",-1.2363608809862,25.2366834170854,-10.5573873660075,5.09201804916603e-21,6.84889094324395e-20,37.024966313749
"O75150","RNF40",2.6903414831278,23.1427135678392,10.5443633893768,5.56750522258002e-21,7.4698512998735e-20,36.9366457471775
"O75152","ZC3H11A",-1.00710244493829,24.3386934673367,-10.5389650573603,5.77732718518546e-21,7.73218022037073e-20,36.9000466550269
"O75153","CLUH",1.44222065063651,27.3894472361809,10.5371255788864,5.85060859819739e-21,7.81092362727242e-20,36.8875767520551
"O75157","TSC22D2",-1.85292988482526,20.2251256281407,-10.5342506609255,5.96699889614322e-21,7.94669040183409e-20,36.8680888003943
"O75165","DNAJC13",-1.52298444130135,22.1658291457286,-10.5275335153236,6.24801023343962e-21,8.30048927081279e-20,36.8225617825707
"O75170","PPP6R2",2.65016164881785,27.4437185929648,10.5221944765254,6.48074139527935e-21,8.58857076575379e-20,36.7863811116071
"O75175","CNOT3",-1.17627803596694,23.6623115577889,-10.5209184638132,6.53763004702477e-21,8.64277889101784e-20,36.7777348261816
"O75179","ANKRD17",3.11196201252775,27.4899497487437,10.5189755530445,6.62520795275216e-21,8.73719497573925e-20,36.7645702028815
"O75191","XYLB",-1.16324510002017,27.994472361809,-10.5100833480633,7.04118216553875e-21,9.26318052775378e-20,36.7043279734853
"O75192","PEX11A",-1.92293392604573,21.7371859296482,-10.5090648111775,7.09045967955905e-21,9.3053678367417e-20,36.6974285995077
"O75208","COQ9",-1.95116185087901,19.7678391959799,-10.5034291864534,7.36938976585323e-21,9.64801221887855e-20,36.6592574239783
"O75223","GGCT",-0.787825823398769,29.1763819095477,-10.4864940843787,8.27507556814231e-21,1.08075685016777e-19,36.54458815784
"O75251","NDUFS7",-2.37459082642963,24.5939698492462,-10.4830234098624,8.47395110039202e-21,1.10406394216433e-19,36.5210944645762
"O75298","RTN2",-1.42808648211763,23.2125628140704,-10.4800709944544,8.6468725397983e-21,1.1238855726608e-19,36.5011107411301
"O75306","NDUFS2",-2.08337037785415,19.38391959799,-10.4783429505776,8.74970927259359e-21,1.13452465316339e-19,36.4894150562773
"O75312","ZPR1",-2.02525762780366,21.4442211055276,-10.4713146067225,9.18067554349146e-21,1.18755771922627e-19,36.4418518280124
"O75317","USP12",-1.66788240048501,19.894472361809,-10.468810444295,9.33928217142574e-21,1.20519089978279e-19,36.4249075330609
"O75323","GBAS",1.82355021216408,22.8673366834171,10.4601791956975,9.90717120520235e-21,1.27543035015545e-19,36.3665136280106
"O75330","HMMR",1.82391392200442,27.8793969849246,10.4498845476808,1.06296432776955e-20,1.36518957725653e-19,36.2968844925819
"O75340","PDCD6",-1.70383915942621,21.4688442211055,-10.4477430060729,1.0786405603508e-20,1.38204016820303e-19,36.282402422761
"O75347","TBCA",-1.14996969084672,23.8346733668342,-10.4467223371832,1.08619274827594e-20,1.38842652244161e-19,36.2755005047391
"O75348","ATP6V1G1",-2.09840371792284,19.6854271356784,-10.4446453027117,1.10172428594794e-20,1.40495830521711e-19,36.261455890953
"O75351","VPS4B",-0.915376843807049,26.813567839196,-10.4374815862391,1.15700964017714e-20,1.46945857027104e-19,36.2130221225809
"O75352","MPDU1",3.24192766215389,25.4994974874372,10.4373894038835,1.15773876629455e-20,1.46945857027104e-19,36.2123989426348
"O75356","ENTPD5",-1.62221660941609,21.0753768844221,-10.4326249683134,1.1960533320678e-20,1.51453404367461e-19,36.1801921488747
"O75367","H2AFY",-0.944908062234774,27.3010050251256,-10.4297149483558,1.22007367843368e-20,1.54134074282498e-19,36.1605230200202
"O75368","SH3BGRL",1.57643968478478,29.4733668341709,10.4235291142145,1.27274186383731e-20,1.60412943071523e-19,36.1187176790376
"O75369","FLNB",-1.75801171953936,21.5391959798995,-10.4156866169847,1.34278274025192e-20,1.68847122710282e-19,36.0657267127966
"O75376","NCOR1",-2.19940391998391,23.2030150753769,-10.4030513468915,1.46379049131852e-20,1.83636083214831e-19,35.9803762333379
"O75379","VAMP4",-2.21481107294409,19.2587939698492,-10.3904063207695,1.59576198413458e-20,1.99728820560548e-19,35.8949905814814
"O75380","NDUFS6",-1.15789048292596,26.5386934673367,-10.3822112683522,1.68755281411783e-20,2.1072974748118e-19,35.8396699010505
"O75381","PEX14",-2.11570014144278,23.2452261306533,-10.3763751487618,1.75610983758819e-20,2.18594931240184e-19,35.8002811201165
"O75382","TRIM3",-1.91657910689034,21.5145728643216,-10.3761654683472,1.75862391510042e-20,2.18594931240184e-19,35.7988660808697
"O75387","SLC43A1",-1.39405940594066,22.2075376884422,-10.3564995099711,2.01107707860719e-20,2.49401233119933e-19,35.6661873655708
"O75390","CS",-1.01661951909481,23.9231155778894,-10.3440213639008,2.18965555206294e-20,2.70926031350213e-19,35.582041258117
"O75391","SPAG7",-1.45585976965049,22.7582914572864,-10.3336856768417,2.3494676001743e-20,2.90035874752111e-19,35.5123659288164
"O75396","SEC22B",-1.90653667407562,22.6809045226131,-10.3325446902457,2.36780668026852e-20,2.91633957180225e-19,35.5046755557435
"O75400","PRPF40A",-1.23709840371796,23.4788944723618,-10.3317174411216,2.38119214096165e-20,2.92616043322265e-19,35.4990999677362
"O75410","TACC1",-1.7535966861993,23.1522613065327,-10.3304528487805,2.40179990571806e-20,2.94479185719219e-19,35.4905769850038
"O75414","NME6",-1.05269751464936,25.7934673366834,-10.3169652785113,2.63295310677937e-20,3.22089987519368e-19,35.3996943700765
"O75420","GIGYF1",-1.0475651646798,23.6969849246231,-10.3066258393526,2.82504025583044e-20,3.4480796079628e-19,35.3300490716223
"O75427","LRCH4",1.55021216407359,28.070351758794,10.3045578748543,2.86510207121309e-20,3.489100652939e-19,35.3161220470818
"O75431","MTX2",1.66214386744782,28.0819095477387,10.3007339772884,2.9406769720711e-20,3.57308772763785e-19,35.2903716664305
"O75436","VPS26A",-1.53176399272587,18.908040201005,-10.2984179246701,2.98741299798884e-20,3.62173589240486e-19,35.2747766322754
"O75438","NDUFB1",-1.73210749646401,22.364824120603,-10.2962484518852,3.03186183640636e-20,3.66382238302831e-19,35.2601695582239
"O75439","PMPCB",-1.89732269145289,21.886432160804,-10.2960635508738,3.0356804653166e-20,3.66382238302831e-19,35.2589246620236
"O75448","MED24",1.83101636694277,22.1482412060301,10.292157411087,3.11747995659125e-20,3.75416795663449e-19,35.2326271141076
"O75452","RDH16",-1.11915538492633,23.0231155778894,-10.2687842269218,3.65488993698851e-20,4.39155330873264e-19,35.0753343190189
"O75475","PSIP1",-1.51044655485964,23.6482412060301,-10.2617925188723,3.8328928336918e-20,4.59522207356354e-19,35.0283041157733
"O75477","ERLIN1",-1.65262679329154,24.5336683417085,-10.2512175170961,4.11865695451984e-20,4.92689782147982e-19,34.9571894398396
"O75487","GPC4",-1.06772075166709,23.7286432160804,-10.2501809229334,4.14778526967447e-20,4.94705841581558e-19,34.9502197814969
"O75489","NDUFS3",-1.08775510204084,24.0643216080402,-10.2499674605101,4.15380898979152e-20,4.94705841581558e-19,34.9487845697987
"O75494","SRSF10",2.49996969084659,22.9301507537688,10.244524383412,4.31038562921376e-20,5.12225386750743e-19,34.9121912442673
"O75503","CLN5",2.12079207920788,25.4236180904523,10.2406504580835,4.42539028537332e-20,5.2473871212749e-19,34.8861508597007
"O75506","HSBP1",-1.6368155182866,22.0246231155779,-10.229415871064,4.7764772683531e-20,5.65129378336656e-19,34.8106496888637
"O75521","ECI2",-1.90417256011319,24.0592964824121,-10.2224716163619,5.00721870474093e-20,5.91136059749655e-19,34.7639942730758
"O75531","BANF1",1.36830672863193,24.7718592964824,10.2204560341115,5.0762465441344e-20,5.979796310269e-19,34.750454307018
"O75533","SF3B1",-1.53053142048904,21.9155778894472,-10.2152196645555,5.26003727706646e-20,6.18283077328225e-19,34.7152821341786
"O75534","CSDE1",2.38202667205493,26.5859296482412,10.2111955029769,5.40577027205917e-20,6.34034704143686e-19,34.6882560729775
"O75558","STX11",-1.42519700949695,21.8417085427136,-10.2053812473283,5.62345900360873e-20,6.58139455249186e-19,34.6492137240589
"O75563","SKAP2",-1.19989896948885,22.9457286432161,-10.2026849364819,5.72735132202715e-20,6.68850725663085e-19,34.6311105387858
"O75569","PRKRA",-1.64842392402511,22.6396984924623,-10.2016242301075,5.76874350865221e-20,6.71516968860427e-19,34.623989307009
"O75592","MYCBP2",-1.95426348757331,20.3316582914573,-10.2014640243049,5.77502109339927e-20,6.71516968860427e-19,34.6229137584444
"O75594","PGLYRP1",-1.69741361891296,19.9819095477387,-10.1999988391226,5.83275012922871e-20,6.76774247827031e-19,34.6130774206365
"O75600","GCAT",-0.863285512224621,25.1075376884422,-10.185437499875,6.43864281175619e-20,7.45476267305476e-19,34.5153458492947
"O75608","LYPLA1",2.38371388159219,24.3085427135678,10.1826741586164,6.56050789208846e-20,7.57962952404322e-19,34.4968040555258
"O75629","CREG1",-1.27071125479911,25.9643216080402,-10.1822371677628,6.57998864332004e-20,7.58592720563571e-19,34.4938720280633
"O75636","FCN3",-1.71249747423725,21.4150753768844,-10.1811020098399,6.63086274006292e-20,7.62831379479153e-19,34.4862557746659
"O75643","SNRNP200",-1.4343301677107,22.205527638191,-10.1697484563153,7.16174062323748e-20,8.22155659232379e-19,34.4100947670779
"O75648","TRMU",-2.0455445544555,20.5381909547739,-10.1692638529663,7.1853184387319e-20,8.23114762674224e-19,34.4068445879149
"O75663","TIPRL",2.8579207920791,24.1994974874372,10.1678817356198,7.25298912785626e-20,8.27858219160946e-19,34.3975751547839
"O75674","TOM1L1",-1.47498484542339,23.4241206030151,-10.1677931538628,7.2573478062195e-20,8.27858219160946e-19,34.3969810779823
"O75683","SURF6",-1.6312184279653,21.5768844221106,-10.1562149494073,7.85009079356004e-20,8.93588229911139e-19,34.3193455663721
"O75688","PPM1B",-1.75933521923629,21.6286432160804,-10.1551934126915,7.90464634064056e-20,8.97908041257217e-19,34.3124971900031
"O75694","NUP155",-2.86681147706612,19.1723618090452,-10.1359536070169,9.00562750689685e-20,1.02082658133734e-18,34.1835546617699
"O75695","RP2",-2.36756920590026,19.5934673366834,-10.1349483982947,9.06717224628727e-20,1.02565272668777e-18,34.1768200380327
"O75718","CRTAP",-2.10663770458684,21.5457286432161,-10.1300562620263,9.37272737854863e-20,1.05800285878523e-18,34.1440471141334
"O75762","TRPA1",-1.22798545160636,25.7477386934673,-10.1286732377441,9.46095261755949e-20,1.06573689173217e-18,34.1347830111703
"O75764","TCEA3",1.82611638714871,30.0190954773869,10.1262777092501,9.61572761251555e-20,1.08091973390585e-18,34.1187376704692
"O75781","PALM",-2.08189533239045,18.0994974874372,-10.1156323114683,1.03345868879995e-19,1.15931766189654e-18,34.0474491306209
"O75795","UGT2B17",-1.44388765407173,24.6552763819095,-10.112438009668,1.05605477135278e-19,1.1822128672266e-18,34.0260627004834
"O75817","POP7",-0.971640735502255,24.3145728643216,-10.1091496941304,1.07982970957114e-19,1.20633042141553e-18,34.0040491030779
"O75818","RPP40",-1.38073348151148,23.61608040201,-10.1085372935853,1.08431594129397e-19,1.20884459681989e-18,33.9999496481789
"O75821","EIF3G",-2.13840169731264,21.1924623115578,-10.1000643667194,1.1483237727458e-19,1.27756926733262e-18,33.9432394662394
"O75822","EIF3J",-1.74416043645189,23.8984924623116,-10.0994425622556,1.15316663405347e-19,1.28032279062158e-18,33.9390782688981
"O75828","CBR3",-0.959325116185003,25.3562814070352,-10.097076308798,1.17178258637951e-19,1.2983255009332e-18,33.9232437462343
"O75832","PSMD10",-1.16598302687417,23.970351758794,-10.0826271693711,1.29212784157055e-19,1.428739312755e-18,33.8265788915395
"O75843","AP1G2",-1.07795514245295,25.4226130653266,-10.0710822467718,1.39706427377891e-19,1.54161765884134e-18,33.7493755696833
"O75844","ZMPSTE24",-1.12104465548607,23.527135678392,-10.061612157472,1.48944285254939e-19,1.64020723090316e-18,33.6860686004688
"O75874","IDH1",-1.77047888462316,24.6924623115578,-10.0524724115228,1.58435883703332e-19,1.74118459996731e-18,33.6249884003821
"O75879","GATB",-1.7531723580522,20.6663316582915,-10.0477869799839,1.63532722212078e-19,1.79355259432192e-18,33.5936830744025
"O75880","SCO1",-2.75329359466564,23.6698492462312,-10.0469040211861,1.64511327682112e-19,1.80063309469065e-18,33.5877841931703
"O75881","CYP7B1",-1.98864417053955,21.3582914572864,-10.0433296582416,1.68532803232318e-19,1.84092296379221e-18,33.5639062852319
"O75882","ATRN",1.87981410385934,27.0663316582915,10.0280225193974,1.86891073193019e-19,2.03733877571502e-18,33.461681194473
"O75884","RBBP9",-0.939977773287733,28.0311557788945,-10.0271229665253,1.88029833721553e-19,2.04562839221819e-18,33.455675340772
"O75886","STAM2",-2.10928470398066,19.4246231155779,-10.0243165509439,1.91627098471675e-19,2.08057775388825e-18,33.4369394829898
"O75891","ALDH1L1",1.46969084663556,27.6336683417085,10.0203157358628,1.9687408529131e-19,2.13326288410845e-18,33.4102327087537
"O75907","DGAT1",-1.94530208122857,21.8954773869347,-10.0191481815378,1.98432089558354e-19,2.14584461648404e-18,33.4024395578548
"O75909","CCNK",-1.20127298444137,21.5668341708543,-10.0118122073695,2.0850602949708e-19,2.25028363571e-18,33.3534805209453
"O75911","DHRS3",-1.05049504950506,26.4331658291457,-10.0091657387492,2.12263825991278e-19,2.28627591062717e-18,33.335821354074
"O75915","ARL6IP5",-1.59757526773091,21.2924623115578,-10.006794094206,2.15688622677629e-19,2.3185454926798e-18,33.3199973273703
"O75923","DYSF",-0.887987472216849,24.7884422110553,-9.99837091706082,2.28302780316786e-19,2.4492720896287e-18,33.2638064698937
"O75934","BCAS2",1.64469589816121,29.0366834170854,9.99460118658116,2.34183442973745e-19,2.50738589338423e-18,33.2386637578583
"O75935","DCTN3",-0.970761770054551,24.0437185929648,-9.99118690137055,2.39639610892577e-19,2.56073394485408e-18,33.2158944554666
"O75936","BBOX1",-1.77135785007079,20.7633165829146,-9.98686767850335,2.467235200329e-19,2.63123091285579e-18,33.1870939837325
"O75937","DNAJC8",-0.927015558698994,27.8276381909548,-9.98141076714725,2.55972048543149e-19,2.72448989463151e-18,33.1507133670954
"O75940","SMNDC1",1.24235199030111,27.2286432160804,9.9769245356289,2.63833268620912e-19,2.80264535055652e-18,33.1208091338424
"O75947","ATP5H",-1.79292786421506,20.4814070351759,-9.975858251437,2.65736784878665e-19,2.81733097223322e-18,33.1137021781992
"O75954","TSPAN9",2.22494443321875,21.8105527638191,9.96382661034997,2.88186313476573e-19,3.04936085512296e-18,33.0335269682373
"O75955","FLOT1",1.93307738937155,25.8658291457286,9.9527611898938,3.10494890887377e-19,3.27899584966415e-18,32.9598190017108
"O75964","ATP5L",-1.95499090725406,21.5075376884422,-9.94971207484043,3.16938612668113e-19,3.34052062124071e-18,32.9395133525077
"O75970","MPDZ",-2.14216003232981,18.6678391959799,-9.94935357798806,3.17704917562758e-19,3.34208266393352e-18,32.9371260723057
"O75976","CPD",1.14237219640316,29.3467336683417,9.94432443125574,3.28651372678907e-19,3.45052033412592e-18,32.9036393406334
"O75995","SASH3",1.38939179632249,27.8376884422111,9.94400391011357,3.29361607706532e-19,3.45127560633569e-18,32.9015053338618
"O76003","GLRX3",-2.15039401899379,18.8281407035176,-9.93775051040623,3.43528046004067e-19,3.59275850047194e-18,32.8598752883248
"O76021","RSL1D1",1.59034148312791,23.6010050251256,9.93180723985831,3.57553432019486e-19,3.73222279329993e-18,32.8203180253646
"O76024","WFS1",2.59072539907043,25.872864321608,9.93008407868717,3.61725418811089e-19,3.76849583720917e-18,32.8088504926194
"O76027","ANXA9",-1.83111739745411,22.1150753768844,-9.91497027395829,4.00456865493362e-19,4.16398129177425e-18,32.7082979277499
"O76031","CLPX",1.61068902808642,27.4090452261307,9.91208296984609,4.08312495386314e-19,4.23751566708983e-18,32.6890945255977
"O76054","SEC14L2",-1.80796120428373,21.3829145728643,-9.91131950488844,4.10415204034922e-19,4.25117817666058e-18,32.6840170531057
"O76062","TM7SF2",1.23987674277625,29.6798994974874,9.88606783739264,4.86378978246215e-19,5.02839605234662e-18,32.5161543514324
"O76070","SNCG",-1.26350777934955,27.7698492462312,-9.88082982979181,5.03808508852554e-19,5.19865001405679e-18,32.4813525578023
"O76071","CIAO1",-1.85747625782992,21.0743718592965,-9.86652598184609,5.54635294575339e-19,5.71221531003592e-18,32.3863487402327
"O76094","SRP72",-1.66539704990916,21.8768844221106,-9.85300954362124,6.07342083816508e-19,6.22573457698943e-18,32.2966182903599
"O94760","DDAH1",-1.27196403313819,26.7894472361809,-9.85290359484436,6.07774318505199e-19,6.22573457698943e-18,32.2959151046135
"O94763","URI1",-1.5160436451809,22.0959798994975,-9.85286045349242,6.07950408109935e-19,6.22573457698943e-18,32.295628774696
"O94766","B3GAT3",-1.54119013942217,21.1954773869347,-9.85181206944283,6.12245227035644e-19,6.25786378559873e-18,32.2886707642411
"O94776","MTA2",-1.01479086684187,23.7170854271357,-9.84781696822655,6.2889011803376e-19,6.41586578907272e-18,32.2621580579815
"O94788","ALDH1A2",-1.4058496665994,24.1165829145729,-9.84471122694409,6.42140052231791e-19,6.53870294240545e-18,32.2415499826946
"O94804","STK10",-1.86804404930295,19.5572864321608,-9.84437272559125,6.43600872844666e-19,6.54125924712615e-18,32.2393040005798
"O94822","LTN1",1.61723580521315,23.8261306532663,9.84012248749216,6.62226864054309e-19,6.71793743703874e-18,32.2111056237274
"O94826","TOMM70A",-1.74756516467981,21.5522613065327,-9.83933066525948,6.65755703596198e-19,6.74108818229334e-18,32.2058527129944
"O94832","MYO1D",-1.30894120024253,21.2633165829146,-9.83401666663051,6.89927098175047e-19,6.97277723333174e-18,32.1706036918524
"O94842","TOX4",-1.24437260052538,22.3376884422111,-9.82964082684023,7.10485217534451e-19,7.167152185091e-18,32.1415826619765
"O94855","SEC24D",-1.4095372802587,24.3276381909548,-9.82289429963136,7.43381465499711e-19,7.47887210300851e-18,32.096847776733
"O94874","UFL1",-1.37547989492836,23.7236180904523,-9.82273973611651,7.44152615390896e-19,7.47887210300851e-18,32.0958230218352
"O94875","SORBS2",-1.15057587391398,26.9145728643216,-9.82235330159808,7.46084102801821e-19,7.48437243756855e-18,32.0932609885401
"O94886","TMEM63A",-1.70050515255609,24.9793969849246,-9.82014478667211,7.57218860554065e-19,7.58200440558486e-18,32.0786193652219
"O94887","FARP2",-1.13395635481918,23.0989949748744,-9.81857357642459,7.65240999480656e-19,7.64816651421794e-18,32.0682035300644
"O94888","UBXN7",-1.6555768842191,20.1025125628141,-9.81693651956623,7.73689288518363e-19,7.71833576202728e-18,32.0573518034054
"O94903","PROSC",-1.37969286724599,22.1839195979899,-9.81561349939572,7.80584693797932e-19,7.77278349791053e-18,32.0485822246184
"O94905","ERLIN2",-1.12361083047088,23.6753768844221,-9.81116603631703,8.04215620628358e-19,7.99337106753223e-18,32.0191054400364
"O94906","PRPF6",2.55948676500298,26.270351758794,9.78938242469776,9.30647446770501e-19,9.23304723795981e-18,31.8747960346064
"O94911","ABCA8",1.46204283693677,26.4467336683417,9.78801130419725,9.39236539246142e-19,9.30119408004375e-18,31.8657165631803
"O94915","FRYL",-1.57693473428983,20.6768844221106,-9.78756765994329,9.42032505894836e-19,9.31182771366249e-18,31.8627788751676
"O94919","ENDOD1",-1.04331178015758,24.2713567839196,-9.78613519307069,9.51116957585111e-19,9.3844696891655e-18,31.853293799883
"O94923","GLCE",-1.59922206506372,22.1045226130653,-9.78411222700073,9.64094892383129e-19,9.49519322971873e-18,31.8398995664628
"O94925","GLS",-2.41746817538906,23.905527638191,-9.78353045292914,9.67859659499596e-19,9.51494032529875e-18,31.8360477701274
"O94929","ABLIM3",-1.56554859567595,22.7211055276382,-9.76437423062981,1.10033861148182e-18,1.07976966829078e-17,31.7092637487703
"O94956","SLCO2B1",-1.30693069306938,20.8633165829146,-9.76074435134135,1.12740341085013e-18,1.10432431928744e-17,31.6852495448782
"O94966","USP19",-1.71940796120433,20.4859296482412,-9.75674186852743,1.15801464736673e-18,1.13225772121373e-17,31.6587739662691
"O94973","AP2A2",-1.48415841584156,25.1532663316583,-9.75279719926437,1.1889925260021e-18,1.16044812059447e-17,31.6326845722507
"O94979","SEC31A",-1.86086077995559,21.7954773869347,-9.7454971668832,1.24851085761684e-18,1.21634201930347e-17,31.5844132201898
"O94992","HEXIM1",-2.55549605981012,21.4286432160804,-9.74069976666504,1.28922933083733e-18,1.25375233666141e-17,31.5526974694135
"O95049","TJP3",1.35657708627994,26.2829145728643,9.7381591701599,1.31132521143713e-18,1.27295070345432e-17,31.5359037600091
"O95070","YIF1A",-0.933228935138491,23.021608040201,-9.73749756448633,1.31714084083873e-18,1.27630475383781e-17,31.5315307066487
"O95071","UBR5",-1.45729440290971,21.1773869346734,-9.73008552705661,1.38407417183265e-18,1.33876369357767e-17,31.4825461607927
"O95081","AGFG2",-1.87369165487982,20.2366834170854,-9.71356330020436,1.54570129599286e-18,1.49242980489882e-17,31.3734022370217
