"ID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"O14786","NRP1",-1.77512628813907,22.0050251256281,-12.6456029109469,2.3105105806321e-27,8.49859231937264e-26,51.4879331343632
"O14787","TNPO2",1.8380177813698,26.0804020100502,12.6324466909207,2.53645612725165e-27,9.26663397300654e-26,51.3954880377062
"O14791","APOL1",1.30192968276396,26.8708542713568,12.6022370322108,3.14233437566083e-27,1.14030885699316e-25,51.1832529883095
"O14795","UNC13B",3.29378662356025,25.7190954773869,12.527723262782,5.32845596595353e-27,1.92073076052738e-25,50.6600082796636
"O14818","PSMA7",-2.20485956758948,20.8221105527638,-12.5189167334386,5.67149362540459e-27,2.02282196670258e-25,50.598191444234
"O14828","SCAMP3",1.77936956961007,24.1356783919598,12.5185437899057,5.68649785350086e-27,2.02282196670258e-25,50.5955737052258
"O14832","PHYH",-2.20210143463334,20.713567839196,-12.5138275967147,5.87969511724042e-27,2.07787656855679e-25,50.5624709275417
"O14841","OPLAH",2.62990503131939,25.8386934673367,12.5126423780327,5.92926929808232e-27,2.08178955160592e-25,50.5541521551104
"O14874","BCKDK",2.74000808244082,22.9562814070352,12.4727159817134,7.86707297948141e-27,2.74433958710039e-25,50.2739731175567
"O14879","IFIT3",1.79676702364108,29.1125628140704,12.4699834298417,8.02078263245972e-27,2.78002382651985e-25,50.2548016866773
"O14880","MGST3",-2.19799959587803,21.1829145728643,-12.4671048669417,8.18595059193923e-27,2.81919967201372e-25,50.2346064036608
"O14896","IRF6",-1.99807031723586,22.1457286432161,-12.4562670792341,8.83885797141229e-27,3.01127033517265e-25,50.1585762848195
"O14907","TAX1BP3",-1.84806021418476,20.5532663316583,-12.4560087486537,8.85503945427133e-27,3.01127033517265e-25,50.1567641222581
"O14908","GIPC1",-1.40056577086288,23.5251256281407,-12.438889391541,9.99601223945865e-27,3.37802738617206e-25,50.0366839172247
"O14910","LIN7A",-1.64750454637307,21.8035175879397,-12.434520457661,1.03099939974219e-26,3.46249301515902e-25,50.0060422076271
"O14920","IKBKB",-1.31281066882214,27.1683417085427,-12.4102298178934,1.22440771862041e-26,4.08664971270404e-25,49.8357033084224
"O14925","TIMM23;TIMM23B",2.65101030511198,28.8718592964824,12.4074702634085,1.24855481935391e-26,4.14167847131694e-25,49.816354497214
"O14929","HAT1",-2.11459890887053,22.2150753768844,-12.3988015127289,1.32754649326736e-26,4.35194914911926e-25,49.7555764916346
"O14933","UBE2L6",-2.72832895534457,20.5643216080402,-12.3987489141897,1.32804070576046e-26,4.35194914911926e-25,49.7552077313071
"O14936","CASK",3.49739341281062,24.1371859296482,12.3910068555089,1.40282511116357e-26,4.56932251569965e-25,49.7009315178814
"O14949","UQCRQ",-1.60639523136002,24.4,-12.3749905478973,1.5711494996593e-26,5.08694930817834e-25,49.5886619457036
"P19105","MYL12A;MYL12B",-1.35167710648625,25.8462311557789,-12.3440635606082,1.95535587198632e-26,6.29321976180359e-25,49.3719262842107
"O14964","HGS",-1.48769448373418,23.0693467336683,-12.3335141304414,2.10681807342051e-26,6.74057119703237e-25,49.298012399051
"O14966","RAB29",3.39081632653056,24.6698492462312,12.3315852419183,2.13575282966193e-26,6.79295032351885e-25,49.2844986743262
"O14967","CLGN",2.92770256617493,25.8467336683417,12.3284594461693,2.18348698617426e-26,6.90416031242353e-25,49.2626000562499
"O14972","DSCR3",-2.88392604566586,23.1381909547739,-12.3255742095886,2.22849246650036e-26,7.00549928277178e-25,49.2423873970359
"O14974","PPP1R12A",2.62965245504136,26.1969849246231,12.3209137113242,2.30315413531918e-26,7.19835515009873e-25,49.2097393922628
"O14975","SLC27A2",-1.56913517882409,23.2688442211055,-12.3082361683829,2.51913079132042e-26,7.82812654521236e-25,49.120938268978
"O14976","GAK",-1.84291776116396,22.5904522613065,-12.2861306700623,2.94520528037951e-26,9.09984282914971e-25,48.9661276182634
"O14979","HNRNPDL",-1.61109315013141,23.7442211055276,-12.2781024892241,3.11715579200152e-26,9.57639850417739e-25,48.9099135255637
"O14980","XPO1",-2.06889270559714,20.4306532663317,-12.2594088570038,3.55738954389755e-26,1.08671216179966e-24,48.7790384983702
"O14981","BTAF1",-1.68247120630436,20.5773869346734,-12.2578335662314,3.59720878808426e-26,1.09270269197593e-24,48.7680110704535
"O15020","SPTBN2",-1.7271266922611,22.0633165829146,-12.2513737805531,3.76520343903907e-26,1.13734385446281e-24,48.7227930202388
"O15027","SEC16A",-1.79015962820778,23.2065326633166,-12.2412148331062,4.04538491369657e-26,1.21518867935319e-24,48.6516878191453
"O15031","PLXNB2",-2.00229339260464,22.8723618090452,-12.2348610614878,4.23110505847198e-26,1.2639549752021e-24,48.6072202649562
"O15042","U2SURP",-2.60061628611844,19.9658291457286,-12.229395275823,4.39766613817933e-26,1.30649345105141e-24,48.5689699741256
"O15066","KIF3B",-2.9425843604769,19.0597989949749,-12.2203729158863,4.68705099368313e-26,1.38485708868004e-24,48.5058355869165
"O15067","PFAS",2.28752273186502,27.7522613065327,12.2077803835097,5.12300166975903e-26,1.5054385884993e-24,48.4177298101628
"O15084","ANKRD28",-2.91252778339064,20.1231155778894,-12.2011587618974,5.36824938234624e-26,1.56897969785655e-24,48.3714057186089
"O15085","ARHGEF11",-2.639513032936,22.5427135678392,-12.1909367421507,5.77005751140236e-26,1.67734951420175e-24,48.2999007446134
"O15091","KIAA0391",-2.54484744392813,20.3150753768844,-12.1856417693183,5.98985900658657e-26,1.73193409885634e-24,48.2628647973133
"O15111","CHUK",-1.92784400889073,20.9743718592965,-12.18315536263,6.09593824600719e-26,1.75323074979579e-24,48.2454743063736
"O15116","LSM1",-1.4510911295212,25.1497487437186,-12.1812295846097,6.17938620222902e-26,1.76782757647896e-24,48.2320053324028
"O15117","FYB",-2.73544150333406,20.7618090452261,-12.1747447424162,6.46886477355212e-26,1.84090272792612e-24,48.1866523408215
"O15120","AGPAT2",-1.32497474237229,28.5316582914573,-12.1707907678166,6.65197123517957e-26,1.88309991982282e-24,48.1590011829247
"O15126","SCAMP1",-2.34904021014354,20.9412060301508,-12.1654464558497,6.90771393319191e-26,1.9453129810817e-24,48.1216291221885
"O15127","SCAMP2",-1.76204283693684,22.905527638191,-12.1644747495069,6.95525700404201e-26,1.94855308916348e-24,48.1148343671266
"O15143","ARPC1B",-2.41743786623569,20.2065326633166,-12.1618089072733,7.0873739734545e-26,1.9694229254665e-24,48.0961936032567
"O15144","ARPC2",-2.1338654273591,20.6095477386935,-12.1615049130634,7.10259793722892e-26,1.9694229254665e-24,48.0940679774974
"O15145","ARPC3",-1.52614669630233,21.7276381909548,-12.1457553949162,7.9376552953098e-26,2.18973990723164e-24,47.9839529467545
"O15155","BET1",-2.07304505960805,20.9929648241206,-12.0957187291239,1.12980666483557e-25,3.09282266828971e-24,47.6342554649221
"O15160","POLR1C",-1.96530612244903,24.3321608040201,-12.0953727667327,1.13256683617785e-25,3.09282266828971e-24,47.6318383517626
"O15162","PLSCR1",-1.98028894726214,21.7020100502513,-12.0945450680218,1.13919776509407e-25,3.09529764616262e-24,47.6260555651303
"O15173","PGRMC2",-1.74878763386548,23.478391959799,-12.090585077468,1.17146260583498e-25,3.16704915487487e-24,47.5983895914019
"O15211","RGL2",-1.79752475247528,26.7623115577889,-12.089237329675,1.18265044658498e-25,3.18138853964427e-24,47.5889740364803
"O15212","PFDN6",1.93258233986655,25.61608040201,12.0856225241224,1.21318695338946e-25,3.24737715691922e-24,47.5637212891673
"O15228","GNPAT",-2.66951909476667,20.2477386934673,-12.0779606829009,1.2805384262588e-25,3.41077402501542e-24,47.5102000873006
"O15229","KMO",-1.48366336633671,20.4030150753769,-12.077147440602,1.28790282054877e-25,3.41357379936629e-24,47.5045195511851
"O15230","LAMA5",-1.73955344514051,22.251256281407,-12.0740108587532,1.31670460480051e-25,3.4728886820275e-24,47.482610928006
"O15245","SLC22A1",-1.40223277429792,23.8698492462312,-12.0553193851504,1.50217403116971e-25,3.94284222647312e-24,47.3520715744788
"O15247","CLIC2",-2.58583552232781,24.5226130653266,-12.0540042490833,1.5161654774659e-25,3.96034141867543e-24,47.342887976863
