ABCF2,EIF5B
ABCF2,EEF1E1
ABCF2,DDX18
ABCF2,TAP2
ABCF2,MARS
ABCF2,VARS
ABCF2,SNRNP200
ABCF2,PRPF8
ABCF2,MRPL4
ABCF2,CDC5L
ABCF2,PSME3
ABCF2,EFTUD2
ABCF2,SNW1
ABCF3,TPD52L2
ABCF3,EEF1A2
ABCF3,DRG2
ABCF3,HARS2
ABCF3,EIF2AK2
ABCF3,MRPS7
ABCF3,DDX49
ABCF3,GRWD1
ABCF3,NAT10
ABCF3,MRPL15
ABCF3,SNW1
ABCF3,MARS
ABCF3,EIF2AK4
ABCF3,MRPL3
ABCF3,MRPS5
ABCF3,EIF5B
ABCF3,MRPL1
ABCF3,SLC39A9
ABCF3,ZC3H15
ABCF3,THUMPD3
ABCF3,TAP1
ABCF3,PES1
ABCF3,ETF1
ABCF3,HEATR1
ABCF3,MRPS16
ABCF3,TAP2
ABCF3,VARS
ABCF3,MRPL2
ABCF3,DDX3X
ABCF3,EFTUD2
ABCF3,RPL23
ABCF3,EIF2B1
ABHD11,GNL3
ABHD11,PREPL
ABHD11,PPP1R12A
ABHD11,OVCA2
ABHD11,ABHD14B
ABHD11,ABHD12
ABHD11,PPME1
ABHD11,MGLL
ABHD12,MGLL
ABHD12,ZFPL1
ABHD12,DAGLB
ABHD12,CES1
ABHD12,PSIP1
ABHD12,OXA1L
ABHD12,MYO7A
ABHD14B,DHRS1
ABHD14B,CES3
ABHD14B,AFMID
ABHD14B,ECHS1
ABHD14B,OVCA2
ABI1,MAPK1
ABI1,WASL
ABI1,MAPK3
ABI1,FNBP1L
ABI1,NCKAP1L
ABI1,VCAM1
ABI1,TCERG1
ABI1,ELMO1
ABI1,YME1L1
ABI1,PPP2R5E
ABI1,RHOG
ABI1,NCKAP1
ABI1,ENAH
ABI1,ASPN
ABI1,GAPVD1
ABI1,PDP1
ABI1,KIAA1522
ABI1,FNBP1
ABI1,NCK1
ABI1,HNRNPK
ABI1,WAS
ABI1,WASF2
ABLIM1,TPD52L2
ABLIM1,PLEC
ABLIM1,ZYX
ABLIM1,LIN7C
ABLIM1,ENAH
ABLIM1,PTK2
ABLIM1,NCK1
ABLIM1,ABLIM3
ABLIM3,TPD52L2
ABLIM3,EIF4H
ABLIM3,DAGLB
ABLIM3,PTK2
ABLIM3,ENAH
ABLIM3,NCK1
ACAA1,ACOT8
ACAA1,PEX11G
ACAA1,GCDH
ACAA1,EHHADH
ACAA1,ACADL
ACAA1,CAT
ACAA1,ACADS
ACAA1,PEX1
ACAA1,ACSS2
ACAA1,ACLY
ACAA1,MRPL53
ACAA1,AGPS
ACAA1,ACAD11
ACAA1,MGLL
ACAA1,GPAM
ACAA1,SLC27A2
ACAA1,DPYS
ACAA1,ACAA2
ACAA1,HPD
ACAA1,FABP1
ACAA1,BDH2
ACAA1,HPGD
ACAA1,CRYL1
ACAA1,NDUFA7
ACAA1,PEX6
ACAA1,ACOX2
ACAA1,ACSS1
ACAA1,SLC25A20
ACAA1,MVK
ACAA1,SUGCT
ACAA1,SCD
ACAA1,PEX11B
ACAA1,ECHDC2
ACAA1,BDH1
ACAA1,HAO2
ACAA1,ACSL4
ACAA1,ACSL3
ACAA1,ACSL5
ACAA1,ACSF3
ACAA1,ECHS1
ACAA1,GNPAT
ACAA1,ACSL1
ACAA1,ACADM
ACAA1,DBT
ACAA1,ACSS3
ACAA1,ALDH6A1
ACAA1,PCCA
ACAA1,SCP2
ACAA1,HMGCL
ACAA1,HMGCS2
ACAA1,ACADSB
ACAA1,HADH
ACAA2,PYGL
ACAA2,GSTZ1
ACAA2,GCDH
ACAA2,EHHADH
ACAA2,ACADL
ACAA2,CAT
ACAA2,ACADS
ACAA2,PEX1
ACAA2,ACSS2
ACAA2,ACLY
ACAA2,BBOX1
ACAA2,ZFR
ACAA2,PREPL
ACAA2,PBDC1
ACAA2,BDH1
ACAA2,FABP1
ACAA2,DHRS4
ACAA2,ECHDC2
ACAA2,ACSL3
ACAA2,ACSL4
ACAA2,EIF3B
ACAA2,PDCD5
ACAA2,ACOX2
ACAA2,ALDOB
ACAA2,CRYL1
ACAA2,PCYT1A
ACAA2,SCP2
ACAA2,SLC25A20
ACAA2,TIAL1
ACAA2,ACSL5
ACAA2,ACSF3
ACAA2,ETFDH
ACAA2,ACSL1
ACAA2,DBT
ACAA2,ACSS3
ACAA2,ACSS1
ACAA2,ALDH6A1
ACAA2,PCCA
ACAA2,HMGCL
ACAA2,HMGCS2
ACAA2,ECHS1
ACAA2,ACADM
ACAA2,ACADSB
ACAA2,HADH
ACACB,PYGL
ACACB,AGXT2
ACACB,EHHADH
ACACB,ACADL
ACACB,ACSS2
ACACB,ACLY
ACACB,PEMT
ACACB,FABP4
ACACB,MLYCD
ACACB,DHTKD1
ACACB,KYNU
ACACB,GPAM
ACACB,GPD1
ACACB,ACOT12
ACACB,GLS2
ACACB,ELMO1
ACACB,ACSS1
ACACB,PCK1
ACACB,MLXIPL
ACACB,ACSL4
ACACB,ADIPOQ
ACACB,G6PD
ACACB,ACSS3
ACACB,ACADM
ACACB,ACSL5
ACACB,PC
ACACB,ACSL1
ACACB,GLDC
ACACB,SCD
ACACB,ACSF3
ACACB,ALDH6A1
ACAD11,GCDH
ACAD11,EHHADH
ACAD11,ACADL
ACAD11,CAT
ACAD11,ACADS
ACAD11,AP3B1
ACAD11,DNAJC13
ACAD11,DHTKD1
ACAD11,ACADSB
ACAD11,DHRS4
ACAD11,MRPS27
ACAD11,MON2
ACAD11,EPHX2
ACAD11,AIFM2
ACAD11,ACADM
ACAD11,DCXR
ACAD11,SCP2
ACAD11,VARS
ACAD11,ZADH2
ACAD11,RMDN1
ACADL,NDUFAF7
ACADL,PYGL
ACADL,PCK2
ACADL,GCDH
ACADL,EHHADH
ACADL,ALDH6A1
ACADL,GYS1
ACADL,FBP2
ACADL,GOLGA4
ACADL,BCKDHA
ACADL,GPAM
ACADL,TFB2M
ACADL,FABP4
ACADL,MGLL
ACADL,CAT
ACADL,SCD
ACADL,HGD
ACADL,HMGCS2
ACADL,FABP1
ACADL,PCK1
ACADL,SCP2
ACADL,PLIN2
ACADL,HMGCL
ACADL,DBT
ACADL,BCKDHB
ACADL,ECHDC2
ACADL,SLC25A20
ACADL,PCCA
ACADL,ACADM
ACADL,HADH
ACADL,ETFDH
ACADL,ACADSB
ACADL,ACADS
ACADL,ACSL4
ACADL,SLC27A2
ACADL,ACSL5
ACADL,ACSL3
ACADL,ECHS1
ACADL,ACSL1
ACADM,PCK2
ACADM,EHHADH
ACADM,CAT
ACADM,ACADS
ACADM,MCEE
ACADM,GOT2
ACADM,ACLY
ACADM,FABP4
ACADM,MLYCD
ACADM,BBOX1
ACADM,MGLL
ACADM,GPAM
ACADM,SLC27A2
ACADM,BCKDHA
ACADM,MUT
ACADM,FARSB
ACADM,FABP1
ACADM,CRYL1
ACADM,ACOX2
ACADM,BCKDHB
ACADM,PCK1
ACADM,BCAT2
ACADM,CARM1
ACADM,SLC25A20
ACADM,ACSL4
ACADM,ACSL5
ACADM,GOLGA4
ACADM,ACSL3
ACADM,ECHS1
ACADM,ACADSB
ACADM,HMGCS2
ACADM,DBT
ACADM,SCD
ACADM,IDH3B
ACADM,PCCA
ACADM,ALDOB
ACADM,GPT
ACADM,PGM1
ACADM,ECHDC2
ACADM,SCP2
ACADM,HMGCL
ACADM,ALDH6A1
ACADM,DDX39B
ACADM,ANAPC7
ACADM,ACSF3
ACADM,ACSL1
ACADM,ETFDH
ACADM,TBL1XR1
ACADM,HADH
ACADS,PCK2
ACADS,ACOT8
ACADS,GCDH
ACADS,AGXT2
ACADS,EHHADH
ACADS,CAT
ACADS,HMGCS2
ACADS,CROT
ACADS,UBE4A
ACADS,ACSL4
ACADS,ACOX2
ACADS,BCAT2
ACADS,PFKFB1
ACADS,GYS1
ACADS,ACSL3
ACADS,HMGCL
ACADS,ADHFE1
ACADS,MGLL
ACADS,RFC3
ACADS,ASPG
ACADS,ECHDC2
ACADS,SCP2
ACADS,CRYL1
ACADS,GLYCTK
ACADS,ACSL1
ACADS,SLC25A20
ACADS,ACSL5
ACADS,ACSF3
ACADS,SEPHS1
ACADS,ETFDH
ACADS,ACADSB
ACADS,AOX1
ACADS,ALDH1B1
ACADS,ALDH2
ACADS,HADH
ACADS,ACSM1
ACADS,ACSM5
ACADS,DBT
ACADS,ACSS3
ACADS,ACSS2
ACADS,ACSS1
ACADS,ACSM2A
ACADS,ACSM2B
ACADS,ACSM3
ACADS,PCCA
ACADS,ALDH6A1
ACADS,ECHS1
ACADSB,GCDH
ACADSB,EHHADH
ACADSB,DHTKD1
ACADSB,BCKDHA
ACADSB,CRYL1
ACADSB,ACOX2
ACADSB,BCKDHB
ACADSB,BCAT2
ACADSB,ACSM2B
ACADSB,ACSL4
ACADSB,ACSL5
ACADSB,ACSL3
ACADSB,ECHS1
ACADSB,BDH1
ACADSB,RFC3
ACADSB,AGPAT2
ACADSB,ECHDC2
ACADSB,PCCA
ACADSB,ETFDH
ACADSB,ACSL1
ACADSB,ACSF3
ACADSB,ADHFE1
ACADSB,HADH
ACADSB,ALDH6A1
ACADSB,DBT
ACBD3,GOLGA5
ACBD3,GOLGA3
ACBD3,EHD4
ACBD3,GORASP2
ACBD3,ARFGEF1
ACBD3,GOLPH3
ACBD3,ACSM3
ACBD3,PPP1R8
ACBD3,HTT
ACBD3,STEAP3
ACBD3,TTC38
ACBD3,C10orf76
ACBD3,EFTUD2
ACBD3,GBF1
ACBD3,GOLGB1
ACBD4,PEX11B
ACBD4,SCP2
ACIN1,SF3A1
ACIN1,PHF5A
ACIN1,PABPN1
ACIN1,PNN
ACIN1,HNRNPL
ACIN1,SF3A2
ACIN1,SART3
ACIN1,DDX39A
ACIN1,UBA2
ACIN1,SF1
ACIN1,BCLAF1
ACIN1,SRRT
ACIN1,PRPF8
ACIN1,SRSF10
ACIN1,EHMT2
ACIN1,SSRP1
ACIN1,MATR3
ACIN1,LSM2
ACIN1,SNRNP200
ACIN1,SUMO1
ACIN1,THRAP3
ACIN1,XRCC5
ACIN1,HNRNPA1
ACIN1,SNRNP70
ACIN1,SF3B4
ACIN1,UPF1
ACIN1,SF3B1
ACIN1,HNRNPUL2
ACIN1,U2AFBP
ACIN1,TRA2B
ACIN1,SRSF3
ACIN1,HNRNPH1
ACIN1,U2AF2
ACIN1,HNRNPUL1
ACIN1,RBM8A
ACIN1,SRSF7
ACIN1,ALYREF
ACIN1,NDUFAF4
ACIN1,RFC3
ACIN1,DDX39B
ACIN1,SAFB
ACIN1,PRPF40A
ACIN1,NCBP1
ACIN1,EIF4A3
ACIN1,SRRM1
ACIN1,MAGOH
ACIN1,SRPK2
ACIN1,HNRNPU
ACIN1,CASP3
ACIN1,SRRM2
ACIN1,API5
ACIN1,RNPS1
ACLY,C12orf5
ACLY,PCK2
ACLY,IDH3G
ACLY,PLOD3
ACLY,EHHADH
ACLY,GOT2
ACLY,SIRT2
ACLY,ACSS2
ACLY,KHK
ACLY,ADIPOQ
ACLY,SHMT1
ACLY,AGPAT1
ACLY,GSK3B
ACLY,UGP2
ACLY,BCAT2
ACLY,ALDOB
ACLY,MTTP
ACLY,MVK
ACLY,BCKDHB
ACLY,FABP4
ACLY,SLC2A2
ACLY,GLS
ACLY,MGLL
ACLY,DBT
ACLY,SLC25A20
ACLY,PSAT1
ACLY,MLYCD
ACLY,HK1
ACLY,CROT
ACLY,ACSS3
ACLY,GLS2
ACLY,KPNA4
ACLY,CTH
ACLY,GPD1
ACLY,FBP1
ACLY,MTOR
ACLY,ME2
ACLY,IDI1
ACLY,GPD2
ACLY,PFKP
ACLY,HADH
ACLY,ACSL5
ACLY,SRRT
ACLY,CLYBL
ACLY,ACSL1
ACLY,UBR4
ACLY,DHTKD1
ACLY,GPAM
ACLY,SQLE
ACLY,OGDHL
ACLY,G6PD
ACLY,IDH3B
ACLY,ACSS1
ACLY,SCD
ACLY,PKM
ACLY,NIT2
ACLY,ASL
ACLY,HMGCL
ACLY,MUT
ACLY,HMGCS2
ACLY,GLUD2
ACLY,GLUD1
ACLY,PCK1
ACLY,MLXIPL
ACLY,PC
ACMSD,STBD1
ACMSD,HIP1R
ACMSD,GNS
ACMSD,KYNU
ACMSD,ALDH8A1
ACMSD,HAAO
ACMSD,ACOT12
ACMSD,GAK
ACMSD,GBA
ACMSD,AFMID
ACMSD,BCKDK
ACMSD,UROC1
ACMSD,TDO2
ACMSD,KMO
ACMSD,QPRT
ACOT12,ACOT8
ACOT12,ACOT13
ACOT12,EHHADH
ACOT12,ACSS2
ACOT12,ALDH2
ACOT12,MLYCD
ACOT12,PCTP
ACOT12,GYS1
ACOT12,AGPAT2
ACOT12,ACSF3
ACOT12,ARAP1
ACOT12,ACOT7
ACOT12,STARD5
ACOT12,ALDH6A1
ACOT12,ALDH1B1
ACOT12,ACSS1
ACOT13,ACOT8
ACOT13,SUPV3L1
ACOT13,NDUFAF2
ACOT13,GABPA
ACOT13,HADH
ACOT13,ECHS1
ACOT13,MRPS9
ACOT13,PBDC1
ACOT13,ACSL3
ACOT13,MRPL19
ACOT13,ACSL1
ACOT13,NEK7
ACOT13,TRNT1
ACOT13,ACOT7
ACOT13,PCTP
ACOT7,ACOT8
ACOT7,RAD21
ACOT7,PPIH
ACOT7,ACSL5
ACOT7,SCP2
ACOT7,ECHDC2
ACOT7,ACSL1
ACOT7,MGST1
ACOT7,IDI1
ACOT8,RALGAPA2
ACOT8,PHKA2
ACOT8,NMT1
ACOT8,PEX6
ACOT8,ACSL4
ACOT8,ACSL3
ACOT8,LSM6
ACOT8,ACSL5
ACOT8,PEX11B
ACOT8,ACSL1
ACOT8,ACSF3
ACOT8,PEX16
ACOT8,PXMP4
ACOT8,SLC27A5
ACOT8,IDE
ACOT8,EPHX2
ACOT8,DHRS4
ACOT8,DAO
ACOT8,HMGCL
ACOT8,SCP2
ACOT8,SLC27A2
ACOT8,CROT
ACOT8,CAT
ACOT8,MLYCD
ACOT8,ACOX2
ACOT8,EHHADH
ACOT8,BAAT
ACOT8,HAO1
ACOT8,HAO2
ACOT8,PIPOX
ACOT8,GNPAT
ACOX2,GCDH
ACOX2,DAO
ACOX2,EHHADH
ACOX2,CAT
ACOX2,AKR1D1
ACOX2,PEX1
ACOX2,FABP4
ACOX2,BAAT
ACOX2,MLYCD
ACOX2,SLC27A5
ACOX2,AGPS
ACOX2,IDE
ACOX2,SLC27A2
ACOX2,FABP1
ACOX2,FABP5
ACOX2,CYP7A1
ACOX2,PEX6
ACOX2,CBR4
ACOX2,RBKS
ACOX2,ECHS1
ACOX2,SLC25A20
ACOX2,SCD
ACOX2,PRPF31
ACOX2,GPD2
ACOX2,ECHDC2
ACOX2,ACSF3
ACOX2,CYP8B1
ACOX2,HADH
ACOX2,PEX11B
ACOX2,HMGCL
ACOX2,EPHX2
ACOX2,DHRS4
ACOX2,CROT
ACOX2,ACSL3
ACOX2,ACSL4
ACOX2,HAO1
ACOX2,HAO2
ACOX2,PIPOX
ACOX2,ACSL1
ACOX2,ACSL5
ACOX2,GNPAT
ACOX2,SCP2
ACP6,FMO5
ACP6,CHD1L
ACP6,IDH3B
ACP6,ADHFE1
ACSF3,EHHADH
ACSF3,MCEE
ACSF3,GYS2
ACSF3,ALDH2
ACSF3,MLYCD
ACSF3,DNAJC10
ACSF3,AGPS
ACSF3,MUT
ACSF3,QDPR
ACSF3,CMBL
ACSF3,PEX6
ACSF3,GYS1
ACSF3,UPB1
ACSF3,BRI3BP
ACSF3,PHGDH
ACSF3,AGPAT2
ACSF3,HMGCL
ACSF3,AOX1
ACSF3,PSAT1
ACSF3,ALDH1B1
ACSF3,ALDH6A1
ACSF3,WBP2
ACSF3,HADH
ACSL1,GCDH
ACSL1,EHHADH
ACSL1,PEX16
ACSL1,CAT
ACSL1,GOT2
ACSL1,ACSS2
ACSL1,FABP4
ACSL1,GYS2
ACSL1,SLC27A5
ACSL1,MGLL
ACSL1,GPAM
ACSL1,ADH4
ACSL1,SLC27A2
ACSL1,PLIN2
ACSL1,FARSB
ACSL1,PDLIM3
ACSL1,FABP1
ACSL1,FABP5
ACSL1,GPD1
ACSL1,ACSS1
ACSL1,GYS1
ACSL1,PCK1
ACSL1,CARM1
ACSL1,SLC25A20
ACSL1,ACSL4
ACSL1,ACSL5
ACSL1,AKAP9
ACSL1,ACSL3
ACSL1,ECHS1
ACSL1,PEX11B
ACSL1,HMGCS2
ACSL1,SCD
ACSL1,SCP2
ACSL1,AGPAT2
ACSL1,HMGCL
ACSL1,BDH1
ACSL1,GPT
ACSL1,AGPAT1
ACSL1,ADHFE1
ACSL1,PXMP4
ACSL1,ADIPOQ
ACSL1,TBL1XR1
ACSL1,HADH
ACSL3,EHHADH
ACSL3,ACSS2
ACSL3,LPCAT2
ACSL3,MLYCD
ACSL3,SLC27A5
ACSL3,MGLL
ACSL3,GPAM
ACSL3,SQLE
ACSL3,SLC27A2
ACSL3,PLIN2
ACSL3,FARSB
ACSL3,PDLIM3
ACSL3,ACSM3
ACSL3,CASP3
ACSL3,MLXIPL
ACSL3,ACSL4
ACSL3,RPL21
ACSL3,ACSL5
ACSL3,NDRG1
ACSL3,AGPAT2
ACSL3,AGPAT1
ACSL3,AUP1
ACSL3,LYN
ACSL3,SCD
ACSL3,SPG20
ACSL4,EHHADH
ACSL4,PEMT
ACSL4,MLYCD
ACSL4,SLC27A5
ACSL4,MGLL
ACSL4,SLC27A2
ACSL4,PLIN2
ACSL4,PDLIM3
ACSL4,FABP5
ACSL4,PTDSS1
ACSL4,MYOF
ACSL4,ACSL5
ACSL4,SCD
ACSL4,HTATIP2
ACSL4,SH3GLB1
ACSL5,PYGL
ACSL5,GCDH
ACSL5,EHHADH
ACSL5,PEX16
ACSL5,CAT
ACSL5,ACSS2
ACSL5,FABP4
ACSL5,GYS2
ACSL5,LPCAT2
ACSL5,SLC27A5
ACSL5,MGLL
ACSL5,GPAM
ACSL5,SLC27A2
ACSL5,SCAMP2
ACSL5,PLIN2
ACSL5,FARSB
ACSL5,PDLIM3
ACSL5,FABP1
ACSL5,CRYL1
ACSL5,CASP3
ACSL5,ACSS1
ACSL5,SLC25A20
ACSL5,AGPAT1
ACSL5,PEX11B
ACSL5,APOA4
ACSL5,HMGCS2
ACSL5,HADH
ACSL5,AGPAT2
ACSL5,SCD
ACSL5,HMGCL
ACSL5,SCP2
ACSL5,ALDOB
ACSM1,CBR4
ACSM2A,PTBP1
ACSM2A,AKR7A3
ACSM2A,RNMT
ACSM2B,PTBP1
ACSM2B,GLYAT
