"GeneName","DrugID"
"MAPK14","CB5W6M"
"MAPK14","CRF45X"
"MAPK14","CTB3W1"
"MAPK14","CWOM34"
"MAPK14","CZS4N7"
"MAPK14","CP18NC"
"MAPK14","C0XQ2Z"
"MAPK14","C45ENX"
"MAPK14","CMG14K"
"MAPK14","C18JQN"
"MAPK14","CR7N9O"
"MAPK14","CD48GV"
"MAPK14","C1YNB7"
"MAPK14","C1I3UJ"
"MAPK14","CU7TQ4"
"MAPK14","CZM23F"
"MAPK14","C1VPY8"
"MAPK14","CW4I0P"
"MAPK14","C9XM1V"
"MAPK14","CSFJ19"
"MAPK14","C6KHP9"
"MAPK14","C1TM3P"
"MAPK14","C0V7UW"
"MAPK14","CWV37N"
"MAPK14","D09OKU"
"MAPK14","CPS8Y5"
"MAPK14","CGD4C8"
"MAPK14","D0MR0B"
"MAPK14","CM5GN3"
"MAPK14","C37PYI"
"MAPK14","C0QX3Y"
"MAPK14","CD56XK"
"MAPK14","C1UM7B"
"MAPK14","CD1YH9"
"MAPK14","CW7NO2"
"MAPK14","C1SVT2"
"MAPK14","C18HKQ"
"MAPK14","C0QS8C"
"MAPK14","C7LR8Z"
"MAPK14","CD3A8N"
"MAPK14","CORC80"
"MAPK14","CND3A5"
"MAPK14","C54NCG"
"MAPK14","C54EKP"
"MAPK14","CZ47SV"
"MAPK14","C0Y7GI"
"MAPK14","CG1B5U"
"MAPK14","CN9YX4"
"MAPK14","CD63JL"
"MAPK14","C0ZHM6"
"MAPK14","CSOT12"
"MAPK14","CN18GD"
"MAPK14","C46MWH"
"MAPK14","C8KJO4"
"MAPK14","CGSX68"
"MAPK14","C6K2YS"
"MAPK14","CH61IV"
"MAPK14","C5AZ7B"
"MAPK14","CWU69I"
"MAPK14","C2W5RC"
"MAPK14","C31SXI"
"MAPK14","COMG36"
"MAPK14","CSI8G7"
"MAPK14","CF5X3J"
"MAPK14","CK3XZ9"
"MAPK14","D07IHM"
"MAPK14","CSB1X0"
"MAPK14","C1YUD0"
"MAPK14","CM4KA6"
"MAPK14","CXF2T5"
"MAPK14","CCVM23"
"MAPK14","D0Q8CR"
"MAPK14","C06YZB"
"MAPK14","CI7V8S"
"MAPK14","C4HN7F"
"MAPK14","COW9Z6"
"MAPK14","CS0VX8"
"MAPK14","COYM25"
"MAPK14","C4U7BS"
"MAPK14","C57TVC"
"MAPK14","CAF0M5"
"MAPK14","C0LPI8"
"MAPK14","CY28MQ"
"MAPK14","C2K0XC"
"MAPK14","CDUS92"
"MAPK14","C4R6OD"
"MAPK14","CLXC40"
"MAPK14","D0Q7RE"
"MAPK14","D0AZ3C"
"MAPK14","C3OL0J"
"MAPK14","CK67BQ"
"MAPK14","C1UMI4"
"MAPK14","C0AZ2Q"
"MAPK14","CEKL46"
"MAPK14","CA2OB4"
"MAPK14","CE4D6B"
"MAPK14","CC93JP"
"MAPK14","C7TK5E"
"MAPK14","CVI6H7"
"MAPK14","C4BR9S"
"MAPK14","CL5GO8"
"MAPK14","CSN39H"
"MAPK14","CPXG60"
"MAPK14","C5N7DG"
"MAPK14","CZG15T"
"MAPK14","C7A6ZC"
"MAPK14","CBR20T"
"MAPK14","CDR82H"
"MAPK14","CVIC49"
"MAPK14","D09GQO"
"MAPK14","CA7RU3"
"MAPK14","CWT08P"
"MAPK14","C07XIK"
"MAPK14","C2DJA0"
"MAPK14","C5GAK1"
"MAPK14","C0HZ8O"
"MAPK14","CF4MP8"
"MAPK14","C7F4QU"
"MAPK14","CM72QB"
"MAPK14","C7KIT4"
"MAPK14","CP0HW4"
"MAPK14","C5UK3J"
"MAPK14","CYS76K"
"MAPK14","CFG2M8"
"MAPK14","CC36RU"
"MAPK14","CPYI29"
"MAPK14","CSM62L"
"MAPK14","CU96LD"
"MAPK14","CMV37E"
"MAPK14","CQC10N"
"MAPK14","D0AZ3C"
"MAPK14","CO85QC"
"MAPK14","CPQ2C3"
"MAPK14","C7MG0P"
"MAPK14","CG4L7Y"
"MAPK14","CJ6T4Y"
"MAPK14","CAM8H7"
"MAPK14","CLQ25G"
"MAPK14","CG9Y8F"
"MAPK14","CL5J7O"
"MAPK14","C78GTF"
"MAPK14","CV5I3W"
"MAPK14","C6ZW1R"
"MAPK14","CHGX21"
"MAPK14","CSTC56"
"MAPK14","CM95IS"
"MAPK14","C8AY3B"
"MAPK14","C53NSH"
"MAPK14","CTA4K2"
"MAPK14","CEM36Q"
"MAPK14","C3ZOG2"
"MAPK14","C8KY1N"
"MAPK14","C24WSE"
"MAPK14","CW19FP"
"MAPK14","CBF28W"
"MAPK14","C3LH7E"
"MAPK14","C2F9YS"
"MAPK14","CI96GZ"
"MAPK14","CF0EA3"
"MAPK14","C7QHS0"
"MAPK14","C4DM0E"
"MAPK14","CH2R7X"
"MAPK14","CO26NI"
"MAPK14","C4WT6O"
"MAPK14","C3NJS0"
"MAPK14","C7KT8F"
"MAPK14","CT1HS5"
"MAPK14","CR3H9E"
"MAPK14","C7D1GP"
"MAPK14","CV91QN"
"MAPK14","CK50DN"
"MAPK14","CAXC54"
"MAPK14","CX0G7W"
"MAPK14","D0QN6U"
"MAPK14","CMF42A"
"MAPK14","CCT95H"
"MAPK14","C4HN5F"
"MAPK14","C2WH0M"
"MAPK14","CJ4LB9"
"MAPK14","CG47NJ"
"MAPK14","D0E3TC"
"MAPK14","D09MGR"
"MAPK14","C71QZD"
"MAPK14","CN53CQ"
"MAPK14","C1E2PB"
"MAPK14","C5O1RM"
"MAPK14","C8N9QV"
"MAPK14","CQ0A5Y"
"MAPK14","CIW8H3"
"MAPK14","C0QCG4"
"MAPK14","C1U8XW"
"MAPK14","COP67X"
"MAPK14","C7SQ6R"
"MAPK14","C51ARC"
"MAPK14","CR3GI1"
"MAPK14","CC7N3H"
"MAPK14","CE32BQ"
"MAPK14","C6VF0N"
"MAPK14","C3JYC2"
"MAPK14","CTCF71"
"MAPK14","CPE46J"
"MAPK14","C96UFD"
"MAPK14","CTV6K2"
"MAPK14","C0IKS3"
"MAPK14","C6QY8E"
"MAPK14","CZI65E"
"MAPK14","CCH60W"
"MAPK14","CZ90FU"
"MAPK14","CE73DF"
"MAPK14","CW5C7Q"
"MAPK14","C0WU9I"
"MAPK14","CMN15K"
"MAPK14","CE76QR"
"MAPK14","CY49JK"
"MAPK14","D03LWG"
"MAPK14","CEB6Y4"
"MAPK14","CG7X5S"
"MAPK14","CD8P0C"
"MAPK14","CKU31J"
"MAPK14","C3ZUL4"
"MAPK14","C3T6GM"
"MAPK14","C26ILZ"
"MAPK14","CYV59W"
"MAPK14","CQR6U0"
"MAPK14","CEK2I5"
"MAPK14","C8AW6R"
"MAPK14","CB76ET"
"MAPK14","CY3MQ8"
"MAPK14","CLN2U7"
"MAPK14","COD90K"
"MAPK14","CU07SO"
"MAPK14","C0SCD8"
"MAPK14","C3D7CB"
"MAPK14","C2KQL8"
"MAPK14","CEA5R6"
"MAPK14","CCR8P6"
"MAPK14","CDZ09I"
"MAPK14","CLGU31"
"MAPK14","CWH37T"
"MAPK14","CF7H1U"
"MAPK14","CF1P3X"
"MAPK14","CS3RQ4"
"MAPK14","COU97C"
"MAPK14","C9J6ZK"
"MAPK14","CBI64H"
"MAPK14","C4RJ0E"
"MAPK14","C83VNA"
"MAPK14","CRO4Z2"
"MAPK14","CS0HQ8"
"MAPK14","C3X7EU"
"MAPK14","C1HW4B"
"MAPK14","C6T8MO"
"MAPK14","CC2L3G"
"MAPK14","C6VFC4"
"MAPK14","CM3A8O"
"MAPK14","C0V3GD"
"MAPK14","CNJY05"
"MAPK14","CP84QJ"
"MAPK14","C69SEG"
"MAPK14","C2NLT0"
"MAPK14","C3R7XB"
"MAPK14","C8MA3S"
"MAPK14","C8MN3J"
"MAPK14","CV47WL"
"MAPK14","CH1YI6"
"MAPK14","C67VXQ"
"MAPK14","CG60EM"
"MAPK14","CSM49E"
"MAPK14","CPR70N"
"MAPK14","CS4G8X"
"MAPK14","C57NRL"
"MAPK14","CBI12T"
"MAPK14","C98ACB"
"MAPK14","CF16ZR"
"MAPK14","CAG7M1"
"MAPK14","C2A9KV"
"MAPK14","CXR91C"
"MAPK14","CVT2Y5"
"MAPK14","C1WU0N"
"MAPK14","C5IW6G"
"MAPK14","CV29PN"
"MAPK14","C39FOS"
"MAPK14","CDP45J"
"MAPK14","C4UY3Q"
"MAPK14","C9N0VD"
"MAPK14","D0JR3W"
"MAPK14","CWN1B8"
"MAPK14","C5PQ8U"
"MAPK14","C3CYJ6"
"MAPK14","CVK82Q"
"MAPK14","CJ2UL8"
"MAPK14","C4PQ8K"
"MAPK14","CIM3Z0"
"MAPK14","CXSI14"
"MAPK14","CJOM49"
"MAPK14","D00PPB"
"MAPK14","CH4FY5"
"MAPK14","C94EPL"
"MAPK14","CFZN51"
"MAPK14","CA1PU9"
"MAPK14","CV05IX"
"MAPK14","C60EOJ"
"MAPK14","C1Z9YW"
"MAPK14","C42BWS"
"MAPK14","C2VD6T"
"MAPK14","CGE4R2"
"MAPK14","CFZ97I"
"MAPK14","D09QBA"
"MAPK14","CW5P4Z"
"MAPK14","CZ5Y3V"
"MAPK14","CU0TP2"
"MAPK14","C8QEP0"
"MAPK14","CV1PR2"
"MAPK14","CR0L9N"
"MAPK14","CQG39V"
"MAPK14","C6TM5W"
"MAPK14","C0YHS3"
"MAPK14","C5DGR9"
"MAPK14","CK3CF4"
"MAPK14","CANH59"
"MAPK14","C97CXH"
"MAPK14","C4WRN5"
"MAPK14","CJ97YS"
"MAPK14","CL8J9G"
"MAPK14","CMF1N8"
"MAPK14","CMF73O"
"MAPK14","CY2QT7"
"MAPK14","C1OT8R"
"MAPK14","CJT0A3"
"MAPK14","CG1I9K"
"MAPK14","C8IOV0"
"MAPK14","C5IM2Q"
"MAPK14","CNLH48"
"MAPK14","CRQ5E3"
"MAPK14","CD09ZQ"
"MAPK14","CF76IL"
"MAPK14","C5TAI0"
"MAPK14","CEIW40"
"MAPK14","CYX96C"
"MAPK14","CRX6F0"
"MAPK14","C09XAJ"
"MAPK14","CK52AC"
"MAPK14","CD9J0Y"
"MAPK14","C1K3XE"
"MAPK14","C4KMP8"
"MAPK14","C46ICV"
"MAPK14","C7MHU6"
"MAPK14","C1YN7X"
"MAPK14","CHV2K1"
"MAPK14","CSK2J0"
"MAPK14","CHQZ25"
"MAPK14","C1LV6N"
"MAPK14","CCZ2V9"
"MAPK14","C7ZE6M"
"MAPK14","CT56IM"
"MAPK14","CFY08G"
"MAPK14","CG73IQ"
"MAPK14","C2BVO6"
"MAPK14","C6TJ1P"
"MAPK14","CWS3L1"
"MAPK14","C9R3KY"
"MAPK14","C4JCT1"
"MAPK14","CG1LX5"
"MAPK14","CFPI31"
"MAPK14","C3Q4RA"
"MAPK14","CRJV69"
"MAPK14","C4CX6W"
"MAPK14","C5AKQ2"
"MAPK14","CC03QG"
"MAPK14","C1E7QT"
"MAPK14","D0E6XR"
"MAPK14","D0Q0AP"
"MAPK14","C27ALZ"
"MAPK14","C8V4NP"
"MAPK14","CG7QL4"
"MAPK14","C52RAH"
"MAPK14","CC1U4X"
"MAPK14","CHSF07"
"MAPK14","C7LB0I"
"MAPK14","C8CA3X"
"MAPK14","CINC08"
"MAPK14","CJ9AH3"
"MAPK14","C6R7OP"
"MAPK14","D0T3ME"
"MAPK14","CX45TP"
"MAPK14","CX6ID5"
"MAPK14","C8W1PC"
"MAPK14","C6C2GX"
"MAPK14","CTY20A"
"MAPK14","CJ6Y8X"
"MAPK14","C9N3UM"
"MAPK14","CHM90F"
"MAPK14","CC0W1O"
"MAPK14","CP37MN"
"MAPK14","CU9CG5"
"MAPK14","CWH9Z2"
"MAPK14","C47CRW"
"MAPK14","CH19QA"
"MAPK14","CSY41F"
"MAPK14","C2JUK5"
"MAPK14","C9CJP7"
"MAPK14","CMG41Z"
"MAPK14","C3MLV7"
"MAPK14","CT4WS5"
"MAPK14","CV1SK7"
"MAPK14","C24PEO"
"MAPK14","CK9Z5W"
"MAPK14","C71FZL"
"MAPK14","CZ2A6L"
"MAPK14","C9U5RT"
"MAPK14","CR9L5X"
"MAPK14","CGQ8D3"
"MAPK14","CP59GK"
"MAPK14","CS14CX"
"MAPK14","C0IMF8"
"MAPK14","CUT1S8"
"MAPK14","C2ZE7R"
"MAPK14","CNK3C1"
"MAPK14","CI2ZH0"
"MAPK14","COQ93C"
"MAPK14","C96GKZ"
"MAPK14","CDYR79"
"MAPK14","CI7F1U"
"MAPK14","CGZ76S"
"MAPK14","CH5K9N"
"MAPK14","CBGC24"
"MAPK14","C54ARD"
"MAPK14","CSV5K7"
"MAPK14","C1V3EY"
"MAPK14","C7VF9T"
"MAPK14","C91JFI"
"MAPK14","C3M0AT"
"MAPK14","C42GOJ"
"MAPK14","CXEL67"
"MAPK14","CI8HJ9"
"MAPK14","CKV70B"
"MAPK14","C2Y0RL"
"MAPK14","D0N6ES"
"MAPK14","CM6XF2"
"MAPK14","CLN19J"
"MAPK14","CPS4C6"
"MAPK14","C51HGX"
"MAPK14","CIAX13"
"MAPK14","CL1CM8"
"MAPK14","C7LD2G"
"MAPK14","C6VB3O"
"MAPK14","C38GTD"
"MAPK14","C4STL5"
"MAPK14","C72EHI"
"MAPK14","CF9J6K"
"MAPK14","C23XFT"
"MAPK14","CKJ16G"
"MAPK14","C1EYU6"
"MAPK14","CAR3X1"
"MAPK14","CKE0V9"
"MAPK14","CAN64P"
"MAPK14","C2CIY0"
"MAPK14","C8YHF3"
"MAPK14","C3I4MH"
"MAPK14","CX9FN7"
"MAPK14","C82FIP"
"MAPK14","C6KCQ9"
"MAPK14","CT78EQ"
"MAPK14","C9VFU0"
"MAPK14","C5BO6N"
"MAPK14","CMG97R"
"MAPK14","CB51LJ"
"MAPK14","C0NQ5X"
"MAPK14","CB1OI3"
"MAPK14","C38UWP"
"MAPK14","CP9LH4"
"MAPK14","CKPG46"
"MAPK14","C7DY8U"
"MAPK14","CLJ18D"
"MAPK14","C58BSC"
"MAPK14","C3FD4L"
"MAPK14","C2SUY0"
"MAPK14","CU53MJ"
"MAPK14","C8B0WP"
"MAPK14","CCMX82"
"MAPK14","CNBY51"
"MAPK14","CY1VF8"
"MAPK14","C90IFU"
"MAPK14","CZ08YH"
"MAPK14","C9KR5G"
"MAPK14","C67ACU"
"MAPK14","C9KY3F"
"MAPK14","CU0Z3A"
"MAPK14","C4IDA7"
"MAPK14","CL63JW"
"MAPK14","CW39RD"
"MAPK14","CMU2T8"
"MAPK14","C46VLA"
"MAPK14","CRP9D1"
"MAPK14","C37OKW"
"MAPK14","C18DMX"
"MAPK14","CHLO87"
"MAPK14","C9NM7B"
"MAPK14","CN4QP1"
"MAPK14","CPOB90"
"MAPK14","CZ2PC3"
"MAPK14","D00JGL"
"MAPK14","CL14EK"
"MAPK14","C6SUK7"
"MAPK14","CRP13I"
"MAPK14","CL48YQ"
"MAPK14","CKC26J"
"MAPK14","CZ87FI"
"MAPK14","CHU3Z8"
"MAPK14","C53GWF"
"MAPK14","C0P7QO"
"MAPK14","CNK08A"
"MAPK14","CJF80K"
"MAPK14","D0XB4P"
"MAPK14","C34FNC"
"MAPK14","C6Q4RS"
"MAPK14","CVE5C7"
"MAPK14","D0O7BW"
"MAPK14","CTH0A9"
"MAPK14","C8LIW4"
"MAPK14","CA1FM3"
"MAPK14","CWXJ06"
"MAPK14","D0B9BU"
"MAPK14","COPZ96"
"MAPK14","CT7S3V"
"MAPK14","CQE08U"
"MAPK14","C3TRK1"
"MAPK14","C70IFZ"
"MAPK14","C0EQ6J"
"MAPK14","CAF2I3"
"MAPK14","C4PDT6"
"MAPK14","C51EID"
"MAPK14","CC0AN7"
"MAPK14","CWH5G9"
"MAPK14","C17PSI"
"MAPK14","C3V0TX"
"MAPK14","CD2LM3"
"MAPK14","C2XZE7"
"MAPK14","CQP98N"
"MAPK14","CKE8N1"
"MAPK14","C1EY3N"
"MAPK14","C2NXM3"
"MAPK14","CR6A7G"
"MAPK14","CWYD38"
"MAPK14","C3G5OU"
"MAPK14","CH56RI"
"MAPK14","C7YO8F"
"MAPK14","C5TO3U"
"MAPK14","C4MCY5"
"MAPK14","C2DW6T"
"MAPK14","C2Y3WG"
"MAPK14","CY8LJ5"
"MAPK14","CP4UQ3"
"MAPK14","C2QC0S"
"MAPK14","C2UAQ1"
"MAPK14","C0G1BS"
"MAPK14","C5ZWR1"
"MAPK14","C6Y4GF"
"MAPK14","CS3K1P"
"MAPK14","CO91FC"
"MAPK14","CG68HZ"
"MAPK14","C6IG5T"
"MAPK14","C60COV"
"MAPK14","CCPA08"
"MAPK14","C7U0FQ"
"MAPK14","CCK31F"
"MAPK14","C56TNL"
"MAPK14","CNRP95"
"MAPK14","CJ93PH"
"MAPK14","C5TQ4F"
"MAPK14","CLV20U"
"MAPK14","CYZ9K6"
"MAPK14","CD5L3J"
"MAPK14","C26AXT"
"MAPK14","C6HR5F"
"MAPK14","C6SMY7"
"MAPK14","CRTE24"
"MAPK14","CVJ6K9"
"MAPK14","CE1O3B"
"MAPK14","C9WF3I"
"MAPK14","CRO3B9"
"MAPK14","CP7DK8"
"MAPK14","CUCO48"
"MAPK14","D0L8HO"
"MAPK14","C56PNG"
"MAPK14","C8TH5W"
"MAPK14","D05ZUX"
"MAPK14","CRG17A"
"MAPK14","C3LI2Q"
"MAPK14","C1KYD0"
"MAPK14","C6EM7B"
"MAPK14","C4V1EU"
"MAPK14","CM92AB"
"MAPK14","CS32IR"
"MAPK14","CUL6X2"
"MAPK14","CFIP48"
"MAPK14","C92XIV"
"MAPK14","CGX17T"
"MAPK14","C6RK2D"
"MAPK14","C29ZDN"
"MAPK14","CJL83X"
"MAPK14","D0D9AH"
"MAPK14","COY57J"
"MAPK14","CF19ZB"
"MAPK14","C28ZVH"
"MAPK14","CV7KB9"
"MAPK14","CNS7K6"
"MAPK14","CTF73G"
"MAPK14","C2TGF7"
"MAPK14","COQ7U6"
"MAPK14","C28QAH"
"MAPK14","C28LIB"
"MAPK14","CSZ98U"
"MAPK14","C6GDA4"
"MAPK14","C6WD4Q"
"MAPK14","CU1CM2"
"MAPK14","CBN96T"
"MAPK14","C5EI2W"
"MAPK14","C6Z5KS"
"MAPK14","CP63DB"
"MAPK14","CCN6F5"
"MAPK14","CKJQ40"
"MAPK14","CD29CQ"
"MAPK14","CF07OU"
"MAPK14","CIC24O"
"MAPK14","CD5LH6"
"MAPK14","CVO3X1"
"MAPK14","CX28HG"
"MAPK14","C9BH3M"
"MAPK14","CO37WN"
"MAPK14","CWP49G"
"MAPK14","C09GAW"
"MAPK14","CEJ7T0"
"MAPK14","CW9E5O"
"MAPK14","CWP46T"
"MAPK14","C4UHZ6"
"MAPK14","CQJI95"
"MAPK14","C7IWY9"
"MAPK14","CIEM10"
"MAPK14","C9BGM8"
"MAPK14","CM79AH"
"MAPK14","CO49ZL"
"MAPK14","CYL1R5"
"MAPK14","C0BD8N"
"MAPK14","C13EYW"
"MAPK14","CLBP72"
"MAPK14","C8HZ1V"
"MAPK14","CLO43V"
"MAPK14","C5SNQ8"
"MAPK14","CJ58LI"
"MAPK14","CAK9J8"
"MAPK14","CC96LP"
"MAPK14","CX9UC1"
"MAPK14","CV4Y6Z"
"MAPK14","CZBS25"
"MAPK14","CN9H8P"
"MAPK14","C6MX3C"
"MAPK14","C2IA1Y"
"MAPK14","CA54SV"
"MAPK14","CJ25IG"
"MAPK14","CO5WR4"
"MAPK14","CXK47R"
"MAPK14","C09TIS"
"MAPK14","CI9W8E"
"MAPK14","C0VB6Q"
"MAPK14","C1M9DQ"
"MAPK14","C9HVR8"
"MAPK14","CIZ6B4"
"MAPK14","CO1IG5"
"MAPK14","CCED24"
"MAPK14","CCM64U"
"MAPK14","D00NWF"
"MAPK14","CX0QC1"
"MAPK14","CYZC57"
"MAPK14","CYO3A9"
"MAPK14","CY8S9M"
"MAPK14","CJG7R1"
"MAPK14","C2N1EK"
"MAPK14","CUD5N1"
"MAPK14","C6SW9P"
"MAPK14","C6C0HQ"
"MAPK14","C7F6HZ"
"MAPK14","CN2XE5"
"MAPK14","C8AH1I"
"MAPK14","C2J3FM"
"MAPK14","CSX7Y1"
"MAPK14","CBA4X0"
"MAPK14","C1QUH6"
"MAPK14","D0L3DF"
"MAPK14","D08WFC"
"MAPK14","C0XZ8K"
"MAPK14","CYQ25D"
"MAPK14","C5G7JS"
"MAPK14","CP8AX1"
"MAPK14","C7WTC4"
"MAPK14","CZUO02"
"MAPK14","CF58LA"
"MAPK14","CG6I2V"
"MAPK14","C9KS6Q"
"MAPK14","CWM32N"
"MAPK14","CT4J3C"
"MAPK14","C1FBE5"
"MAPK14","C5TNF1"
"MAPK14","C0ZI2V"
"MAPK14","C29IYW"
"MAPK14","CL85DA"
"MAPK14","D0J3LR"
"MAPK14","CK1HA9"
"MAPK14","CO5K8Q"
"MAPK14","C28UZX"
"MAPK14","CB59MP"
"MAPK14","CLST29"
"MAPK14","CBX2M5"
"MAPK14","C7IVP6"
"MAPK14","C3QI0B"
"MAPK14","CZI9N1"
"MAPK14","C8IV2N"
"MAPK14","C2C4SX"
"MAPK14","CA4J6X"
"MAPK14","C9MFI3"
"MAPK14","D0LF0O"
"MAPK14","CI9B4S"
"MAPK14","CNT0W7"
"MAPK14","CPZJ67"
"MAPK14","CJF89L"
"MAPK14","CFY5E9"
"MAPK14","C96BNW"
"MAPK14","CD7LW5"
"MAPK14","C1A5TZ"
"MAPK14","CAGM35"
"MAPK14","CH4W9B"
"MAPK14","C3E1OW"
"MAPK14","D09HXU"
"MAPK14","CBM6P3"
"MAPK14","C1L6FM"
"MAPK14","CMI8O6"
"MAPK14","C6YXV2"
"MAPK14","C0OQ5J"
"MAPK14","C27EAU"
"MAPK14","CCO1Q7"
"MAPK14","C89KGM"
"MAPK14","C78SZC"
"MAPK14","CKU4L5"
"MAPK14","C5Z1TA"
"MAPK14","C8GEJ7"
"MAPK14","CQ0ZP3"
"MAPK14","D0OZ2S"
"MAPK14","D0M2OL"
"MAPK14","C61FOL"
"MAPK14","C8G5YN"
"MAPK14","C3AFG5"
"MAPK14","C45YBP"
"MAPK14","C89FTX"
"MAPK14","CBXL72"
"MAPK14","CLD91A"
"MAPK14","C8SOW7"
"MAPK14","D0X4MN"
"MAPK14","C9P1SC"
"MAPK14","CZX86H"
"MAPK14","CQJR79"
"MAPK14","CZP29I"
"MAPK14","CI5B2F"
"MAPK14","CT51IV"
"MAPK14","CER2Y0"
"MAPK14","C84KVY"
"MAPK14","C4C5AG"
"MAPK14","C52MYD"
"MAPK14","CFO76I"
"MAPK14","C3XJY4"
"MAPK14","CADH96"
"MAPK14","C7K1CO"
"MAPK14","CD4G8Y"
"MAPK14","CG75JF"
"MAPK14","C23WJU"
"MAPK14","C41MJN"
"MAPK14","CFID67"
"MAPK14","D0Y1SR"
"MAPK14","CL0CH1"
"MAPK14","C6UY2L"
"MAPK14","CMWJ79"
"MAPK14","C7N4DA"
"MAPK14","CM0T3L"
"MAPK14","CQ51GD"
"MAPK14","CKU14E"
"MAPK14","C8MP1T"
"MAPK14","D08BIP"
"MAPK14","CI5W8G"
"MAPK14","C6AWG3"
"MAPK14","CSG20K"
"MAPK14","CC7P2W"
"MAPK14","CM6PY9"
"MAPK14","C7ZKA4"
"MAPK14","C9ML7T"
"MAPK14","C13AQY"
"MAPK14","C01XZI"
"MAPK14","C2SP4L"
"MAPK14","C1S4UX"
"MAPK14","CJC95A"
"MAPK14","CRQ67H"
"MAPK14","CN1MD8"
"MAPK14","C74QME"
"MAPK14","CRO6A1"
"MAPK14","CI7ZE2"
"MAPK14","C7KGZ1"
"MAPK14","CCL85F"
"MAPK14","C3PTD5"
"MAPK14","COV0S9"
"MAPK14","CSX50G"
"MAPK14","C0ZO9T"
"MAPK14","CS7Q4W"
"MAPK14","CQ2VU1"
"MAPK14","C03UCH"
"MAPK14","C2DX7W"
"MAPK14","C0B4PF"
"MAPK14","C6TF5U"
"MAPK14","COCN94"
"MAPK14","C52KFW"
"MAPK14","CV68DR"
"MAPK14","D0CY1B"
"MAPK14","CV9JN8"
"MAPK14","CJR50B"
"MAPK14","C1C3QM"
"MAPK14","CF87VJ"
"MAPK14","CC65HR"
"MAPK14","C6JA5L"
"MAPK14","CMTC30"
"MAPK14","C91EKS"
"MAPK14","CA6BH5"
"MAPK14","CTX6P9"
"MAPK14","C8N7IV"
"MAPK14","C0O1QV"
"MAPK14","CJG90M"
"MAPK14","C3GH1P"
"MAPK14","C7WZ4T"
"MAPK14","C2IZ3W"
"MAPK14","C6EA4M"
"MAPK14","CTP92K"
"MAPK14","C4WMQ2"
"MAPK14","C4KC1J"
"MAPK14","CF3S4B"
"MAPK14","C7R6PT"
"MAPK14","CI91LV"
"MAPK14","C4Z8HO"
"MAPK14","C7HBP6"
"MAPK14","CQF3R0"
"MAPK14","C0P3OX"
"MAPK14","C7I9ER"
"MAPK14","C9AOP6"
"MAPK14","C2MEI7"
"MAPK14","C0JQ8T"
"MAPK14","D0M3AR"
"MAPK14","CPB13I"
"MAPK14","CZ6B2Y"
"MAPK14","C42CVU"
"MAPK14","CZ58LK"
"MAPK14","C4G7IQ"
"MAPK14","COC0F8"
"MAPK14","CZ06UK"
"MAPK14","C51CQV"
"MAPK14","CD5SM9"
"MAPK14","CH1L5D"
"MAPK14","CV63UL"
"MAPK14","CD58ZL"
"MAPK14","CNYW82"
"MAPK14","CVX1C3"
"MAPK14","C6WGB8"
"MAPK14","C6C4WV"
"MAPK14","C3CX4A"
"MAPK14","C7ZRO9"
"MAPK14","CBO8S2"
"MAPK14","CXOQ20"
"MAPK14","CRC25F"
"MAPK14","CWG8N1"
"MAPK14","C9RQN8"
"MAPK14","D02UFQ"
"MAPK14","CY7BI2"
"MAPK14","CU03RT"
"MAPK14","CCI3X6"
"MAPK14","CA31VJ"
"MAPK14","C7D9LI"
"MAPK14","CL7EP8"
"MAPK14","C5JRG0"
"MAPK14","CI73JH"
"MAPK14","CFE9H3"
"MAPK14","C4EG8R"
"MAPK14","CJL0N2"
"MAPK14","C6O3BN"
"MAPK14","CZK5O4"
"MAPK14","C2MD1Q"
"MAPK14","CVFK78"
"MAPK14","CX15YT"
"MAPK14","CMR1X7"
"MAPK14","CPGO35"
"MAPK14","C57RSX"
"MAPK14","CVX26E"
"MAPK14","CYXW48"
"MAPK14","C3SAR4"
"MAPK14","C0WCO2"
"MAPK14","CHE10T"
"MAPK14","CB24AN"
"MAPK14","CBU07V"
"MAPK14","CC9B8K"
"MAPK14","CL71CV"
"MAPK14","CQNP54"
"MAPK14","C47DES"
"MAPK14","C1C6FX"
"MAPK14","C6QG1U"
"MAPK14","CDK97Q"
"MAPK14","C1SI0V"
"MAPK14","CIJ2Z4"
"MAPK14","C4FBG5"
"MAPK14","CFOI16"
"MAPK14","C4E7TP"
"MAPK14","CWT38I"
"MAPK14","CY3T2E"
"MAPK14","CSG8J3"
"MAPK14","C5Z3KX"
"MAPK14","D02MVG"
"MAPK14","D0H8RU"
"MAPK14","C3K5OT"
"MAPK14","C82LCE"
"MAPK14","CX27YT"
"MAPK14","CTF12V"
"MAPK14","C2AN7T"
"MAPK14","C64ZQX"
"MAPK14","C4O0CH"
"MAPK14","C2RH1W"
"MAPK14","CYZ6X2"
"MAPK14","CKAQ93"
"MAPK14","CKI43O"
"MAPK14","CH80BE"
"MAPK14","C9MR8B"
"MAPK14","C8CE7P"
"MAPK14","C5T1ZU"
"MAPK14","CM1B8O"
"MAPK14","C6NPM1"
"MAPK14","CNUP53"
"MAPK14","CI2Z9M"
"MAPK14","C28BIC"
"MAPK14","CY6BV8"
"MAPK14","C3APV8"
"MAPK14","CR2U5G"
"MAPK14","CTX1H5"
"MAPK14","CDV6X9"
"MAPK14","CWV8N3"
