DrugID,label,module
COE04Y,D,2
C4A3XH,D,2
CZ38NR,D,2
CNPK95,D,2
D05FKT,D,2
C6YN0T,D,2
CYTJ82,D,2
CDP6E0,D,2
CM8W2Z,D,2
CZ5VX4,D,2
CDAQ62,D,2
CPVC31,D,2
CD29YZ,D,2
C9L5ZT,D,2
C8TP1V,D,2
CJO9Z6,D,2
CX3N7Z,D,2
D0S6VB,D,2
C64DUW,D,2
D0QE5B,D,2
CQ7UX8,D,2
C32RLZ,D,2
CJG45C,D,2
C9N3RP,D,2
CA0C7U,D,2
C2ZSF6,D,2
CILN42,D,2
CI31GS,D,2
CTK35D,D,2
C5UGR1,D,2
CU3JK1,D,2
CS3JX2,D,2
C4X8NT,D,2
C76NZI,D,2
CKR84E,D,2
CFOD51,D,2
D09DBH,D,2
C8REX5,D,2
CX8YE7,D,2
CCM82G,D,2
CFP6W9,D,2
CKV94U,D,2
C6YNZ3,D,2
CYW0R6,D,2
D0U2CB,D,2
C5YMR4,D,2
C8YC0P,D,2
CZYL49,D,2
CC3QF0,D,2
C40UHL,D,2
DB02052,D,2
CHU7P6,D,2
C9V8UX,D,2
COH23F,D,2
CIT7W2,D,2
C0P5AK,D,2
CS21VM,D,2
C4OJ3I,D,2
CGU69S,D,2
CQO9T1,D,2
C91VZI,D,2
CL6SQ4,D,2
CS38MY,D,2
C7RZ8L,D,2
C3F7GH,D,2
C1GV0Q,D,2
CN8G1X,D,2
D04FNQ,D,2
C78WJZ,D,2
CP8VO2,D,2
CK6VT0,D,2
C94JNM,D,2
CZ1J3H,D,2
CY3MB9,D,2
CKQ06A,D,2
C84GOY,D,2
D08HFK,D,2
DES36M,D,2
C32UVY,D,2
CZD5R6,D,2
C97ING,D,2
C7TN1U,D,2
D01QAR,D,2
D0S5DY,D,2
CV3EP5,D,2
CV82SU,D,2
C03JWM,D,2
CPD8I6,D,2
CI7K0M,D,2
CP8ZL1,D,2
C0LB6O,D,2
CD6J5Y,D,2
CP8HJ9,D,2
CYOI76,D,2
C5S2MP,D,2
CI3XK7,D,2
C1ICK8,D,2
C41YSN,D,2
C4JX5S,D,2
CLI64C,D,2
CWFQ46,D,2
CXZ2Q1,D,2
C4MEP2,D,2
CL3XS0,D,2
CGW49I,D,2
C2E7NM,D,2
CDTE34,D,2
CF39PJ,D,2
CS9V6B,D,2
CT4H7V,D,2
CXIB21,D,2
CL86GV,D,2
CXV96Y,D,2
CBK4Q5,D,2
CHG7L1,D,2
CZ5FM1,D,2
C0SGD7,D,2
CY4X5D,D,2
CA72OL,D,2
CNZ0F7,D,2
D04DQJ,D,2
D0DP9F,D,2
C0GT3E,D,2
C7RO4U,D,2
CU6W9N,D,2
C8AZ6K,D,2
C8NTK2,D,2
CHD5A1,D,2
CECO79,D,2
C01ZNY,D,2
CP8ZQ5,D,2
CUJ9F0,D,2
CU91HN,D,2
CP3EV2,D,2
D0O0VZ,D,2
CY83LZ,D,2
CU5IN7,D,2
CD3L1B,D,2
D09MTV,D,2
CU82ZD,D,2
D05QOR,D,2
CF36AC,D,2
CI7Z8X,D,2
C1EIF5,D,2
CY65UM,D,2
C3N2FJ,D,2
C9X7GB,D,2
D0F8QJ,D,2
CJ3N9V,D,2
CKO8G2,D,2
CA57OF,D,2
CHDV56,D,2
CN6ZR9,D,2
CBK58I,D,2
CLTJ42,D,2
D01BZE,D,2
D04XPJ,D,2
C7MR0A,D,2
CBH2L6,D,2
CO20UA,D,2
CH3GA6,D,2
CWQ31O,D,2
CS52FT,D,2
C2J3TK,D,2
C2XGZ3,D,2
C0RO9L,D,2
C89VBR,D,2
CGO46T,D,2
C4VWN3,D,2
D01SQY,D,2
C32DPL,D,2
CAY5U9,D,2
CT4JA5,D,2
C08KAB,D,2
CRS19Y,D,2
D00OTC,D,2
C1YPW8,D,2
CM34VK,D,2
CR9KU8,D,2
C53HRS,D,2
D0E3CO,D,2
CQ5A1X,D,2
C4J5EW,D,2
CZB62X,D,2
CHFC56,D,2
CJ5FC4,D,2
CJ23ZQ,D,2
D03QNE,D,2
C7C6LI,D,2
D05HSW,D,2
C2MJU1,D,2
CU16KY,D,2
C1YQ0R,D,2
CMX3R5,D,2
C7CZA0,D,2
C2QZ3C,D,2
C5QBK1,D,2
CWU6C4,D,2
CE15SN,D,2
D06ZRX,D,2
CF96OW,D,2
CJ8A2B,D,2
C1EFU6,D,2
CI3V2U,D,2
CQ0F4H,D,2
C61AXK,D,2
C8RG2P,D,2
D0DP8P,D,2
C8A5YG,D,2
CS51IE,D,2
D0E9CD,D,2
DB00924,D,2
C5IOL8,D,2
DB03516,D,2
CURQ71,D,2
C0GF4O,D,2
D0Z1RV,D,2
C5WFL2,D,2
C4DZ7E,D,2
D02DPA,D,2
D09DWL,D,2
C68LOU,D,2
DB00170,D,2
D01XBA,D,2
D06NXY,D,2
D0G9YH,D,2
D08QMX,D,2
D0L4FS,D,2
D01ZII,D,2
D0AV3G,D,2
D02HED,D,2
CRE92U,D,2
C9X2VD,D,2
D0Y2NE,D,2
CH9U5I,D,2
CZ9MO8,D,2
D0O2DQ,D,2
DB13998,D,2
DB13999,D,2
DB00025,D,2
DB00145,D,2
D0G3SH,D,2
D0R6JE,D,2
DB00157,D,2
DB01194,D,2
DB03385,D,2
DB00909,D,2
DB08846,D,2
D0K6PO,D,2
CX59ME,D,2
CFJW54,D,2
CH4T2Z,D,2
C8KV7I,D,2
C38JQX,D,2
C3DL4M,D,2
CB9GM4,D,2
D0B4GJ,D,2
D0O0LU,D,2
D0M8AR,D,2
C1JAC5,D,2
C27NHT,D,2
CJ65IL,D,2
D0C9FO,D,2
CY67HJ,D,2
C1UAZ3,D,2
D0OH1O,D,2
D03XIY,D,2
D07LUR,D,2
C93DSW,D,2
CI68UO,D,2
D00IAK,D,2
D0OK8M,D,2
C4HL5B,D,2
D0ZR2T,D,2
C3O6MN,D,2
D0ZL6B,D,2
C6U7FB,D,2
D06VGD,D,2
C6CQI9,D,2
D01NDE,D,2
CNF01W,D,2
CM3Y1I,D,2
D0TP1H,D,2
D0P1IK,D,2
CXU4W0,D,2
CAG6H2,D,2
CP4W3S,D,2
D0E5ZP,D,2
D03JRJ,D,2
CF46TV,D,2
COK20Z,D,2
COW64L,D,2
D0E1UZ,D,2
D00VKB,D,2
C5V6OE,D,2
D04CDV,D,2
D0V9MG,D,2
CL6C1X,D,2
C0H5RW,D,2
C2SQH9,D,2
D06KFR,D,2
C7GK9S,D,2
CYU39N,D,2
CQ46SJ,D,2
CN8BI5,D,2
D0FO4J,D,2
CWCG89,D,2
D07MSJ,D,2
CZ0NI1,D,2
C0LP8T,D,2
D0Y8RM,D,2
CVC17D,D,2
CLC63B,D,2
D0N9ZR,D,2
CJ91NL,D,2
CO94HF,D,2
C61RSW,D,2
C7S3JO,D,2
C79BEQ,D,2
C5WZL0,D,2
D03NTQ,D,2
D00PLH,D,2
CVK4C5,D,2
D0X0ER,D,2
CET65Y,D,2
COE7A6,D,2
CG62CN,D,2
C42FGN,D,2
CC3D2X,D,2
CI9R2Y,D,2
CFP68C,D,2
D02EZF,D,2
D0U8YV,D,2
CFT18Y,D,2
D0AW4P,D,2
D0D9AD,D,2
CLC13N,D,2
D02GWF,D,2
CWID81,D,2
D0J8TH,D,2
CH49NV,D,2
CZP3G7,D,2
C0RFA2,D,2
C3YOX2,D,2
D0C9AD,D,2
CQNB75,D,2
C3U2AW,D,2
D0W0PH,D,2
CR76ET,D,2
CI67RX,D,2
D0JH7C,D,2
C8RTA7,D,2
D0M7SQ,D,2
CWTV42,D,2
D0N0HK,D,2
C3TB2M,D,2
D04AXR,D,2
D08UOB,D,2
D0T7YM,D,2
C04NYX,D,2
CF28NJ,D,2
C8CFN7,D,2
CPL3T8,D,2
CV7J6X,D,2
C0KT5Q,D,2
DB04838,D,2
DB01183,D,2
DB06442,D,2
DB00382,D,2
DB08224,D,2
C2EPR4,D,2
D0YB4D,D,2
C60ICV,D,2
C43YAR,D,2
C0EH3Z,D,2
CSI6M2,D,2
C7NZ2X,D,2
CLW02V,D,2
D06GYH,D,2
D0I0MR,D,2
CSW49B,D,2
CDL3E1,D,2
C95PNJ,D,2
DB00454,D,2
DB02659,D,2
D0U3JD,D,2
D0G2DQ,D,2
D02UOE,D,2
CW54JA,D,2
C70KGR,D,2
C47BWL,D,2
C5FE4Z,D,2
CKX36J,D,2
CO29WI,D,2
C7HE8W,D,2
D07DBS,D,2
C7O1KM,D,2
C1IW3D,D,2
D0Z5KQ,D,2
D0Y7FX,D,2
CAP82W,D,2
CQ9G1T,D,2
CS0VQ6,D,2
CU5KZ0,D,2
C6KCQ1,D,2
CL5B7Z,D,2
D0W0VD,D,2
D0W0ED,D,2
D0K8KJ,D,2
CCN05H,D,2
CZ10UR,D,2
C8WGD9,D,2
D00CKY,D,2
CDJ4N0,D,2
CN9C3V,D,2
C4FW7E,D,2
CNMY06,D,2
CL2C7Y,D,2
D0UZ8R,D,2
C7KS9O,D,2
D0F5VY,D,2
CCG80U,D,2
CEKW96,D,2
D08AOG,D,2
C21KSG,D,2
CX3LI0,D,2
D00ULT,D,2
D0LJ2F,D,2
CY58GA,D,2
D0UK5A,D,2
D0M2EM,D,2
CUNJ73,D,2
CHP1J7,D,2
CRO26U,D,2
C5XS3G,D,2
CMEC63,D,2
C42XSZ,D,2
CR6DQ1,D,2
C3UXC5,D,2
CVJ78Y,D,2
C8NK1F,D,2
CG7O5E,D,2
CNKV06,D,2
CB21VL,D,2
D0B0KP,D,2
C84ISX,D,2
C4OF7Q,D,2
CV6B4Z,D,2
CTU83D,D,2
D0F7NU,D,2
CJ6H8G,D,2
CA80TE,D,2
CXG41E,D,2
C03DWN,D,2
C7U0TW,D,2
CX1G5Y,D,2
CU8EQ7,D,2
CHAN02,D,2
CKP61X,D,2
CWIH19,D,2
D04EXR,D,2
CKS3U9,D,2
C5W1CT,D,2
C6W2ZB,D,2
D02JVI,D,2
CS8H1V,D,2
C5UM2D,D,2
C2OF8S,D,2
CKD82Y,D,2
CEP6R2,D,2
D0SP2O,D,2
CZY1Q3,D,2
CUT0H7,D,2
C8Z6TM,D,2
CGK9I3,D,2
D0TN0A,D,2
D05VUC,D,2
D06VSA,D,2
D0ZT5C,D,2
D03HZT,D,2
CN35KE,D,2
D0A2NK,D,2
D0T5XC,D,2
C6TQF9,D,2
C6IEG1,D,2
CV74JA,D,2
C7HQ2O,D,2
C59EGV,D,2
CD5XW6,D,2
CO30PI,D,2
C8R0BI,D,2
D06MNW,D,2
CU94ZT,D,2
D0N8YZ,D,2
D0M2ZD,D,2
D0JI0H,D,2
C90CJY,D,2
CT9IF1,D,2
D0Z8HX,D,2
CWE41Q,D,2
D0EK7H,D,2
CT3U4M,D,2
CIF25O,D,2
C0V5WI,D,2
DB00843,D,2
CPL6E4,D,2
CS61ZR,D,2
D0F3RN,D,2
D07GOA,D,2
C13IQL,D,2
CAPG58,D,2
CU17BR,D,2
D02TLP,D,2
CV2M3J,D,2
CBH6F1,D,2
D04ODQ,D,2
C0MC4D,D,2
D01IDE,D,2
CPG32I,D,2
C6S0TB,D,2
CB0ZP3,D,2
D0CN8Z,D,2
C4UWK6,D,2
D01NWS,D,2
D0D7HU,D,2
C7KJ3B,D,2
D0H5RS,D,2
CA0E1T,D,2
C9R5LQ,D,2
DB01599,D,2
CKG7A0,D,2
CC1GF9,D,2
C7YDE3,D,2
CKR3L9,D,2
CHT5U3,D,2
CVD82J,D,2
D0H5II,D,2
D05PNO,D,2
D0L1ST,D,2
CUH23T,D,2
C57KVO,D,2
C0C2DX,D,2
C90WNP,D,2
C84VWR,D,2
C7IJ3C,D,2
CC9N1G,D,2
D0Z1WQ,D,2
CMV1U9,D,2
CTZ42X,D,2
C3GC9N,D,2
C7JEN0,D,2
CDT4Y6,D,2
C9BYQ6,D,2
D02VYI,D,2
D0IZ7T,D,2
C47FYB,D,2
C0IS6K,D,2
D0N1CK,D,2
CX5UT9,D,2
C2CL6P,D,2
D09MJO,D,2
CB78NA,D,2
DB01452,D,2
DB02161,D,2
DB00583,D,2
DB00907,D,2
DB03056,D,2
D07EDG,D,2
DB03721,D,2
C0KV5M,D,2
C4CR1L,D,2
C10GCK,D,2
D0M5NR,D,2
C0N3LP,D,2
C20LIY,D,2
C45MVX,D,2
C4TE6S,D,2
CYJ2M4,D,2
C0V6QI,D,2
D0NJ4G,D,2
CKD57H,D,2
C1IQ9L,D,2
D0E2IG,D,2
CKX0P8,D,2
D07CFJ,D,2
D0W7NY,D,2
C56IMJ,D,2
CG2B7X,D,2
CH52BM,D,2
C8G9AL,D,2
CXUP02,D,2
D0W9VA,D,2
CG5DA4,D,2
CVC36I,D,2
C0RT3I,D,2
C13GAP,D,2
C97PDA,D,2
D01GSO,D,2
CE64FC,D,2
D03YPL,D,2
DB00647,D,2
DB07821,D,2
COL87N,D,2
D04JVA,D,2
D0D1XG,D,2
D09LSR,D,2
C8HQZ7,D,2
DB04795,D,2
CT5C9E,D,2
D0Q3GH,D,2
D0K6OM,D,2
D0UT1X,D,2
CZV6G2,D,2
CSB1L8,D,2
D0F0JI,D,2
D0WX6R,D,2
CBV0N9,D,2
CBXV07,D,2
CMJ30V,D,2
C3T1CV,D,2
C0OZQ2,D,2
CLS06F,D,2
CY2NW6,D,2
CU9Y3V,D,2
C79KSZ,D,2
D0DW9J,D,2
C84DSN,D,2
CDBZ20,D,2
CS1GL7,D,2
C6W8MB,D,2
CG1LI5,D,2
D05EYA,D,2
C0VK3I,D,2
C7NZY9,D,2
CWR3Y1,D,2
C6L8SK,D,2
D0Q2CR,D,2
C6BEN0,D,2
CHRB62,D,2
D0E5CF,D,2
D05EMT,D,2
CYX5V0,D,2
C6WY3U,D,2
D06FFD,D,2
C25BHS,D,2
CZS9U1,D,2
C5KO9F,D,2
C2PZN0,D,2
D02BDL,D,2
CCP07Y,D,2
CBA8U6,D,2
D04PMA,D,2
C7O2MR,D,2
C4MXB8,D,2
CP93JE,D,2
D0Q2YJ,D,2
CCJQ96,D,2
D0U8IF,D,2
C6NH9P,D,2
D0D9GS,D,2
D0PG0S,D,2
C1AM0S,D,2
CWV39U,D,2
C8YU9Z,D,2
C7M5YB,D,2
CSD58O,D,2
CI68WP,D,2
CF0OI3,D,2
COGY52,D,2
CY6D5H,D,2
C4R5HG,D,2
CH91PI,D,2
D0Y0FN,D,2
D0B1TQ,D,2
CGO7P4,D,2
D06ZPI,D,2
D00KQT,D,2
C8B5LO,D,2
CQ61NL,D,2
CTWM69,D,2
CH1E7N,D,2
CN8A2G,D,2
CXQO59,D,2
D05EMV,D,2
C4IU5T,D,2
COQ09W,D,2
D0B8YX,D,2
D0B6IZ,D,2
D05ZCX,D,2
CO0QF3,D,2
D06FCR,D,2
CKUJ63,D,2
CCQN45,D,2
C3A6LN,D,2
D01VCS,D,2
C1P3HT,D,2
C0GS5T,D,2
D03TPH,D,2
D01XGP,D,2
C25CYL,D,2
CO37IU,D,2
D04UEN,D,2
CPM08L,D,2
C0QJ9O,D,2
C10PFH,D,2
D01HZN,D,2
CF37ZA,D,2
C1QWH9,D,2
D0O9EB,D,2
D0CH0K,D,2
D05LTW,D,2
D02ENI,D,2
C3FQD8,D,2
C8P1JE,D,2
D0VQ3O,D,2
D0U0BV,D,2
D0B1BQ,D,2
D0BB2U,D,2
CSA71C,D,2
CK5XC9,D,2
CB8I0Q,D,2
D05XRY,D,2
D03WOU,D,2
D03QZB,D,2
C5MK9H,D,2
D0S6TW,D,2
CGZW85,D,2
C5X1YU,D,2
D08WQM,D,2
D0D0BI,D,2
C3KF9Y,D,2
C1ZP4G,D,2
D00ANJ,D,2
C4IRY2,D,2
CV8R4B,D,2
CJD8B3,D,2
D0Y0XQ,D,2
C5O4JY,D,2
CUDP87,D,2
CR3E9L,D,2
D0E0JC,D,2
D08YHD,D,2
C2HOC5,D,2
CF9E1W,D,2
CDCB42,D,2
D0Y6RZ,D,2
C18XWV,D,2
DB00313,D,2
D09GVB,D,2
CM93WB,D,2
D05AVX,D,2
CD35GB,D,2
C53FYO,D,2
C3F1EG,D,2
D0K6MH,D,2
CVG8B2,D,2
CEK3P8,D,2
D01HRG,D,2
D0D7FN,D,2
D0O2AC,D,2
CJXT82,D,2
D02GJG,D,2
D0L4MF,D,2
CH27JR,D,2
C92OSL,D,2
CS1JH5,D,2
CFG6D1,D,2
D0Z6CZ,D,2
D0Z7WK,D,2
C5NJ3A,D,2
C6B1HI,D,2
C8GX1Y,D,2
D01VAU,D,2
D0D2HH,D,2
CZF6X0,D,2
D0XP0J,D,2
CBG35K,D,2
CE6U1D,D,2
C0EX9G,D,2
CEM2C8,D,2
D03EHR,D,2
D02SDT,D,2
D02HQS,D,2
CH3W2Y,D,2
CMA35H,D,2
C2YD1M,D,2
CUA79M,D,2
D0I7FF,D,2
CJ2GH1,D,2
D03PYD,D,2
CN0ID1,D,2
C0I6QS,D,2
C3LM8W,D,2
C0OH4L,D,2
CVKW93,D,2
CRV7L1,D,2
D0U1CL,D,2
CG3OP9,D,2
CJLU70,D,2
CA03ZI,D,2
C8F2XG,D,2
CX5KA8,D,2
DB07462,D,2
CK0ZP6,D,2
C3H8LN,D,2
CD8WZ0,D,2
CM2T4P,D,2
CQU46R,D,2
D08LVF,D,2
C3FN6H,D,2
D01AFH,D,2
CJO7Y5,D,2
CHZ7N2,D,2
CBZ6E7,D,2
C5R2JV,D,2
CHI9F2,D,2
C83LIY,D,2
CB5I2N,D,2
C7GLB3,D,2
C1PE9K,D,2
D0C0OT,D,2
CK3C5U,D,2
CD9IE5,D,2
C6NL1P,D,2
CXU3W9,D,2
C7KTJ8,D,2
C6OWN4,D,2
CD3M0U,D,2
C0W4YT,D,2
D0R2NE,D,2
CO0VS6,D,2
C9TP2N,D,2
CQG3M5,D,2
DB11632,D,2
CZ85HC,D,2
CXO59G,D,2
CDT58P,D,2
CFGM98,D,2
DB04820,D,2
DB00118,D,2
CWF6J3,D,2
CFCS69,D,2
C0F7CK,D,2
CVR04X,D,2
C36XNY,D,2
CY7P2A,D,2
C85YVR,D,2
C0OY3S,D,2
CO1F2M,D,2
C92VAF,D,2
CC4O6E,D,2
CI0C1P,D,2
D0G4DE,D,2
CQ9FG1,D,2
C7A5TQ,D,2
CEDU65,D,2
C8BOL3,D,2
CQLM48,D,2
C8OC4X,D,2
DB00323,D,2
C5FVM1,D,2
C0ZWY6,D,2
C0WFN4,D,2
C6ATD2,D,2
CMA72V,D,2
C9I8JN,D,2
CU9N6Q,D,2
C4OJ6D,D,2
CHO0E4,D,2
CJCQ91,D,2
CBO31T,D,2
C7Z3EI,D,2
C8CNJ1,D,2
DB03336,D,2
CK0DI2,D,2
CSQW23,D,2
CE25JB,D,2
C0OE3C,D,2
D0M3PG,D,2
CJIM75,D,2
D0HW3Y,D,2
C7VJ3D,D,2
CVD30G,D,2
C7SMJ2,D,2
C0FIS1,D,2
DB02105,D,2
C6J5ZS,D,2
CHLG32,D,2
CF35YR,D,2
C1DPO0,D,2
CQA4M8,D,2
CI65KH,D,2
CF80AB,D,2
C4WVK0,D,2
CTUA67,D,2
CJ51DV,D,2
DB03907,D,2
C48UMS,D,2
CPLQ64,D,2
CTH9J4,D,2
C8C5OA,D,2
C8DT5E,D,2
CF0Z7Q,D,2
CY5X3U,D,2
CF67NH,D,2
C4JUD1,D,2
C3B0SN,D,2
CKS61V,D,2
CB54TV,D,2
CW2S3J,D,2
CCNW79,D,2
CBLT83,D,2
D0E4WF,D,2
CGK4V8,D,2
CE26QR,D,2
CJ6WA2,D,2
D0FO2B,D,2
C6C3SV,D,2
CA35KX,D,2
CJGE94,D,2
D0P5TR,D,2
CNS4P0,D,2
C5SB8X,D,2
DB00494,D,2
DB08049,D,2
DB02342,D,2
CLRD65,D,2
CDZ9V5,D,2
CZ1FH9,D,2
C1KG9Z,D,2
DB00827,D,2
DB00951,D,2
DB11994,D,2
DB14011,D,2
DB09061,D,2
DB01058,D,2
DB07453,D,2
D01UYI,D,2
CLY6K9,D,2
C9C6AL,D,2
CH37CT,D,2
CAWL05,D,2
D0D3GL,D,2
CVQ2U6,D,2
CJHI28,D,2
C48OIX,D,2
C1EHX3,D,2
D06QFO,D,2
C4DS3F,D,2
CD28UY,D,2
CLJE41,D,2
CJN96Q,D,2
C8T1CN,D,2
D01ARE,D,2
C8TPU0,D,2
C37SMZ,D,2
C8ZQX7,D,2
CM8U9A,D,2
C8H4SX,D,2
CX18GT,D,2
D0TY5N,D,2
D0M0IQ,D,2
C65HZQ,D,2
C7PMK9,D,2
C93REJ,D,2
C4LJV9,D,2
CA15IT,D,2
CK8RD5,D,2
C54TBK,D,2
CC07KL,D,2
CA7W2O,D,2
CB7J3G,D,2
CA8DB1,D,2
CVJ4O1,D,2
CPT5G4,D,2
CXF9E7,D,2
CW9N8T,D,2
CVRM18,D,2
CAJQ53,D,2
D0YQ8U,D,2
CTI5R6,D,2
CGW2Y5,D,2
CMKQ41,D,2
D08SKH,D,2
C8IV9A,D,2
C03XEJ,D,2
CJ34CF,D,2
CZM7D8,D,2
C6TBD2,D,2
DB07623,D,2
C5WI3K,D,2
CR01AH,D,2
CID3G5,D,2
C9LU5Q,D,2
C6S7NL,D,2
CVU5K0,D,2
CI0VR5,D,2
C5VB1P,D,2
CLT73G,D,2
CZIC23,D,2
CLS3W5,D,2
CKF67B,D,2
C95TVD,D,2
C56HYE,D,2
CO0HB3,D,2
CP25XG,D,2
CC6J8R,D,2
C3C0VD,D,2
CKQ42X,D,2
CJU50N,D,2
CZF61B,D,2
D0D5YP,D,2
C7QX5G,D,2
C82NJA,D,2
C0NQO8,D,2
D0YP4A,D,2
D07AOL,D,2
CFM6H7,D,2
C6FA8R,D,2
CKR58B,D,2
C7I4QD,D,2
CUV9B7,D,2
C6PF9B,D,2
C0LT3C,D,2
CW57BU,D,2
CY58ZD,D,2
CL0R4J,D,2
C1MHC9,D,2
DB07621,D,2
CR1N5T,D,2
CK3SI7,D,2
C9D5MZ,D,2
CUDC52,D,2
C8FLH6,D,2
CZX8P9,D,2
CQ9NZ8,D,2
D0LU9X,D,2
CN52YX,D,2
CRN85T,D,2
CG5OW3,D,2
CF7ON5,D,2
C9GPQ1,D,2
CDKY72,D,2
CYIJ31,D,2
D06TRS,D,2
C4A5SP,D,2
CM0VL2,D,2
CG2X7K,D,2
CJPW17,D,2
C9VSI5,D,2
CTL97W,D,2
C29BVT,D,2
CLV0G6,D,2
CO3P0J,D,2
D06ZVC,D,2
D0O1HH,D,2
CY9VC3,D,2
C2YNT0,D,2
C6A1LM,D,2
CS40ML,D,2
D00YZD,D,2
CZG18E,D,2
CC1PB3,D,2
CC9UD1,D,2
C7N6CA,D,2
C6WES0,D,2
CX4HA8,D,2
CKLA91,D,2
C3J0ZB,D,2
DB07609,D,2
C7I5CK,D,2
D0VD5O,D,2
C5HDW9,D,2
D0T8GD,D,2
C1C9LI,D,2
CN0UM2,D,2
CCZ67T,D,2
CBZ83S,D,2
CZ3TB5,D,2
C7LK3C,D,2
CR5M0P,D,2
D0M9RQ,D,2
C8A2ZM,D,2
C5IB1P,D,2
CE94ON,D,2
C0DG7E,D,2
C5PE3W,D,2
C42VKG,D,2
DB00313,D,2
CF14PE,D,2
C01EVA,D,2
CWT0S3,D,2
CB5XW7,D,2
C4ONR3,D,2
DB06335,D,2
D00VUI,D,2
C43QPK,D,2
CW03PD,D,2
C95JWC,D,2
CKGX24,D,2
CMHY80,D,2
CJQ9W6,D,2
CA3JQ1,D,2
CIUE57,D,2
CU72EY,D,2
CC7IP8,D,2
C1XR3I,D,2
C0R1KU,D,2
CJD25G,D,2
CXJ07F,D,2
CYM2U8,D,2
C3URG5,D,2
CKV1H9,D,2
C1G2AL,D,2
CBP9S2,D,2
CJ1O6V,D,2
C82CVS,D,2
C5LB7M,D,2
CLZ54T,D,2
C9ZE7J,D,2
D0J1IE,D,2
CE18JH,D,2
CE4IT5,D,2
CD6IX9,D,2
C7J3QE,D,2
C6NUX9,D,2
CF5YS9,D,2
CE4MN8,D,2
C3U5QZ,D,2
C1A8HL,D,2
CDL4G9,D,2
C47GYB,D,2
C8D0KF,D,2
D0QR5G,D,2
C1M0CH,D,2
C1B9YV,D,2
CEA89F,D,2
C2FXW0,D,2
D08VSQ,D,2
C7YM0E,D,2
CYL06Q,D,2
C4GNJ3,D,2
C3B0YE,D,2
CN5L4K,D,2
C4FM3C,D,2
D08CJK,D,2
C9C5TV,D,2
C7A1EZ,D,2
CVH62U,D,2
CST09R,D,2
CRC56T,D,2
D09SWE,D,2
CWT7K2,D,2
CK1GM9,D,2
DB04665,D,2
DB07617,D,2
DB09327,D,2
CO18WM,D,2
CB26ML,D,2
C6R5XN,D,2
C9WY3B,D,2
CD5HT1,D,2
C4XP2N,D,2
CH81ZF,D,2
CMQD35,D,2
CV9U4J,D,2
C1BOK3,D,2
D06HLY,D,2
CU3X5J,D,2
C2H5PB,D,2
CGU79D,D,2
CUIB93,D,2
CO31SB,D,2
CMA78T,D,2
C0ZUR9,D,2
CVO8C2,D,2
C9OY1P,D,2
CXFB14,D,2
C0FK8W,D,2
C27LVU,D,2
CK8VZ4,D,2
C5FG8X,D,2
D0Q6PI,D,2
C20EDK,D,2
CG98SM,D,2
C9SEK0,D,2
CSDY49,D,2
CD8FG2,D,2
D0V9VG,D,2
C9KBP8,D,2
CPG73S,D,2
CN9MO7,D,2
CTX63M,D,2
CZ83QK,D,2
C1QA7G,D,2
CKH20R,D,2
CF76BS,D,2
CMA9N8,D,2
C28ZJD,D,2
CBFU43,D,2
C7IA9M,D,2
CC17PX,D,2
C8T9PF,D,2
C9PT1B,D,2
CJF32C,D,2
CW9V1F,D,2
CHW2T7,D,2
CC0P7F,D,2
CM6V4C,D,2
CVFB56,D,2
D02EAP,D,2
CZ01TB,D,2
CF5QZ4,D,2
C5IE0J,D,2
CZQ14B,D,2
C60BAD,D,2
CI3V6Y,D,2
DB00951,D,2
CO1B9W,D,2
CO57BK,D,2
C1QA6W,D,2
D06ZEO,D,2
CQ5SN1,D,2
C1T8XZ,D,2
CB41MH,D,2
C7I9PF,D,2
C76RIB,D,2
COY3E2,D,2
CAG2L3,D,2
CFC9M0,D,2
D0I7GE,D,2
D05BMG,D,2
C48BGL,D,2
CR9ZI2,D,2
DB06240,D,2
CCU5X6,D,2
C4N9ZB,D,2
C4A7TL,D,2
CZS9Q5,D,2
CW1GO5,D,2
CT4RL1,D,2
CW1GX5,D,2
CK1F8C,D,2
CA9N2R,D,2
CPH76Z,D,2
CZU01G,D,2
CK3OJ7,D,2
C3DZ1E,D,2
C0AR8P,D,2
CHKX52,D,2
C54DUQ,D,2
C3E2PJ,D,2
C3LCS1,D,2
C9H1VK,D,2
CXD39F,D,2
CBF54O,D,2
COC24T,D,2
CJDP76,D,2
C1LB6D,D,2
C8LCK6,D,2
CC07KL,D,2
C37SMZ,D,2
C9WU2M,D,2
C83CTW,D,2
CNBH32,D,2
C58ISN,D,2
CA5D1J,D,2
C8V5NF,D,2
CVJ4O1,D,2
CRY3A2,D,2
D08VSQ,D,2
CHKX52,D,2
D0H0HJ,D,2
C71AZM,D,2
CT4BE7,D,2
C2TC8W,D,2
CWT0S3,D,2
CJWE29,D,2
CC9S5U,D,2
CJ34CF,D,2
CJ3FM4,D,2
D03WNG,D,2
CH8DP7,D,2
C4W0SH,D,2
CACJ46,D,2
D06TQR,D,2
CB59HM,D,2
CHD80I,D,2
CY1M9Q,D,2
C95JWC,D,2
CM6V4C,D,2
CY9VC3,D,2
C3J0ZB,D,2
D06NXY,D,2
C8R4FB,D,2
CFM6H7,D,2
C3DN7U,D,2
C74MRA,D,2
D0G3DL,D,2
D0YP4A,D,2
C7N6CA,D,2
C5L6WO,D,2
CAWL05,D,2
CF5YS9,D,2
