name1	name2	TFCs
ABCC3	ABCF3	2.66157427140355
ABCC3	ALDH6A1	10.2856834244987
ABCC3	CYP2B6	13.2418656298433
ABCC3	CYP2C9	12.4780541334243
ABCC3	CYP3A4	11.7318502431908
ABCC3	CYP7A1	6.40445509138948
ABCC3	CYP8B1	4.48672556709393
ABCC3	MRPS7	10.4075445881876
ABCC3	MVP	12.0856787649388
ABCC3	NUP93	17.1844152407466
ABCC3	SLC22A1	46.1095311810923
ABCC3	SLCO1B1	47.0783041968584
ABCC3	SLCO1B3	47.3396239875104
ABCC3	SLCO2B1	68.738833361318
ABCC3	SULT2A1	7.79007025566099
ABCC3	TPR	22.4181293286545
ABCC3	UGT1A1	9.30296150063785
ABCC3	UGT1A6	9.34974640690849
ABCC3	UGT2B7	7.60835408859616
ABCC6	SLCO2B1	43.9996729568099
ABCD1	ACAA1	33.4869802741957
ABCD1	ACSL1	30.8301021658384
ABCD1	ACSL3	26.5834703860508
ABCD1	ACSL5	23.454948158498
ABCD1	CAT	25.6621390915546
ABCD1	ECHS1	108.726871067972
ABCD1	GNPAT	24.9786372649015
ABCD1	GPT	51.4348412356548
ABCF1	DHX9	16.4787975484374
ABCF1	EIF2S2	66.0210480318882
ABCF1	MRPS5	48.1529772217682
ABCF1	XRCC6	16.3360070558248
ABCF2	AHSA1	1.35269868312528
ABCF2	DDX3X	2.22476938342594
ABCF2	FBL	1.82916097349453
ABCF2	GMPS	2.32987182977092
ABCF2	MRPS5	0.959269673123291
ABCF2	NAT10	1.1413053584597
ABCF3	DDX3X	4.00653647518593
ABCF3	MRPS5	1.72159194345685
ABCF3	NAT10	2.20806868948248
ABCF3	PES1	1.51582832653669
ABHD11	MGLL	27.1827391049343
ABHD12	CES1	20.0119375859524
ABHD12	MGLL	37.9051633413081
ABHD14B	ECHS1	30.9709492831469
ABI1	HNRNPK	48.2712123292808
ABI1	MAPK1	35.8896102114982
ABI1	MAPK3	39.6658138884906
ABI1	NCK1	34.4943124903696
ABI1	VCAM1	23.8142229750679
ABLIM1	NCK1	7.91037584299478
ABLIM1	PLEC	23.9096284116741
ABLIM1	PTK2	15.2480606346442
ABLIM1	ZYX	10.5550083845935
ABLIM3	NCK1	10.5233373367779
ABLIM3	PTK2	15.3709600127998
ACAA1	ACAA2	29.6345471019809
ACAA1	ACAD11	41.9839459208996
ACAA1	ACADL	31.4711631205664
ACAA1	ACADM	41.1156234049067
ACAA1	ACADS	42.2181067679542
ACAA1	ACADSB	27.8746608914445
ACAA1	ACLY	31.5763257794334
ACAA1	ACOT8	53.4238486465417
ACAA1	ACOX2	49.0047018988394
ACAA1	ACSF3	36.6995112159655
ACAA1	ACSL1	36.1936088606848
ACAA1	ACSL3	23.513755033428
ACAA1	ACSL4	27.9739810133598
ACAA1	ACSL5	27.6881002154832
ACAA1	ACSS1	13.3566361044979
ACAA1	ACSS2	15.5532425301855
ACAA1	ACSS3	20.2197399475695
ACAA1	AGPS	29.0247989572224
ACAA1	ALDH6A1	21.627498621171
ACAA1	BDH1	15.2387029667407
ACAA1	BDH2	27.3999664614404
ACAA1	CAT	29.1158989107262
ACAA1	CRYL1	27.3355162899422
ACAA1	DBT	29.4772931639308
ACAA1	DPYS	14.7594848684482
ACAA1	ECHDC2	104.825402621603
ACAA1	ECHS1	103.888624793052
ACAA1	EHHADH	57.944062528868
ACAA1	FABP1	15.8479687394002
ACAA1	GCDH	30.9774083108059
ACAA1	GNPAT	45.5750520130659
ACAA1	GPAM	27.6942484988196
ACAA1	HADH	33.5195284151082
ACAA1	HAO2	57.004927143983
ACAA1	HMGCL	32.9617039551502
ACAA1	HMGCS2	14.7810525019424
ACAA1	HPD	20.1631985053693
ACAA1	HPGD	26.4851970609675
ACAA1	MGLL	23.2630455498322
ACAA1	MRPL53	13.3232054269137
ACAA1	MVK	17.3261364887033
ACAA1	NDUFA7	12.2838278881725
ACAA1	PCCA	31.975946529564
ACAA1	PEX1	22.0777925241843
ACAA1	PEX11B	10.8084863763424
ACAA1	PEX11G	7.84150638294684
ACAA1	PEX6	24.7129489548243
ACAA1	SCD	19.688349916059
ACAA1	SCP2	58.0893861581705
ACAA1	SLC25A20	16.2065086996305
ACAA1	SLC27A2	69.0333170645686
ACAA1	SUGCT	5.68035575611454
ACAA2	ACADL	27.5495441502475
ACAA2	ACADM	26.7203724655146
ACAA2	ACLY	21.5361277570604
ACAA2	ACSL1	18.343074310765
ACAA2	ACSL3	11.9479007304926
ACAA2	ACSL5	16.8663405603768
ACAA2	ACSS2	14.0680874486434
ACAA2	CAT	20.1294698420025
ACAA2	CRYL1	26.6057010554258
ACAA2	ECHS1	103.604107574237
ACAA2	FABP1	31.1931133886824
ACAA2	HADH	22.5210185389113
ACAA2	HMGCS2	10.3327887609895
ACAA2	PYGL	9.12368460991655
ACAA2	ZFR	4.79614487473846
ACACB	ACADL	16.8471289888759
ACACB	ACADM	13.9445314736097
ACACB	ACLY	38.0010521492382
ACACB	ACOT12	26.329514123663
ACACB	ACSF3	17.7680433119719
ACACB	ACSL1	23.4448110581073
ACACB	ACSL4	21.7542588150116
ACACB	ACSL5	23.3702789551363
ACACB	ACSS1	18.9912515351083
ACACB	ACSS2	12.7752620772126
ACACB	ACSS3	12.6275007260705
ACACB	ADIPOQ	15.7462458827771
ACACB	AGXT2	14.1831833612232
ACACB	ALDH6A1	13.5526456553572
ACACB	DHTKD1	27.024075902653
ACACB	EHHADH	11.0634635818425
ACACB	ELMO1	18.3130447697406
ACACB	FABP4	19.6472959924533
ACACB	G6PD	20.4496225680319
ACACB	GLDC	8.08260725102975
ACACB	GLS2	16.9243507195535
ACACB	GPAM	19.5000159198094
ACACB	GPD1	10.8954034136458
ACACB	KYNU	12.6640703935782
ACACB	MLXIPL	17.9293730013817
ACACB	MLYCD	29.8367798110304
ACACB	PC	13.1410864461223
ACACB	PCK1	11.2325644608174
ACACB	PEMT	13.4732693937872
ACACB	PYGL	9.15137582443168
ACACB	SCD	26.9177638429113
ACAD11	ACADL	35.1058448213398
ACAD11	ACADM	46.0747906055858
ACAD11	CAT	11.0434957166749
ACAD11	DCXR	18.4175815081137
ACADL	ACADM	56.7564464911708
ACADL	ACADS	36.0453082778298
ACADL	ACADSB	30.0210044083633
ACADL	ACSL1	32.7052997925874
ACADL	ACSL3	18.6882628444302
ACADL	ACSL4	22.5674418016831
ACADL	ACSL5	20.5465256798387
ACADL	ALDH6A1	19.6633484223644
ACADL	BCKDHA	30.7732219512752
ACADL	BCKDHB	16.986714348119
ACADL	CAT	14.4136906836525
ACADL	DBT	31.2284713210258
ACADL	ECHDC2	104.397153749614
ACADL	ECHS1	103.9405442125
ACADL	EHHADH	31.2884204690662
ACADL	ETFDH	33.6320823149479
ACADL	FABP1	21.5863401373674
ACADL	FABP4	27.3203329256474
ACADL	FBP2	13.3280207475176
ACADL	GCDH	28.712452549587
ACADL	GOLGA4	15.1443563478661
ACADL	GPAM	25.7342773204435
ACADL	GYS1	16.0031974673306
ACADL	HADH	40.4638171606247
ACADL	HGD	19.722131313008
ACADL	HMGCL	18.7542855704277
ACADL	HMGCS2	18.7397697223819
ACADL	MGLL	24.6670751848826
ACADL	NDUFAF7	14.0230267274977
ACADL	PCCA	26.8277402909139
ACADL	PCK1	19.6737613040803
ACADL	PCK2	17.3887517444264
ACADL	PLIN2	19.5086284086425
ACADL	PYGL	14.5766923436754
ACADL	SCD	29.1405450165281
ACADL	SCP2	29.2668607399517
ACADL	SLC25A20	4.20124486786305
ACADL	SLC27A2	31.7941998862846
ACADL	TFB2M	14.9358957865253
ACADM	ACADS	46.3876938690538
ACADM	ACADSB	30.5422085159328
ACADM	ACLY	23.2658540777843
ACADM	ACOX2	31.6792946433635
ACADM	ACSF3	36.2269520100361
ACADM	ACSL1	38.0704867470344
ACADM	ACSL3	21.0127986445682
ACADM	ACSL4	31.0482511822987
ACADM	ACSL5	28.9485831666663
ACADM	ALDH6A1	22.8077996894278
ACADM	ALDOB	18.4998835394979
ACADM	ANAPC7	16.5915260003633
ACADM	BBOX1	110.130386701123
ACADM	BCAT2	21.1279015700328
ACADM	BCKDHA	30.9805510917658
ACADM	BCKDHB	19.1427666101399
ACADM	CARM1	22.1908700575123
ACADM	CAT	10.9815751852081
ACADM	CRYL1	28.0052540081928
ACADM	DBT	31.3880108063407
ACADM	DDX39B	29.7327633206796
ACADM	ECHDC2	108.194695097058
ACADM	ECHS1	103.855746111219
ACADM	EHHADH	38.0350390319277
ACADM	ETFDH	41.3890097103176
ACADM	FABP1	22.4084114037101
ACADM	FABP4	16.0423820043529
ACADM	FARSB	16.3205160825962
ACADM	GOLGA4	16.384442890677
ACADM	GOT2	23.6315055911107
ACADM	GPAM	28.899596723515
ACADM	GPT	28.8972392243185
ACADM	HADH	32.8812116409431
ACADM	HMGCL	24.7239334673266
ACADM	HMGCS2	25.2741154534795
ACADM	IDH3B	20.7493309472861
ACADM	MCEE	34.5468372438614
ACADM	MGLL	25.2107732770051
ACADM	MLYCD	22.6305597127829
ACADM	MUT	1.4017469139683
ACADM	PCCA	34.2925785318286
ACADM	PCK1	20.5844149249287
ACADM	PCK2	19.1282281977062
ACADM	PGM1	18.8931117350292
ACADM	SCD	21.581934394921
ACADM	SCP2	34.6098737539091
ACADM	SLC25A20	4.88355967333556
ACADM	SLC27A2	39.7823624450674
ACADM	TBL1XR1	22.3259053937784
ACADS	ACSL1	21.8455602506255
ACADS	ACSL3	14.027138173161
ACADS	ACSL5	22.1996775606037
ACADS	ACSM3	19.7773012759771
ACADS	ACSS2	15.5938951915629
ACADS	ALDH2	15.8448778945928
ACADS	CAT	14.392080734687
ACADS	CRYL1	27.9626720932143
ACADS	ECHS1	107.533992832131
ACADS	GYS1	11.6218351621501
ACADS	HADH	47.7124332898781
ACADS	HMGCS2	13.0498094404072
ACADS	MGLL	17.9692463730901
ACADS	PCK2	17.3946610843519
ACADS	RFC3	17.5098834500805
ACADSB	ACSL1	21.9112797386583
ACADSB	ACSL3	22.4376753716791
ACADSB	ACSL5	21.940981289843
ACADSB	CRYL1	24.8593378563424
ACADSB	ECHS1	28.7544497585891
ACADSB	HADH	28.5887376568422
ACADSB	RFC3	19.1254145762493
ACBD3	ACSM3	4.91110321595685
ACBD3	GOLPH3	2.92315826500977
ACBD3	HTT	6.08771791998969
ACIN1	CASP3	25.9979110836908
ACIN1	EHMT2	6.23908726782598
ACIN1	HNRNPA1	4.45418355506463
ACIN1	HNRNPL	3.53498005938397
ACIN1	HNRNPU	7.43008715595059
ACIN1	MATR3	9.97670612599188
ACIN1	RFC3	5.0180971010752
ACIN1	SAFB	9.66378404476071
ACIN1	SF3B4	3.21213094110122
ACIN1	SRRM2	2.65058944662461
ACIN1	SSRP1	7.95642231174458
ACIN1	SUMO1	6.48648963586975
ACIN1	XRCC5	6.10905796886388
ACLY	ACSL1	43.7553106919252
ACLY	ACSL5	46.0289682570128
ACLY	ACSS1	31.680094454965
ACLY	ACSS2	27.7849806656388
ACLY	ACSS3	29.8956201823608
ACLY	ADIPOQ	17.6878317414665
ACLY	AGPAT1	29.228854230443
ACLY	ALDOB	18.299458180382
ACLY	ASL	18.9653760661817
ACLY	BCAT2	19.9827242958933
ACLY	BCKDHB	13.4419159451094
ACLY	C12orf5	3.39019870014236
ACLY	CLYBL	16.6891480268798
ACLY	CROT	36.8759365745968
ACLY	CTH	17.9143176342939
ACLY	DBT	22.4316942998902
ACLY	DHTKD1	27.156566391648
ACLY	EHHADH	14.6435638605279
ACLY	FABP4	12.1990017854903
ACLY	FBP1	17.8078362736529
ACLY	G6PD	25.3076387525753
ACLY	GLS	20.3615120385747
ACLY	GLS2	26.1583148416276
ACLY	GLUD1	24.663468022439
ACLY	GLUD2	19.5261370751556
ACLY	GOT2	26.5122254509983
ACLY	GPAM	33.2030982778214
ACLY	GPD1	17.0516796985533
ACLY	GPD2	19.5636462331803
ACLY	GSK3B	20.9641834077841
ACLY	HADH	15.1689340195597
ACLY	HK1	18.6919608971868
ACLY	HMGCL	21.6940098487778
ACLY	HMGCS2	30.823764498261
ACLY	IDH3B	18.731981380538
ACLY	IDH3G	21.6884056995732
ACLY	IDI1	35.0669939684017
ACLY	KHK	12.3815486207472
ACLY	KPNA4	11.6144147001115
ACLY	ME2	25.507918672783
ACLY	MGLL	23.2411187270896
ACLY	MLXIPL	19.8248638133431
ACLY	MLYCD	45.9830346843666
ACLY	MTOR	27.0442457328122
ACLY	MTTP	19.2250267590918
ACLY	MUT	1.83964105978756
ACLY	MVK	40.0027363161686
ACLY	NIT2	37.7937530215618
ACLY	OGDHL	18.6002610534327
ACLY	PC	19.6773713451478
ACLY	PCK1	19.6209106110398
ACLY	PCK2	15.1782466036488
ACLY	PFKP	15.7715683908229
ACLY	PKM	26.8541352615591
ACLY	PLOD3	18.9068664742599
ACLY	PSAT1	20.7282283637346
ACLY	SCD	44.5505531686322
ACLY	SHMT1	23.9064831215436
ACLY	SIRT2	18.0628370322106
ACLY	SLC25A20	13.6302942029463
ACLY	SLC2A2	13.711642603783
ACLY	SQLE	32.8160570649204
ACLY	SRRT	27.6275248442756
ACLY	UBR4	26.2946108462943
ACLY	UGP2	23.0997312192409
ACMSD	KMO	37.7350800099217
ACOT12	ACOT7	70.4620198853606
ACOT12	ACSS2	20.7588198542282
ACOT12	ALDH2	22.6459384633328
ACOT12	GYS1	17.4735885568944
ACOT13	ACOT7	31.366258921765
ACOT13	ACSL1	24.3200309265325
ACOT13	ACSL3	23.2548403813954
ACOT13	ECHS1	9.73864408022468
ACOT13	GABPA	12.295912026938
ACOT13	HADH	22.0219222106497
ACOT7	ACOT8	42.8783014165443
ACOT7	ACSL1	49.3271235838003
ACOT7	ACSL5	50.1818265740048
ACOT7	ECHDC2	45.4140231176254
ACOT7	IDI1	18.2037446787486
ACOT7	MGST1	16.4170271859453
ACOT7	PPIH	20.0825674972003
ACOT7	RAD21	20.0742682141029
ACOT7	SCP2	27.008765248137
ACOT8	ACSL1	35.4604426213878
ACOT8	ACSL3	29.6085045156659
ACOT8	ACSL5	30.2479902924508
ACOT8	CAT	26.6884788993965
ACOT8	GNPAT	37.4117271402422
ACOX2	ACSL1	30.1554313205454
ACOX2	ACSL3	19.6563381195427
ACOX2	ACSL5	21.8581903615768
ACOX2	CAT	25.7147258906396
ACOX2	CYP7A1	30.0074568268699
ACOX2	CYP8B1	24.9466247460365
ACOX2	ECHS1	93.3010656371831
ACOX2	FABP1	16.7074560267111
ACOX2	FABP4	14.911804704578
ACOX2	FABP5	16.8779421154776
ACOX2	GNPAT	35.462635551038
ACOX2	HADH	25.6715673158599
ACOX2	PRPF31	27.0660140528779
ACOX2	SCD	20.6324770183814
ACP6	CHD1L	26.9936793053682
ACSF3	ALDH2	18.8893021783112
ACSF3	BRI3BP	6.8330712565711
ACSF3	GYS1	15.2859584125168
ACSF3	HADH	20.9258981534806
ACSF3	MUT	1.81955022820098
ACSF3	PHGDH	37.4510003989144
ACSL1	ACSL3	44.5878662166086
ACSL1	ACSL4	50.1422639827911
ACSL1	ACSL5	62.6091663672762
ACSL1	ACSS1	21.1833288978373
ACSL1	ACSS2	27.015819313464
ACSL1	ADH4	28.6819402687314
ACSL1	ADHFE1	18.9456927849127
ACSL1	ADIPOQ	18.179001920529
ACSL1	AGPAT1	26.1033684749836
ACSL1	AGPAT2	24.2642940985018
ACSL1	AKAP9	18.3022494490786
ACSL1	BDH1	14.1268485463309
ACSL1	CARM1	26.6446945587697
ACSL1	CAT	10.7873829661434
ACSL1	ECHS1	36.3858658948048
ACSL1	EHHADH	19.9939802844321
ACSL1	FABP1	21.5884813074675
ACSL1	FABP4	32.4985758971993
ACSL1	FABP5	37.4738881063292
ACSL1	FARSB	15.008480709074
ACSL1	GCDH	28.8786053684179
ACSL1	GOT2	29.8551910218137
ACSL1	GPAM	35.0734436533962
ACSL1	GPD1	16.1685883787117
ACSL1	GPT	27.9147717057389
ACSL1	GYS1	17.9293134311875
ACSL1	GYS2	15.4871673338637
ACSL1	HADH	28.6920158718469
ACSL1	HMGCL	27.1347520523293
ACSL1	HMGCS2	31.2163456587512
ACSL1	MGLL	29.2476845300445
ACSL1	PCK1	20.6523909311759
ACSL1	PDLIM3	10.5793251667663
ACSL1	PEX11B	8.85779247299258
ACSL1	PEX16	8.10964345845694
ACSL1	PLIN2	27.241242362614
ACSL1	PXMP4	18.3532161943201
ACSL1	SCD	41.7658599959397
ACSL1	SCP2	38.6755924798409
ACSL1	SLC25A20	37.6841135361165
ACSL1	SLC27A2	43.3174407290388
ACSL1	SLC27A5	42.3355294795994
ACSL1	TBL1XR1	24.8416277963583
ACSL3	ACSL4	52.8271222011482
ACSL3	ACSL5	35.7094657390859
ACSL3	ACSM3	26.7763668458361
ACSL3	ACSS2	11.2777126524615
ACSL3	AGPAT1	17.4109016669724
ACSL3	AGPAT2	16.0251735146633
ACSL3	AUP1	12.1194702212187
ACSL3	CASP3	28.0047755055806
ACSL3	EHHADH	15.111669282865
ACSL3	FARSB	14.5170918105558
ACSL3	GPAM	21.2273315957331
ACSL3	LPCAT2	18.8134906981342
ACSL3	LYN	20.7309419432042
ACSL3	MGLL	16.8707567546885
ACSL3	MLXIPL	15.7637143296293
ACSL3	MLYCD	29.6890645190452
ACSL3	NDRG1	9.9169337290946
ACSL3	PDLIM3	11.4645186542295
ACSL3	PLIN2	13.4991037483484
ACSL3	RPL21	21.8391632798234
ACSL3	SCD	22.8930589084177
ACSL3	SLC27A2	31.6108988373778
ACSL3	SLC27A5	27.7743327564814
ACSL3	SPG20	4.00173036108346
ACSL3	SQLE	14.6056955569345
ACSL4	ACSL5	49.8971678763103
ACSL4	FABP5	21.4747067496929
ACSL4	MGLL	27.3566974726281
ACSL4	PDLIM3	12.1620622549971
ACSL4	PEMT	14.1907569783978
ACSL4	PLIN2	18.334047310188
ACSL4	SCD	30.0982402576254
ACSL5	ACSS1	27.1495976846284
ACSL5	ACSS2	32.9017424007714
ACSL5	AGPAT1	20.4580684033454
ACSL5	AGPAT2	18.1475474010058
ACSL5	ALDOB	15.722066202015
ACSL5	APOA4	16.412040127115
ACSL5	CASP3	21.362178895565
ACSL5	CAT	9.7197705983754
ACSL5	CRYL1	19.5836128091831
ACSL5	EHHADH	18.5447521385317
ACSL5	FABP1	13.7371538375665
ACSL5	FABP4	15.8728912855786
ACSL5	FARSB	17.1931314054669
ACSL5	GCDH	35.3463022838184
ACSL5	GPAM	31.347264667938
ACSL5	GYS2	13.9375497849566
ACSL5	HADH	14.840756877238
ACSL5	HMGCL	24.7127052804186
ACSL5	HMGCS2	27.130659489347
ACSL5	LPCAT2	21.3421506357158
ACSL5	MGLL	22.0478691144617
ACSL5	PDLIM3	8.25093073618792
ACSL5	PEX11B	7.12406739282445
ACSL5	PEX16	6.78983175898443
ACSL5	PLIN2	16.9963980544646
ACSL5	PYGL	9.79333593066828
ACSL5	SCAMP2	16.9628831951034
ACSL5	SCD	31.5774765425279
ACSL5	SCP2	31.3351071790103
ACSL5	SLC25A20	31.9569946674701
ACSL5	SLC27A2	34.2079212933446
ACSL5	SLC27A5	36.7605261352777
ACSM2A	PTBP1	41.1653641504285
ACSM2B	PTBP1	37.4736642416577
ACSM3	ADH4	20.2474559501791
ACSM3	AGXT2	18.6286906981943
ACSM3	ALDH8A1	17.5466563738366
ACSM3	APOA4	19.0018312085068
ACSM3	EHMT2	18.7253653062372
ACSM3	FTCD	19.1388607072701
ACSM3	GLYATL1	22.6616892675059
ACSM3	HAAO	19.1387649554499
ACSM3	HAO2	17.7491819599078
ACSM3	HGD	16.0860713497867
ACSM3	HOGA1	22.3049903710155
ACSM3	KMO	13.361283897571
ACSM3	MYO1D	14.8244803506827
ACSM3	PCK1	17.1634791888054
ACSM3	PCK2	13.1821645030275
ACSM3	PIPOX	20.0578714801571
ACSM3	SARDH	12.7085202604251
ACSM3	SLC2A2	8.92842753346598
ACSM3	TTC36	3.43232761193725
ACSM3	TTPA	15.0852178088913
ACSM3	XPNPEP2	1.16478958820091
ACSM5	PTBP1	34.2979730383028
ACSS1	ACSS2	42.3114715253282
ACSS1	ALDH2	42.5709624439266
ACSS1	FBP1	12.8540360911493
ACSS1	GPAM	13.7290116952698
ACSS1	HMGCS2	27.1025068922184
ACSS1	MGLL	10.398146965451
ACSS1	PC	11.3028409550873
ACSS1	PCK1	9.01757613155166
ACSS1	PCK2	8.29721447604001
ACSS1	PKM	17.3473538739473
ACSS1	SIRT2	11.6115048849063
ACSS2	ACSS3	25.053645397297
ACSS2	ADH1A	42.7803244073298
ACSS2	ADH1B	42.7687010371069
ACSS2	ADH4	35.9360301659034
ACSS2	AGXT2	15.8860047498941
ACSS2	ALDH1B1	62.5240841959251
ACSS2	ALDH2	55.4497029334515
ACSS2	ALDH6A1	14.1308710702862
ACSS2	AOX1	24.9181831064711
ACSS2	BDH1	23.3584128852556
ACSS2	CLYBL	12.0552532523419
ACSS2	DBT	12.7691653279584
ACSS2	EHHADH	12.7393120820875
ACSS2	FBP1	15.5689131572815
ACSS2	G6PD	24.4787549271936
ACSS2	GLUD1	14.4455189906249
ACSS2	GLUD2	18.1762909566507
ACSS2	GPAM	27.0459223253251
ACSS2	GPD1	22.6878266504648
ACSS2	HMGCL	26.5624374882744
ACSS2	HMGCS2	25.372972058705
ACSS2	IDI1	27.7236026560754
ACSS2	MLYCD	14.7278823045228
ACSS2	MRPL39	21.4510002260459
