name1	name2	module
DDX17	GRWD1	5
DDX17	YLPM1	5
DDX17	NOP56	5
DDX17	MYBBP1A	5
DDX17	SF3B1	5
DDX17	DHX15	5
DDX17	SRSF10	5
DDX17	SF1	5
DDX17	EXOSC3	5
DDX17	RBM8A	5
DDX17	DDX54	5
DDX17	HNRNPA0	5
DDX17	SNRNP200	5
DDX17	XRN2	5
DDX3X	HNRNPUL2	5
DDX3X	HNRNPH1	5
DDX3X	GIGYF1	5
DDX3X	HNRNPR	5
DDX3X	MAGOH	5
DDX3X	ETF1	5
DDX3X	STAU1	5
DDX3X	FUS	5
DDX3X	RBM39	5
DDX3X	LARP1	5
DDX3X	ZRANB2	5
DDX3X	EIF3B	5
DDX3X	SNRPA1	5
DDX3X	LSM4	5
DDX3X	PABPC4	5
DDX3X	SUPV3L1	5
DDX3X	FXR1	5
DDX3X	PRPF6	5
DDX3X	TIAL1	5
DDX3X	NCBP1	5
DDX3X	DHX15	5
DDX3X	SNW1	5
DDX3X	EIF4H	5
DDX3X	PSPC1	5
DDX3X	HNRNPUL1	5
DDX3X	LSM1	5
DDX3X	RBM14	5
DDX3X	DHX29	5
DDX3X	EIF4G2	5
DDX3X	IMPDH2	5
DDX3X	PUM1	5
DDX3X	G3BP2	5
DDX3X	HNRNPM	5
DDX3X	FMR1	5
DDX3X	EIF3H	5
DDX3X	PRPF8	5
DDX3X	U2AF2	5
DDX3X	RBMX	5
DDX3X	PABPN1	5
DDX3X	EIF3E	5
DDX3X	EIF3A	5
DDX3X	EIF3D	5
DDX3X	HNRNPA0	5
DDX3X	DHX57	5
DDX3X	DDX56	5
DDX3X	EIF3G	5
DDX3X	DHX36	5
DDX3X	SRSF6	5
DDX3X	RBM8A	5
DDX3X	SRSF5	5
DDX3X	THOC2	5
DDX3X	EFTUD2	5
DDX3X	SKIV2L2	5
DDX3X	SF3B3	5
DDX3X	SKIV2L	5
DDX3X	TAF15	5
DDX3X	SNRNP200	5
DDX3X	UPF1	5
DDX3X	DDX49	5
DDX3X	G3BP1	5
DDX3X	SRSF9	5
DDX3X	HNRNPA3	5
DDX3X	DHX30	5
DDX3X	PABPC1	5
DDX3X	RSL1D1	5
DDX3X	SRPK2	5
DDX3X	DDX6	5
DDX3X	YTHDF3	5
DDX3X	NAA10	5
DDX5	PLRG1	5
DDX5	SKIV2L2	5
DDX5	RBM10	5
DDX5	FTSJ3	5
DDX5	SRSF2	5
DDX5	SNRPD2	5
DDX5	SNW1	5
DDX5	U2AF2	5
DDX5	DDX54	5
DDX5	UPF1	5
DDX5	TFB2M	5
DDX5	HNRNPM	5
DDX5	TRMT1	5
DDX5	FMR1	5
DDX5	RBM39	5
DDX5	PABPC1	5
DDX5	FUS	5
DDX5	HEATR1	5
DDX5	SNRPD3	5
DDX5	PSME3	5
DDX5	GNL3	5
DDX5	SNRPC	5
DDX5	EIF3E	5
DDX5	EFTUD2	5
DDX5	SNRPD1	5
DDX5	DHX30	5
DDX5	SRSF3	5
DDX5	PRPF19	5
DDX5	HNRNPA3	5
DDX5	SF3A1	5
DDX5	NHP2	5
DDX5	KHSRP	5
DDX5	SRRM1	5
DDX5	NCBP1	5
DDX5	EIF4A3	5
DDX5	SRSF5	5
DDX5	SF3A2	5
DDX5	LARP7	5
DDX5	HNRNPUL1	5
DDX5	PABPC4	5
DDX5	STAU1	5
DDX5	DDX56	5
DDX5	DHX36	5
DDX5	PRPF6	5
DDX5	DHX29	5
DDX5	PRPF40A	5
DDX5	SF3B3	5
DDX5	MYBBP1A	5
DDX5	DKC1	5
DDX5	RBMX	5
DDX5	HNRNPUL2	5
DDX5	TRA2B	5
DDX5	WBP11	5
DDX5	POLR1C	5
DDX5	GRWD1	5
DDX5	HNRNPH2	5
DDX5	NOP2	5
DDX5	RSL1D1	5
DDX5	RBM4	5
DDX5	NOP56	5
DDX5	FXR1	5
DDX5	PWP1	5
DDX5	SF3A3	5
DDX5	XRN2	5
DDX5	HNRNPR	5
DDX5	POLDIP3	5
DDX5	DHX15	5
DDX5	SRSF6	5
DDX5	SNRNP200	5
DDX5	EIF4G2	5
DDX5	SF1	5
DDX5	HNRNPF	5
DDX5	SNRPA1	5
DDX5	SF3B1	5
DDX5	GAR1	5
DDX5	PRPF8	5
DDX5	MAGOH	5
DDX5	SKIV2L	5
DDX5	LUC7L3	5
DDX5	HNRNPH1	5
DDX5	HNRNPA0	5
DDX5	RBM14	5
DDX5	DHX57	5
DDX5	IK	5
DDX5	RBM47	5
DDX5	MARS	5
DDX5	THRAP3	5
DDX5	RBM8A	5
DDX5	HNRNPH3	5
DHX9	HNRNPA0	5
DHX9	SRRT	5
DHX9	EXOSC2	5
DHX9	PABPN1	5
DHX9	SF3A2	5
DHX9	SF3B2	5
DHX9	SRSF3	5
DHX9	SNRNP200	5
DHX9	HNRNPR	5
DHX9	HNRNPF	5
DHX9	LIMD1	5
DHX9	EIF4A3	5
DHX9	LARP1	5
DHX9	HNRNPM	5
DHX9	EIF4H	5
DHX9	SNRPD1	5
DHX9	HNRNPH3	5
DHX9	SNRPD3	5
DHX9	NUDT21	5
DHX9	SF3B3	5
DHX9	SNRNP40	5
DHX9	TRA2B	5
DHX9	PHF5A	5
DHX9	SF3A1	5
DHX9	SNW1	5
DHX9	U2AF2	5
DHX9	SRSF7	5
DHX9	SNRPA	5
DHX9	PABPC1	5
DHX9	NCBP1	5
DHX9	PRPF8	5
DHX9	SNRPE	5
DHX9	PSME3	5
DHX9	SNRPB	5
DHX9	NOP56	5
DHX9	ERH	5
DHX9	SF3B1	5
DHX9	RBM4	5
DHX9	EXOSC7	5
DHX9	STAU1	5
DHX9	RBM8A	5
DHX9	PRPF4	5
DHX9	SRSF9	5
DHX9	TRMT10C	5
DHX9	TIAL1	5
DHX9	G3BP1	5
DHX9	PUF60	5
DHX9	SNRNP70	5
DHX9	SSB	5
DHX9	FMR1	5
DHX9	SKIV2L2	5
DHX9	RBM14	5
DHX9	THOC2	5
DHX9	PRPF19	5
DHX9	LARP7	5
DHX9	SNRPC	5
DHX9	RBMX	5
DHX9	PRPF40A	5
DHX9	SF3B5	5
DHX9	KHSRP	5
DHX9	SRSF2	5
DHX9	POLDIP3	5
DHX9	PABPC4	5
DHX9	EFTUD2	5
DHX9	HNRNPA3	5
DHX9	SRSF10	5
DHX9	SART1	5
DHX9	PNPT1	5
DHX9	HNRNPH1	5
DHX9	FUS	5
DHX9	EIF3H	5
DHX9	TAF15	5
DHX9	DIS3	5
DHX9	RALY	5
DHX9	SNRPD2	5
DHX9	SNRPA1	5
DHX9	RNPS1	5
DHX9	SRSF6	5
DHX9	MAGOH	5
DHX9	SARNP	5
DHX9	HNRNPAB	5
DHX9	SKIV2L	5
DHX9	SNRPB2	5
DHX9	HEATR1	5
DHX9	FXR1	5
DHX9	UPF1	5
DPP4	ENTPD1	7
DPP4	IDE	7
DPYS	GDA	1
DPYS	ENTPD8	1
DPYS	XDH	1
DPYS	GOLT1B	1
DPYS	EPHX2	1
DPYS	UPB1	1
DYNLL1	NUP214	6
DYNLL1	ZW10	6
DYNLL1	NUP98	6
DYNLL1	TPR	6
ECHS1	SCP2	1
ECHS1	PEX11B	1
ECHS1	ETFDH	1
ECHS1	HMGCL	1
ECHS1	GCDH	1
ECHS1	PCCA	1
ECHS1	PEX11G	1
ECHS1	EHHADH	1
ECHS1	FARSB	1
EHMT2	UBTF	4
EHMT2	MED23	4
EHMT2	MTA2	4
EHMT2	KDM3B	4
EHMT2	HAT1	4
EHMT2	WHSC1	4
EHMT2	RUVBL2	4
EIF2S2	NHP2	5
EIF2S2	EIF4G2	5
EIF2S2	EIF3D	5
EIF2S2	NAA10	5
EIF2S2	EIF3H	5
EIF2S2	EIF4A3	5
EIF2S2	EIF3G	5
EIF2S2	NOP56	5
EIF2S2	EIF3E	5
EIF2S2	PABPC1	5
EIF2S2	NUDC	5
EIF2S2	RALY	5
EIF2S2	MARS	5
EIF2S2	EIF4H	5
EIF2S2	IMPDH2	5
EIF2S2	PAIP1	5
EIF2S2	ETF1	5
EIF2S2	SSB	5
EIF2S2	HNRNPA3	5
EIF2S2	SNRPD1	5
EIF2S2	GNL3	5
EIF2S2	UPF1	5
EIF2S2	EIF3B	5
EIF2S2	SNRPD2	5
EIF2S2	ZC3H15	5
EIF2S2	HNRNPAB	5
EIF2S2	EIF3A	5
EIF2S2	G3BP1	5
EIF2S2	RPL21	5
ELAVL1	ETF1	5
ELAVL1	SRSF5	5
ELAVL1	EXOSC7	5
ELAVL1	RALY	5
ELAVL1	FUS	5
ELAVL1	HNRNPH3	5
ELAVL1	HNRNPAB	5
ELAVL1	LSM4	5
ELAVL1	SNRPB2	5
ELAVL1	SNRNP40	5
ELAVL1	SNRPA1	5
ELAVL1	YTHDF3	5
ELAVL1	SNRPB	5
ELAVL1	MYBBP1A	5
ELAVL1	PRPF4	5
ELAVL1	LSM8	5
ELAVL1	SNRPD3	5
ELAVL1	HNRNPA0	5
ELAVL1	SF3A2	5
ELAVL1	PHF5A	5
ELAVL1	SF3B5	5
ELAVL1	U2AF2	5
ELAVL1	SF1	5
ELAVL1	SNRPE	5
ELAVL1	RBM17	5
ELAVL1	PABPN1	5
ELAVL1	HNRNPH1	5
ELAVL1	KHSRP	5
ELAVL1	SRSF3	5
ELAVL1	SF3B3	5
ELAVL1	LSM3	5
ELAVL1	UPF1	5
ELAVL1	RBM14	5
ELAVL1	SARNP	5
ELAVL1	PSME3	5
ELAVL1	TIAL1	5
ELAVL1	SRSF6	5
ELAVL1	SNRPC	5
ELAVL1	MAGOH	5
ELAVL1	NUDT21	5
ELAVL1	PABPC1	5
ELAVL1	TAF15	5
ELAVL1	FXR1	5
ELAVL1	PFDN6	5
ELAVL1	SMU1	5
ELAVL1	THOC2	5
ELAVL1	SNRPA	5
ELAVL1	SRSF9	5
ELAVL1	FUBP3	5
ELAVL1	HNRNPA3	5
ELAVL1	EXOSC2	5
ELAVL1	HNRNPF	5
ELAVL1	PFDN2	5
ELAVL1	FMR1	5
ELAVL1	PFDN5	5
ELAVL1	NAA10	5
ELAVL1	TCERG1	5
ELAVL1	HNRNPR	5
ELAVL1	HNRNPH2	5
ELAVL1	STAU1	5
ELAVL1	SNRNP70	5
ELAVL1	SRRT	5
ELAVL1	NAA50	5
ELAVL1	SNRPD2	5
ELAVL1	TRA2B	5
ELAVL1	SSB	5
ELAVL1	G3BP1	5
ELAVL1	SNRPD1	5
ELAVL1	ERH	5
ELAVL1	SRSF10	5
ELAVL1	SRSF7	5
ELAVL1	PRPF19	5
ELAVL1	PTBP3	5
ELAVL1	SF3B6	5
ELAVL1	NUDC	5
ELAVL1	HNRNPM	5
ELAVL1	PUM1	5
ELAVL1	RBMX	5
EP400	SUPT6H	4
EP400	SMARCD2	4
EP400	RNF20	4
EP400	SUPT5H	4
EP400	RUVBL2	4
EP400	POLR2A	4
EP400	SMARCE1	4
EP400	SMARCC2	4
EP400	WHSC1	4
EPCAM	MCAM	7
EPCAM	FCGR2B	7
EPCAM	RAB13	7
EWSR1	SRSF3	5
EWSR1	PRPF19	5
EWSR1	HNRNPR	5
EWSR1	FMR1	5
EWSR1	TAF15	5
EWSR1	SRSF9	5
EWSR1	HNRNPA3	5
EWSR1	KHSRP	5
EWSR1	SNRPD2	5
EWSR1	SNRPA	5
EWSR1	FUS	5
EWSR1	PRPF6	5
EWSR1	SNRPB	5
EWSR1	SSB	5
EWSR1	RBMX	5
EWSR1	SNRPD1	5
EWSR1	NUDT21	5
EWSR1	LSM8	5
EWSR1	LARP7	5
EWSR1	HNRNPA0	5
EWSR1	SRRT	5
EWSR1	HNRNPH2	5
EWSR1	TIAL1	5
EWSR1	TRA2B	5
EWSR1	SF1	5
EWSR1	HNRNPUL1	5
EWSR1	HNRNPH1	5
EWSR1	HNRNPM	5
EWSR1	SNRPE	5
EWSR1	HTATSF1	5
EWSR1	SRSF7	5
EWSR1	SNRPD3	5
EWSR1	U2AF2	5
EWSR1	SRSF10	5
EWSR1	LSM4	5
EWSR1	SRSF2	5
EWSR1	SNRPC	5
EWSR1	RBM14	5
EWSR1	HNRNPF	5
EWSR1	RALY	5
EWSR1	SNRNP70	5
EWSR1	SARNP	5
F2	FGL2	7
F2	SERPINA5	7
F2	HCK	7
F2	LPA	7
FABP1	ITIH3	1
FABP1	ITPA	1
FABP1	SLC25A20	1
FABP1	SCP2	1
FABP1	HMGCL	1
FABP1	PAH	1
FABP1	VIL1	1
FABP1	MTTP	1
FABP1	SLC27A5	1
FABP1	SLC27A2	1
FABP4	FAM120B	1
FABP4	MED24	1
FABP4	SLC27A2	1
FABP5	SLC27A2	1
FABP5	HRSP12	1
FABP5	PLBD2	1
FABP5	RMDN1	1
FABP5	SCP2	1
FAH	GSTZ1	1
FAH	HAL	1
FAH	HGD	1
FAH	FAHD2A	1
FAH	KYNU	1
FAH	PAH	1
FAH	OTC	1
FAH	NPEPL1	1
FAH	TDO2	1
FAH	HAAO	1
FAH	TAT	1
FBL	HNRNPA3	5
FBL	GAR1	5
FBL	NOP56	5
FBL	GNL1	5
FBL	LSM4	5
FBL	TRMT10C	5
FBL	U2AF2	5
FBL	LSM3	5
FBL	RPL21	5
FBL	PABPN1	5
FBL	MARS	5
FBL	HNRNPM	5
FBL	SRSF3	5
FBL	SNRNP70	5
FBL	SART3	5
FBL	NOP2	5
FBL	GNL3	5
FBL	PWP1	5
FBL	HNRNPAB	5
FBL	GRWD1	5
FBL	NCBP1	5
FBL	RSL1D1	5
FBL	SNRPA1	5
FBL	SNRNP40	5
FBL	FTSJ3	5
FBL	PSME3	5
FBL	SNRPD3	5
FBL	SKIV2L2	5
FBL	SNRPD1	5
FBL	RALY	5
FBL	SNRPD2	5
FBL	TROVE2	5
FBL	HEATR1	5
FBL	NHP2	5
FBL	LARP7	5
FBL	HNRNPA0	5
FBL	KHSRP	5
FBL	PRPF19	5
FBL	SNRPA	5
FBL	IMPDH2	5
FBL	G3BP1	5
FBL	SNRPC	5
FBL	PABPC1	5
FBL	MAGOH	5
FBL	TFB2M	5
FBL	SNRPB	5
FBL	HNRNPR	5
FBL	TRMT1	5
FBL	POLR1C	5
FBL	PABPC4	5
FBL	SERBP1	5
FBL	SRSF2	5
FBL	MYBBP1A	5
FBL	SNRPE	5
FBL	TRA2B	5
FBL	LSM6	5
FBL	NSUN2	5
FBL	XRN2	5
FBL	SSB	5
FBL	TRMT112	5
FBP1	PFKFB1	1
FBP1	GID8	1
FBP1	GBE1	1
FBP1	FBP2	1
FBP1	PFKP	1
FBP1	GYS2	1
FBP1	SLC25A20	1
FBP1	WDR26	1
FBP1	GPD2	1
FEN1	SAE1	4
FEN1	MCM4	4
FEN1	SMEK1	4
FEN1	RAD50	4
FEN1	NUP37	4
FEN1	KDM3B	4
FEN1	SSBP1	4
FEN1	TUBG1	4
FEN1	POLR2A	4
FEN1	WRNIP1	4
FEN1	KNTC1	4
FEN1	TCEA1	4
FEN1	POLR2B	4
FHIT	SELENBP1	1
FHIT	RBKS	1
FHIT	PCCA	1
FHIT	UROC1	1
FHIT	MTHFD1	1
FHIT	NIT2	1
FHL2	TBL1XR1	4
FN1	IGBP1	7
FN1	WAS	7
FN1	PALLD	7
FN1	PRG4	7
FN1	LAMB1	7
FN1	MCAM	7
FN1	GIG25	7
FN1	SPARC	7
FN1	TUBB4A	7
FN1	LGALS8	7
FN1	SYK	7
FN1	LPA	7
FN1	LYN	7
FN1	LAMC1	7
FN1	WASL	7
FN1	NES	7
FN1	SERPINA5	7
FN1	SDC2	7
FTCD	GYS2	1
FTCD	SERPINA10	1
FTCD	PAH	1
FTCD	HAL	1
FTCD	UROC1	1
FTCD	SARDH	1
FTCD	UPB1	1
FTCD	SERPINB1	1
FTCD	GLDC	1
FTCD	KYNU	1
FTCD	HGD	1
FTCD	SHMT1	1
FTCD	GLS	1
FTCD	GLS2	1
FTCD	HAO2	1
FTCD	ITIH3	1
FTCD	GCSH	1
FTCD	XDH	1
FTCD	NIT2	1
FTCD	HAAO	1
FTCD	TAT	1
FTCD	TMPRSS6	1
FTCD	MTHFD1	1
FTCD	TTC36	1
FTCD	PIPOX	1
FTCD	XPNPEP2	1
FTCD	HAO1	1
FUBP1	HNRNPF	5
FUBP1	SF1	5
FUBP1	SRSF7	5
FUBP1	U2AF2	5
FUBP1	TIAL1	5
FUBP1	SF3B1	5
FUBP1	PUF60	5
FUBP1	SRSF3	5
FUBP1	THRAP3	5
FUBP1	HNRNPR	5
FUBP1	SSB	5
FUBP1	SRSF5	5
FUBP1	SRRT	5
FUBP1	SNRPD2	5
FUBP1	FUBP3	5
FUBP1	HNRNPH1	5
FUBP1	SF3A1	5
FUBP1	SNW1	5
FUBP1	RBM10	5
FUBP1	SNRPE	5
FUBP1	LUC7L3	5
FUBP1	KHSRP	5
FUBP1	HNRNPM	5
FUBP1	RBM17	5
FUBP1	TRA2B	5
FUBP1	SNRPA1	5
FUBP1	PHF5A	5
FUBP1	SRSF6	5
FUBP1	SNRPB	5
FUBP1	RBM39	5
FUBP1	SNRPA	5
FUBP1	NUDT21	5
FUBP1	SRSF11	5
FUBP1	SNRNP70	5
FUBP1	SF3A3	5
FUBP1	PRPF40A	5
FUBP1	SRSF2	5
FUBP1	SERBP1	5
G6PD	GPD1	1
G6PD	GLS2	1
G6PD	RBKS	1
G6PD	MTHFD1	1
G6PD	GNS	1
G6PD	PFKP	1
G6PD	GBE1	1
G6PD	GPD2	1
G6PD	IDNK	1
G6PD	GPD1L	1
G6PD	TAT	1
G6PD	IDH3G	1
G6PD	HMGCL	1
G6PD	PSAT1	1
GABPA	SSBP1	4
GALT	UXS1	1
GLUD1	SUOX	1
GLUD1	NIT2	1
GLUD1	IDH3B	1
GLUD1	ME2	1
GLUD1	PSAT1	1
GLUD1	OTC	1
GLUD1	PRODH	1
GLUD1	GPD1	1
GLUD1	GPD2	1
GLUD1	IDH3G	1
GLUD2	GPD1L	1
GLUD2	UROC1	1
GLUD2	SHMT1	1
GLUD2	OTC	1
GLUD2	IDH3B	1
GLUD2	IDH3G	1
GLUD2	GPD1	1
GLUD2	NIT2	1
GLUD2	SUOX	1
GNMT	MTHFD1	1
GNMT	PDPR	1
GNMT	SHMT1	1
GNMT	PIPOX	1
GNMT	SARDH	1
GNPAT	PEX1	1
GNPAT	HAO1	1
GNPAT	PIPOX	1
GNPAT	PEX16	1
GNPAT	MLYCD	1
GNPAT	SLC27A2	1
GNPAT	GPD1L	1
GNPAT	HMGCL	1
GNPAT	GPD1	1
GNPAT	GPD2	1
GNPAT	HAO2	1
GNPAT	SCP2	1
GOLPH3	WBSCR16	14
GOLPH3	NSF	14
GOLPH3	RAB4A	14
GOLPH3	MGAT1	14
GOLPH3	SERPINA4	14
GOLPH3	RAB1A	14
GOLPH3	SEC23B	14
GOLPH3	STX5	14
GOLPH3	GOSR2	14
GOLPH3	MYO18A	14
GOLPH3	SYNRG	14
GOLPH3	GOSR1	14
GOLPH3	KDELR1	14
GOLPH3	TSN	14
GOT2	SUOX	1
GOT2	NIT2	1
GOT2	MSRA	1
GOT2	PGM2L1	1
GOT2	IDH3G	1
GOT2	SLC27A5	1
GOT2	PAH	1
GOT2	LBP	1
GOT2	SLC27A2	1
GOT2	IDH3B	1
GOT2	TAT	1
GOT2	PSAT1	1
GOT2	PLBD2	1
GOT2	HOGA1	1
GOT2	MTTP	1
GOT2	SHMT1	1
GOT2	NPEPL1	1
GOT2	ITPA	1
GOT2	SCP2	1
GPAM	XDH	1
GPAM	LPGAT1	1
GPAM	SLC27A2	1
GPAM	GPD1	1
GPAM	GPD2	1
GPAM	MTTP	1
GPAM	LPCAT2	1
GPAM	GPD1L	1
GPC6	SDC2	7
GPT	NPEPL1	1
GPT	PGP	1
GPT	HMGCL	1
GPT	SHMT1	1
GPT	MTTP	1
GPT	LBP	1
GPT	OTC	1
GPT	SDS	1
GPT	IDH3B	1
GPT	PEX16	1
GPT	PSAT1	1
GPT	IDH3G	1
GRN	TMEM106B	7
GSN	WASL	7
GSN	WAS	7
GSN	LTF	7
GSN	SYK	7
GSN	PRUNE	7
GSN	LIMA1	7
GSN	PTPN12	7
GSN	NES	7
GYS1	PCYT1A	1
GYS1	ITIH3	1
GYS1	PSAT1	1
GYS1	TMPRSS6	1
GYS1	PFKFB1	1
GYS1	GYS2	1
GYS1	SERPINA10	1
GYS1	PFKP	1
GYS1	PHKG2	1
H1F0	SYMPK	4
H1F0	HMGB2	4
H1F0	UBTF	4
H1F0	SET	4
H1F0	H1FX	4
H1F0	STK4	4
HADH	SLC25A20	1
HADH	MCEE	1
HADH	PCYT1A	1
HADH	SCP2	1
HADH	HMGCL	1
HCFC1	RUVBL2	4
HCFC1	PSIP1	4
HCFC1	WDR82	4
HCFC1	SMEK1	4
HDAC1	PHC2	4
HDAC1	KIF2A	4
HDAC1	WDR82	4
HDAC1	SET	4
HDAC1	USP7	4
HDAC1	MTA2	4
HDAC1	HMGB2	4
HDAC1	POLR2A	4
HDAC1	VBP1	4
HDAC1	MCM4	4
HDAC1	TBL1XR1	4
HDAC1	SUPT6H	4
HDAC1	UBTF	4
HDAC1	RUVBL2	4
HDAC1	RNF20	4
HDAC1	UBA2	4
HDAC1	PDS5A	4
HDAC1	VPRBP	4
HDAC1	SMARCC2	4
HDAC1	WHSC1	4
HDAC1	SMEK1	4
HDAC1	SMARCE1	4
HDAC1	TCOF1	4
HDAC1	SAE1	4
HDAC2	TBL1XR1	4
HDAC2	SUPT6H	4
HDAC2	MTA2	4
HDAC2	UBTF	4
HDAC2	SMARCE1	4
HDAC2	UBAP2L	4
HDAC2	RUVBL2	4
HDAC2	PPP1R8	4
HDAC2	PARP14	4
HDAC2	RNF20	4
HDAC2	PHC2	4
HDAC2	SMARCC2	4
HDAC2	SET	4
HDAC2	UBE2H	4
HDAC2	WHSC1	4
HDAC6	KIF2A	4
HDAC6	USP7	4
HDAC6	TBL1XR1	4
HGS	STAM2	7
HGS	VPS45	7
HGS	SCAMP3	7
HGS	VPS18	7
HGS	SH3KBP1	7
HGS	VPS26A	7
HGS	STAM	7
HGS	SYK	7
HGS	STAMBP	7
HGS	PPP1R12A	7
HIST1H1B	HMGB2	4
HK1	PFKP	1
HK1	PDCD10	1
HK1	KHK	1
HK1	PFKFB1	1
HK3	PFKP	1
HK3	IDH3G	1
HK3	IDH3B	1
HK3	KHK	1
HK3	PFKFB1	1
HKDC1	PFKFB1	1
HKDC1	PFKP	1
HKDC1	KHK	1
HKDC1	IDH3B	1
HKDC1	IDH3G	1
HMGA1	SMARCE1	4
HMGA1	HMGB2	4
HMGB3	TCEA1	4
HMGB3	PSIP1	4
HMGCS2	IDI1	1
HMGCS2	XPNPEP2	1
HMGCS2	UROC1	1
HMGCS2	SLC27A2	1
HMGCS2	MVK	1
HMGCS2	PCCA	1
HMGCS2	MLYCD	1
HMGCS2	SLC25A20	1
HMGCS2	PMVK	1
HMGCS2	SQLE	1
HNRNPA1	PUF60	5
HNRNPA1	SNRPB2	5
HNRNPA1	U2SURP	5
HNRNPA1	HNRNPAB	5
HNRNPA1	LUC7L3	5
HNRNPA1	RBM14	5
HNRNPA1	SMU1	5
HNRNPA1	RBM4	5
HNRNPA1	PSME3	5
HNRNPA1	UPF1	5
HNRNPA1	RALY	5
HNRNPA1	STAU1	5
HNRNPA1	XRN2	5
HNRNPA1	LSM2	5
HNRNPA1	PFDN6	5
HNRNPA1	NAA10	5
HNRNPA1	U2AF2	5
HNRNPA1	NOP56	5
HNRNPA1	PRPF4	5
HNRNPA1	SRSF10	5
HNRNPA1	HNRNPUL1	5
HNRNPA1	SNRPB	5
HNRNPA1	SNRPC	5
HNRNPA1	PPIL1	5
HNRNPA1	PTBP3	5
HNRNPA1	MAGOH	5
HNRNPA1	LSM8	5
HNRNPA1	PRPF8	5
HNRNPA1	PNN	5
HNRNPA1	SRSF4	5
HNRNPA1	U2AFBP	5
HNRNPA1	THOC2	5
HNRNPA1	SRRT	5
HNRNPA1	PLRG1	5
HNRNPA1	SNRPA	5
HNRNPA1	SF3A2	5
HNRNPA1	RBM39	5
HNRNPA1	SRSF6	5
HNRNPA1	PRPF40A	5
HNRNPA1	TCERG1	5
HNRNPA1	SKIV2L2	5
HNRNPA1	SRPK2	5
HNRNPA1	LSM3	5
HNRNPA1	SNRNP200	5
HNRNPA1	HNRNPR	5
HNRNPA1	HNRNPF	5
HNRNPA1	PFDN5	5
HNRNPA1	PABPC1	5
HNRNPA1	SF3B6	5
HNRNPA1	PRPF19	5
HNRNPA1	SF3B3	5
HNRNPA1	RNPS1	5
HNRNPA1	SRSF2	5
HNRNPA1	HNRNPLL	5
HNRNPA1	NAA50	5
HNRNPA1	SRSF9	5
HNRNPA1	PAPOLA	5
HNRNPA1	PABPN1	5
HNRNPA1	HNRNPUL2	5
HNRNPA1	PSPC1	5
HNRNPA1	SNRNP70	5
HNRNPA1	HNRNPH1	5
HNRNPA1	POLDIP3	5
HNRNPA1	RPL21	5
HNRNPA1	SF1	5
HNRNPA1	SNRPD1	5
HNRNPA1	PRPF6	5
HNRNPA1	HNRNPA3	5
HNRNPA1	SARNP	5
HNRNPA1	LARP1	5
HNRNPA1	SF3B1	5
HNRNPA1	RBM8A	5
HNRNPA1	PHF5A	5
HNRNPA1	TRA2B	5
HNRNPA1	RBMX	5
HNRNPA1	HNRNPH3	5
HNRNPA1	RBM10	5
HNRNPA1	SNRPD2	5
HNRNPA1	TIAL1	5
HNRNPA1	SERBP1	5
HNRNPA1	NUDT21	5
HNRNPA1	SSB	5
HNRNPA1	TAF15	5
HNRNPA1	NCBP1	5
HNRNPA1	KHSRP	5
HNRNPA1	SF3A3	5
HNRNPA1	SF3A1	5
HNRNPA1	HNRNPH2	5
HNRNPA1	SNRNP40	5
HNRNPA1	SRSF3	5
HNRNPA1	HNRNPM	5
HNRNPA1	SRSF5	5
HNRNPA1	SF3B5	5
HNRNPA1	SNRPE	5
HNRNPA1	SNRPD3	5
HNRNPA1	SRSF7	5
HNRNPA1	YLPM1	5
HNRNPA1	SNRPA1	5
HNRNPA1	SNW1	5
HNRNPA1	LSM4	5
HNRNPA1	RBM47	5
HNRNPA1	NUDC	5
HNRNPA1	LARP7	5
HNRNPA1	SF3B2	5
HNRNPC	SF3A1	5
HNRNPC	SNRPD3	5
HNRNPC	SNW1	5
HNRNPC	SRSF5	5
HNRNPC	SNRNP40	5
HNRNPC	HNRNPLL	5
HNRNPC	PHF5A	5
HNRNPC	NHP2	5
HNRNPC	RBM4	5
HNRNPC	THRAP3	5
HNRNPC	RBM17	5
HNRNPC	SRPK2	5
HNRNPC	YTHDF3	5
HNRNPC	SSB	5
HNRNPC	RBM22	5
HNRNPC	PSME3	5
HNRNPC	SRSF2	5
HNRNPC	NUDT21	5
HNRNPC	RBM14	5
HNRNPC	PRPF6	5
HNRNPC	PUF60	5
HNRNPC	PRPF40A	5
HNRNPC	RNPS1	5
HNRNPC	HNRNPH3	5
HNRNPC	SRSF7	5
HNRNPC	RBM8A	5
HNRNPC	U2AFBP	5
HNRNPC	HNRNPUL1	5
HNRNPC	RBM10	5
HNRNPC	UPF1	5
HNRNPC	SRRT	5
HNRNPC	PRPF8	5
HNRNPC	PLRG1	5
HNRNPC	SRRM1	5
HNRNPC	KHSRP	5
HNRNPC	SART1	5
HNRNPC	PABPC1	5
HNRNPC	LSM4	5
HNRNPC	RBM39	5
HNRNPC	SNRPD1	5
HNRNPC	SF3B3	5
HNRNPC	SKIV2L2	5
HNRNPC	LSM2	5
HNRNPC	U2SURP	5
HNRNPC	SRSF3	5
HNRNPC	PRPF19	5
HNRNPC	SNRPA	5
HNRNPC	SF1	5
HNRNPC	LUC7L3	5
HNRNPC	NOP56	5
HNRNPC	HNRNPR	5
HNRNPC	SNRPD2	5
