name1	name2	module
HNRNPC	HNRNPF	5
HNRNPC	SNRPA1	5
HNRNPC	SARNP	5
HNRNPC	SF3B1	5
HNRNPC	SF3A3	5
HNRNPC	POLDIP3	5
HNRNPC	PABPN1	5
HNRNPC	PRPF4	5
HNRNPC	SRSF6	5
HNRNPC	SNRPC	5
HNRNPC	SNRPB2	5
HNRNPC	SF3B2	5
HNRNPC	HNRNPH1	5
HNRNPC	HNRNPM	5
HNRNPC	SRSF9	5
HNRNPC	TRA2B	5
HNRNPC	U2AF2	5
HNRNPC	SMU1	5
HNRNPC	SNRNP70	5
HNRNPC	SRSF10	5
HNRNPC	PTBP3	5
HNRNPC	HNRNPH2	5
HNRNPC	SNRPB	5
HNRNPC	SF3B6	5
HNRNPC	RALY	5
HNRNPC	THOC2	5
HNRNPC	SNRPE	5
HNRNPC	LARP7	5
HNRNPC	PABPC4	5
HNRNPC	SERBP1	5
HNRNPC	SRSF11	5
HNRNPC	LSM8	5
HNRNPC	NAA50	5
HNRNPC	SNRNP200	5
HNRNPC	NCBP1	5
HNRNPC	SF3A2	5
HNRNPC	STAU1	5
HNRNPC	LSM3	5
HNRNPC	TAF15	5
HNRNPC	XRN2	5
HNRNPC	PNN	5
HNRNPC	MAGOH	5
HNRNPC	SF3B5	5
HNRNPC	TIAL1	5
HNRNPC	RBM15	5
HNRNPC	RBMX	5
HNRNPDL	LSM2	5
HNRNPDL	ZRANB2	5
HNRNPDL	PABPN1	5
HNRNPDL	SF3A2	5
HNRNPDL	RBM8A	5
HNRNPDL	LSM3	5
HNRNPDL	SRSF4	5
HNRNPDL	RBMX	5
HNRNPDL	SRSF11	5
HNRNPDL	MAGOH	5
HNRNPDL	NCBP1	5
HNRNPDL	HNRNPH2	5
HNRNPDL	SNRPD1	5
HNRNPDL	SF3A3	5
HNRNPDL	RALY	5
HNRNPDL	PAIP1	5
HNRNPDL	SNRPD3	5
HNRNPDL	PRPF19	5
HNRNPDL	SRSF3	5
HNRNPDL	SNRPB	5
HNRNPDL	HNRNPR	5
HNRNPDL	U2AFBP	5
HNRNPDL	SF1	5
HNRNPDL	PHF5A	5
HNRNPDL	SKIV2L2	5
HNRNPDL	THOC2	5
HNRNPDL	SNRNP200	5
HNRNPDL	U2AF2	5
HNRNPDL	SF3B2	5
HNRNPDL	HNRNPLL	5
HNRNPDL	SSB	5
HNRNPDL	HNRNPUL1	5
HNRNPDL	SNRPE	5
HNRNPDL	SRSF9	5
HNRNPDL	SLTM	5
HNRNPDL	SRSF7	5
HNRNPDL	SF3A1	5
HNRNPDL	PNN	5
HNRNPDL	PABPC1	5
HNRNPDL	SRPK2	5
HNRNPDL	KHSRP	5
HNRNPDL	SNRPB2	5
HNRNPDL	HNRNPF	5
HNRNPDL	POLDIP3	5
HNRNPDL	XRN2	5
HNRNPDL	RBM14	5
HNRNPDL	SNRPA	5
HNRNPDL	SNRPC	5
HNRNPDL	SF3B3	5
HNRNPDL	SNW1	5
HNRNPDL	SRSF6	5
HNRNPDL	HNRNPH3	5
HNRNPDL	SRSF2	5
HNRNPDL	SNRPA1	5
HNRNPDL	PRPF40A	5
HNRNPDL	SF3B1	5
HNRNPDL	RBM39	5
HNRNPDL	UPF1	5
HNRNPDL	TIAL1	5
HNRNPDL	LARP7	5
HNRNPDL	TAF15	5
HNRNPDL	SRSF5	5
HNRNPDL	SNRPD2	5
HNRNPDL	HNRNPH1	5
HNRNPDL	RNPS1	5
HNRNPDL	SRRM1	5
HNRNPDL	TRA2B	5
HNRNPDL	SNRNP70	5
HNRNPDL	SRSF10	5
HNRNPDL	HNRNPM	5
HNRNPDL	LUC7L3	5
HNRNPDL	PRPF8	5
HNRNPDL	PLRG1	5
HNRNPK	PSPC1	5
HNRNPK	U2SURP	5
HNRNPK	SKIV2L2	5
HNRNPK	U2AF2	5
HNRNPK	SNRPD3	5
HNRNPK	SNRPE	5
HNRNPK	SF3B1	5
HNRNPK	SF1	5
HNRNPK	SNRPD2	5
HNRNPK	SF3B3	5
HNRNPK	UPF1	5
HNRNPK	RBM10	5
HNRNPK	SNRNP70	5
HNRNPK	SRSF3	5
HNRNPK	PABPN1	5
HNRNPK	SF3B6	5
HNRNPK	PHF5A	5
HNRNPK	SRP9	5
HNRNPK	PPIL1	5
HNRNPK	SRSF9	5
HNRNPK	RBM4	5
HNRNPK	PFDN6	5
HNRNPK	HNRNPR	5
HNRNPK	SNRPD1	5
HNRNPK	SF3A3	5
HNRNPK	SRSF4	5
HNRNPK	PRPF19	5
HNRNPK	SF3B5	5
HNRNPK	SRRT	5
HNRNPK	SNRNP200	5
HNRNPK	RALY	5
HNRNPK	NUDT21	5
HNRNPK	SRSF10	5
HNRNPK	PSME3	5
HNRNPK	SF3A1	5
HNRNPK	SARNP	5
HNRNPK	PLRG1	5
HNRNPK	SRRM1	5
HNRNPK	SNRNP40	5
HNRNPK	NCBP1	5
HNRNPK	LSM3	5
HNRNPK	LSM8	5
HNRNPK	RBM39	5
HNRNPK	SNW1	5
HNRNPK	LSM4	5
HNRNPK	PFDN2	5
HNRNPK	NAA50	5
HNRNPK	SRSF5	5
HNRNPK	U2AFBP	5
HNRNPK	SF3A2	5
HNRNPK	SRSF7	5
HNRNPK	PRPF40A	5
HNRNPK	HNRNPM	5
HNRNPK	SSB	5
HNRNPK	RNPS1	5
HNRNPK	NAA10	5
HNRNPK	TAF15	5
HNRNPK	LSM5	5
HNRNPK	SNRPB	5
HNRNPK	NUDC	5
HNRNPK	HNRNPUL1	5
HNRNPK	HNRNPLL	5
HNRNPK	XRN2	5
HNRNPK	TRA2B	5
HNRNPK	SNRPC	5
HNRNPK	THOC2	5
HNRNPK	HNRNPUL2	5
HNRNPK	RBM14	5
HNRNPK	SNRPB2	5
HNRNPK	MAGOH	5
HNRNPK	KHSRP	5
HNRNPK	STAU1	5
HNRNPK	SRSF6	5
HNRNPK	PABPC1	5
HNRNPK	PUM1	5
HNRNPK	PUF60	5
HNRNPK	SMU1	5
HNRNPK	SNRPA	5
HNRNPK	RBM8A	5
HNRNPK	TIAL1	5
HNRNPK	PFDN5	5
HNRNPK	RBMX	5
HNRNPK	SRSF2	5
HNRNPK	RBM15	5
HNRNPK	PRPF8	5
HNRNPL	SNRPB2	5
HNRNPL	SNRPB	5
HNRNPL	PABPC1	5
HNRNPL	SRSF5	5
HNRNPL	RALY	5
HNRNPL	SF1	5
HNRNPL	PFDN5	5
HNRNPL	SNRPA	5
HNRNPL	SMU1	5
HNRNPL	SRSF11	5
HNRNPL	SRSF2	5
HNRNPL	SRSF10	5
HNRNPL	TIAL1	5
HNRNPL	SRSF9	5
HNRNPL	RBM4	5
HNRNPL	HNRNPR	5
HNRNPL	SARNP	5
HNRNPL	RNPS1	5
HNRNPL	MAGOH	5
HNRNPL	KHSRP	5
HNRNPL	SRRT	5
HNRNPL	NCBP1	5
HNRNPL	PFDN6	5
HNRNPL	THRAP3	5
HNRNPL	RBM39	5
HNRNPL	THOC2	5
HNRNPL	NAA10	5
HNRNPL	UPF1	5
HNRNPL	NAA50	5
HNRNPL	LUC7L3	5
HNRNPL	HNRNPUL1	5
HNRNPL	SF3B5	5
HNRNPL	LSM3	5
HNRNPL	RBMX	5
HNRNPL	HNRNPM	5
HNRNPL	RBM17	5
HNRNPL	SRRM1	5
HNRNPL	SRPK2	5
HNRNPL	SF3B6	5
HNRNPL	SF3B1	5
HNRNPL	SNRPA1	5
HNRNPL	SNRNP40	5
HNRNPL	NUDT21	5
HNRNPL	SRSF6	5
HNRNPL	SRSF4	5
HNRNPL	RBM8A	5
HNRNPL	PABPN1	5
HNRNPL	PSME3	5
HNRNPL	SNRPD2	5
HNRNPL	SNRNP70	5
HNRNPL	SNRNP200	5
HNRNPL	PRPF19	5
HNRNPL	SSB	5
HNRNPL	TAF15	5
HNRNPL	SRSF7	5
HNRNPL	SNRPE	5
HNRNPL	RBM14	5
HNRNPL	PRPF8	5
HNRNPL	ZNF638	5
HNRNPL	RBM10	5
HNRNPL	SNRPC	5
HNRNPL	U2AF2	5
HNRNPL	PHF5A	5
HNRNPL	PFDN2	5
HNRNPL	NUDC	5
HNRNPL	SRSF3	5
HNRNPL	LSM8	5
HNRNPL	SNRPD3	5
HNRNPL	TRA2B	5
HNRNPL	SF3B3	5
HNRNPL	SNRPD1	5
HNRNPU	RBM15	5
HNRNPU	SKIV2L2	5
HNRNPU	SF3A2	5
HNRNPU	SF3A1	5
HNRNPU	SNRPE	5
HNRNPU	PRPF8	5
HNRNPU	SRSF6	5
HNRNPU	PRPF19	5
HNRNPU	SNRPD3	5
HNRNPU	LARP7	5
HNRNPU	TIAL1	5
HNRNPU	U2AF2	5
HNRNPU	PSME3	5
HNRNPU	SF3A3	5
HNRNPU	SRSF10	5
HNRNPU	SF1	5
HNRNPU	UPF1	5
HNRNPU	U2SURP	5
HNRNPU	SNRPA	5
HNRNPU	SRSF9	5
HNRNPU	RBMX	5
HNRNPU	SMU1	5
HNRNPU	MAGOH	5
HNRNPU	RALY	5
HNRNPU	HNRNPUL1	5
HNRNPU	SRSF11	5
HNRNPU	U2AFBP	5
HNRNPU	LSM3	5
HNRNPU	NHP2	5
HNRNPU	SNRPA1	5
HNRNPU	SNRPB	5
HNRNPU	SNRNP70	5
HNRNPU	RBM14	5
HNRNPU	SNRNP200	5
HNRNPU	SRSF7	5
HNRNPU	SNRPD2	5
HNRNPU	SRSF2	5
HNRNPU	NUDT21	5
HNRNPU	RBM39	5
HNRNPU	SRRT	5
HNRNPU	STAU1	5
HNRNPU	SRSF5	5
HNRNPU	TAF15	5
HNRNPU	LUC7L3	5
HNRNPU	THRAP3	5
HNRNPU	SARNP	5
HNRNPU	SNW1	5
HNRNPU	TRA2B	5
HNRNPU	SNRPD1	5
HNRNPU	PABPC1	5
HNRNPU	SRSF3	5
HNRNPU	NCBP1	5
HNRNPU	SF3B1	5
HNRNPU	RBM8A	5
HNRNPU	SF3B3	5
HNRNPU	SSB	5
HNRNPU	PLRG1	5
HNRNPU	KHSRP	5
HPD	TTC36	1
HPD	UPB1	1
HPD	TAT	1
HPD	PAH	1
HPD	TDO2	1
HSD11B1	UGT2B15	2
HSD11B1	UGT2B4	2
HSD11B1	UGT2B17	2
HSD11B1	UGT1A4	2
HSP90AB1	RPAP3	6
HSP90AB1	SGTA	6
HSP90AB1	TUBB2A	6
HSP90AB1	STIP1	6
HSP90AB1	TUBB3	6
HSP90AB1	HSPBP1	6
HSP90AB1	PSMG1	6
HSP90AB1	HSPA2	6
HSP90AB1	TOMM34	6
HSP90AB1	HSPH1	6
HSP90AB1	HSPA14	6
HSP90AB1	IPO7	6
HSP90AB1	TTC1	6
HSPA1A	NUP210	6
HSPA1A	VARS	6
HSPA1A	NUP205	6
HSPA1A	STIP1	6
HSPA1A	NUP153	6
HSPA1A	HSPBP1	6
HSPA1A	NUP93	6
HSPA1A	TUBB2A	6
HSPA1A	SGTA	6
HSPA1A	NUP43	6
HSPA1A	RANBP2	6
HSPA1A	NUP50	6
HSPA1A	NUP214	6
HSPA1A	NUPL1	6
HSPA1A	TTC1	6
HSPA1A	NUP98	6
HSPA1A	NUP88	6
HSPA1A	HSPA2	6
HSPA1A	NUP133	6
HSPA1A	SEH1L	6
HSPA1A	TARS2	6
HSPA1A	NUP54	6
HSPA1A	NUP107	6
HSPA1A	TPR	6
HSPA1A	NUP160	6
HSPA1A	HSPH1	6
HSPA1A	NUP188	6
HSPA4	NUP214	6
HSPA4	RANBP2	6
HSPA4	TNPO1	6
HSPA4	NUP205	6
HSPA4	SEH1L	6
HSPA4	NUP54	6
HSPA4	NUP88	6
HSPA4	SPG20	6
HSPA4	NUP133	6
HSPA4	TPR	6
HSPA4	SGTA	6
HSPA4	STIP1	6
HSPA4	NUP93	6
HSPA4	NUP50	6
HSPA4	TUBB3	6
HSPA4	NUPL1	6
HSPA4	NUP210	6
HSPA4	NUP153	6
HSPA4	NUP107	6
HSPA4	NUP160	6
HSPA4	HSPBP1	6
HSPA4	VARS	6
HSPA4	TOMM34	6
HSPA4	TTC1	6
HSPA4	HSPH1	6
HSPA4	NUP188	6
HSPA4	NUP98	6
HSPA4	TIMM50	6
HSPA4	NUP43	6
HSPA4	RPAP3	6
HSPG2	LAMB2	7
HSPG2	LAMC1	7
HSPG2	SDC2	7
HSPG2	LAMB1	7
HSPG2	SPARC	7
HUWE1	UBA2	4
HUWE1	UBE2M	4
HUWE1	UBR4	4
HUWE1	USP7	4
HUWE1	VBP1	4
HUWE1	SKP1	4
HUWE1	UFD1L	4
HUWE1	USP24	4
HUWE1	SUPT6H	4
HUWE1	WDR82	4
IGF2R	VPS26A	7
IGF2R	LPA	7
IGF2R	VAMP7	7
IL18	SYK	7
ILF2	RALY	5
ILF2	RBMX	5
ILF2	SRSF6	5
ILF2	STAU1	5
ILF2	MAGOH	5
ILF2	SRSF7	5
ILF2	NCBP1	5
ILF2	KHSRP	5
ILF2	SNRPD3	5
ILF2	PLRG1	5
ILF2	SF3B1	5
ILF2	SNRPA1	5
ILF2	PABPN1	5
ILF2	PSME3	5
ILF2	SRSF3	5
ILF2	SRSF2	5
ILF2	PRPF8	5
ILF2	SNRPB	5
ILF2	SF3A1	5
ILF2	SF3B5	5
ILF2	TRA2B	5
ILF2	NUDT21	5
ILF2	U2AF2	5
ILF2	NHP2	5
ILF2	SNRPA	5
ILF2	SNRPC	5
ILF2	RPL21	5
ILF2	SF3A2	5
ILF2	TAF15	5
ILF2	PRPF4	5
ILF2	RNPS1	5
ILF2	UPF1	5
ILF2	PHF5A	5
ILF2	RBM14	5
ILF2	PSPC1	5
ILF2	SNRPE	5
ILF2	PUF60	5
ILF2	SNRPD1	5
ILF2	XRN2	5
ILF2	SNRNP40	5
ILF2	SRSF9	5
ILF2	SNRNP70	5
ILF2	SSB	5
ILF2	RBM8A	5
ILF2	TROVE2	5
ILF2	LSM3	5
ILF2	SNRPB2	5
ILF2	PABPC1	5
ILF2	LARP1	5
ILF2	SRRT	5
ILF2	PRPF19	5
ILF2	SF3B6	5
ILF2	SUPV3L1	5
ILF2	SNRPD2	5
ILF3	LARP1	5
ILF3	SNRPD2	5
ILF3	RPL21	5
ILF3	RBMX	5
ILF3	SERBP1	5
ILF3	MAGOH	5
ILF3	STAU1	5
ILF3	SRSF3	5
ILF3	NCBP1	5
ILF3	RCN2	5
ILF3	SRSF7	5
ILF3	SF3B1	5
ILF3	SF3A1	5
ILF3	SNRPD3	5
ILF3	PHF5A	5
ILF3	PABPN1	5
ILF3	SF3A2	5
ILF3	PRPF19	5
ILF3	SF3B6	5
ILF3	TROVE2	5
ILF3	SF3B5	5
ILF3	TIAL1	5
ILF3	RBM39	5
ILF3	SNRPA1	5
ILF3	SNRNP40	5
ILF3	PSME3	5
ILF3	TCERG1	5
ILF3	NUDT21	5
ILF3	SNRPD1	5
ILF3	LSM3	5
ILF3	U2AF2	5
ILF3	RBM14	5
ILF3	PABPC1	5
ILF3	SNRNP200	5
ILF3	SNRPB	5
ILF3	RSL1D1	5
ILF3	RNPS1	5
ILF3	RBM8A	5
ILF3	SRRT	5
ILF3	TAF15	5
ILF3	SNRNP70	5
ILF3	TRA2B	5
ILF3	SNRPA	5
ILF3	SRSF6	5
ILF3	SNRPC	5
ILF3	RALY	5
ILF3	KHSRP	5
ILF3	SSB	5
ILF3	SNRPE	5
ILF3	LARP7	5
ILF3	SF1	5
ILF3	NOP56	5
ILF3	SRSF2	5
ILF3	PRPF8	5
ILF3	UPF1	5
IRF2BP2	ZC3H7A	15
IRF2BP2	TIMM9	15
ITGA6	LAMB2	7
ITGA6	LYN	7
ITGA6	NES	7
ITGA6	LAMC1	7
ITGA6	LAMB1	7
ITGA6	MCAM	7
ITGB5	LAMB2	7
ITGB5	TUBB4A	7
ITGB5	LYN	7
ITGB5	LAMB1	7
ITGB5	PALLD	7
ITGB5	LAMC1	7
KDM1A	WHSC1	4
KDM1A	MTA2	4
KDM1A	PHC2	4
KDM1A	POLR2B	4
KDM1A	USP7	4
KDM1A	KDM3B	4
KHDRBS1	U2AFBP	5
KHDRBS1	SRSF2	5
KHDRBS1	SNRNP70	5
KHDRBS1	SRSF3	5
KHDRBS1	SRRT	5
KHDRBS1	SF3B1	5
KHDRBS1	SSB	5
KHDRBS1	SF1	5
KHDRBS1	NCBP1	5
KHDRBS1	SRRM1	5
KHDRBS1	RBM14	5
KHDRBS1	PRPF19	5
KHDRBS1	SNRPB	5
KHDRBS1	SNRPE	5
KHDRBS1	TCERG1	5
KHDRBS1	MAGOH	5
KHDRBS1	SRSF5	5
KHDRBS1	SRSF10	5
KHDRBS1	RBM10	5
KHDRBS1	TRA2B	5
KHDRBS1	SRSF6	5
KHDRBS1	RBM17	5
KHDRBS1	PUF60	5
KHDRBS1	YLPM1	5
KHDRBS1	SERBP1	5
KHDRBS1	SNRPA1	5
KHDRBS1	TIAL1	5
KHDRBS1	SNRPD2	5
KHDRBS1	SNRPB2	5
KHDRBS1	SRSF4	5
KHDRBS1	TAF15	5
KHDRBS1	SNRNP200	5
KHDRBS1	PRPF8	5
KHDRBS1	U2SURP	5
KHDRBS1	SRP9	5
KHDRBS1	SNRNP40	5
KHDRBS1	RBM39	5
KHDRBS1	SF3A3	5
KHDRBS1	SNRPA	5
KHDRBS1	KHSRP	5
KHDRBS1	RBM4	5
KHDRBS1	THRAP3	5
KHDRBS1	LARP7	5
KHDRBS1	SNRPD1	5
KHDRBS1	SRSF7	5
KHDRBS1	SNW1	5
KHDRBS1	SF3A1	5
KHDRBS1	SRPK2	5
KHDRBS1	RPL21	5
KHDRBS1	PHF5A	5
KHDRBS1	SNRPC	5
KHDRBS1	RBM15	5
KHDRBS1	RBMX	5
KHDRBS1	SNRPD3	5
KHDRBS1	U2AF2	5
KHDRBS1	PRPF40A	5
KHDRBS1	LSM3	5
KHDRBS1	PABPC1	5
KHDRBS1	SF3B2	5
KHDRBS1	PABPN1	5
KHDRBS1	WBP11	5
KHDRBS1	SF3B6	5
KHDRBS1	RALY	5
KHDRBS1	PTBP3	5
KHDRBS1	NUDT21	5
KHDRBS1	SRSF9	5
KMO	TMPRSS6	1
KMO	PAH	1
KMO	KYNU	1
KMO	XDH	1
KMO	LDHD	1
KMO	UXS1	1
KMO	TDO2	1
KMO	PIPOX	1
KMO	SERPINA10	1
KPNA4	TNPO3	6
KPNA4	NUP214	6
KPNA4	RNF213	6
KPNA4	NUP50	6
KPNA4	NUP54	6
KPNA4	RANGAP1	6
KPNA4	RANBP6	6
KPNA4	RANBP2	6
KPNA4	TNPO1	6
KPNA4	RANBP3	6
KPNA4	NUP98	6
KPNA4	NUP107	6
KPNA4	NUP153	6
KPNA4	TNPO2	6
LGALS3	MCAM	7
LGALS3	PRG4	7
LGALS3	SYK	7
LMNA	TOR1AIP1	6
LMNA	NUP88	6
LMNA	TPR	6
LMNA	NUP153	6
LMNA	NUP210	6
LMNA	RANBP2	6
LMNA	NUP107	6
LMNA	NUP98	6
LMNA	NUP50	6
LMNA	NUP133	6
LMNA	RANGAP1	6
LMNA	NUP160	6
LMNA	NUP214	6
LMNA	NUP54	6
LMNA	NUP93	6
LMNB1	NUP50	6
LMNB1	NUP214	6
LMNB1	NUP54	6
LMNB1	NUP205	6
LMNB1	NUP153	6
LMNB1	NUP88	6
LMNB1	NUP133	6
LMNB1	NUP98	6
LMNB1	NUP93	6
LMNB1	NUP160	6
LMNB1	NUP210	6
LMNB1	TOR1AIP1	6
LMNB1	RANGAP1	6
LMNB1	TPR	6
LMNB1	RANBP2	6
LMNB1	NUP107	6
MAN2A1	MGAT2	14
MAN2A1	STX5	14
MAN2A1	MANBA	14
MAN2A1	OS9	14
MAN2A1	MGAT1	14
MAN2A1	NSF	14
MAN2A1	SEC23B	14
MAN2A1	SLC4A1	14
MAN2A1	STX16	14
MAP1S	NDUFAF2	16
MAP1S	SCRN1	16
MAP1S	TBCB	16
MAT1A	PSAT1	1
MAT1A	SRM	1
MAT1A	SHMT1	1
MAT1A	SARDH	1
MAT1A	PCYT1A	1
MAT1A	MVK	1
MAT1A	MTHFD1	1
MAT1A	TAT	1
MAT1A	MSRA	1
MATR3	RSL1D1	5
MATR3	TAF15	5
MATR3	PUF60	5
MATR3	STAU1	5
MATR3	PABPN1	5
MATR3	SF3A3	5
MATR3	PHF5A	5
MATR3	SNRPD3	5
MATR3	NAA50	5
MATR3	ZNF638	5
MATR3	MYBBP1A	5
MATR3	SRSF10	5
MATR3	SRSF3	5
MATR3	UPF1	5
MATR3	SF3B5	5
MATR3	PRPF19	5
MATR3	PRPF8	5
MATR3	TIAL1	5
MATR3	SRRT	5
MATR3	NAA10	5
MATR3	SRSF9	5
MATR3	RCN2	5
MATR3	SF3B6	5
MATR3	RBM4	5
MATR3	SLTM	5
MATR3	PABPC4	5
MATR3	PSPC1	5
MATR3	SNW1	5
MATR3	SNRNP40	5
MATR3	RNPS1	5
MATR3	PRPF6	5
MATR3	U2SURP	5
MATR3	SRSF2	5
MATR3	SRP9	5
MATR3	RBMX	5
MATR3	RBM39	5
MATR3	RBM14	5
MATR3	PABPC1	5
MATR3	PTBP3	5
MATR3	SNRPC	5
MATR3	SRSF7	5
MATR3	SNRPA	5
MATR3	SRSF6	5
MATR3	SARNP	5
MATR3	THOC2	5
MATR3	RALY	5
MATR3	U2AF2	5
MATR3	NUDT21	5
MATR3	SMU1	5
MATR3	SNRPE	5
MATR3	TRA2B	5
MATR3	SSB	5
MATR3	SNRPD2	5
MATR3	SNRPD1	5
MATR3	NSUN2	5
MATR3	SNRNP200	5
MATR3	SNRNP70	5
MATR3	THRAP3	5
MATR3	SF3B1	5
MATR3	PSME3	5
MCM2	WHSC1	4
MCM2	NELFB	4
MCM2	SAE1	4
MCM2	POLR2A	4
MCM2	MTA2	4
MCM2	MCMBP	4
MCM2	MCM4	4
MCM2	RCC2	4
MCM2	PPM1G	4
MCM2	WRNIP1	4
MCM2	TCEA1	4
MCM3	PDS5B	4
MCM3	TCEA1	4
MCM3	MCMBP	4
MCM3	RCC2	4
MCM3	NELFB	4
MCM3	MCM4	4
MCM3	TMPO	4
MCM3	RUVBL2	4
MCM3	PDS5A	4
MCM3	SAE1	4
MCM3	PURB	4
MCM3	POLR2A	4
MCM6	RCC2	4
MCM6	NUP37	4
MCM6	PPP4R2	4
MCM6	MCMBP	4
METTL3	U2AF2	5
METTL3	RBMX	5
METTL3	SRSF10	5
METTL3	SRSF3	5
METTL3	NSUN2	5
METTL3	NOP2	5
METTL3	YTHDF3	5
METTL3	SRSF2	5
METTL3	RNMT	5
METTL3	NUDT21	5
METTL3	RBM15	5
METTL3	NCBP1	5
MGLL	SLC27A2	1
MLXIPL	SRI	1
MLXIPL	SLC27A2	1
MLXIPL	MTTP	1
MLXIPL	SLC27A5	1
MME	UCHL1	7
MMP9	SPARC	7
MPDZ	MPP6	11
MPDZ	SNX27	11
MRE11A	TOP3B	4
MRE11A	WHSC1	4
MRE11A	NELFB	4
MRE11A	RNF20	4
MRE11A	SMARCC2	4
MRE11A	POLR2B	4
MRE11A	SSBP1	4
MRE11A	UIMC1	4
MRE11A	RAD50	4
MRPL38	WBP2	17
MRPL38	MRPS18B	17
MRPL38	MRPS34	17
MRPL38	MRPS24	17
MRPL38	MRPL53	17
MRPL38	PTCD3	17
MRPL38	MRPS9	17
MRPL38	OXA1L	17
MRPL38	MRPS22	17
MRPL38	MRPS11	17
MRPL38	MRPS21	17
MRPL38	MRPS27	17
MRPL38	MRPL44	17
MRPL38	RPMS17	17
MRPL38	MRPS23	17
MRPL38	MRPL49	17
MRPL38	MRPL47	17
MRPL38	MRPL57	17
MRPL38	MRPL9	17
MRPL38	MRPS25	17
MRPL38	MRPS30	17
MRPL38	MRPS31	17
MRPL38	MRPL41	17
MRPL38	MRPL48	17
MRPL38	MRPS18A	17
MRPL38	MRPS16	17
MRPL38	MRPS33	17
MRPL38	MRPS35	17
MRPL38	MRPL45	17
MRPS5	TBC1D13	17
MRPS5	OXA1L	17
MRPS5	PTCD3	17
MRPS5	SLC4A1AP	17
MRPS5	RPMS17	17
MRPS5	MRPS9	17
MSH2	PDS5A	4
MSH2	TMPO	4
MSH2	RAD50	4
MSH2	PDS5B	4
MSH2	UBA2	4
MSH2	NELFB	4
MSH6	SUPT5H	4
MSH6	RAD50	4
MSH6	SYVN1	4
MSH6	PSIP1	4
MSH6	SUPT6H	4
MUT	PCCA	1
MYO1D	PDXDC1	18
NASP	SET	4
NAT10	NOP2	5
NAT10	PWP1	5
NAT10	SNRPD3	5
NAT10	NSUN2	5
NAT10	POLDIP3	5
NAT10	SART3	5
NAT10	PAIP1	5
NAT10	POLR1C	5
NAT10	TRMT112	5
NAT10	NHP2	5
NAT10	RIOK1	5
NAT10	SKIV2L2	5
NAT10	RSL1D1	5
NAT10	TRMT1	5
NAT10	SSB	5
NAT10	SNRPB	5
NAT10	NOP56	5
NAT10	SNRPE	5
NAT10	TFB2M	5
NCK1	PTPN12	7
NCK1	SYNPO	7
NCK1	PPP4R1	7
NCK1	WASL	7
NCK1	PPP1R12A	7
NCK1	SH3KBP1	7
NCK1	WAS	7
NCK1	SYK	7
NCL	RBM14	5
NCL	SRSF3	5
NCL	PABPC1	5
NCL	SNRPA	5
NCL	NOP56	5
NCL	U2AF2	5
NCL	SNRPB	5
NCL	TROVE2	5
NCL	SRSF2	5
NCL	PRPF19	5
NCL	SNRPD2	5
NCL	SNRPC	5
NCL	SNRNP70	5
NCL	STAU1	5
NCL	PABPN1	5
NCL	SNRPA1	5
NCL	SKIV2L2	5
NCL	PAIP1	5
NCL	POLDIP3	5
NCL	RBMX	5
NCL	RPL21	5
NCL	NSUN2	5
NCL	SSB	5
NCL	PUF60	5
NCL	RNPS1	5
NCL	UPF1	5
NCL	SNRPD3	5
NCL	SRSF5	5
NCL	POLR1C	5
NCL	ZC3H15	5
NCL	TCERG1	5
NCL	SERBP1	5
NCL	SNRPD1	5
NCL	RIOK1	5
NCL	TRA2B	5
NCL	SARNP	5
NCL	NHP2	5
NONO	SF1	5
NONO	PUF60	5
NONO	SNRPD1	5
NONO	SF3B1	5
NONO	SNRPE	5
NONO	SRSF7	5
NONO	PPIH	5
NONO	TCERG1	5
NONO	SNRPD2	5
NONO	SSB	5
NONO	SRSF5	5
NONO	PRPF8	5
NONO	RBM4	5
NONO	NUDT21	5
NONO	SRSF6	5
NONO	PRPF19	5
NONO	RBM10	5
NONO	SRSF10	5
NONO	SRSF3	5
NONO	XRN2	5
NONO	THRAP3	5
NONO	SRSF9	5
NONO	RALY	5
NONO	SNRPA	5
NONO	SNRNP70	5
NONO	TRA2B	5
NONO	STAU1	5
NONO	THOC2	5
NONO	SRSF2	5
NONO	SRRT	5
NONO	PSPC1	5
NONO	RBM39	5
NONO	SNRPD3	5
NONO	RBMX	5
NONO	PLRG1	5
NONO	TAF15	5
NONO	U2AF2	5
NONO	RBM14	5
NOS3	WASL	7
NOS3	PPP1R12A	7
NPM1	NUP205	6
NPM1	SEH1L	6
NPM1	NUP50	6
NPM1	RANBP2	6
NPM1	NUP93	6
NPM1	NUP107	6
NPM1	NUP98	6
NPM1	NUP88	6
NPM1	NUP133	6
NPM1	NUP43	6
NPM1	NUP188	6
NPM1	NUP153	6
NPM1	SRP72	6
NPM1	NUPL1	6
NPM1	NUP160	6
NPM1	NUP54	6
NPM1	NUP214	6
NPM1	TPR	6
NPM1	NUP210	6
NR3C1	SMARCC2	4
NR3C1	SET	4
NR3C1	SMARCE1	4
NR3C1	POLR2A	4
NUP155	NUP43	6
NUP155	NUP160	6
NUP155	NUPL1	6
NUP155	TNPO2	6
NUP155	NUP54	6
NUP155	NUP214	6
NUP155	NUP210	6
NUP155	SEH1L	6
NUP155	RANGAP1	6
NUP155	TNPO3	6
NUP155	TNPO1	6
